,Unnamed: 0.1,Unnamed: 0,Price,Close,High,Low,Open,Volume,MA_5,MA_15,MA_19,MA_20,MA_25,MA_30,Normalised Close,Return Ratio,Percentage Change Open,Percentage Change High,Percentage Change Low,Sector,Sector Encoded,Stock Movement Label
0,0,0,Ticker,AUBANK.NS,AUBANK.NS,AUBANK.NS,AUBANK.NS,AUBANK.NS,,,,,,,,,,,,,,
1,1,1,Date,,,,,,,,,,,,,,,,,,,
2,2,2,2020-01-10,410.77923583984375,419.17263896867945,408.9610654703337,415.3868970525119,605170,,,,,,,-1.2557314260012875,,0.0112168795563576,0.0204328807216247,-0.0044261496465194,Financial Services,9.0,
3,3,3,2020-01-13,417.67822265625,419.9197873574463,411.05315973112533,413.44415599843467,465756,,,,,,,-1.2035872843513171,0.0167948771857982,-0.0101371496720334,0.0053667262969587,-0.0158616431639461,Financial Services,9.0,
4,4,4,2020-01-14,422.2111511230469,423.40666445453826,416.9310331158218,418.92353506619605,661510,,,,,,,-1.1693263601965198,0.0108526808938456,-0.007786663256302,0.0028315531892311,-0.0125058705654278,Financial Services,9.0,
5,5,5,2020-01-15,427.1177062988281,430.85364746348665,420.44281259003805,423.43156552176487,1044188,,,,,,,-1.132241478762784,0.011621093291189,-0.008630269180375,0.0087468655819309,-0.0156277616459198,Financial Services,9.0,1.0
6,6,6,2020-01-16,437.0802307128906,440.69164062637157,428.08907142271994,428.08907142271994,1185078,422.9733093261719,,,,,,-1.0569424097744522,0.0233250091652541,-0.020570958506876,0.0082625789493855,-0.020570958506876,Financial Services,9.0,1.0
7,7,7,2020-01-17,437.22967529296875,442.5845246343523,431.15253786676476,439.84483427364444,707678,428.2633972167969,,,,,,-1.0558128729946623,0.0003419156703435,0.0059812019367702,0.0122472230133865,-0.0138991879316791,Financial Services,9.0,1.0
8,8,8,2020-01-20,441.2893981933594,444.3279516205285,435.8598180134108,440.34294757012015,896644,432.9856323242187,,,,,,-1.025128546207114,0.0092851037562132,-0.0021447390921105,0.0068856252599971,-0.0123038989882314,Financial Services,9.0,1.0
9,9,9,2020-01-21,442.5097961425781,444.32796646257714,436.1088953340654,440.3429622790563,511040,437.045361328125,,,,,,-1.0159044955998475,0.0027655274616047,-0.0048966912877645,0.0041087685195859,-0.0144649923330745,Financial Services,9.0,1.0
10,10,10,2020-01-22,441.86224365234375,448.01411216672415,439.47124719792515,444.40270208773865,511670,439.9942687988281,,,,,,-1.0207988474336958,-0.0014633630619687,0.0057494354222167,0.0139225937557603,-0.0054111807215188,Financial Services,9.0,0.0
11,11,11,2020-01-23,485.4482116699219,502.1105161280181,453.792341460937,453.792341460937,9957038,449.6678649902344,,,,,,-0.691365997257069,0.0986415305759219,-0.0652095722015124,0.0343235468944844,-0.0652095722015124,Financial Services,9.0,1.0
12,12,12,2020-01-24,533.3429565429688,546.8920068303959,484.17799327661265,488.1629973365025,8376792,468.8905212402344,,,,,,-0.3293664127658647,0.0986608740575867,-0.0847108950295593,0.0254040109111959,-0.0921826428252364,Financial Services,9.0,1.0
13,13,13,2020-01-27,509.1091613769531,550.4286776974054,497.6273746784688,537.9755401929393,5438232,482.4544738769531,,,,,,-0.512531054398176,-0.0454375460830956,0.0566997826908344,0.0811604258086775,-0.0225527010109782,Financial Services,9.0,0.0
14,14,14,2020-01-28,519.9434814453125,523.0318355804889,500.61618548418215,503.0071820804873,1658978,497.9412109375,,,,,,-0.430642751758987,0.0212809371551211,-0.0325733468525204,0.0059397881604199,-0.0371719170464552,Financial Services,9.0,1.0
15,15,15,2020-01-29,521.3630981445312,532.4961915789505,514.5636724986491,528.0130618088752,568136,513.8413818359375,,,,,,-0.4199129596572409,0.0027303288720392,0.0127549565514137,0.0213538193900577,-0.0130416319645185,Financial Services,9.0,1.0
16,16,16,2020-01-30,521.8612060546875,536.4064467172983,510.08052550647847,522.0106072248423,1204270,521.1239807128907,464.5883850097656,,,,,-0.4161481446031823,0.0009553954085529,0.0002862852582667,0.0278718565278572,-0.0225743558086486,Financial Services,9.0,1.0
17,17,17,2020-01-31,530.1798706054688,534.9369935143915,518.050526685212,525.5224092816334,843678,520.4913635253906,472.548427327474,,,,,-0.3532737495336058,0.015940377353724,-0.0087846815431082,0.008972658474359,-0.0228777903363341,Financial Services,9.0,1.0
18,18,18,2020-02-03,520.0181274414062,528.0130665930155,493.6424047110174,517.0543048335379,821850,522.6731567382812,479.3710876464844,,,,,-0.430078560016417,-0.0191665955790772,-0.0056994601754576,0.0153743470269891,-0.0507207755625034,Financial Services,9.0,0.0
19,19,19,2020-02-04,523.9284057617188,528.7103982228292,520.0430026835041,523.9284057617188,521236,523.4701416015625,486.1522379557292,,,,,-0.4005237700086581,0.0075195038672052,0.0,0.0091271868608806,-0.007415904607359,Financial Services,9.0,1.0
20,20,20,2020-02-05,545.7711791992188,569.2328764957972,523.4551339910929,528.0129941680551,2543364,528.3517578125,494.0624694824219,478.3538609554893,,,,-0.2354310248761899,0.0416903782984311,-0.032537784529442,0.0429881572914907,-0.0408890136721198,Financial Services,9.0,1.0
21,21,21,2020-02-06,544.7251586914062,555.0612626995943,537.9755339201519,550.4286712794146,979448,532.9245483398438,501.2387980143229,485.4036463687294,481.6724258422852,,,-0.243337090357927,-0.001916591692048,0.0104704409131937,0.0189748974198631,-0.0123908812794125,Financial Services,9.0,0.0
22,22,22,2020-02-07,561.9353637695312,571.6488110088279,538.2495327544322,541.4126175146796,1316716,539.2756469726562,509.5525105794271,492.9961274799548,489.23023223876953,,,-0.1132583707864257,0.0315942908153335,-0.0365215424727544,0.0172857019962895,-0.0421504545579969,Financial Services,9.0,1.0
23,23,23,2020-02-10,560.7648315429688,566.8668694611579,548.4362243205051,562.8818651064221,853378,547.4249877929688,517.5175394694011,500.2884264494243,496.3845626831055,,,-0.1221055247022125,-0.0020830371285238,0.0037752609371528,0.0108816344659117,-0.0219853431045969,Financial Services,9.0,0.0
24,24,24,2020-02-11,579.2702026367188,586.7918861295734,556.4062281890776,564.3762368292076,1712572,558.4933471679688,526.6348999023437,508.2964525724712,504.2375152587891,,,0.0177623598548449,0.0330002347736958,-0.0257116035655153,0.0129847581640096,-0.0394703099582354,Financial Services,9.0,1.0
25,25,25,2020-02-12,573.6163940429688,585.2974116812237,563.8780170409747,577.825529829974,854024,564.0623901367187,535.4185099283854,515.4825664319491,511.5624496459961,,,-0.0249704361367687,-0.0097602268647947,0.0073378931123959,0.0203638141440216,-0.0169771594799722,Financial Services,9.0,0.0
26,26,26,2020-02-13,571.97265625,576.8293803069888,548.4362242815154,565.3974233876899,1096040,569.5118896484375,541.1868062337239,522.5743022717928,518.3070709228516,499.2403186035156,,-0.0373941874198043,-0.0028655697606258,-0.0114957118849335,0.008491182233834,-0.0411495754408882,Financial Services,9.0,0.0
27,27,27,2020-02-14,570.876708984375,580.3908931295887,564.5504791449591,577.8255348438005,511546,571.3001586914063,543.6890563964844,529.3946870502673,524.9894226074218,505.6442175292969,,-0.045677610910881,-0.0019160833191053,0.0121722006697171,0.016665917518583,-0.0110816043812167,Financial Services,9.0,0.0
28,28,28,2020-02-17,567.9876098632812,585.9948591186574,562.3836979045336,577.676126660537,960400,572.7447143554688,547.6142862955729,535.9987825092517,531.324333190918,511.6565930175781,,-0.0675140918058529,-0.0050608109870757,0.0170576199709493,0.0317035951888291,-0.0098662573996931,Financial Services,9.0,0.0
29,29,29,2020-02-18,572.4208984375,577.3274221765259,562.88178348531,567.8132378204742,1025902,571.374853515625,551.1127807617188,542.8702906558389,537.8198883056641,517.6649829101563,,-0.0340062690572253,0.0078052557788819,-0.0080494276669544,0.0085715314594889,-0.0166645120369088,Financial Services,9.0,1.0
30,30,30,2020-02-19,580.6648559570312,599.7430864344137,573.6412987505861,576.3809889294808,2536736,572.7845458984375,555.066231282552,547.8816929867393,544.7600189208985,523.8068688964844,,0.0283034729519213,0.0144019156918174,-0.0073775207567708,0.0328558380650374,-0.0120957160303238,Financial Services,9.0,1.0
