,Close,High,Low,Open,Volume,MA_5,MA_15,MA_20,MA_25,MA_30,Normalized_Close,Return_Ratio,Percentage_Change_Open,Percentage_Change_High,Percentage_Change_Low,Sector_Encoded,Stock_Movement_Label
0,6028.2265625,6057.947173880854,6015.022717627232,6056.034418410483,2427,0.0,0.0,0.0,0.0,0.0,0.2489349641742269,0.0,0.0046129414052664,0.0049302412695864,-0.0021903365336176,8.0,0.0
1,6056.640625,6104.557471344434,6009.423633892433,6055.893839366391,4062,0.0,0.0,0.0,0.0,0.0,0.2709874854549474,0.0047135027533232,-0.0001233003045494,0.0079114560878266,-0.0077959043686147,8.0,0.0
2,6045.39501953125,6093.4052631618615,6005.690087857541,6087.61961189849,9660,0.0,0.0,0.0,0.0,0.0,0.2622596256526331,-0.0018567397613673,0.0069845878111889,0.0079416222555352,-0.0065677977279288,8.0,0.0
3,6016.794921875,6092.379282062528,6009.42320503307,6078.475583475997,4335,0.0,0.0,0.0,0.0,0.0,0.2400627200818392,-0.0047308898035363,0.0102514149812131,0.012562229753374,-0.0012251899786593,8.0,0.0
4,6025.61328125,6065.411621764291,6010.356347043661,6047.681957023749,5753,6034.53408203125,0.0,0.0,0.0,0.0,0.2469067628081557,0.0014656240555813,0.0036624779493268,0.006604861390314,-0.0025320135053827,8.0,1.0
5,6022.48779296875,6063.545968191965,6011.850084151541,6050.482003348215,3363,6033.386328125,0.0,0.0,0.0,0.0,0.2444810309426434,-0.0005187004434844,0.0046482801363496,0.0068174775333127,-0.0017663313206925,8.0,0.0
6,5968.08544921875,6053.280974217145,5962.766367388246,6052.581119009705,5431,6015.67529296875,0.0,0.0,0.0,0.0,0.2022586685730264,-0.0090332011653912,0.0141579189021188,0.0142751851868252,-0.0008912543018633,8.0,0.0
7,5900.06005859375,5976.764383284267,5889.98232432323,5976.764383284267,6005,5986.60830078125,0.0,0.0,0.0,0.0,0.1494632833870068,-0.0113981931397957,0.0130006006597835,0.0130006006597835,-0.0017080731671266,8.0,0.0
8,5883.8701171875,5962.76695306841,5860.121512561755,5962.76695306841,17472,5960.02333984375,0.0,0.0,0.0,0.0,0.1368980605367035,-0.0027440299328255,0.0134090036505807,0.0134090036505807,-0.0040362217643745,8.0,0.0
9,5876.96484375,5913.310845386632,5862.221407358397,5913.310845386632,3856,5930.29365234375,0.0,0.0,0.0,0.0,0.1315387885413786,-0.001173593791156,0.0061844851216499,0.0061844851216499,-0.0025086820805609,8.0,0.0
10,5874.63134765625,5915.1764767337045,5852.656075417857,5901.1793719615,5370,5900.72236328125,0.0,0.0,0.0,0.0,0.1297277320525044,-0.0003970580317885,0.004519096217985,0.0069017316454471,-0.0037407065972164,8.0,0.0
11,5853.775390625,5883.402592510127,5847.989739026554,5855.548265910049,3201,5877.8603515625,0.0,0.0,0.0,0.0,0.1135411541472354,-0.0035501729039679,0.0003028601486636,0.0050612126205893,-0.0009883624178187,8.0,0.0
12,5854.1962890625,5877.805015005993,5841.4590134907485,5876.824944186646,4365,5868.68759765625,0.0,0.0,0.0,0.0,0.1138678188665092,7.190204772360787e-05,0.0038653734871212,0.0040327868724867,-0.0021757513658277,8.0,1.0
13,5850.64990234375,5874.351575246991,5841.458379102684,5860.121185425694,5348,5862.0435546875,0.0,0.0,0.0,0.0,0.1111154222817231,-0.0006057854133411,0.0016188429046404,0.0040511179610569,-0.0015710260218073,8.0,0.0
14,5841.83203125,5864.74090130281,5832.594032476741,5855.455972128877,2909,5855.0169921875,5939.9482421875,0.0,0.0,0.0,0.1042717585167979,-0.0015071609549252,0.0023321349888181,0.0039215215244572,-0.0015813530282695,8.0,0.0
15,5829.18798828125,5854.98922828216,5822.79588564518,5832.127289308072,2501,5845.9283203125,5926.67900390625,0.0,0.0,0.0,0.0944585532898894,-0.0021643968708981,0.0005042385033269,0.0044262151182599,-0.0010965682782783,8.0,0.0
16,5945.5966796875,5972.097772425658,5809.731364237836,5836.745957509253,7586,5864.292578125,5919.27607421875,0.0,0.0,0.0,0.1848048437753542,0.0199699669388383,-0.0183077877700861,0.0044572637812276,-0.0228514180778245,8.0,1.0
17,6025.146484375,6092.472459715862,5954.3677079869685,6016.794697202312,11771,5898.4826171875,5917.926171875,0.0,0.0,0.0,0.2465444757181026,0.0133796167101736,-0.0013861550411009,0.0111741640664602,-0.0117472291456451,8.0,1.0
18,6064.29248046875,6089.627606131526,6028.086816210505,6074.55702458304,12146,5941.2111328125,5921.09267578125,0.0,0.0,0.0,0.2769261894175225,0.0064971027999513,0.0016926202269018,0.0041777545763783,-0.0059703031103549,8.0,1.0
19,5977.13623046875,6092.472451946558,5960.899681886141,6092.472451946558,4731,5968.27197265625,5917.860872395833,5947.029174804688,0.0,0.0,0.2092830969215869,-0.0143720393237469,0.0192962343554887,0.0192962343554887,-0.0027164427840614,8.0,0.0
20,5927.07470703125,6006.485048493721,5902.113200609699,5977.137599811403,4149,5987.84931640625,5911.5,5941.97158203125,0.0,0.0,0.1704297013203506,-0.0083755031686092,0.0084464757497932,0.013397897848034,-0.0042114377927343,8.0,0.0
21,5940.09130859375,5958.987399409903,5927.3535791653085,5953.388557686599,3851,5986.7482421875,5909.633723958334,5936.144116210938,0.0,0.0,0.1805320540887972,0.0021961257797305,0.0022385597126446,0.0031811111706001,-0.002144365930876,8.0,1.0
22,5962.25390625,5977.650722321169,5944.104143839401,5944.104143839401,3022,5974.1697265625,5913.77998046875,5931.987060546875,0.0,0.0,0.1977327326771018,0.0037310196939542,-0.0030441109513255,0.0025823818162171,-0.0030441109513255,8.0,1.0
