,Unnamed: 0.1,Unnamed: 0,Price,Close,High,Low,Open,Volume,MA_5,MA_15,MA_19,MA_20,MA_25,MA_30,Normalised Close,Return Ratio,Percentage Change Open,Percentage Change High,Percentage Change Low,Sector,Sector Encoded,Stock Movement Label
0,0,0,Ticker,NAUKRI.NS,NAUKRI.NS,NAUKRI.NS,NAUKRI.NS,NAUKRI.NS,,,,,,,,,,,,,,
1,1,1,Date,,,,,,,,,,,,,,,,,,,
2,2,2,2020-01-10,2505.23681640625,2523.5679608973314,2477.9119166542546,2508.3820750899076,135834,,,,,,,-1.4911624247832052,,0.0012554735995655,0.0073171304090036,-0.0109071124825608,Consumer Services,6.0,
3,3,3,2020-01-13,2486.11962890625,2524.1089451978714,2435.6471830998153,2520.816105843733,795516,,,,,,,-1.504190779305745,-0.0076308903712438,0.0139560769860247,0.0152805664900101,-0.0203016963542658,Consumer Services,6.0,
4,4,4,2020-01-14,2502.337158203125,2508.3819481804508,2462.7750996552163,2466.1168918435546,153823,,,,,,,-1.4931385405201305,0.0065232296581036,-0.0144745747953403,0.0024156576812639,-0.0158100431903098,Consumer Services,6.0,
5,5,5,2020-01-15,2478.796142578125,2514.2792252864606,2450.8324517290794,2496.5868773368293,147296,,,,,,,-1.5091817318830414,-0.0094076114195196,0.0071771673568123,0.0143146433459553,-0.0112811579656411,Consumer Services,6.0,0.0
6,6,6,2020-01-16,2536.7392578125,2575.2200259536276,2427.783764925748,2493.4420944970716,325358,2501.84580078125,,,,,,-1.4696935253979708,0.0233755064561743,-0.0170680384994572,0.0151693825144294,-0.0429510019806715,Consumer Services,6.0,1.0
7,7,7,2020-01-17,2556.00390625,2570.305270375103,2511.3307708636285,2511.3307708636285,155575,2511.99921875,,,,,,-1.4565646763140854,0.0075942564369475,-0.0174777257879519,0.0055952043305307,-0.0174777257879519,Consumer Services,6.0,1.0
8,8,8,2020-01-20,2547.4033203125,2575.2196724010873,2525.2386907873884,2560.476048322455,55731,2524.25595703125,,,,,,-1.4624259716900565,-0.0033648563354968,0.0051317857308716,0.0109194927504354,-0.0087008717262693,Consumer Services,6.0,0.0
9,9,9,2020-01-21,2524.01025390625,2629.2798340919926,2481.8927751240335,2555.5617079024973,272694,2528.590576171875,,,,,,-1.4783683357281734,-0.009183102738274,0.0125005252840859,0.0417072712057422,-0.016686730458814,Consumer Services,6.0,0.0
10,10,10,2020-01-22,2488.527587890625,2530.3993426379247,2461.8906736985573,2525.87810788276,243217,2530.536865234375,,,,,,-1.5025497563611212,-0.0140580514523309,0.0150090841563845,0.0168259154333072,-0.0107038854307603,Consumer Services,6.0,0.0
11,11,11,2020-01-23,2547.20703125,2559.4933858286704,2487.1022806382884,2495.407808339897,159299,2532.630419921875,,,,,,-1.4625597425962185,0.0235799850662351,-0.0203356940659367,0.0048234613158402,-0.0235963350737988,Consumer Services,6.0,1.0
12,12,12,2020-01-24,2661.76513671875,2710.3207156205526,2553.202952091178,2559.4442764413225,811434,2553.782666015625,,,,,,-1.384488446205085,0.0449740064562135,-0.0384409799594722,0.0182418719938826,-0.040785786518115,Consumer Services,6.0,1.0
13,13,13,2020-01-27,2653.852294921875,2702.9977077907984,2625.4463422707718,2661.715560980903,221109,2575.0724609375,,,,,,-1.389881044264316,-0.0029727798623996,0.002962962962963,0.0185185185185183,-0.0107036675347221,Consumer Services,6.0,0.0
14,14,14,2020-01-28,2718.085693359375,2757.1563001525647,2654.83544524288,2654.83544524288,456036,2613.887548828125,,,,,,-1.3461060126582651,0.0242038332579435,-0.0232701449667401,0.0143743101583015,-0.0232701449667401,Consumer Services,6.0,1.0
15,15,15,2020-01-29,2784.432373046875,2801.1418171438145,2732.485564087763,2732.485564087763,252841,2673.068505859375,,,,,,-1.3008907808485584,0.0244093406803152,-0.018656157521351,0.0060010234971714,-0.018656157521351,Consumer Services,6.0,1.0
16,16,16,2020-01-30,2776.27392578125,2830.776147715037,2737.399851175826,2796.3743542532225,198937,2718.881884765625,2584.452701822917,,,,,-1.3064507589222163,-0.0029300216965577,0.0072400739297784,0.0196314280906015,-0.0140022474887757,Consumer Services,6.0,0.0
17,17,17,2020-01-31,2798.978759765625,2884.8358968392763,2776.7651758865163,2793.5727640475275,245742,2746.324609375,2604.035498046875,,,,,-1.2909774249642871,0.0081781677857979,-0.0019314171996611,0.0306744510918834,-0.0079363174163453,Consumer Services,6.0,1.0
18,18,18,2020-02-03,2763.053955078125,2874.2699467990406,2629.869864186009,2630.361318395943,492976,2768.16494140625,2622.4977864583334,,,,,-1.315460162899548,-0.0128349686692542,-0.0480239035645,0.0402511110999173,-0.048201769873998,Consumer Services,6.0,0.0
19,19,19,2020-02-04,2911.129150390625,2941.943426799742,2751.947172249059,2751.947172249059,454397,2806.7736328125,2649.7505859375,,,,,-1.2145469851360533,0.053591134201472,-0.0546804933474719,0.0105849911897526,-0.0546804933474719,Consumer Services,6.0,1.0
20,20,20,2020-02-05,2936.242431640625,2972.3151234053075,2884.8362722204292,2927.3962556781094,279347,2837.13564453125,2680.247005208333,2640.852359169408,,,,-1.1974322954700525,0.0086266462092999,-0.0030127539426547,0.012285324732034,-0.0175074642564416,Consumer Services,6.0,1.0
