,Unnamed: 0.1,Unnamed: 0,Price,Close,High,Low,Open,Volume,MA_5,MA_15,MA_19,MA_20,MA_25,MA_30,Normalised Close,Return Ratio,Percentage Change Open,Percentage Change High,Percentage Change Low,Sector,Sector Encoded,Stock Movement Label
0,0,0,Ticker,TATACHEM.NS,TATACHEM.NS,TATACHEM.NS,TATACHEM.NS,TATACHEM.NS,,,,,,,,,,,,,,
1,1,1,Date,,,,,,,,,,,,,,,,,,,
2,2,2,2020-01-10,273.0068664550781,274.7089403516347,267.22768404156665,267.22768404156665,3533748,,,,,,,-1.8401937811970537,,-0.0211686339195517,0.0062345461074204,-0.0211686339195517,Chemicals,2.0,
3,3,3,2020-01-13,278.9245910644531,279.34022557112536,273.9370865781918,275.1048085738655,2542703,,,,,,,-1.8197778264976288,0.021676101726726,-0.0136946781064024,0.0014901321718749,-0.0178811931469636,Chemicals,2.0,
4,4,4,2020-01-14,287.6131896972656,290.5225767418942,279.85485164337683,280.25067710984905,6840851,,,,,,,-1.7898024478177952,0.0311503499912087,-0.0255986611572514,0.0101156245570341,-0.0269749035572917,Chemicals,2.0,
5,5,5,2020-01-15,288.9590148925781,291.9079925577692,285.13920480507755,287.811101917575,2491124,,,,,,,-1.7851593952875513,0.0046792888626877,-0.0039725805939291,0.0102055222824155,-0.0132192106514503,Chemicals,2.0,1.0
6,6,6,2020-01-16,292.0861511230469,293.11531934907026,286.564266175818,289.7507340792003,2409055,284.1179626464844,,,,,,-1.7743708784446015,0.0108220753439074,-0.0079956445550981,0.0035235091498393,-0.0189049871964066,Chemicals,2.0,1.0
7,7,7,2020-01-17,295.8267517089844,296.9944738176333,290.5819478588591,292.0861229823886,2840341,288.68193969726565,,,,,,-1.7614659298111086,0.0128064975746203,-0.0126446601092912,0.0039473174819486,-0.0177293088600883,Chemicals,2.0,1.0
8,8,8,2020-01-20,295.4111022949219,297.54861997308956,291.8684001781751,295.6090287165159,2002051,291.9792419433594,,,,,,-1.7628999065789526,-0.0014050433629186,0.0006700033277573,0.0072357391498227,-0.0119924474375711,Chemicals,2.0,0.0
9,9,9,2020-01-21,296.65802001953125,299.1319910421115,293.3132438559628,293.3132438559628,1812900,293.7882080078125,,,,,,-1.7585980815600584,0.0042209575568507,-0.0112748550109929,0.0083394712282425,-0.0112748550109929,Chemicals,2.0,1.0
10,10,10,2020-01-22,296.22259521484375,300.6361576384591,295.3319810155114,296.9746828224138,1729441,295.2409240722656,,,,,,-1.7601002827732448,-0.001467766840279,0.0025389272112228,0.0148994792933141,-0.0030065707806198,Chemicals,2.0,0.0
11,11,11,2020-01-23,300.22052001953125,301.2101248290812,296.0840656183297,296.22259220868614,1295519,296.8677978515625,,,,,,-1.746307574073198,0.0134963533142631,-0.0133166374190045,0.0032962597276349,-0.0137780535485464,Chemicals,2.0,1.0
12,12,12,2020-01-24,299.0132141113281,301.62571144989613,298.28093564451143,300.7350973202765,870942,297.5050903320313,,,,,,-1.7504727396321316,-0.0040213970321701,0.0057585522234053,0.0087370631640222,-0.0024489836310178,Chemicals,2.0,0.0
13,13,13,2020-01-27,296.7371520996094,300.4381897753739,295.2923495370467,298.45903520595294,1153032,297.7703002929687,,,,,,-1.758325078494051,-0.0076119111273501,0.0058027216820006,0.0124724445509343,-0.0048689641736459,Chemicals,2.0,0.0
14,14,14,2020-01-28,296.4600524902344,299.804855279653,295.66837427430835,296.0840087624758,926902,297.7307067871094,,,,,,-1.759281063005947,-0.0009338217591371,-0.0012684465397609,0.0112824738487449,-0.0026704380886261,Chemicals,2.0,0.0
15,15,15,2020-01-29,299.8642578125,305.2475880256654,297.27154221841886,297.27154221841886,2012001,298.45903930664065,,,,,,-1.747536666935739,0.0114828466556308,-0.0086462975380757,0.0179525571084617,-0.0086462975380757,Chemicals,2.0,1.0
16,16,16,2020-01-30,300.0028076171875,302.2986611522887,298.4590690697593,301.0913482335676,1189760,298.4154968261719,293.1337524414063,,,,,-1.7470586746797911,0.0004620417441485,0.0036284347637476,0.0076527734968092,-0.0051457470004682,Chemicals,2.0,1.0
17,17,17,2020-01-31,297.3507080078125,301.744488471336,296.084050084006,301.22989070955424,1175672,298.08299560546874,294.7566752115885,,,,,-1.7562083308495942,-0.0088402492977971,0.0130458162609783,0.0147764250939939,-0.0042598113597672,Chemicals,2.0,0.0
18,18,18,2020-02-03,293.53094482421875,298.06322477609285,284.76319239182345,293.1944643889115,4234671,297.44175415039064,295.7304321289063,,,,,-1.7693863878337324,-0.0128459865092817,-0.0011463201452532,0.015440552458918,-0.0298699424609076,Chemicals,2.0,0.0
19,19,19,2020-02-04,291.274658203125,297.706965740386,288.56319764778124,296.8757240586778,1588669,296.4046752929688,295.9745300292969,,,,,-1.7771705022503097,-0.0076867078612271,0.0192294993670434,0.0220833064467123,-0.0093089476855651,Chemicals,2.0,0.0
20,20,20,2020-02-05,297.0538635253906,301.62573421291347,289.3746791945052,292.91738169536677,4321049,295.84259643554685,296.5141866048177,293.4850769042969,,,,-1.7572324345221946,0.0198410852420789,-0.0139250228256003,0.0153907127591763,-0.0258511511675022,Chemicals,2.0,1.0
21,21,21,2020-02-06,298.12261962890625,299.44865006901006,295.5100947197113,298.41948189219244,1859775,295.4665588378906,296.91661783854164,294.8069586502878,293.71695404052736,,,-1.7535452612192088,0.0035978528972213,0.0009957723558706,0.0044479363617373,-0.0087632562482073,Chemicals,2.0,1.0
22,22,22,2020-02-07,302.3382568359375,304.6538646947329,297.588241415619,298.81530864033397,3521287,296.4640686035156,297.35071818033856,296.03925684878703,295.1835235595703,,,-1.739001451912569,0.0141406150673127,-0.011652340105656,0.0076589971875504,-0.015710930763539,Chemicals,2.0,1.0
23,23,23,2020-02-10,301.40802001953125,303.52575620191806,298.71636839982125,303.52575620191806,800027,298.03948364257815,297.7505126953125,296.7653005499589,296.30769500732424,,,-1.7422107382442444,-0.003076808162293,0.0070261441027665,0.0070261441027665,-0.0089302587885206,Chemicals,2.0,0.0
