,Price,Close,High,Low,Open,Volume,MA_5,MA_10,MA_15,MA_20,MA_25,MA_30,Normalised Close,Return Ratio,Percentage Change Open,Percentage Change High,Percentage Change Low,Sector,Sector Encoded,Stock_Movement_Label
0,Ticker,BALRAMCHIN.NS,BALRAMCHIN.NS,BALRAMCHIN.NS,BALRAMCHIN.NS,BALRAMCHIN.NS,,,,,,,,,,,,,,
1,Date,,,,,,,,,,,,,,,,,,,
2,2020-01-10,176.95477294921875,179.97840428249262,175.2749745092488,178.53857704823267,609228,,,,,,,-1.2184295478691802,,0.0089503327467093,0.0170870289785376,-0.0094928122704663,Fast Moving Consumer Goods,8.0,
3,2020-01-13,183.52996826171875,185.40174066618283,178.10662507630343,178.44257596359316,2671420,,,,,,,-1.168197862048415,0.0371574906000806,-0.0277196816754788,0.0101987289715808,-0.0295501777545206,Fast Moving Consumer Goods,8.0,
4,2020-01-14,182.76205444335938,186.79358219677698,181.9941583443077,184.6818239843471,1435832,,,,,,,-1.1740643958664936,-0.0041841331180546,0.0105042020173977,0.0220588883490968,-0.0042016166943978,Fast Moving Consumer Goods,8.0,
5,2020-01-15,181.22625732421875,183.76994624386472,180.3143696726483,182.3781161812909,843030,,,,,,,-1.1857972303613789,-0.0084032603147202,0.0063559159366815,0.0140359843943322,-0.0050317634157122,Fast Moving Consumer Goods,8.0,0.0
6,2020-01-16,185.20977783203125,187.08155034962272,181.8981780475725,182.37812046986159,1986590,181.9365661621094,,,,,,-1.1553648338926978,0.0219809235517448,-0.015288919382743,0.0101062294847575,-0.0178802643317357,Fast Moving Consumer Goods,8.0,1.0
7,2020-01-17,184.29788208007812,186.9855624564152,183.8179396788279,185.20976971311757,966916,183.40518798828128,,,,,,-1.1623313282303365,-0.0049235832072544,0.0049479007720947,0.0145833492279052,-0.0026041666666667,Fast Moving Consumer Goods,8.0,0.0
8,2020-01-20,179.06649780273438,185.06577731470833,178.538558276345,185.06577731470833,878585,182.5124938964844,,,,,,-1.202296871296054,-0.0283854823414123,0.0335030817354955,0.0335030817354955,-0.0029482875516501,Fast Moving Consumer Goods,8.0,0.0
9,2020-01-21,176.13885498046875,179.88239971811223,175.6589125963258,176.61879736461174,625559,181.18785400390624,,,,,,-1.224662812907536,-0.0163494727276724,0.0027247956403271,0.0212533727328849,-0.0027247956403269,Fast Moving Consumer Goods,8.0,0.0
10,2020-01-22,177.33871459960938,178.9225186412859,175.8028930799937,177.57868579663185,548056,180.4103454589844,,,,,,-1.2154963975307769,0.0068120098729702,0.0013531799729362,0.0089309547847598,-0.0086603848634134,Fast Moving Consumer Goods,8.0,1.0
11,2020-01-23,175.8029022216797,178.15463179213262,174.6990405166477,177.5786950306584,664076,178.52897033691406,180.2327682495117,,,,,-1.227229348596298,-0.008660333314117,0.0101010437628583,0.0133770804732649,-0.0062789731630258,Fast Moving Consumer Goods,8.0,0.0
12,2020-01-24,169.80360412597656,176.33082326727165,168.84371938892372,176.13884924919682,702906,175.63011474609374,179.5176513671875,,,,,-1.273061425480094,-0.0341251368429531,0.0373092500352358,0.038439815072786,-0.0056529114443337,Fast Moving Consumer Goods,8.0,0.0
13,2020-01-27,165.5801239013672,172.58728569725366,163.18041196076769,169.9476025625942,830964,172.9328399658203,177.72266693115233,,,,,-1.305327011767618,-0.0248727360431996,0.0263768292855526,0.0423188582710598,-0.0144927536231882,Fast Moving Consumer Goods,8.0,0.0
14,2020-01-28,160.68470764160156,168.69975147952835,160.01279121938316,165.5801259187405,728624,169.84201049804688,175.51493225097656,,,,,-1.342725902573938,-0.0295652409505486,0.0304659873922656,0.0498805639663226,-0.0041815828779243,Fast Moving Consumer Goods,8.0,0.0
15,2020-01-29,167.49989318847656,168.7477463249472,161.64459020401856,161.64459020401856,916779,167.8742462158203,174.14229583740234,,,,,-1.290660793793058,0.0424134047782312,-0.0349570550344734,0.0074498742221078,-0.0349570550344734,Fast Moving Consumer Goods,8.0,1.0
16,2020-01-30,163.6123504638672,168.21980013000183,160.87668775190005,167.97982894579357,576228,165.4361358642578,171.98255310058593,175.3005574544271,,,,-1.320359960962456,-0.0232092250962511,0.026694063556595,0.0281607693616758,-0.016720392465551,Fast Moving Consumer Goods,8.0,0.0
17,2020-01-31,159.53285217285156,164.52425024550942,158.6689617042553,163.468385744634,735766,163.38198547363282,169.50605010986328,174.13909606933595,,,,-1.35152558673042,-0.02493392631699,0.0246691105824292,0.0312875875073666,-0.0054151258303852,Fast Moving Consumer Goods,8.0,0.0
18,2020-02-03,150.5579376220703,158.33299575968263,146.14246165749063,153.58156890113958,1304301,160.37754821777344,166.6551940917969,171.9409606933594,,,,-1.4200901033047035,-0.0562574694086021,0.0200828420395819,0.0516416355086453,-0.0293274206217103,Fast Moving Consumer Goods,8.0,0.0
19,2020-02-04,150.84588623046875,155.45333607057697,149.98199579337066,152.2857133900851,932107,158.40978393554687,164.1258972167969,169.81321614583334,,,,-1.4178902988362188,0.0019125435227549,0.0095450210515952,0.0305440867844997,-0.0057269737921669,Fast Moving Consumer Goods,8.0,1.0
20,2020-02-05,150.5099334716797,153.4855674431191,147.39030799806605,151.1818498751222,579485,155.0117919921875,161.4430191040039,167.76546122233074,,,,-1.4204568345249808,-0.0022271257585094,0.0044642661646576,0.0197703493902567,-0.0207270404129215,Fast Moving Consumer Goods,8.0,0.0
21,2020-02-06,161.64459228515625,162.1725318473847,150.74990873983586,151.66179635822346,1775978,154.6182403564453,160.02718811035157,166.19444885253907,170.12997817993164,,,-1.3353927935866576,0.0739795610604776,-0.0617576857091649,0.0032660514946094,-0.0673989979578231,Fast Moving Consumer Goods,8.0,1.0
22,2020-02-07,162.8444366455078,164.04429254371132,157.4690910095632,162.22051743711336,1160718,155.28055725097656,159.33127136230468,164.76421915690105,169.4244613647461,,,-1.3262264947805342,0.0074227312116629,-0.0038313817852595,0.00736811108147,-0.0330090836793282,Fast Moving Consumer Goods,8.0,1.0
23,2020-02-10,156.4612274169922,162.22053640166675,153.86954130322465,162.22053640166675,869835,156.46121520996093,158.41938171386718,163.2572011311849,168.07102432250977,,,-1.374991488861462,-0.0391982026528243,0.0368098159509202,0.0368098159509202,-0.0165643984554736,Fast Moving Consumer Goods,8.0,0.0
24,2020-02-11,152.71766662597656,154.92538979087627,149.93399211688083,154.5414417569838,1368552,156.8355712890625,157.6226776123047,161.69578857421874,166.5688049316406,,,-1.4035906955113,-0.0239264439683736,0.0119421359119757,0.0144562395017904,-0.0182275867003212,Fast Moving Consumer Goods,8.0,0.0
25,2020-02-12,166.87596130371094,168.69973637886523,153.14960713558284,153.58155232215327,2804668,160.10877685546876,157.56028442382814,160.9982716878255,165.85129013061524,,,-1.295427367091576,0.0927089510371429,-0.0796664113734278,0.0109289262570002,-0.08225483203747,Fast Moving Consumer Goods,8.0,1.0
26,2020-02-13,163.99632263183594,166.9719567001162,162.70047230349027,166.9719567001162,1016681,160.5791229248047,157.598681640625,160.21116638183594,164.79061737060547,168.21980712890624,,-1.3174265774827807,-0.0172561622979005,0.0181445170265215,0.0181445170265215,-0.0079017035720659,Fast Moving Consumer Goods,8.0,0.0
27,2020-02-14,162.60446166992188,164.81219940041314,161.26062895397664,164.81219940041314,770855,160.5311279296875,157.90584259033204,159.7312235514323,163.70594635009766,167.6457946777344,,-1.328059801170013,-0.0084871473919493,0.0135773502634437,0.0135773502634437,-0.0082644270774878,Fast Moving Consumer Goods,8.0,0.0
28,2020-02-17,164.95620727539062,170.28355615078942,163.852330977175,167.11594805623216,1399596,162.2301239013672,159.34566955566407,159.68962910970052,163.00043182373048,166.90284423828126,,-1.3100934684955006,0.0144629832497626,0.0130928130351342,0.0322955344536075,-0.00669193549275,Fast Moving Consumer Goods,8.0,1.0
29,2020-02-18,156.70118713378906,164.42826238427037,154.3974695675229,163.08441493171588,934358,163.02682800292968,159.9311996459961,159.42406107584637,162.02854843139647,165.86040954589845,,-1.373158299042619,-0.0500437072235784,0.0407350315251722,0.0493108915881028,-0.014701340866673,Fast Moving Consumer Goods,8.0,0.0
30,2020-02-19,157.6610870361328,161.06868119212504,157.0851502659131,159.2448911842163,789372,161.18385314941406,160.6463150024414,158.7681406656901,161.04466705322267,164.917802734375,,-1.3658250734847028,0.0061256709020602,0.0100456249405442,0.02161341279609,-0.0036530051964422,Fast Moving Consumer Goods,8.0,1.0
31,2020-02-20,158.04502868652344,160.58873223034533,157.42110941641084,157.42110941641084,387624,159.99359436035155,160.28635864257814,158.39698588053386,160.15677337646486,163.83121276855468,166.84877166748046,-1.3628919231462997,0.0024352340682684,-0.0039477310694163,0.0160948026329081,-0.0039477310694163,Fast Moving Consumer Goods,8.0,1.0
32,2020-02-24,154.2054901123047,156.94116770155424,153.58157083944144,155.69331450914777,426475,158.3138000488281,159.4224639892578,158.04182840983074,159.37686767578126,162.62751708984376,166.09046223958333,-1.3922243590954202,-0.0242939534772354,0.0096483231288297,0.0177404681717701,-0.0040460250306837,Fast Moving Consumer Goods,8.0,0.0
33,2020-02-25,152.9576416015625,155.93327555470955,150.94187775694755,155.5493275112967,374614,155.9140869140625,159.07210540771484,158.2018086751302,158.74574356079103,161.58316284179688,165.0713846842448,-1.401757389121821,-0.0080921146830336,0.0169438145266729,0.0194539738060177,-0.0131785756076561,Fast Moving Consumer Goods,8.0,0.0
