,Unnamed: 0,Price,Close,High,Low,Open,Volume,MA_5,MA_10,MA_15,MA_20,MA_25,MA_30,Normalised Close,Return Ratio,Percentage Change Open,Percentage Change High,Percentage Change Low,Sector,Sector Encoded,Stock_Movement_Label
0,0,Ticker,HONAUT.NS,HONAUT.NS,HONAUT.NS,HONAUT.NS,HONAUT.NS,,,,,,,,,,,,,,
1,1,Date,,,,,,,,,,,,,,,,,,,
2,2,2020-01-10,27012.619140625,27154.77286177512,26759.07489657621,26759.07489657621,1726,,,,,,,-1.8353616445744263,,-0.009386140704419,0.0052624930744435,-0.009386140704419,Capital Goods,1.0,
3,3,2020-01-13,26712.0859375,27303.109541778947,26551.333638089065,27303.109541778947,2826,,,,,,,-1.8808492073875869,-0.0111256595134464,0.0221257001666512,0.0221257001666512,-0.0060179612998796,Capital Goods,1.0,
4,4,2020-01-14,26511.76171875,26877.78230964319,26462.299476737408,26877.78230964319,18974,,,,,,,-1.9111695193818588,-0.0074993850805478,0.0138059701492536,0.0138059701492536,-0.0018656716417909,Capital Goods,1.0,
5,5,2020-01-15,27037.6953125,27471.280185762334,26521.655332484625,26521.655332484625,949,,,,,,,-1.8315662105544344,0.0198377459532627,-0.0190859455308973,0.0160363103530454,-0.0190859455308973,Capital Goods,1.0,1.0
6,6,2020-01-16,27622.8359375,27697.869781689464,26937.23894149441,26937.23894149441,2182,26979.399609375,,,,,,-1.7430015506185108,0.0216416605867098,-0.0248199351274733,0.0027163700482903,-0.0248199351274733,Capital Goods,1.0,1.0
7,7,2020-01-17,27674.865234375,27698.85442079301,27209.276782481742,27698.80418570547,2050,27111.848828125,,,,,,-1.7351265940908565,0.0018835610142536,0.0008650069703224,0.0008668221584766,-0.0168235128861603,Capital Goods,1.0,1.0
8,8,2020-01-20,27138.3984375,27902.54178340963,27095.416521488154,27858.568690426007,1313,27197.111328125,,,,,,-1.8163241684895723,-0.0193846218339901,0.0265369474394212,0.0281572749279754,-0.0015838044426547,Capital Goods,1.0,0.0
9,9,2020-01-21,26979.625,27233.86093060603,26913.44606414824,27132.662340068033,709,27290.683984375,,,,,,-1.8403555122354371,-0.0058505087492785,0.0056723301405423,0.0094232566466743,-0.0024529227463969,Capital Goods,1.0,0.0
