,Unnamed: 0,Price,Close,High,Low,Open,Volume,MA_5,MA_10,MA_15,MA_20,MA_25,MA_30,Normalised Close,Return Ratio,Percentage Change Open,Percentage Change High,Percentage Change Low,Sector,Sector Encoded,Stock_Movement_Label
0,0,Ticker,JINDALSTEL.NS,JINDALSTEL.NS,JINDALSTEL.NS,JINDALSTEL.NS,JINDALSTEL.NS,,,,,,,,,,,,,,
1,1,Date,,,,,,,,,,,,,,,,,,,
2,2,2020-01-10,174.53379821777344,177.25085432692978,172.60716144647972,174.87961138933676,18329483,,,,,,,-1.2711630877453826,,0.0019813536122776,0.0155675069064054,-0.0110387603488109,Metals & Mining,14.0,
3,3,2020-01-13,175.91705322265625,177.59668505919905,172.01437525880775,175.67004809740004,15771923,,,,,,,-1.2658686170562248,0.0079254277338127,-0.0014040999478519,0.0095478625055007,-0.0221847620361678,Metals & Mining,14.0,
4,4,2020-01-14,171.91554260253906,178.48587196470967,169.5936887266473,176.36163422157026,22197682,,,,,,,-1.2811845787666678,-0.0227465759959753,0.0258620689655173,0.0382183557269217,-0.0135057822041128,Metals & Mining,14.0,
5,5,2020-01-15,177.9918670654297,178.58468532928578,169.09968356355654,170.8287192444763,28161176,,,,,,,-1.257927173839142,0.0353448232248483,-0.0402442422738349,0.0033305918614705,-0.0499583697192433,Metals & Mining,14.0,1.0
6,6,2020-01-16,176.85565185546875,179.6221119946639,173.99039872172781,178.2882784223392,20938516,175.44278259277343,,,,,,-1.262276088612252,-0.0063835231839175,0.0081005416102915,0.015642475149485,-0.0162010832205832,Metals & Mining,14.0,0.0
7,7,2020-01-17,174.83021545410156,178.732893212871,173.69399796802796,177.3496706145209,14452871,175.50206604003907,,,,,,-1.270028537453527,-0.0114524833112058,0.0144108680177241,0.022322673163976,-0.0064989766392634,Metals & Mining,14.0,0.0
8,8,2020-01-20,177.15206909179688,178.04128146334477,171.17454237462667,172.90357815618856,19944796,175.7490692138672,,,,,,-1.2611415383203963,0.0132806198955058,-0.023982169428723,0.0050194862307091,-0.0337423477344358,Metals & Mining,14.0,1.0
9,9,2020-01-21,183.57418823242188,184.7104056304407,174.2867876849851,174.87960593890458,30489750,178.08079833984374,,,,,,-1.2365605887252074,0.0362520131633189,-0.0473627712982674,0.0061894180710213,-0.0505920828895513,Metals & Mining,14.0,1.0
10,10,2020-01-22,177.0038604736328,183.9694077749242,175.37363273494577,183.67299861989133,19443219,177.88319702148436,,,,,,-1.2617088134663244,-0.0357911306706715,0.0376779248114307,0.0393525162821464,-0.0092101253290455,Metals & Mining,14.0,0.0
