,Unnamed: 0.1,Unnamed: 0,Close,High,Low,Open,Volume,MA_5,MA_15,MA_20,MA_25,MA_30,Normalized_Close,Return_Ratio,Percentage_Change_Open,Percentage_Change_High,Percentage_Change_Low,Sector_Encoded,Stock_Movement_Label
0,0,0,55.03495788574219,59.679470503389126,54.036138295727305,59.379825388423534,3339175,0.0,0.0,0.0,0.0,0.0,-0.7304822656616919,0.0,0.0789474121466886,0.0843920445490189,-0.0181488208292722,1.0,
1,1,1,59.42976760864258,61.22764216921808,55.68419401986258,55.68419401986258,3346110,0.0,0.0,0.0,0.0,0.0,-0.7212793792933786,0.0798548757323378,-0.0630252100840336,0.0302520880178243,-0.0630252100840336,1.0,
2,2,2,58.430946350097656,59.82929530819484,57.23236207318498,59.52964638132088,870834,0.0,0.0,0.0,0.0,0.0,-0.7233709461925658,-0.0168067501983579,0.0188033927200186,0.0239316500150239,-0.0205128335545206,1.0,
3,3,3,59.77935028076172,61.427404110236026,57.981475800549774,58.43094537315134,1631341,0.0,0.0,0.0,0.0,0.0,-0.7205473408638011,0.0230768798880117,-0.0225563660574665,0.0275689485036889,-0.0300751759891666,1.0,
4,4,4,59.379825592041016,61.02787563510023,59.180060911314165,60.42858540311404,653865,58.41096954345703,0.0,0.0,0.0,0.0,-0.7213839596353656,-0.0066833226999671,0.0176618876969822,0.0277543766191208,-0.0033641843628726,1.0,
5,5,5,57.781715393066406,60.32870855597952,57.33224959744136,59.57959381634498,694623,58.96032104492188,0.0,0.0,0.0,0.0,-0.7247304586859546,-0.0269133528608546,0.0311150060369151,0.0440795699052358,-0.0077786855680469,1.0,0.0
6,6,6,56.43330764770508,58.38100663829307,55.43448804332091,58.13130173719703,617559,58.36102905273437,0.0,0.0,0.0,0.0,-0.7275540720028298,-0.0233362359734154,0.0300885090785743,0.0345132878396363,-0.0176991150442479,1.0,0.0
7,7,7,57.98147964477539,59.57959336329356,55.434490311424526,56.23354526558633,1100776,58.27113571166992,0.0,0.0,0.0,0.0,-0.7243121453061172,0.0274336568527056,-0.030146425891471,0.027562485957741,-0.043927636013345,1.0,1.0
8,8,8,58.28112411499024,59.87923781537446,57.98147898685399,58.43094858415563,937151,57.971490478515626,0.0,0.0,0.0,0.0,-0.7236846792304164,0.0051679341757164,0.0025707203050817,0.0274207768750496,-0.0051413752340301,1.0,1.0
9,9,9,57.93153762817383,59.13012192734735,57.3322473836843,58.43094743531326,728708,57.68183288574219,0.0,0.0,0.0,0.0,-0.7244167256481042,-0.0059982797539502,0.0086206896551723,0.0206896683265422,-0.0103448012779497,1.0,0.0
10,10,10,57.73177719116211,58.780537101283386,57.08254668022738,57.78171741351174,631541,57.671845245361325,0.0,0.0,0.0,0.0,-0.7248350310398313,-0.0034482156902835,0.0008650387148878,0.0181660770055391,-0.0112456352899892,1.0,0.0
11,11,11,56.23354721069336,57.63189628649105,55.933902068792335,57.18242666854217,643694,57.63189315795898,0.0,0.0,0.0,0.0,-0.7279723773945568,-0.0259515652100539,0.0168739036556522,0.0248668125195519,-0.0053285833237289,1.0,0.0
12,12,12,56.03377914428711,58.181242850842345,55.53436933440864,56.43330851626768,711603,57.24235305786133,0.0,0.0,0.0,0.0,-0.7283906987625047,-0.0035524713683411,0.0071301521703859,0.0383244489190264,-0.0089126562138971,1.0,0.0
13,13,13,57.13248443603516,58.43094921204161,55.18478536692819,56.48325014293464,2029182,57.01262512207031,0.0,0.0,0.0,0.0,-0.7260899711793436,0.0196079098809109,-0.0113636628882712,0.0227272590860319,-0.0340909219743031,1.0,1.0
14,14,14,56.73295593261719,57.93154028679673,55.53437157843764,57.13248532074191,1541382,56.772908782958986,57.62190373738607,0.0,0.0,0.0,-0.7269265979390185,-0.006993018199047,0.007042280479784,0.0211267742791883,-0.0211267742791885,1.0,0.0
15,15,15,51.68891525268555,57.18242315393715,51.23944566236244,57.03259868709796,1543972,55.56433639526367,57.398834228515625,0.0,0.0,0.0,-0.7374889968007206,-0.0889084765109461,0.1033816130264946,0.106280193236715,-0.0086956669167043,1.0,0.0
16,16,16,43.89812469482422,46.84464344552564,42.49977565070316,46.84464344552564,1256799,53.09725189208984,56.3633913675944,0.0,0.0,0.0,-0.753803186661939,-0.1507245899778589,0.067121745431846,0.067121745431846,-0.0318544141427966,1.0,0.0
17,17,17,45.49623107910156,45.845820218004086,44.247706604866096,44.297646821796654,563567,50.989742279052734,55.50107701619466,0.0,0.0,0.0,-0.7504566955994604,0.036404889625405,-0.0263446933707761,0.0076839142630236,-0.0274423714805019,1.0,1.0
18,18,18,44.74711990356445,46.79469943983997,44.44747476828907,45.94570425486061,647694,48.51266937255859,54.49892832438151,0.0,0.0,0.0,-0.7520253607887127,-0.0164653457609417,0.026785731771771,0.0457589123207997,-0.0066964116555692,1.0,0.0
19,19,19,44.0978889465332,45.09670859370093,43.74829978390775,44.89694390222847,402956,45.9856559753418,53.480132548014325,54.712841796875,0.0,0.0,-0.7533848732821016,-0.0145088881347095,0.0181200273932407,0.0226500558423274,-0.0079275713866783,1.0,0.0
20,20,20,45.34641647338867,45.94570677683468,43.99800757534293,44.39753698443682,454871,44.71715621948242,52.65111262003581,54.22841472625733,0.0,0.0,-0.7507704126610899,0.0283126371053556,-0.0209251262337057,0.01321582497699,-0.0297357322344764,1.0,1.0
21,21,21,44.84700393676758,45.546174645602605,44.39753433094892,45.04676481918067,472188,44.9069320678711,51.878692372639975,53.49927654266357,0.0,0.0,-0.7518162001047387,-0.0110132745972147,0.0044542748651559,0.01559013194774,-0.0100222883662952,1.0,0.0
