,Unnamed: 0,Price,Close,High,Low,Open,Volume,MA_5,MA_10,MA_15,MA_20,MA_25,MA_30,Normalised Close,Return Ratio,Percentage Change Open,Percentage Change High,Percentage Change Low,Sector,Sector Encoded,Stock_Movement_Label
0,0,Ticker,LT.NS,LT.NS,LT.NS,LT.NS,LT.NS,,,,,,,,,,,,,,
1,1,Date,,,,,,,,,,,,,,,,,,,
2,2,2020-01-10,1208.63623046875,1218.9925583873214,1203.526511679943,1203.526511679943,2360798,,,,,,,-0.9170130741518492,,-0.0042276730251791,0.0085686062170706,-0.0042276730251791,Construction,3.0,
3,3,2020-01-13,1217.85205078125,1222.1406505012053,1212.3773279431532,1212.6511086384664,1825244,,,,,,,-0.907273671742412,0.0076249743969083,-0.0042705861844607,0.0035214455788814,-0.004495392387429,Construction,3.0,
4,4,2020-01-14,1210.0050048828125,1214.4760509383286,1199.9680127262975,1213.3811508928459,2046500,,,,,,,-0.915566535007828,-0.0064433490861255,0.0027901917730996,0.0036950641009532,-0.0082950005297598,Construction,3.0,
5,5,2020-01-15,1207.723876953125,1219.1752171663525,1204.4390654150616,1209.5487846279964,2127677,,,,,,,-0.9179772615738072,-0.0018852218961758,0.0015110305506877,0.0094817535959603,-0.002719836546041,Construction,3.0,0.0
6,6,2020-01-16,1203.8004150390625,1216.2097651860704,1202.066730438456,1211.4649383115932,1773135,1209.603515625,,,,,,-0.922123628703744,-0.0032486415056732,0.0063669385529179,0.0103084780433517,-0.0014401761113782,Construction,3.0,0.0
7,7,2020-01-17,1190.0220947265625,1209.8679630974714,1188.014741099921,1204.986357981789,2941837,1205.8806884765625,,,,,,-0.9366847422562238,-0.0114456849660189,0.0125747776629852,0.0166768906719072,-0.001686820467903,Construction,3.0,0.0
8,8,2020-01-20,1194.9493408203125,1204.347658464659,1192.1207566327496,1198.9184921305625,2542477,1201.300146484375,,,,,,-0.9314775625532656,0.0041404660599029,0.003321606343182,0.0078650343770176,-0.0023671164048018,Construction,3.0,1.0
9,9,2020-01-21,1188.334228515625,1198.873114852466,1186.6005439541998,1190.524139994082,1361576,1196.9659912109375,,,,,,-0.9384685018874,-0.0055358935133989,0.0018428413706406,0.0088686213726296,-0.0014589199905407,Construction,3.0,0.0
10,10,2020-01-22,1180.897705078125,1197.1394278446712,1178.8903512006975,1196.2269740124725,2449753,1191.6007568359375,,,,,,-0.9463275195145978,-0.0062579392725135,0.01298103033686,0.0137537084683145,-0.0016998541607756,Construction,3.0,0.0
11,11,2020-01-23,1215.662109375,1222.5510679816607,1191.6645325054455,1192.5769862056795,10056067,1193.973095703125,1201.7883056640626,,,,,-0.909588031168412,0.0294389633813159,-0.018989752984231,0.0056668366592445,-0.0197403346575407,Construction,3.0,1.0
12,12,2020-01-24,1240.2071533203125,1248.099900921919,1215.3884546555294,1215.3884546555294,5837319,1204.010107421875,1204.945397949219,,,,,-0.8836484997936004,0.0201906794297731,-0.0200117364251108,0.0063640558599229,-0.0200117364251108,Construction,3.0,1.0
13,13,2020-01-27,1230.5350341796875,1245.408074002436,1222.6879546578386,1222.6879546578386,2510013,1211.12724609375,1206.2136962890625,,,,,-0.8938701249195588,-0.0077987932215441,-0.0063769655506639,0.0120866447599059,-0.0063769655506639,Construction,3.0,0.0
