,Unnamed: 0.1,Unnamed: 0,Close,High,Low,Open,Volume,MA_5,MA_15,MA_20,MA_25,MA_30,Normalized_Close,Return_Ratio,Percentage_Change_Open,Percentage_Change_High,Percentage_Change_Low,Sector_Encoded,Stock_Movement_Label
0,0,0,1410.4617919921875,1432.0982214671967,1400.9002695558218,1424.3603708535102,163623,0.0,0.0,0.0,0.0,0.0,-1.8997293975834515,0.0,0.0098539208507675,0.0153399614210385,-0.0067790013814275,2.0,
1,1,1,1438.259033203125,1443.0890684949914,1404.6954559577327,1419.185441506601,36469,0.0,0.0,0.0,0.0,0.0,-1.8656957305707085,0.0197079008937035,-0.0132615831058231,0.0033582513166001,-0.0233362533942466,2.0,
2,2,2,1449.989013671875,1463.000423719614,1434.0696676685282,1444.074714499862,142860,0.0,0.0,0.0,0.0,0.0,-1.851334080567026,0.0081556800256114,-0.0040788579197823,0.0089734542296906,-0.0109789424976631,2.0,
3,3,3,1435.9425048828125,1458.3675551564245,1415.538221555753,1458.3675551564245,168579,0.0,0.0,0.0,0.0,0.0,-1.8685319815814048,-0.0096873208394123,0.0156169555517418,0.0156169555517418,-0.0142096798845889,2.0,
4,4,4,1445.0108642578125,1453.9316455356795,1423.374438070184,1439.1458999878591,112844,1435.9326416015624,0.0,0.0,0.0,0.0,-1.8574290983499857,0.0063152663453889,-0.0040587682868153,0.0061735046417445,-0.0149731927439462,2.0,
5,5,5,1417.4111328125,1452.6998351229397,1409.771829184203,1445.0111975340894,346969,1437.322509765625,0.0,0.0,0.0,0.0,-1.8912209434659428,-0.0191000165659573,0.0194721658964425,0.0248965889243568,-0.0053896173463366,2.0,0.0
6,6,6,1408.046630859375,1433.2317345735237,1399.717374892987,1425.8881950683278,250374,1431.280029296875,0.0,0.0,0.0,0.0,-1.9026864100852503,-0.006606764781467,0.0126711458398671,0.0178865551482318,-0.0059154688373526,2.0,0.0
7,7,7,1422.832275390625,1432.2459150482944,1397.6472938154975,1401.6887069502234,245541,1425.848681640625,0.0,0.0,0.0,0.0,-1.884583545174061,0.0105008202194453,-0.0148601973725939,0.0066161274385521,-0.0177005976113475,2.0,1.0
8,8,8,1423.867431640625,1433.8724778113003,1415.1930786304383,1428.500250888762,27934,1423.4336669921877,0.0,0.0,0.0,0.0,-1.883316147346653,0.0007275321679892,0.003253687207944,0.0070266697224385,-0.0060921071845794,2.0,1.0
9,9,9,1455.75537109375,1464.7747010234036,1424.360325019393,1430.866029774207,147411,1425.582568359375,0.0,0.0,0.0,0.0,-1.844274017056287,0.0223953008155981,-0.0170972004045177,0.0061956356876617,-0.021566155068189,2.0,1.0
10,10,10,1477.490478515625,1482.123297911734,1450.0875118221788,1450.0875118221788,171938,1437.5984375,0.0,0.0,0.0,0.0,-1.8176625485702984,0.0149304669269705,-0.0185469666924532,0.0031356001703397,-0.0185469666924532,2.0,1.0
11,11,11,1514.2574462890625,1526.7761164405156,1463.7888160482496,1476.603128916012,165444,1458.8406005859374,0.0,0.0,0.0,0.0,-1.7726467598172375,0.0248847409225782,-0.0248665228395135,0.0082672006547712,-0.0333289628949784,2.0,1.0
12,12,12,1549.743408203125,1556.4463284258302,1523.671255328833,1523.671255328833,206631,1484.2228271484375,0.0,0.0,0.0,0.0,-1.729199375875594,0.0234345632580686,-0.0168235288088896,0.0043251806636022,-0.0168235288088896,2.0,1.0
13,13,13,1516.6234130859375,1565.219285635942,1500.3098768815728,1559.4035341045942,120181,1502.7740234375,0.0,0.0,0.0,0.0,-1.769749978603699,-0.0213712766525582,0.0282074776437812,0.0320421484534017,-0.0107564844796711,2.0,0.0
14,14,14,1503.9075927734375,1525.494807856544,1482.3204980170506,1517.7569575159775,114098,1512.4044677734375,1457.9732259114585,0.0,0.0,0.0,-1.7853186456892376,-0.0083842964593475,0.0092089200221403,0.0143540834469066,-0.014354003437523,2.0,0.0
15,15,15,1534.612548828125,1572.217653444506,1506.1746548358656,1517.8553700766788,309452,1523.8288818359374,1466.2499430338542,0.0,0.0,0.0,-1.7477249060056403,0.0204167837187807,-0.0109194850284799,0.0245046247309117,-0.0185309927342738,2.0,1.0
16,16,16,1526.9732666015625,1542.6461815852467,1450.629578780951,1458.8602867387635,89584,1526.3720458984376,1472.1642252604167,0.0,0.0,0.0,-1.7570780927316991,-0.0049779875919795,-0.0446065306790809,0.0102640401940801,-0.0499967415870497,2.0,0.0
17,17,17,1526.7269287109375,1554.6719665374542,1514.0604961515755,1527.860526715457,84131,1521.76875,1477.2800862630208,0.0,0.0,0.0,-1.7573796975448723,-0.0001613242982133,0.0007425021352551,0.0183038874215126,-0.0082964624001599,2.0,0.0
18,18,18,1510.75830078125,1530.7682719854336,1493.3603818383845,1517.9539584779095,209409,1520.5957275390624,1482.2678059895834,0.0,0.0,0.0,-1.776930953062831,-0.0104593870910302,0.0047629443392358,0.0132449851136584,-0.0115160174422795,2.0,0.0
19,19,19,1523.6219482421875,1527.9099112851018,1504.203381293271,1510.7584200936087,104977,1524.5385986328124,1487.508544921875,1474.614569091797,0.0,0.0,-1.7611812931979305,0.0085146958678204,-0.0084427296176846,0.0028143221800271,-0.012745003425108,2.0,1.0
20,20,20,1575.667724609375,1591.9320458205443,1529.8319102869875,1533.084822659907,230550,1532.7496337890625,1498.058984375,1482.8748657226563,0.0,0.0,-1.6974588320781707,0.0341592456233864,-0.0270253057065217,0.0103221770409758,-0.0290897716609321,2.0,1.0
