,Unnamed: 0,Price,Close,High,Low,Open,Volume,MA_5,MA_10,MA_15,MA_20,MA_25,MA_30,Normalised Close,Return Ratio,Percentage Change Open,Percentage Change High,Percentage Change Low,Sector,Sector Encoded,Stock_Movement_Label
0,0,Ticker,ENGINERSIN.NS,ENGINERSIN.NS,ENGINERSIN.NS,ENGINERSIN.NS,ENGINERSIN.NS,,,,,,,,,,,,,,
1,1,Date,,,,,,,,,,,,,,,,,,,
2,2,2020-01-10,84.59728240966797,85.47286059963959,83.09629940658849,83.63832369742752,1445972,,,,,,,-0.3398323152372283,,-0.011335573495099,0.0103499564646956,-0.0177426858206966,Construction,3.0,
3,3,2020-01-13,84.72236633300781,85.5562479039272,83.93018138543898,85.05592023377787,542959,,,,,,,-0.3378542353577003,0.0014785808689943,0.0039370229516371,0.0098425198328591,-0.0093503638042294,Construction,3.0,
4,4,2020-01-14,83.34646606445312,85.30609297729184,83.17969228387669,85.05592594441526,571858,,,,,,,-0.3596127520782752,-0.0162401066932739,0.0205102862866457,0.0235118176615107,-0.0020009700285008,Construction,3.0,
5,5,2020-01-15,86.30674743652344,87.01554553920363,83.17969136998273,83.34646514872682,1866528,,,,,,,-0.3127987981865015,0.0355177791195259,-0.0342995463937954,0.0082125456436821,-0.0362318840579709,Construction,3.0,1.0
6,6,2020-01-16,85.51455688476562,87.55756417060859,85.22269324792111,86.72368260707897,876271,84.8974838256836,,,,,,-0.3253265167721009,-0.0091787788937411,0.0141394139940722,0.023890754513246,-0.00341302869917,Construction,3.0,0.0
7,7,2020-01-17,84.84744262695312,85.97318137957686,84.47219849674887,85.72302074677766,818279,84.94751586914063,,,,,,-0.3358762761295832,-0.0078011777423049,0.010319440312116,0.0132677982714604,-0.0044225744298985,Construction,3.0,0.0
8,8,2020-01-20,84.68067932128906,86.09827550144767,84.47220892055917,85.18100701063847,616203,84.93917846679688,,,,,,-0.3385134746661322,-0.0019654488161448,0.0059084042943384,0.016740491355532,-0.0024618413834274,Construction,3.0,0.0
9,9,2020-01-21,83.38815307617188,84.68067199365701,83.05459919146496,84.05526084558574,513578,84.94751586914063,,,,,,-0.3589535127698433,-0.0152635318407541,0.0080000305175782,0.015500030517578,-0.0040000152587889,Construction,3.0,0.0
10,10,2020-01-22,82.76274108886719,84.05525999324588,82.55427070829069,83.84678961266938,411354,84.23871459960938,,,,,,-0.3688437915160721,-0.0075000100641801,0.0130982675240081,0.0156171592116656,-0.0025188916876575,Construction,3.0,0.0
11,11,2020-01-23,83.80509185791016,84.22203261342214,82.72104334877457,82.97121034688618,493702,83.89682159423828,84.39715270996093,,,,,-0.3523600338228277,0.0125944447384087,-0.0099502487562188,0.0049751243781093,-0.0129353537488338,Construction,3.0,1.0
12,12,2020-01-24,83.47154998779297,84.63898554355474,83.30477620640356,83.38816309709827,735381,83.62164306640625,84.28457946777344,,,,,-0.3576346721987473,-0.0039799714160889,-0.0009989857706834,0.0139860294427562,-0.001997971541367,Construction,3.0,0.0
13,13,2020-01-27,82.92952728271484,84.34712990039252,82.63766997854982,82.92952728271484,525129,83.2714126586914,84.10529556274415,,,,,-0.3662062310252909,-0.0064935023389093,0.0,0.0170940636481011,-0.0035193412253521,Construction,3.0,0.0
14,14,2020-01-28,82.2207260131836,83.63832857669391,81.80378520544735,83.59663195111555,543369,83.03792724609374,83.99272155761719,,,,,-0.377415229691205,-0.0085470313500627,0.0167342956532801,0.0172414260034994,-0.0050709939932832,Construction,3.0,0.0
15,15,2020-01-29,80.67804718017578,82.88783475777161,80.46957677402546,82.7210546156442,1140613,82.62098846435546,83.42985153198242,,,,,-0.4018111862511504,-0.0187626515577161,0.0253229658733042,0.0273901966499112,-0.0025839793281653,Construction,3.0,0.0
16,16,2020-01-30,79.8024673461914,81.22006989709433,79.38552654216322,81.05328975827598,684607,81.82046356201172,82.858642578125,83.5382563273112,,,,-0.4156576247564351,-0.0108527643465262,0.0156739816910469,0.0177638937497159,-0.0052246605636822,Construction,3.0,0.0
17,17,2020-01-31,76.30017852783203,80.55297409140701,75.63307059699125,80.01094969285047,1704006,80.38618927001953,82.0039161682129,82.98511606852213,,,,-0.4710428961719308,-0.0438869741102876,0.0486338464288764,0.0557376882417606,-0.0087432027514515,Construction,3.0,0.0
18,18,2020-02-03,75.96659851074219,77.09233719121872,75.50796753233128,76.63370621280782,387215,78.993603515625,81.1325080871582,82.40139821370443,,,,-0.4763181378049042,-0.0043719428122722,0.0087815923727492,0.0148188638499766,-0.0060372714772276,Construction,3.0,0.0
19,19,2020-02-04,77.13404083251953,77.42589809299712,75.04933702623522,76.17507580922653,454307,77.97626647949218,80.50709686279296,81.98723653157552,,,,-0.457856179580721,0.0153678372424725,-0.0124324489284205,0.0037837672877956,-0.0270270270270269,Construction,3.0,1.0
20,20,2020-02-05,78.84349822998047,80.26109423266206,77.21742549065763,77.50928274273785,739849,77.60935668945312,80.1151725769043,81.48968658447265,,,,-0.4308227831814051,0.0221621657443393,-0.016922327359839,0.0179798719552826,-0.0206240562104399,Construction,3.0,1.0
21,21,2020-02-06,77.50928497314453,82.9712114904349,77.3008145925153,81.55361544696056,4018133,77.15072021484374,79.48559188842773,80.95600179036458,81.94137229919434,,,-0.451922060593548,-0.0169222990708014,0.0521786580177756,0.0704680286907926,-0.0026896181625397,Construction,3.0,0.0
22,22,2020-02-07,76.67540740966797,78.46825404805303,76.55033026444111,78.09300988834958,1361944,77.22576599121093,78.80597763061523,80.41119944254557,81.54527854919434,,,-0.4651090184875793,-0.0107584215718863,0.018488359261106,0.0233822903451439,-0.0016312550458138,Construction,3.0,0.0
23,23,2020-02-10,76.59201049804688,77.34250508121006,76.04998627898398,77.13403471710977,941386,77.35084838867188,78.17222595214844,79.87195485432943,81.13876075744629,,,-0.4664278590586754,-0.0010876617997673,0.0070767723100402,0.0097986014243918,-0.0070767723100403,Construction,3.0,0.0
24,24,2020-02-11,75.0493392944336,77.25912666828307,74.71578540294496,77.00895965916376,1675241,76.93390808105468,77.45508728027343,79.31603393554687,80.72390441894531,,,-0.49082369496721,-0.0201414115334212,0.0261110941569011,0.0294444613986546,-0.0044444613986545,Construction,3.0,0.0
25,25,2020-02-12,74.96595764160156,75.46628533273113,74.67410035194364,75.0910411548869,3149311,76.15839996337891,76.88387832641601,78.79624837239584,80.15686492919922,,,-0.4921422942354845,-0.0011110244755774,0.0016685375231693,0.0066740652273336,-0.0038931976438324,Construction,3.0,0.0
26,26,2020-02-13,74.2988510131836,75.67475695754126,73.96529709303448,75.17442925832353,1293055,75.51631317138671,76.33351669311523,78.1624989827474,79.59607963562011,80.65636047363282,,-0.502691932941556,-0.0088987941914553,0.0117845462372569,0.0185185359611217,-0.0044893550250182,Construction,3.0,0.0
27,27,2020-02-14,73.5602035522461,75.16783806937116,73.08225510909938,74.7767941648951,1964967,74.89327239990234,76.05951919555665,77.50174255371094,79.03171768188477,80.21487731933594,,-0.5143729199263914,-0.0099415731315472,0.0165387064458695,0.0218546773865742,-0.0064973779308162,Construction,3.0,0.0
28,28,2020-02-17,71.12702178955078,73.69055317360062,70.12767927135798,73.47330508833633,1395363,73.80027465820312,75.5755615234375,76.71490885416667,78.35403480529786,79.67106353759766,,-0.5528513091510822,-0.0330774201972829,0.0329872281975713,0.0360415960003888,-0.0140501105353411,Construction,3.0,0.0
29,29,2020-02-18,68.52003479003906,71.12701143364144,68.04209304997596,71.12701143364144,1630331,72.49441375732422,74.71416091918945,75.80152943929036,77.61062889099121,79.07800628662109,,-0.59407825816446,-0.0366525538947099,0.0380469252765376,0.0380469252765376,-0.0069752115790312,Construction,3.0,0.0
30,30,2020-02-19,72.51741027832031,72.90846082088467,69.08489308516269,69.08489308516269,1546497,72.00470428466797,74.08155212402343,75.25748697916667,77.09836235046387,78.52643280029297,,-0.5308636754014604,0.0583387836934134,-0.0473336979352088,0.0053925056212502,-0.0473336979352088,Construction,3.0,1.0
31,31,2020-02-20,71.17047882080078,72.64776324749357,70.77942826322737,72.64776324749357,933445,71.3790298461914,73.44767150878906,74.68202107747396,76.4666316986084,77.95266967773438,79.11013870239258,-0.5521640787153522,-0.0185739045609879,0.0207569831082972,0.0207569831082972,-0.0054945612851365,Construction,3.0,0.0
32,32,2020-02-24,71.04012298583984,71.82221740890873,70.04078048024546,71.17047316133221,645029,70.87501373291016,72.88414306640625,74.33135070800782,75.84506034851074,77.40037689208984,78.65823338826497,-0.5542255287197203,-0.0018315998026254,0.0018348810505064,0.0110091929771121,-0.0140672969526471,Construction,3.0,0.0
33,33,2020-02-25,70.12767791748047,72.08291064711155,69.82353192995936,71.47461867206933,652872,70.67514495849609,72.2377098083496,73.9420893351237,75.20496788024903,76.8182568359375,78.17174377441407,-0.568654954841832,-0.0128440806407563,0.0192069778237033,0.0278810419465451,-0.0043370320614208,Construction,3.0,0.0
34,34,2020-02-26,65.1309814453125,70.084242385945,64.73993749494852,69.86699427354584,1564697,69.99733428955078,71.2458740234375,73.14188537597656,74.35048065185546,76.08796997070313,77.56456095377604,-0.6476728213413492,-0.0712514177076788,0.0727152074655892,0.0760507646394295,-0.0060039621956613,Construction,3.0,0.0
35,35,2020-02-27,63.653682708740234,65.86961561198817,61.698450134069034,65.17441915570673,1460715,68.22458877563477,70.11464653015136,72.12923100789388,73.49926242828369,75.32360763549805,76.80945879618326,-0.6710348556367253,-0.0226819664588147,0.0238907849829352,0.0348123283516423,-0.030716723549488,Construction,3.0,0.0
36,36,2020-02-28,60.8294677734375,62.95849649355348,60.61221967424665,62.95849649355348,2747508,66.15638656616211,68.76770820617676,71.01724319458008,72.550612449646,74.40458267211915,75.98662249247234,-0.7156970519431717,-0.0443684452355329,0.0349999564034599,0.0349999564034599,-0.0035714285714285,Construction,3.0,0.0
37,37,2020-03-02,62.65434646606445,63.392988630007416,61.568106039711445,62.5674485579333,1016041,64.47923126220704,67.6771224975586,70.08250579833984,71.86832084655762,73.57189453125,75.24685262044271,-0.6868383806760644,0.0299999122041279,-0.0013869414179944,0.0117891607782236,-0.0173370322670487,Construction,3.0,1.0
38,38,2020-03-03,65.78271484375,66.04341518723261,63.00194211939953,63.00194211939953,1676172,63.61023864746094,67.14269180297852,69.36188608805338,71.359126663208,72.8860220336914,74.6169204711914,-0.6373662952279736,0.0499305882853629,-0.042272088206689,0.0039630523626432,-0.042272088206689,Construction,3.0,1.0
39,39,2020-03-04,62.69780349731445,66.13032085335429,61.394314886683745,66.13032085335429,1546238,63.12360305786133,66.56046867370605,68.53845036824545,70.63731479644775,72.10510513305664,73.92724215189615,-0.6861511502403346,-0.046895470242646,0.0547470112918209,0.0547470112918209,-0.0207900203503387,Construction,3.0,0.0
40,40,2020-03-05,62.437095642089844,63.95783217227936,61.785351414865765,63.95783217227936,975196,62.88028564453125,65.55243721008301,67.70319290161133,69.81699466705322,71.37546707153321,73.24972063700358,-0.6902739899233652,-0.0041581656881453,0.0243562983599827,0.0243562983599827,-0.0104384135828496,Construction,3.0,0.0
41,41,2020-03-06,62.13294982910156,62.43709580998028,59.26527256965051,60.82946137114838,979565,63.14098205566406,64.64868431091308,66.89213282267252,69.04817790985108,70.66868637084961,72.52731590270996,-0.6950837584135989,-0.004871235759135,-0.0209790209790209,0.0048950835541412,-0.0461538888357735,Construction,3.0,0.0
