,Price,Close,High,Low,Open,Volume,MA_5,MA_10,MA_15,MA_20,MA_25,MA_30,Normalised Close,Return Ratio,Percentage Change Open,Percentage Change High,Percentage Change Low,Sector,Sector Encoded,Stock_Movement_Label
0,Ticker,KIRLOSENG.NS,KIRLOSENG.NS,KIRLOSENG.NS,KIRLOSENG.NS,KIRLOSENG.NS,,,,,,,,,,,,,,
1,Date,,,,,,,,,,,,,,,,,,,
2,2020-01-10,135.03793334960938,139.18048306789146,134.18241066078036,135.26307162253013,78928,,,,,,,-0.7149806818430805,,0.0016672224414,0.0306769336254364,-0.0063354249254843,Capital Goods,1.0,
3,2020-01-13,137.60450744628906,138.55009088783711,135.0379257822799,135.0379257822799,34048,,,,,,,-0.7081564697040208,0.0190063194319991,-0.0186518720326873,0.0068717475836839,-0.0186518720326873,Capital Goods,1.0,
4,2020-01-14,140.1710662841797,140.48626532471667,137.91968382705284,137.91968382705284,48394,,,,,,,-0.7013322981362476,0.0186517061506319,-0.0160616774688896,0.0022486740587244,-0.0160616774688896,Capital Goods,1.0,
5,2020-01-15,134.09231567382812,142.9627668622948,130.62519539945575,140.4862464914519,244934,,,,,,,-0.7174949656232855,-0.0433666574100794,0.0476830516759563,0.066151823420244,-0.0258562189559463,Capital Goods,1.0,0.0
6,2020-01-16,134.587646484375,136.65892118470282,133.77715426054388,134.13736997305801,54487,136.29869384765624,,,,,,-0.716177940513994,0.0036939537367058,-0.0033456006036131,0.0153897831965452,-0.0060220402466523,Capital Goods,1.0,1.0
7,2020-01-17,137.24429321289062,138.91032202053609,134.9028632907421,135.98352431183758,48636,136.7399658203125,,,,,,-0.7091142360694648,0.0197391573291539,-0.0091863120246271,0.0121391481470283,-0.0170603080633491,Capital Goods,1.0,1.0
8,2020-01-20,135.30810546875,138.6851796485025,134.3625219501493,138.14484228320208,43951,136.2806854248047,,,,,,-0.7142623266405325,-0.0141076011163338,0.0209650176138727,0.0249584026622295,-0.0069883730566243,Capital Goods,1.0,0.0
9,2020-01-21,133.8221893310547,137.96472513495834,133.32688240304742,137.96472513495834,23074,135.0109100341797,,,,,,-0.7182131991119735,-0.0109817230279563,0.0309555225826987,0.0309555225826987,-0.003701231690224,Capital Goods,1.0,0.0
10,2020-01-22,135.53321838378906,137.19924683056067,132.0660840448741,137.19924683056067,27122,135.29909057617186,,,,,,-0.7136637784476492,0.0127858396375623,0.0122923993589079,0.0122923993589079,-0.0255814359037582,Capital Goods,1.0,1.0
11,2020-01-23,133.8671875,135.98349238128066,132.38128066257124,135.98349238128066,32670,135.15499877929688,135.72684631347656,,,,,-0.7180935543874555,-0.0122924173398684,0.0158089889001413,0.0158089889001413,-0.0110998584879417,Capital Goods,1.0,0.0
12,2020-01-24,137.60450744628906,140.03599790930627,135.62329350388055,135.71334056319296,78055,135.22704162597657,135.98350372314454,,,,,-0.7081564697040208,0.0279181180697403,-0.0137434951673678,0.0176701367429137,-0.0143978854993673,Capital Goods,1.0,1.0
13,2020-01-27,139.990966796875,142.10727192951032,136.88406156874882,137.33433808706707,51485,136.16361389160156,136.22214965820314,,,,,-0.7018111610333263,0.017342886471342,-0.0189771438157339,0.0151174406539105,-0.0221936121966659,Capital Goods,1.0,1.0
14,2020-01-28,137.24429321289062,141.38684315866558,136.4338008824066,141.38684315866558,26894,136.84803466796876,135.92947235107422,,,,,-0.7091142360694648,-0.0196203629907761,0.0301837682922752,0.0301837682922752,-0.0059054719982186,Capital Goods,1.0,0.0
15,2020-01-29,136.47882080078125,140.80147829436325,135.6683147912256,137.3343434708544,40589,137.0371551513672,136.16812286376953,,,,,-0.7111495352387309,-0.0055774443817637,0.0062685379684073,0.0316727347746637,-0.0059386944054765,Capital Goods,1.0,0.0
