,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Close,High,Low,Open,Volume,MA_5,MA_15,MA_20,MA_25,MA_30,Normalized_Close,Return_Ratio,Percentage_Change_Open,Percentage_Change_High,Percentage_Change_Low,Sector_Encoded,Stock_Movement_Label
0,0,0,0,230.40907287597656,241.2025604248047,229.7190704345703,235.6826019287109,360052,0.0,0.0,0.0,0.0,0.0,-0.0727689498541462,0.0,0.022887679668643,0.0468448894572741,-0.0029946843359665,6.0,
1,1,1,1,226.761947631836,233.61260986328125,225.8255310058593,232.2326202392578,284297,0.0,0.0,0.0,0.0,0.0,-0.1324458814470723,-0.0158289133262724,0.0241251791341283,0.0302108105129166,-0.0041295139495666,6.0,
2,2,2,2,229.42335510253903,231.54263305664065,226.8112335205078,226.8112335205078,141725,0.0,0.0,0.0,0.0,0.0,-0.0888979852443805,0.0117365699955272,-0.0113855957727746,0.0092374115667273,-0.0113855957727746,6.0,
3,3,3,3,227.550521850586,233.61260986328125,225.7269592285156,227.10694885253903,556462,0.0,0.0,0.0,0.0,0.0,-0.1195426531348848,-0.0081632196997383,-0.0019493385224497,0.0266406245232686,-0.0080138802022511,6.0,
4,4,4,4,234.40118408203125,235.5840301513672,227.74766540527344,227.74766540527344,471045,229.7092163085937,0.0,0.0,0.0,0.0,-0.0074471055501085,0.0301061152298459,-0.0283851751978749,0.0050462461355229,-0.0283851751978749,6.0,
5,5,5,5,232.3311920166016,236.1261749267578,229.66978454589844,234.59832763671875,301313,230.0936401367188,0.0,0.0,0.0,0.0,-0.0413178301941301,-0.0088309795598356,0.0097582059491829,0.016334366802909,-0.0114552309898747,6.0,0.0
6,6,6,6,227.6490936279297,233.9576110839844,226.7126617431641,230.70477294921875,432802,230.2710693359375,0.0,0.0,0.0,0.0,-0.1179297495958614,-0.0201526895636867,0.0134227607612762,0.0277115860885672,-0.0041134883071229,6.0,0.0
7,7,7,7,226.12124633789065,230.40907287597656,225.7269592285156,228.58551025390625,188884,229.61064758300785,0.0,0.0,0.0,0.0,-0.1429295047752541,-0.0067114138944747,0.0108979760014824,0.0189625106332498,-0.0017436977540173,6.0,0.0
8,8,8,8,231.34548950195312,233.61260986328125,227.0083770751953,230.655502319336,281074,230.3696411132813,0.0,0.0,0.0,0.0,-0.057446615908894,0.0231037253184778,-0.0029824968020885,0.0097997171512131,-0.0187473394709136,6.0,1.0
9,9,9,9,230.45835876464844,237.55545043945312,228.63479614257807,232.4297637939453,349289,229.5810760498047,0.0,0.0,0.0,0.0,-0.0719624980846344,-0.0038346575903188,0.0085542786986092,0.0307955489783404,-0.0079127640752341,6.0,0.0
