,Unnamed: 0,Price,Close,High,Low,Open,Volume,MA_5,MA_10,MA_15,MA_20,MA_25,MA_30,Normalised Close,Return Ratio,Percentage Change Open,Percentage Change High,Percentage Change Low,Sector,Sector Encoded,Stock_Movement_Label
0,0,Ticker,ICICIPRULI.NS,ICICIPRULI.NS,ICICIPRULI.NS,ICICIPRULI.NS,ICICIPRULI.NS,,,,,,,,,,,,,,
1,1,Date,,,,,,,,,,,,,,,,,,,
2,2,2020-01-10,485.33526611328125,491.29639527741574,480.81475529176095,482.6527458614724,2164395,,,,,,,-0.4796985757285572,,-0.0055271488373208,0.0122824974411464,-0.0093142022373976,Financial Services,9.0,
3,3,2020-01-13,493.7305908203125,494.6744181858037,483.745680152569,487.71976671010884,1402916,,,,,,,-0.3933914821526536,0.0172979902619969,-0.0121742995511315,0.0019116242401002,-0.0202233988604069,Financial Services,9.0,
4,4,2020-01-14,486.62689208984375,495.46925903161184,485.43468430165143,495.46925903161184,1244319,,,,,,,-0.466420175200358,-0.0143878035158126,0.018170732208806,0.018170732208806,-0.0024499422608403,Financial Services,9.0,
5,5,2020-01-15,486.67657470703125,488.1668571464813,482.4541077952563,485.93143348730626,679224,,,,,,,-0.4659094192212467,0.0001020959137176,-0.0015310809240686,0.0030621618481372,-0.0086761252363888,Financial Services,9.0,1.0
6,6,2020-01-16,489.0113525390625,491.4454623113952,485.0372660668064,488.61391963593803,1064498,488.27613525390626,,,,,,-0.4419070255247527,0.0047973910259328,-0.0008127273550213,0.0049776140363495,-0.0081267775310771,Financial Services,9.0,1.0
7,7,2020-01-17,478.380615234375,489.50806846434824,477.4864519240793,486.92490643026116,1776007,486.885205078125,,,,,,-0.5511950008389276,-0.0217392443948186,0.0178608641817561,0.0232606691734813,-0.0018691462024598,Financial Services,9.0,0.0
8,8,2020-01-20,485.1365661621094,490.70029296830023,478.38063167450946,478.82772850495775,1480886,485.1664001464843,,,,,,-0.4817412859128286,0.0141225432481715,-0.0130042509618694,0.011468372401209,-0.0139258405958672,Financial Services,9.0,1.0
9,9,2020-01-21,485.8817443847656,493.78025352585524,475.10205888059346,484.9875809755548,5575263,485.0173706054687,,,,,,-0.4740805736905064,0.0015360174322692,-0.0018402901931271,0.0162560319097619,-0.0221858211977518,Financial Services,9.0,1.0
