date,close,high,low,open,volume,ma_20_unnamed: 6_level_1,ma_50_unnamed: 7_level_1,volatility_20_unnamed: 8_level_1,volatility_50_unnamed: 9_level_1,ma_5,ma_10,ma_15,ma_20,ma_25,ma_30
2023-06-09,3070.14990234375,3149.949951171875,2950.0,3090.0,7308.0,,,,,,,,,,
2023-06-12,3684.14990234375,3684.14990234375,3129.949951171875,3132.0,28360.0,,,,,,,,,,
2023-06-13,3655.64990234375,3975.0,3550.0,3768.0,44403.0,,,,,,,,,,
2023-06-14,3491.449951171875,3787.949951171875,3450.0,3787.949951171875,8669.0,,,,,,,,,,
2023-06-15,3726.949951171875,3840.550048828125,3484.050048828125,3525.0,56911.0,,,,,3525.669921875,,,,,
2023-06-16,3737.25,3784.800048828125,3672.0,3750.0,9569.0,,,,,3659.08994140625,,,,,
2023-06-19,4032.35009765625,4050.0,3750.0,3783.0,21915.0,,,,,3728.72998046875,,,,,
2023-06-20,4212.2001953125,4297.64990234375,3955.0,4048.0,17679.0,,,,,3840.0400390625,,,,,
2023-06-21,4454.10009765625,4633.39990234375,4232.14990234375,4250.0,52319.0,,,,,4032.570068359375,,,,,
2023-06-22,4527.25,4674.2998046875,4335.0,4490.0,21867.0,,,,,4192.630078125,3859.15,,,,
2023-06-23,4518.85009765625,4600.0,4352.7001953125,4527.25,9082.0,,,,,4348.95009765625,4004.02001953125,,,,
2023-06-26,4602.2001953125,4650.0,4333.2998046875,4552.0,14958.0,,,,,4462.9201171875,4095.825048828125,,,,
2023-06-27,4592.85009765625,4640.2001953125,4552.0,4586.0,2561.0,,,,,4539.05009765625,4189.545068359375,,,,
2023-06-28,4598.75,4626.4501953125,4480.0,4560.0,4926.0,,,,,4567.980078125,4300.275073242187,,,,
2023-06-30,4602.14990234375,4700.0,4551.0,4700.0,4133.0,,,,,4582.96005859375,4387.795068359375,4100.42001953125,,,
2023-07-03,4519.5,4586.0498046875,4491.0,4585.0498046875,2726.0,,,,,4583.0900390625,4466.020068359375,4197.043359375,,,
2023-07-04,4350.75,4500.0,4311.35009765625,4485.0,4928.0,,,,,4532.8,4497.86005859375,4241.483365885417,,,
2023-07-05,4140.75,4313.9501953125,4133.25,4280.0,6327.0,,,,,4442.37998046875,4490.7150390625,4273.823372395834,,,
2023-07-06,3949.5,4304.89990234375,3935.050048828125,4304.89990234375,10074.0,,,,,4312.52998046875,4440.255029296875,4304.360042317709,,,
2023-07-07,3870.75,3979.89990234375,3850.0,3930.0,5507.0,4116.877514648438,,451.81647173168267,,4166.25,4374.605029296875,4313.946712239584,4116.877514648438,,
2023-07-10,4064.25,4064.25,3755.0,3860.0,4942.0,4166.58251953125,,379.497144373297,,4075.2,4329.14501953125,4335.746712239584,4166.58251953125,,
2023-07-11,4166.5498046875,4267.4501953125,4127.5498046875,4240.0,7093.0,4190.7025146484375,,362.154870682134,,4038.3599609375,4285.57998046875,4344.693359375,4190.7025146484375,,
2023-07-12,4234.0498046875,4304.0,4102.7001953125,4170.0,3690.0,4219.622509765625,,339.5691716282148,,4057.019921875,4249.699951171875,4346.15,4219.622509765625,,
2023-07-13,4142.5498046875,4318.75,4100.0,4318.75,2442.0,4252.177502441406,,294.2739146389632,,4095.6298828125,4204.079931640625,4325.37998046875,4252.177502441406,,
2023-07-14,4014.75,4166.9501953125,3935.449951171875,4081.050048828125,6129.0,4266.5675048828125,,273.5451463556128,,4124.4298828125,4145.33994140625,4291.213313802084,4266.5675048828125,4118.38798828125,
2023-07-17,4030.050048828125,4070.0,3990.0,4015.0,1200.0,4281.207507324219,,250.5981147714494,,4117.589892578125,4096.394946289062,4258.626643880209,4281.207507324219,4156.783994140625,
2023-07-18,3993.0,4123.25,3950.0,4123.25,2235.0,4279.240002441406,,252.7995901515661,,4082.879931640625,4060.619946289063,4218.013297526041,4279.240002441406,4169.137998046875,
2023-07-19,3977.10009765625,4086.0,3965.0,4055.0,1430.0,4267.484997558594,,261.4006409168441,,4031.489990234375,4044.254956054688,4176.963297526042,4267.484997558594,4181.996005859375,
2023-07-20,3896.699951171875,4030.0,3862.0,3940.0,2259.0,4239.614990234375,,270.02896679289256,,3982.32001953125,4038.974951171875,4130.1599609375,4239.614990234375,4198.206005859375,
2023-07-21,3896.14990234375,4049.0,3804.050048828125,3860.0,4507.0,4208.059985351562,,271.5178792534241,,3958.6,4041.51494140625,4083.093294270833,4208.059985351562,4204.97400390625,4091.756656901042
2023-07-24,3903.300048828125,3975.0,3830.0,3975.0,3030.0,4177.282482910156,,269.31299030604146,,3933.25,4025.4199462890624,4042.0132975260417,4177.282482910156,4211.616005859375,4119.528328450521
2023-07-25,3910.14990234375,3964.25,3825.0,3898.0,1748.0,4142.679968261718,,255.9726877999394,,3916.67998046875,3999.7799560546873,4012.639957682292,4142.679968261718,4206.727998046875,4127.061661783854
2023-07-26,3891.300048828125,3990.0,3865.5,3889.949951171875,1042.0,4107.602465820312,,238.5094520951446,,3899.519970703125,3965.50498046875,3996.0099609375,4107.602465820312,4193.8919921875,4134.916666666667
2023-07-27,3897.5,3994.89990234375,3876.0,3980.0,1494.0,4072.539965820312,,212.6496975784336,,3899.67998046875,3941.0,3992.5432942708335,4072.539965820312,4171.62798828125,4148.451668294271
2023-07-28,3971.300048828125,4000.0,3877.0,3877.0,1167.0,4040.9974731445313,,173.05950342188808,,3914.710009765625,3936.6550048828126,3999.246630859375,4040.9974731445313,4149.389990234375,4156.596671549479
2023-07-31,4169.85009765625,4169.85009765625,3902.0,3902.0,6430.0,4023.514978027344,,135.83422960087864,,3968.02001953125,3950.635009765625,4006.286637369792,4023.514978027344,4135.429990234375,4171.016674804688
2023-08-01,4378.2998046875,4378.2998046875,4178.75,4270.0,3762.0,4024.892468261719,,139.41973445035384,,4061.65,3989.164990234375,4020.4033040364575,4024.892468261719,4126.473974609375,4182.548331705729
2023-08-02,4455.35009765625,4597.2001953125,4327.5498046875,4597.0,12253.0,4040.6224731445313,,167.9977328639543,,4174.460009765625,4036.989990234375,4035.1566569010415,4040.6224731445313,4120.973974609375,4190.653328450521
2023-08-03,4678.10009765625,4678.10009765625,4631.0,4631.0,2598.0,4077.052478027344,,218.5807135310401,,4330.580029296875,4115.1300048828125,4070.860009765625,4077.052478027344,4124.147978515625,4198.119995117188
2023-08-04,4802.14990234375,4912.0,4622.7998046875,4840.0,9012.0,4123.622473144531,,266.32027727144026,,4496.75,4205.730004882813,4123.353336588541,4123.622473144531,4132.147978515625,4207.2833251953125
2023-08-07,4780.9501953125,4947.0,4768.64990234375,4900.0,3482.0,4159.457482910157,,303.52967399354986,,4618.97001953125,4293.49501953125,4173.413346354167,4159.457482910157,4142.605986328125,4216.019995117187
2023-08-08,4575.35009765625,4852.7998046875,4537.10009765625,4852.64990234375,6277.0,4179.897497558593,,317.47652038284366,,4658.380078125,4360.0150390625,4212.236686197916,4179.897497558593,4151.589990234375,4215.124991861979
2023-08-09,4492.5498046875,4687.0,4451.10009765625,4570.0,2771.0,4192.822497558594,,324.97071602313633,,4665.82001953125,4420.1400146484375,4246.6,4192.822497558594,4165.661982421875,4211.781648763021
2023-08-10,4548.9501953125,4699.5,4495.0,4551.60009765625,3560.0,4213.142517089844,,334.2355684215288,,4639.9900390625,4485.285034179688,4290.083349609375,4213.142517089844,4189.639990234375,4210.121655273438
2023-08-11,5003.7998046875,5003.7998046875,4617.64990234375,4688.0,25559.0,4262.595007324218,,374.1251738564744,,4680.32001953125,4588.535009765625,4363.926676432292,4262.595007324218,4234.961982421875,4223.509985351562
2023-08-14,5491.7998046875,5504.14990234375,5160.2001953125,5199.89990234375,54568.0,4335.682495117188,,459.3734249382703,,4822.48994140625,4720.72998046875,4469.82666015625,4335.682495117188,4292.063974609375,4255.919978841146
2023-08-16,6040.35009765625,6040.9501953125,5321.7998046875,5481.0,41659.0,4438.05,,588.8585367077695,,5115.48994140625,4886.935009765625,4611.840006510417,4438.05,4367.015986328125,4312.239982096354
2023-08-17,6165.2998046875,6342.35009765625,6025.0,6139.89990234375,31596.0,4547.459985351563,,692.814220037925,,5450.03994140625,5057.92998046875,4763.439990234375,4547.459985351563,4444.265986328125,4379.7249755859375
2023-08-18,5857.0498046875,6199.0,5857.0498046875,6199.0,12818.0,4645.477478027344,,733.3853593784411,,5711.65986328125,5175.824951171875,4894.076643880208,4645.477478027344,4512.845986328125,4443.309969075521
2023-08-21,5564.2001953125,5729.9501953125,5564.2001953125,5681.0,10586.0,4728.879992675781,4346.605991210938,738.5144280472283,626.9972279134448,5823.73994140625,5252.02998046875,5000.269986979167,4728.879992675781,4574.823994140625,4499.758308919271
2023-08-22,5842.39990234375,5842.39990234375,5484.14990234375,5639.60009765625,4739.0,4825.834985351563,4402.050991210937,751.5950260925031,634.3484934065681,5893.8599609375,5358.174951171875,5111.773307291666,4825.834985351563,4647.31798828125,4559.029972330729
2023-08-23,5902.2001953125,6134.5,5779.14990234375,6134.5,20537.0,4925.4375,4446.411997070312,755.8430725870285,660.1510844758753,5866.22998046875,5490.8599609375,5213.366666666667,4925.4375,4723.68599609375,4616.884985351562
2023-08-24,5901.0498046875,6038.9501953125,5830.0498046875,6000.0,5472.0,5025.924987792969,4491.319995117187,744.6334546628949,681.295334516494,5813.37998046875,5631.7099609375,5309.746647135416,5025.924987792969,4800.643984375,4672.451652018229
2023-08-25,5908.10009765625,5989.9501953125,5846.0,5934.7001953125,5001.0,5126.454992675781,4539.652998046875,719.5709609136148,694.5079759525617,5823.5900390625,5767.624951171875,5391.746647135416,5126.454992675781,4881.099990234375,4731.303328450521
2023-08-28,5885.64990234375,6100.0,5755.5498046875,6049.0,7522.0,5222.1724853515625,4582.826997070312,684.2830357196397,709.8828132496918,5887.87998046875,5855.8099609375,5463.97998046875,5222.1724853515625,4960.679990234375,4793.666658528646
2023-08-29,5901.2001953125,6019.0,5849.9501953125,5990.0,5922.0,5308.739990234375,4626.106000976562,652.9463487155073,723.1196677679766,5899.6400390625,5896.75,5538.663313802083,5308.739990234375,5040.59599609375,4856.038330078125
2023-08-30,5783.14990234375,5999.0,5700.0,5999.0,3095.0,5378.982495117188,4661.121997070312,622.4360202885463,736.0553877724257,5875.82998046875,5871.02998046875,5619.18330078125,5378.982495117188,5115.51599609375,4915.709993489583
2023-08-31,5997.9501953125,6040.39990234375,5701.2001953125,5840.0,45444.0,5456.1125,4696.8369970703125,597.0166551005447,756.8584364148461,5895.21005859375,5854.29501953125,5719.543326822916,5456.1125,5199.782001953125,4983.071663411459
2023-09-01,5960.39990234375,6199.0,5855.2001953125,6199.0,2673.0,5520.227490234375,4726.962993164063,577.6056152859906,776.7172045592417,5905.67001953125,5864.630029296875,5813.639973958333,5520.227490234375,5282.297998046875,5051.861661783854
2023-09-04,5850.5,6123.0,5801.14990234375,6048.0,3108.0,5572.644995117187,4753.427993164062,556.1819704822817,792.1634222745823,5898.6400390625,5893.260009765625,5870.086653645833,5572.644995117187,5357.46599609375,5117.006665039063
2023-09-05,5875.7001953125,6049.9501953125,5850.0,5996.0,1757.0,5627.382495117187,4780.564995117187,527.2853627533227,807.064076494185,5893.5400390625,5896.5900390625,5895.680013020833,5627.382495117187,5425.7,5182.753336588542
2023-09-06,5804.10009765625,5985.0,5750.0,5875.7001953125,1741.0,5688.819995117187,4804.602993164062,466.3143755089032,819.4471455309014,5897.730078125,5886.780029296875,5879.930013020833,5688.819995117187,5482.73201171875,5245.885009765625
2023-09-07,5758.7001953125,5850.0,5680.0,5850.0,3449.0,5752.127514648438,4827.919995117188,371.7099090054229,829.8200646489552,5849.880078125,5872.545068359375,5852.823372395834,5752.127514648438,5534.866015625,5308.131681315104
2023-09-08,6046.60009765625,6046.60009765625,5670.0498046875,5758.7001953125,5369.0,5827.010009765625,4856.876997070312,246.2484359002366,846.7489153004597,5867.1201171875,5886.395068359375,5865.46005859375,5827.010009765625,5589.606015625,5379.76835123698
2023-09-11,5922.9501953125,6185.0,5858.35009765625,6100.0,5227.0,5872.967529296875,4883.293002929688,152.42170672040183,859.151675277886,5881.61015625,5890.12509765625,5889.376725260417,5872.967529296875,5634.43802734375,5444.823356119791
2023-09-12,5632.14990234375,5984.9501953125,5626.7998046875,5852.7001953125,9918.0,5879.985034179687,4905.546000976563,136.33058593833093,863.9328673633561,5832.90009765625,5863.220068359375,5875.36005859375,5879.985034179687,5668.486015625,5493.566682942708
2023-09-13,5646.5498046875,5747.0,5550.0,5747.0,5297.0,5860.29501953125,4931.4619970703125,140.32962395554668,866.3826516857645,5801.3900390625,5849.56005859375,5858.31669921875,5860.29501953125,5711.33400390625,5535.841682942709
