date,close,high,low,open,volume,ma_20_unnamed: 6_level_1,ma_50_unnamed: 7_level_1,volatility_20_unnamed: 8_level_1,volatility_50_unnamed: 9_level_1,ma_5,ma_10,ma_15,ma_20,ma_25,ma_30
2023-09-15,933.6832885742188,933.6832885742188,933.6832885742188,933.6832885742188,0.0,,,,,,,,,,
2023-09-20,1193.809326171875,1208.407372440963,1132.7761320248103,1175.8231688740634,15023430.0,,,,,,,,,,
2023-09-21,1173.33203125,1227.639118895966,1154.897515260085,1190.6704652114026,2120327.0,,,,,,,,,,
2023-09-22,1177.1185302734375,1188.3287079744484,1146.9756080107193,1179.8089242663948,744549.0,,,,,,,,,,
2023-09-25,1176.570556640625,1185.7878148654193,1160.378075975446,1178.8125924250344,470152.0,,,,,1130.902746582031,,,,,
2023-09-26,1188.428466796875,1190.7202526305905,1167.2536842517268,1179.8090603979106,327002.0,,,,,1181.8517822265626,,,,,
2023-09-27,1195.7025146484375,1219.567812341671,1179.8090211688923,1190.7202130387716,467360.0,,,,,1182.230419921875,,,,,
2023-09-28,1264.6575927734375,1288.3732745310888,1196.798671813953,1202.677690174363,1565376.0,,,,,1200.4955322265623,,,,,
2023-09-29,1394.9945068359375,1421.749562405691,1274.5723074905106,1280.4514474132811,2231718.0,,,,,1244.0707275390623,,,,,
2023-10-03,1404.162109375,1451.4441037495485,1351.2998397980464,1419.1090144423883,1776987.0,,,,,1289.5890380859375,1210.2458923339843,,,,
2023-10-04,1397.385986328125,1408.9947723943774,1371.7271352749742,1405.008931454082,682742.0,,,,,1331.3805419921875,1256.616162109375,,,,
2023-10-05,1478.697265625,1519.552139364339,1385.5282242926053,1403.0660235010475,2154615.0,,,,,1387.9794921875,1285.1049560546876,,,,
2023-10-06,1497.4805908203125,1518.3065138259783,1475.3590991282615,1479.693677115242,922131.0,,,,,1434.544091796875,1317.5198120117188,,,,
2023-10-09,1437.74267578125,1501.8151197770098,1426.931106182857,1469.77889777913,564296.0,,,,,1443.0937255859376,1343.5822265625,,,,
2023-10-10,1454.3836669921875,1482.6332919262004,1439.9349927666487,1447.8069317582635,371387.0,,,,,1453.138037109375,1371.3635375976562,1291.209940592448,,,
2023-10-11,1453.63623046875,1493.4946396218477,1440.1840173795797,1460.1132219561284,426664.0,,,,,1464.3880859375,1397.8843139648438,1325.8734700520831,,,
2023-10-12,1439.93505859375,1466.7896160198009,1432.4117343943367,1460.5617389137385,336497.0,,,,,1456.63564453125,1422.307568359375,1342.2818522135417,,,
2023-10-13,1419.457763671875,1450.348034415173,1412.980771419248,1434.902899043524,243346.0,,,,,1441.0310791015625,1437.7875854492188,1358.690234375,,,
2023-10-16,1398.482177734375,1428.8742172832615,1390.1120084150953,1427.0806617026535,214241.0,,,,,1433.1789794921874,1438.1363525390625,1373.4478108723958,,,
2023-10-17,1412.0340576171875,1444.5683877386791,1396.04082181689,1403.3647803874298,409703.0,,,,,1424.7090576171877,1438.9235473632812,1389.1453776041667,1324.5847198486329,,
2023-10-18,1404.7099609375,1442.8744370364996,1400.176139798525,1414.923678464865,431257.0,1348.136053466797,,119.13207753606028,,1414.9238037109376,1439.6559448242188,1403.5641438802083,1348.136053466797,,
2023-10-19,1389.8629150390625,1413.9772063368036,1385.8272020527909,1404.9591917073435,163936.0,1357.9387329101562,,113.70764169034643,,1404.909375,1430.772509765625,1416.5081705729167,1357.9387329101562,,
2023-10-20,1362.460205078125,1405.756356083901,1357.2785385799452,1397.4359369784058,192257.0,1367.3951416015625,,105.08429295789904,,1393.50986328125,1417.2704711914062,1423.0283447265624,1367.3951416015625,,
2023-10-23,1345.221435546875,1371.8767491771555,1303.3701019965276,1362.4602477836168,365465.0,1375.8002868652345,,95.3345960803831,,1382.85771484375,1408.0183471679688,1419.7101399739583,1375.8002868652345,,
2023-10-25,1362.410400390625,1386.0264618024462,1315.6266360648656,1355.1860629228377,254919.0,1385.0922790527345,,83.17546458338191,,1372.9329833984375,1398.8210205078126,1416.9266927083331,1385.0922790527345,1334.2543725585938,
2023-10-26,1328.9791259765625,1362.1613044325886,1304.3666038787553,1362.1613044325886,301173.0,1392.1198120117188,,70.68436392714503,,1357.78681640625,1386.3553100585937,1412.3662353515624,1392.1198120117188,1350.0662060546874,
2023-10-27,1339.8404541015625,1351.9973423729325,1331.4701635097474,1331.4701635097474,169055.0,1399.326708984375,,55.27152881453778,,1347.78232421875,1376.345849609375,1403.1091145833334,1399.326708984375,1355.907451171875,
2023-10-30,1340.6376953125,1370.1328954988685,1330.274483993447,1350.652048220306,177925.0,1403.125714111328,,47.60798070982785,,1343.417822265625,1368.4638427734376,1392.652921549479,1403.125714111328,1362.599677734375,
2023-10-31,1351.548828125,1378.3536330262234,1335.2567274571766,1347.6626088443104,247849.0,1400.9534301757812,,48.97021597731793,,1344.68330078125,1363.7705078125,1386.9066650390623,1400.9534301757812,1369.5768896484376,
2023-11-01,1387.07275390625,1392.9518940730086,1321.7547318180916,1359.1718651782508,296990.0,1400.0989624023437,,49.06029279442384,,1349.615771484375,1361.2743774414062,1382.4192708333333,1400.0989624023437,1377.9969775390623,1336.8146057128906
2023-11-02,1384.8306884765625,1407.9485185567714,1377.157992896362,1403.8630556940905,142746.0,1399.4711975097655,,49.177023104346766,,1360.786083984375,1359.2864501953125,1377.8322347005208,1399.4711975097655,1385.85306640625,1351.852852376302
2023-11-03,1386.0762939453125,1394.047976441044,1370.1329289538496,1389.065674881212,118798.0,1394.8401489257812,,45.55097421077349,,1370.033251953125,1358.9077880859377,1374.241650390625,1394.8401489257812,1393.468017578125,1358.2617513020834
2023-11-06,1397.5355224609375,1426.9311002952318,1391.0585307347371,1391.108402403302,217734.0,1389.8428955078125,,38.658891311451576,,1381.4128173828126,1362.4153198242188,1372.780167643229,1389.8428955078125,1398.783134765625,1365.7352010091147
2023-11-07,1520.747802734375,1544.463483200375,1422.9950786023635,1443.8210000767767,2157504.0,1393.9931518554688,,47.51337811712001,,1415.2526123046875,1379.9679565429688,1380.9312093098958,1393.9931518554688,1403.8132666015624,1377.1895100911458
