date,close,high,low,open,volume,ma_20_unnamed: 6_level_1,ma_50_unnamed: 7_level_1,normalised close_unnamed: 8_level_1,return ratio_unnamed: 9_level_1,percentage change open_unnamed: 10_level_1,percentage change high_unnamed: 11_level_1,percentage change low_unnamed: 12_level_1,sector_unnamed: 13_level_1,sector encoded_unnamed: 14_level_1,normalized_close,return_ratio,percentage_change_wrt_low,high_relative_to_close,low_relative_to_close,ma_5,ma_10,ma_15,ma_20,ma_25,ma_30
2020-03-09,9808.357421875,9901.69623207974,9560.98515208267,9776.88591892617,5189,10403.2786621094,,-1.58032044354397,-0.0016111386459954,-0.00320864152836,0.0095162529453269,-0.0252205602989782,Fast Moving Consumer Goods,8,0.537451317049657,-0.00161113864599538,2.58730942321822,1.00951625294533,0.974779439701022,9841.2337890625,10144.4083007813,10271.021875,10403.2786621094,10489.303671875,10469.3276041667
2020-03-11,9420.53125,10008.2404125244,9366.6264974491,9741.29155734707,5478,10325.8540527344,,-1.74176416932238,-0.0395403792086587,0.0340490678110185,0.0623859893808396,-0.005722050181713,Fast Moving Consumer Goods,8,0.516200288167321,-0.0395403792086587,0.575498046875001,1.06238598938084,0.994277949818287,9692.4072265625,10039.5254882813,10186.4473958333,10325.8540527344,10429.58390625,10434.8474609375
2020-03-12,8954.1689453125,9366.62804540814,8335.45559800525,9366.62804540814,13463,10237.5760742188,,-1.93590080447352,-0.0495048837811031,0.0460633591587034,0.0460633591587034,-0.069097796912928,Fast Moving Consumer Goods,8,0.490645852893826,-0.0495048837811031,7.42266982329453,1.0460633591587,0.930902203087072,9530.6458984375,9881.75419921875,10080.4703776042,10237.5760742188,10353.086640625,10386.3626627604
2020-03-13,9476.263671875,9731.8793016925,7867.96708333579,8392.17075614692,11425,10179.0041503906,,-1.71856395622007,0.0583074464812076,-0.114400881324736,0.0269743053452755,-0.169718429565499,Fast Moving Consumer Goods,8,0.519254159702659,0.0583074464812077,20.4410691034226,1.02697430534528,0.830281570434501,9496.7013671875,9776.1546875,10014.3606770833,10179.0041503906,10300.23078125,10353.7980143229
2020-03-16,9450.5986328125,9824.46697916591,9179.34058168462,9366.6264607084,25807,10106.8576171875,,-1.72924776208203,-0.0027083500365943,-0.0088853812723085,0.0395602819333935,-0.0287027374314761,Fast Moving Consumer Goods,8,0.517847837680226,-0.00270835003659431,2.95509300165985,1.03956028193339,0.971297262568524,9421.983984375,9678.0439453125,9948.09485677083,10106.8576171875,10246.4363671875,10327.6572916667
2020-03-17,9370.3271484375,9737.35806733908,9157.75136237687,9447.18014124303,5105,10036.8608886719,,-1.76266306112853,-0.0084937989109279,0.0082017406210144,0.0391694882246222,-0.0226860580952152,Fast Moving Consumer Goods,8,0.513449342280512,-0.00849379891092794,2.32126618914289,1.03916948822462,0.977313941904785,9334.3779296875,9587.805859375,9874.39817708333,10036.8608886719,10189.498515625,10296.8160481771
2020-03-18,9403.3447265625,9599.06058828258,9193.76643928512,9525.81337935141,10373,9972.570703125,,-1.74891855079054,0.003523631309981,0.0130239458777852,0.0208134304772669,-0.0222876320470702,Fast Moving Consumer Goods,8,0.51525854845906,0.00352363130998112,2.27956940891876,1.02081343047727,0.97771236795293,9330.940625,9511.67392578125,9803.33053385417,9972.570703125,10126.8713671875,10246.4766927083
2020-03-19,8904.8515625,9553.95876065005,8032.86531012405,9277.12830518901,12781,9890.6220703125,,-1.9564305742629,-0.0530123247161576,0.0418060582005364,0.0728936573051437,-0.0979226039037025,Fast Moving Consumer Goods,8,0.487943494975373,-0.0530123247161577,10.8552330794961,1.07289365730514,0.902077396096297,9321.0771484375,9425.8615234375,9694.86184895833,9890.6220703125,10054.2762890625,10181.0850585938
2020-03-20,9204.3974609375,9366.62763450915,8878.43881925658,9132.46194364642,7086,9827.446484375,,-1.83173603482119,0.0336385055197263,-0.007815342350911,0.0176252898965014,-0.0354133600883982,Fast Moving Consumer Goods,8,0.504357184924416,0.0336385055197264,3.67135087954812,1.0176252898965,0.964586639911602,9266.70390625,9381.70263671875,9606.33776041667,9827.446484375,9996.5441015625,10127.9763020833
2020-03-23,8352.830078125,9179.29400458229,8079.65204933948,8079.65204933948,6146,9722.85869140625,10245.6683398438,-2.18622529058223,-0.0925174501021346,-0.0327048468878762,0.0989441804427095,-0.0327048468878762,Fast Moving Consumer Goods,8,0.457695344234519,-0.0925174501021346,3.38106179718294,1.09894418044271,0.967295153112124,9047.1501953125,9234.56708984375,9467.74602864583,9722.85869140625,9894.9161328125,10046.5553385417
2020-03-24,8463.076171875,8617.06390767902,8080.59026946894,8080.59026946894,5268,9622.2236328125,10206.449375,-2.14033220388964,0.0131986515610703,-0.0451946661755401,0.0181952439841861,-0.0451946661755401,Fast Moving Consumer Goods,8,0.463736305604194,0.0131986515610703,4.73339062681118,1.01819524398419,0.95480533382446,8865.7,9100.03896484375,9347.10390625,9622.2236328125,9802.6287109375,9968.8654296875
2020-03-25,8549.904296875,8879.56293717329,8200.95076966463,8710.87034050603,5453,9526.25087890625,10169.0924414063,-2.10418751583369,0.0102596412033431,0.0188266485848105,0.0385569976986501,-0.0408137348786358,Fast Moving Consumer Goods,8,0.468494073712657,0.0102596412033431,4.25503745859745,1.03855699769865,0.959186265121364,8695.0119140625,9012.97626953125,9239.45325520833,9526.25087890625,9717.0589453125,9888.228125
2020-03-26,8832.2138671875,9097.3826992961,8383.13077369283,8546.1100758853,12295,9441.26748046875,10135.7978125,-1.98666809048443,0.0330190327879675,-0.0323932137065999,0.0300229179338296,-0.0508460393110555,Fast Moving Consumer Goods,8,0.483963294893544,0.0330190327879676,5.35698542248604,1.03002291793383,0.949153960688944,8680.484375,9000.78076171875,9177.40247395833,9441.26748046875,9648.59453125,9825.31097005208
2020-03-27,9248.091796875,10011.0501567048,8899.23161853032,8945.12808725024,13342,9377.05913085938,10110.9874804688,-1.81354701896633,0.0470864877075186,-0.0327595915221268,0.0824990037498962,-0.0377223957122226,Fast Moving Consumer Goods,8,0.506751426629439,0.0470864877075186,3.92011572794969,1.0824990037499,0.962277604287777,8689.2232421875,8977.96357421875,9150.876171875,9377.05913085938,9599.8018359375,9778.65729166667
2020-03-30,9442.732421875,9611.80006746939,9088.9080278402,9298.25217626317,3710,9327.61044921875,10090.125234375,-1.73252229715368,0.0210465714738872,-0.0153006819590825,0.0179045257284562,-0.037470551766894,Fast Moving Consumer Goods,8,0.51741680674949,0.0210465714738872,3.8929252331633,1.01790452572846,0.962529448233106,8907.2037109375,8977.176953125,9125.44596354167,9327.61044921875,9559.7276953125,9730.29739583333
2020-03-31,9618.9169921875,9881.79175192714,9375.9472300702,9666.31267491355,16267,9294.9208984375,10071.9942382813,-1.65918043546754,0.0186582190875547,0.004927340860156,0.0273289352588397,-0.0252595757209093,Fast Moving Consumer Goods,8,0.527070882889405,0.0186582190875548,2.5914156314581,1.02732893525884,0.974740424279091,9138.371875,9002.0359375,9112.8166015625,9294.9208984375,9525.45328125,9691.91923828125
2020-04-01,9751.26953125,9834.35079483959,9483.71142045228,9517.71209919549,5079,9274.251171875,10055.1746289063,-1.6040849092446,0.0137596092335547,-0.0239514897322884,0.0085200458589864,-0.0274382848243789,Fast Moving Consumer Goods,8,0.534323172276347,0.0137596092335548,2.82123842592591,1.00852004585899,0.972561715175621,9378.644921875,9036.82841796875,9134.8658203125,9274.251171875,9496.7296875,9660.65660807292
2020-04-03,9706.681640625,9834.95777280363,9357.30647402921,9667.29515934346,10634,9271.43647460937,10038.557265625,-1.62264589277054,-0.0045725216067619,-0.0040576669494033,0.013215240483603,-0.0359932652095603,Fast Moving Consumer Goods,8,0.53187996802612,-0.00457252160676191,3.73371511946799,1.0132152404836,0.96400673479044,9553.5384765625,9117.01142578125,9185.03333333333,9271.43647460937,9463.7216796875,9632.75185546875
2020-04-07,9835.5693359375,10022.246063066,9563.42120717525,9760.0271095559,10368,9280.915625,10024.5898242188,-1.56899270676289,0.0132782448301457,-0.0076805138372194,0.0189797581362614,-0.0276697890551049,Fast Moving Consumer Goods,8,0.538942400461821,0.0132782448301458,2.84571935990922,1.01897975813626,0.972330210944895,9671.033984375,9180.12861328125,9208.98704427083,9280.915625,9435.8541015625,9611.67386067708
2020-04-08,10284.8837890625,10489.6388016596,9767.70603426832,9833.78740402111,18803,9303.95053710938,10019.399765625,-1.38195272694954,0.045682607460585,-0.0438601343771249,0.0199083447899381,-0.050285230771803,Fast Moving Consumer Goods,8,0.563562694585984,0.0456826074605849,5.29477190427061,1.01990834478994,0.949714769228197,9839.4642578125,9373.333984375,9264.6060546875,9303.95053710938,9429.9812109375,9606.35045572917
2020-04-09,10211.4033203125,10846.5539229202,10117.830351933,10612.3882510091,8383,9324.10283203125,10011.2376953125,-1.41254107169583,-0.007144511329155,0.039268347172126,0.0622001288837792,-0.0091635758028856,Fast Moving Consumer Goods,8,0.559536314529825,-0.00714451132915506,0.924832351647849,1.06220012888378,0.990836424197114,9957.9615234375,9548.16669921875,9320.67779947917,9324.10283203125,9427.5290234375,9597.53798828125
2020-04-13,10438.638671875,10509.1225482318,9881.7926320859,10302.354233205,4023,9375.008203125,10010.9117578125,-1.31794786359062,0.0222530972907988,-0.0130557674189062,0.0067522096101217,-0.0533446991789671,Fast Moving Consumer Goods,8,0.571987730574793,0.0222530972907988,5.63507109004739,1.00675220961012,0.946655300821033,10095.4353515625,9737.04013671875,9389.69739583333,9375.008203125,9438.4880078125,9596.51396484375
2020-04-15,10427.2109375,10677.9557479621,10304.2739469807,10350.1237732439,6247,9448.66030273438,10011.28171875,-1.32270498456001,-0.0010947533231311,-0.007392884321427,0.0240471600665821,-0.0117900166455033,Fast Moving Consumer Goods,8,0.571361545105956,-0.00109475332313114,1.19306795560615,1.02404716006658,0.988209983354497,10239.5412109375,9896.53984375,9491.18802083333,9448.66030273438,9465.057421875,9593.02493489583
2020-04-16,10337.0087890625,10467.7198761925,10162.7895398086,10427.3034325166,7335,9491.69755859375,10008.9578320313,-1.36025420628108,-0.0086506496299121,0.0087350843262958,0.0126449623674791,-0.0168539325842695,Fast Moving Consumer Goods,8,0.566418896567239,-0.00865064962991213,1.71428571428571,1.01264496236748,0.98314606741573,10339.8291015625,10005.4315429688,9566.69544270833,9491.69755859375,9492.6983203125,9586.5166015625
2020-04-17,10335.1376953125,10584.2900087938,10234.4930910037,10360.4275917937,4394,9535.92451171875,10010.9641796875,-1.3610331025191,-0.0001810092056785,0.0024469820554648,0.0241073046945803,-0.0097380999920698,Fast Moving Consumer Goods,8,0.56631636953269,-0.00018100920567854,0.983386313458275,1.02410730469458,0.99026190000793,10349.8798828125,10094.6720703125,9698.84928385417,9535.92451171875,9513.13640625,9583.29765625
2020-04-20,10158.998046875,10476.6200354791,10080.5058874221,10467.1134569147,2346,9575.35805664062,10008.2328515625,-1.43435626419117,-0.0170427964900156,0.0303293108845981,0.0312650900353161,-0.007726368199968,Fast Moving Consumer Goods,8,0.55666475489778,-0.0170427964900156,0.77865297961732,1.03126509003532,0.992273631800032,10339.398828125,10148.6801757813,9811.9107421875,9575.35805664063,9527.16203125,9579.50732421875
2020-04-21,10086.4541015625,10302.3548927971,9834.96012131739,10022.2926950568,3126,9609.51352539063,9991.69142578125,-1.4645547542964,-0.0071408563106098,-0.0063611459349026,0.0214050239123371,-0.0249338347959324,Fast Moving Consumer Goods,8,0.552689691869874,-0.00714085631060979,2.55714285714285,1.02140502391234,0.975066165204068,10268.9619140625,10182.1986328125,9914.34739583333,9609.51352539063,9553.7989453125,9576.90032552083
2020-04-22,10054.7939453125,10256.4572552524,9671.0430283544,9975.45842634134,27163,9667.01064453125,9975.45529296875,-1.47773419899198,-0.0031388787309402,-0.0078903177332783,0.0200564338798687,-0.0381659653141875,Fast Moving Consumer Goods,8,0.550954865951253,-0.00313887873094032,3.96804063256659,1.02005643387987,0.961834034685812,10194.478515625,10217.0098632813,9995.852734375,9667.01064453125,9597.8239453125,9586.62760416667
2020-04-23,10157.40625,10308.9581182603,9980.14280321369,10116.8955811836,2690,9714.66108398437,9962.65021484375,-1.43501889512436,0.0102053115405052,-0.0039882887244392,0.0149203314832744,-0.0174516448809276,Fast Moving Consumer Goods,8,0.556577532003043,0.0102053115405052,1.7761614265603,1.01492033148327,0.982548355119072,10158.5580078125,10249.1935546875,10056.4736979167,9714.66108398437,9625.0696484375,9603.67493489583
2020-04-24,9809.7158203125,10160.9177081466,9778.75929876936,10097.224639917,3077,9787.50537109375,9942.9353515625,-1.57975497137952,-0.0342302376344846,0.0293085778294606,0.0358014334224479,-0.0031557001354759,Fast Moving Consumer Goods,8,0.537525750820564,-0.0342302376344847,0.316569010416641,1.03580143342245,0.996844299864524,10053.4736328125,10201.6767578125,10080.9392578125,9787.50537109375,9639.4343359375,9603.19261067708
