date,close,high,low,open,volume,ma_20_unnamed: 6_level_1,ma_50_unnamed: 7_level_1,normalised close_unnamed: 8_level_1,return ratio_unnamed: 9_level_1,percentage change open_unnamed: 10_level_1,percentage change high_unnamed: 11_level_1,percentage change low_unnamed: 12_level_1,sector_unnamed: 13_level_1,sector encoded_unnamed: 14_level_1,normalized_close,return_ratio,percentage_change_wrt_low,high_relative_to_close,low_relative_to_close,ma_5,ma_10,ma_15,ma_20,ma_25,ma_30
2020-01-10,10424.0244140625,10499.5190511245,10303.2882432195,10409.7403099071,2957,,,-1.32403146599251,,-0.0013703060917721,0.007242369555477,-0.0115824911806727,Fast Moving Consumer Goods,8,0.571186938783548,,1.17182173295454,1.00724236955548,0.988417508819327,,,,,,
2020-01-13,10417.7509765625,10534.458793312,10284.9790272183,10331.4371353201,43121,,,-1.32664296360894,-0.0006018249047399,-0.0082852663148282,0.0112027842681265,-0.0127447804850464,Fast Moving Consumer Goods,8,0.570843184258526,-0.000601824904739923,1.29093067659932,1.01120278426813,0.987255219514954,,,,,,
2020-01-14,10496.9453125,10603.022369331,10396.9565635666,10396.9565635666,2743,,,-1.29367605837795,0.007601864943371,-0.0095255091797354,0.0101055167644499,-0.0095255091797354,Fast Moving Consumer Goods,8,0.575182657049103,0.00760186494337112,0.961711711711713,1.01010551676445,0.990474490820265,,,,,,
2020-01-15,10488.6083984375,10562.5581040059,10417.2354300895,10562.5581040059,2137,,,-1.29714653707525,-0.0007942228728744,0.007050478267399,0.007050478267399,-0.0068048081915839,Fast Moving Consumer Goods,8,0.574725833826794,-0.000794222872874451,0.685143086445442,1.0070504782674,0.993195191808416,,,,,,
2020-01-16,10485.8447265625,10762.2534997363,10443.7882090565,10488.6071495228,5349,,,-1.29829699446231,-0.000263492712285,0.0002634430541668,0.0263601817861751,-0.0040107896504913,Fast Moving Consumer Goods,8,0.574574397758018,-0.000263492712285096,0.402694086322875,1.02636018178618,0.995989210349509,10462.634765625,,,,,
2020-01-17,10525.466796875,10621.7088940684,10485.8461456439,10485.8461456439,1449,,,-1.28180317553467,0.0037786245501166,-0.0037642654711397,0.0091437367150282,-0.0037642654711397,Fast Moving Consumer Goods,8,0.576745498683255,0.00377862455011657,0.377848870570766,1.00914373671503,0.99623573452886,10482.9232421875,,,,,
2020-01-20,10592.25,10654.5380687094,10511.790309272,10525.9811148693,3033,,,-1.2540027589723,0.006344916041617,-0.0062563558385285,0.0058805323429278,-0.0075960906066233,Fast Moving Consumer Goods,8,0.580404900449781,0.00634491604161713,0.765423285289837,1.00588053234293,0.992403909393376,10517.823046875,,,,,
2020-01-21,10537.5498046875,10584.2896443104,10490.6233642723,10511.2765960788,7450,,,-1.27677327827315,-0.0051641714756071,-0.0024932938961823,0.00443555100467,-0.0044532591812119,Fast Moving Consumer Goods,8,0.577407590018576,-0.00516417147560722,0.447317940848206,1.00443555100467,0.995546740818788,10525.9439453125,,,,,
2020-01-22,10533.94140625,10612.3868963266,10426.9277078471,10549.2088231678,6723,,,-1.27827537722905,-0.0003424323969405,0.001449354645993,0.0074469267533623,-0.010158941869512,Fast Moving Consumer Goods,8,0.577209866953514,-0.00034243239694054,1.02632051742723,1.00744692675336,0.989841058130488,10535.010546875,,,,,
2020-01-23,10544.38671875,10628.3113281905,10406.3222751562,10449.4087580236,1960,,,-1.27392721743682,0.0009915863490376,-0.0090074428470577,0.007959174078024,-0.0130936437818941,Fast Moving Consumer Goods,8,0.577782220378115,0.000991586349037732,1.32673618924392,1.00795917407802,0.986906356218106,10546.7189453125,10504.6768554688,,,,
2020-01-24,10619.5068359375,10635.8051330689,10490.6224121859,10603.0219380308,2216,,,-1.24265632217716,0.0071241807789467,-0.0015523223593507,0.001534750848902,-0.0121365733590751,Fast Moving Consumer Goods,8,0.58189844536695,0.00712418077894683,1.22856794084824,1.0015347508489,0.987863426640925,10565.526953125,10524.2250976563,,,,
2020-01-27,10454.935546875,10677.7670499004,10408.1024128163,10677.7670499004,1666,,,-1.31116382370537,-0.015497074544514,0.0213135224054064,0.0213135224054064,-0.0044795239385934,Fast Moving Consumer Goods,8,0.572880721781761,-0.0154970745445141,0.449968036450201,1.02131352240541,0.995520476061407,10538.0640625,10527.9435546875,,,,
2020-01-28,10408.712890625,10560.8273080225,10378.2246968627,10560.8273080225,1621,,,-1.33040532513446,-0.0044211325878346,0.0146141428816359,0.0146141428816359,-0.0029291031545046,Fast Moving Consumer Goods,8,0.57034794015375,-0.00442113258783461,0.293770800428704,1.01461414288164,0.997070896845495,10512.2966796875,10519.1203125,,,,
2020-01-29,10453.203125,10537.9244551773,10284.5571768229,10481.2563578004,17363,,,-1.31188499381301,0.0042743262152107,0.0026836972806267,0.0081048200407232,-0.0161334230436744,Fast Moving Consumer Goods,8,0.57278579330614,0.00427432621521073,1.63979785689889,1.00810482004072,0.983866576956326,10496.1490234375,10515.5797851563,,,,
2020-01-30,10234.8203125,10532.7723599281,10059.196051274,10453.2026783667,3590,,,-1.40279307958122,-0.0208914731578986,0.0213371958860846,0.0291116051216062,-0.0171594865238151,Fast Moving Consumer Goods,8,0.56081945428006,-0.0208914731578986,1.74590752909892,1.02911160512161,0.982840513476185,10434.2357421875,10490.47734375,10481.196484375,,,
2020-01-31,10295.564453125,10353.1225713952,10162.7924867656,10336.0751236368,2985,,,-1.37750659534449,0.005935047101004,0.0039347692587621,0.0055905743227875,-0.012896035663111,Fast Moving Consumer Goods,8,0.564147944156371,0.00593504710100401,1.30645161290323,1.00559057432279,0.987103964336889,10369.447265625,10467.487109375,10472.6324869792,,,
2020-02-03,10913.525390625,11071.3530547301,10811.0074757169,11055.4297889153,4827,,,-1.12026269750957,0.0600220551591448,0.0130026176887096,0.0144616572973437,-0.0093936570666866,Fast Moving Consumer Goods,8,0.598009263178443,0.0600220551591448,0.948273462379699,1.01446165729734,0.990606342933313,10461.165234375,10499.6146484375,10505.6841145833,,,
2020-02-04,10866.6005859375,10958.9551756363,10724.7894667552,10913.7145436224,3357,,,-1.13979648828895,-0.0042996926298269,0.0043356666431535,0.0084989403050581,-0.0130501823510328,Fast Moving Consumer Goods,8,0.595438007156986,-0.00429969262982699,1.32227415393013,1.00849894030506,0.986949817648967,10552.7427734375,10532.5197265625,10530.3277994792,,,
2020-02-05,10797.66015625,10996.4201653493,10679.0790235876,10920.5504861846,1718,,,-1.16849491204851,-0.0063442499006281,0.0113812000152146,0.0184076926133132,-0.0109821138048843,Fast Moving Consumer Goods,8,0.59166039963925,-0.00634424990062821,1.11040598538962,1.01840769261331,0.989017886195116,10621.6341796875,10558.8916015625,10550.93125,,,
2020-02-06,10795.458984375,10968.5074131621,10734.1542295028,10829.6938221214,1523,10544.3378417969,,-1.16941121273771,-0.0002038563765804,0.0031712257714986,0.016029742601737,-0.0056787539057797,Fast Moving Consumer Goods,8,0.591539785894014,-0.00020385637658038,0.571118632744332,1.01602974260174,0.99432124609422,10733.7619140625,10583.998828125,10571.5722005208,10544.3378417969,,
2020-02-07,10793.7734375,10953.6610278633,10666.7147769643,10762.2543719108,3104,10562.8252929688,,-1.1701128697872,-0.0001561348042208,-0.0029201155436281,0.0148129466760698,-0.0117714774421963,Fast Moving Consumer Goods,8,0.591447425945354,-0.000156134804220831,1.19116956994204,1.01481294667607,0.988228522557804,10833.4037109375,10601.4254882813,10589.4593098958,10562.8252929688,,
2020-02-10,10969.0234375,11090.0404492638,10666.7155311359,10865.1947362407,2703,10590.3889160156,,-1.09716004969804,0.0162362125733658,-0.0094656285357471,0.0110326149317934,-0.0275601477275153,Fast Moving Consumer Goods,8,0.601050292078973,0.0162362125733659,2.83412363891816,1.01103261493179,0.972439852272485,10844.5033203125,10652.8342773438,10614.5775390625,10590.3889160156,,
2020-02-11,10719.728515625,11052.6187723297,10607.704033613,10936.5192591479,2650,10601.5280761719,,-1.20093618427544,-0.0227271756045967,0.0202235292812607,0.031053982031304,-0.0104503096182611,Fast Moving Consumer Goods,8,0.5873901165437,-0.0227271756045968,1.05606719094922,1.0310539820313,0.989549690381739,10815.12890625,10683.9358398438,10626.7227864583,10601.5280761719,,
2020-02-12,10647.7021484375,10977.6882778053,10548.6034047761,10689.1961285251,29570,10609.4827636719,,-1.23091921769687,-0.0067190476962653,0.0038969891821889,0.0309912997910317,-0.0093070544498637,Fast Moving Consumer Goods,8,0.583443414334328,-0.0067190476962653,0.93944894749357,1.03099129979103,0.990692945550136,10785.1373046875,10703.3857421875,10634.3068359375,10609.4827636719,,
2020-02-13,10893.529296875,10938.3015960508,10537.4565653624,10678.8926490397,2743,10629.8669921875,,-1.1285866429009,0.0230873426970883,-0.0197031321976469,0.0041099902479362,-0.0326866272452879,Fast Moving Consumer Goods,8,0.596913572385424,0.0230873426970883,3.37911458333333,1.00410999024794,0.967313372754712,10804.7513671875,10769.256640625,10657.5830078125,10629.8669921875,10596.420546875,
2020-02-14,10770.26171875,10865.2863238953,10725.1619627054,10861.5396734388,1568,10642.1067382813,,-1.17990029454016,-0.0113156695838107,0.0084749987579106,0.008822868712639,-0.0041874336225313,Fast Moving Consumer Goods,8,0.590159095630219,-0.0113156695838108,0.420504195660457,1.00882286871264,0.995812566377469,10800.0490234375,10816.7263671875,10667.6333333333,10642.1067382813,10610.2700390625,
2020-02-17,10689.1484375,10802.5312781618,10639.6928282381,10802.5312781618,1878,10646.9516601563,,-1.21366601558936,-0.0075312265725901,0.0106072846985629,0.0106072846985629,-0.0046267118050679,Fast Moving Consumer Goods,8,0.585714473767153,-0.00753122657259009,0.464821776909266,1.01060728469856,0.995373288194932,10744.0740234375,10794.288671875,10683.2475260417,10646.9516601563,10621.1259375,
2020-02-18,10543.82421875,10677.9544967742,10499.9885884946,10677.9544967742,2996,10647.2653808594,,-1.27416137413468,-0.0135954907539845,0.0127212172017903,0.0127212172017903,-0.0041574697515729,Fast Moving Consumer Goods,8,0.577751398054576,-0.0135954907539846,0.417482646632487,1.01272121720179,0.995842530248427,10708.8931640625,10762.0110351563,10692.2549479167,10647.2653808594,10623.00109375,
2020-02-19,10467.9091796875,10574.9229034894,10453.1567407389,10574.9229034894,1660,10643.9637695313,,-1.3057631783389,-0.0071999530234486,0.0102230275373016,0.0102230275373016,-0.0014093013891686,Fast Moving Consumer Goods,8,0.573591615129352,-0.00719995302344867,0.141129032258073,1.0102230275373,0.998590698610831,10672.9345703125,10729.0359375,10693.2353515625,10643.9637695313,10622.173125,
2020-02-20,10444.5859375,10499.0532447867,10396.9570003687,10499.006594589,4317,10638.9737304688,,-1.31547214433719,-0.0022280707433684,0.0052104178580842,0.0052148843058656,-0.0045601556075376,Fast Moving Consumer Goods,8,0.57231361243304,-0.0022280707433685,0.458104588963969,1.00521488430587,0.995439844392462,10583.1458984375,10693.9486328125,10707.2197265625,10638.9737304688,10620.5227734375,10594.2081054688
2020-02-24,10475.77734375,10578.1544021434,10303.2905278029,10468.1431762478,3253,10631.7872558594,,-1.30248783022316,0.0029863707797176,-0.0007287447271659,0.0097727409655647,-0.016465299928313,Fast Moving Consumer Goods,8,0.574022753082045,0.00298637077971775,1.67409446022727,1.00977274096556,0.983534700071687,10524.2490234375,10662.1490234375,10719.2339192708,10631.7872558594,10618.5351953125,10595.933203125
2020-02-25,10469.359375,10490.5751501497,10444.7253299643,10444.7253299643,2692,10632.5084472656,,-1.30515949310223,-0.0006126484497906,-0.0023529658456928,0.0020264635485129,-0.0023529658456928,Fast Moving Consumer Goods,8,0.573671078932225,-0.000612648449790587,0.235851535176218,1.00202646354851,0.997647034154307,10480.2912109375,10612.1826171875,10689.6228515625,10632.5084472656,10613.6195703125,10597.6534830729
2020-02-26,10531.8818359375,10550.6150895585,10402.6223859524,10469.3596019773,6386,10638.6668945313,,-1.27913273222174,0.0059719471553148,-0.0059364731710963,0.0017787185531374,-0.0122731580166488,Fast Moving Consumer Goods,8,0.577097012300141,0.00597194715531479,1.24256601065985,1.00177871855314,0.987726841983351,10477.902734375,10593.3979492188,10667.3082682292,10638.6668945313,10613.3928515625,10598.8180338542
2020-02-27,10532.2587890625,10562.746981953,10479.3839881254,10562.746981953,3181,10642.6196777344,,-1.27897581471241,3.57916211814814E-05,0.0028947439956708,0.0028947439956708,-0.0050202717191129,Fast Moving Consumer Goods,8,0.57711766753779,3.57916211815024E-05,0.504560201220061,1.00289474399567,0.994979728280887,10490.77265625,10581.8536132813,10649.61484375,10642.6196777344,10613.325546875,10600.273046875
2020-02-28,10431.7060546875,10840.7001988927,10304.3199242588,10350.263962626,12835,10652.4639648438,,-1.32083376358735,-0.0095471196054754,-0.0078071689936946,0.0392068317551399,-0.0122114378761161,Fast Moving Consumer Goods,8,0.571607856139373,-0.0095471196054755,1.23624005625857,1.03920683175514,0.987788562123884,10488.1966796875,10535.6712890625,10625.3646484375,10652.4639648438,10608.8183203125,10598.4684244792
2020-03-02,10272.7080078125,10475.7772269922,10211.544112212,10378.2700843491,12176,10651.3211425781,,-1.38702124380533,-0.0152418066653204,0.0102759736241255,0.0197678371686698,-0.0059540187021741,Fast Moving Consumer Goods,8,0.562895519707719,-0.0152418066653205,0.598968137711356,1.01976783716867,0.994045981297826,10447.5828125,10485.9159179688,10590.626953125,10651.3211425781,10594.9463671875,10590.0431315104
2020-03-03,10164.6640625,10381.313971491,10070.1544260755,10237.1621245171,4765,10613.8780761719,,-1.43199762328668,-0.010517571922645,0.007132361834224,0.0213140254964523,-0.0092978612813305,Fast Moving Consumer Goods,8,0.556975225594258,-0.0105175719226451,0.938512285171423,1.02131402549645,0.990702138718669,10386.64375,10433.4674804688,10537.0029947917,10613.8780761719,10583.3355078125,10575.7902669271
2020-03-04,9762.9755859375,10273.9717075005,9628.8919628089,10164.7562945829,4266,10558.6968261719,,-1.59921192949241,-0.0395181261370387,0.0411535095124226,0.0523402027450539,-0.0137338890124578,Fast Moving Consumer Goods,8,0.534964608374019,-0.0395181261370388,1.39251352748053,1.05234020274505,0.986266110987542,10232.8625,10355.3826171875,10473.2194661458,10558.6968261719,10557.506015625,10549.9711263021
2020-03-05,9645.986328125,9887.41113098706,9471.53290607628,9872.42452828757,5875,10501.1131347656,,-1.64791205090502,-0.0119829509745994,0.0234748622338747,0.0250285242638312,-0.0180855970674628,Fast Moving Consumer Goods,8,0.528554153698727,-0.0119829509745994,1.84187104430379,1.02502852426383,0.981914402932537,10055.6080078125,10273.1903320313,10406.4384114583,10501.1131347656,10525.21734375,10520.3726236979
2020-03-06,9824.185546875,10020.3697087265,9378.00668929942,9645.75132399473,8612,10452.5494628906,,-1.57373153424027,0.0184739240434563,-0.018162749678219,0.0199695090158267,-0.045416371204176,Fast Moving Consumer Goods,8,0.538318622987011,0.0184739240434564,4.7577152838319,1.01996950901583,0.954583628795824,9934.10390625,10211.1502929688,10335.148828125,10452.5494628906,10508.791953125,10496.3659179688
