Price,Close,High,Low,Open,Volume,MA_20,MA_50,Normalised Close,Return Ratio,Percentage Change Open,Percentage Change High,Percentage Change Low,Sector,Sector Encoded
Ticker,UNIONBANK.NS,UNIONBANK.NS,UNIONBANK.NS,UNIONBANK.NS,UNIONBANK.NS,,,,,,,,,
Date,,,,,,,,,,,,,,
2020-01-10,47.01163101196289,47.72595708703539,46.69911101237308,46.83304864165091,4761614,,,-0.42019566143815307,,-0.0037986848460231926,0.015194666930205658,-0.0066477165940123095,Financial Services,9
2020-01-13,46.92233657836914,47.59201789035207,46.565175255683414,47.59201789035207,3714041,,,-0.4223902948793912,-0.00189941152160893,0.01427212199598027,0.01427212199598027,-0.007611754842796414,Financial Services,9
2020-01-14,46.87769317626953,47.27950265615835,46.297301326855084,46.65446606590634,3239557,,,-0.42348751784430966,-0.0009514317775937369,-0.004761904761904856,0.008571443103608578,-0.012380981445312522,Financial Services,9
2020-01-15,47.01163101196289,47.23485812330901,46.60982153030479,46.87769338268505,2829991,,,-0.42019566143815307,0.0028571763373621273,-0.002849031747989228,0.004748337944057157,-0.00854702279008046,Financial Services,9
2020-01-16,47.100921630859375,47.458086380103865,46.788405029902066,47.14556637297107,3704771,,,-0.41800112175261556,0.0018993303779178156,0.0009478528352711013,0.007582967315240108,-0.006635042163433136,Financial Services,9
2020-01-17,46.966983795166016,47.41343802670249,46.60982245364213,46.877694311328916,3655362,,,-0.42129297815877215,-0.002843635136124525,-0.0019011117304553737,0.009505703697805234,-0.007604519444585733,Financial Services,9
2020-01-20,46.43124008178711,47.19021091296152,46.074075334072404,47.100921429120575,2391889,,,-0.43446021627199727,-0.011406815385791212,0.014423076923076872,0.01634612450232864,-0.0076923370361328125,Financial Services,9
2020-01-21,46.208011627197266,46.699110586444476,45.98478451788713,46.252656367824216,2308022,,,-0.43994661236369137,-0.004807721141986175,0.0009661688320878881,0.01062800458087998,-0.004830917874396268,Financial Services,9
2020-01-22,45.98478698730469,46.609823608173066,45.8062046090315,46.431241229899875,1736721,,,-0.4454329146996848,-0.004830864433067097,0.009708737864077666,0.013592247824067094,-0.0038835099599894285,Financial Services,9
2020-01-23,46.78840255737305,47.19020862132032,45.85084599169524,45.984783617127874,3343402,,,-0.42568205752984717,0.017475683214325178,-0.017175601138759933,0.008587727769815867,-0.02003822559507462,Financial Services,9
2020-01-24,46.74375915527344,47.32415104948264,46.56518017814044,46.788407305732335,2862184,,,-0.4267792804947656,-0.0009541552961733749,0.0009551681607502527,0.012416457398756853,-0.003820381166602327,Financial Services,9
2020-01-27,46.29730224609375,46.74375647568453,46.07407513129836,46.431239877441165,1991306,,,-0.43775207267815386,-0.009551155432250255,0.002892989976726268,0.0096432018266992,-0.004821600913349711,Financial Services,9
2020-01-28,45.98478698730469,46.520530715948695,45.53833274470949,46.34195174385106,2011311,,,-0.4454329146996848,-0.006750182918388736,0.007767019919978635,0.011650455808176696,-0.009708737864077777,Financial Services,9
2020-01-29,45.98478698730469,46.38659648687547,45.716915122982684,46.25265885162669,1710263,,,-0.4454329146996848,0.0,0.005825227904088237,0.008737878892028261,-0.005825227904088348,Financial Services,9
2020-01-30,45.18116760253906,45.98478659482169,44.82400625521664,45.76155947542935,1971860,,,-0.4651838656252231,-0.0174757661699615,0.012845880345457639,0.017786591956899134,-0.00790509334474021,Financial Services,9
2020-01-31,44.55613327026367,45.895495952862674,43.84180378127052,45.44904172532967,2160583,,,-0.48054564342398576,-0.013833957054271996,0.020040079547520184,0.03006011932128061,-0.016032124795485547,Financial Services,9
2020-02-03,42.547088623046875,43.6632241755279,42.27921336551112,43.08283232576761,2917775,,,-0.5299229269821308,-0.04509019297142676,0.012591782894177506,0.02623294774337248,-0.006295971503691877,Financial Services,9
2020-02-04,42.8596076965332,43.216772456474544,42.41315344969431,42.77031820963566,2484469,,,-0.5222419912048992,0.007345251663519065,-0.002083301544189453,0.008333365122477066,-0.01041666666666674,Financial Services,9
2020-02-05,43.306060791015625,43.48464316623429,42.8596065560567,43.03818893127537,1708093,,,-0.5112692927772116,0.010416639779895471,-0.006185551279598855,0.004123727070916461,-0.010309278350515538,Financial Services,9
2020-02-06,43.75251388549805,45.22581418492886,43.261414921079584,43.306059662176644,4266040,45.72584228515625,,-0.500296594349524,0.010309252015252426,-0.010204081632652962,0.033673500528141,-0.011224474225725367,Financial Services,9
2020-02-07,43.70786666870117,44.198965605302824,43.350701947804396,43.97573850628615,2122619,45.56065406799316,,-0.5013939110701431,-0.0010204491772454133,0.006128687076296879,0.011235939294958142,-0.008171634722051957,Financial Services,9
2020-02-10,45.49368667602539,46.78840462305922,42.54708944199438,43.752514499405784,6161761,45.48922157287598,,-0.4575029298479915,0.04085809131020868,-0.03827283088792144,0.028459288345961564,-0.06476936580265824,Financial Services,9
2020-02-11,44.42219543457031,46.341949966574674,43.93109646778502,46.341949966574674,5602045,45.36644668579102,,-0.48383749983014235,-0.02355252606994677,0.043216111072942764,0.043216111072942764,-0.011055261046443277,Financial Services,9
2020-02-12,43.57393264770508,44.73471297728191,43.35070553024125,44.37755163304508,2404887,45.19456176757812,,-0.504685673720599,-0.01909547194970688,0.01844265450716276,0.02663932904476929,-0.005122950899764223,Financial Services,9
2020-02-13,43.26141357421875,44.10967725335545,42.85960410450396,43.39534779334014,2720671,45.002586364746094,,-0.5123666094978307,-0.007172156711514715,0.0030959279426137076,0.019607858575435344,-0.009287941297282165,Financial Services,9
2020-02-14,42.63637924194336,43.66322534008339,42.3238626413836,43.26141584923836,2627577,44.78605613708496,,-0.5277283872965933,-0.014447848108409343,0.014659701841664097,0.02408380158908696,-0.007329810976357987,Financial Services,9
2020-02-17,41.74346923828125,42.63637767118566,41.5648868704653,42.63637767118566,2161371,44.55166759490967,,-0.5496738779076691,-0.020942444446213973,0.021390374331550888,0.021390374331550888,-0.004278091185870525,Financial Services,9
2020-02-18,38.618289947509766,41.78811422150382,35.760982264378015,41.52024237131108,5665324,44.17218151092529,,-0.6264829544128835,-0.07486630478488138,0.07514450867052025,0.08208090721527284,-0.07398845694657696,Financial Services,9
2020-02-19,39.466556549072266,39.64513893106683,38.57364804527504,38.841519915179084,2615042,43.84626998901367,,-0.605634686766726,0.02196541076043164,-0.015837121060106152,0.004524904060796864,-0.022624433998618354,Financial Services,9
2020-02-20,39.466556549072266,40.00230028888034,39.02010229717365,39.198684679168224,2389438,43.48017768859863,,-0.605634686766726,0.0,-0.006787312938512202,0.013574625877024182,-0.011312216999309288,Financial Services,9
2020-02-24,37.68074035644531,39.02010314110918,37.0557037090337,38.43971123861789,2115016,43.02702674865723,,-0.649525574233177,-0.04524884734766484,0.020142143572366322,0.035545023054059266,-0.016587695504361233,Financial Services,9
2020-02-25,37.63609313964844,38.08254737188068,37.10034601726446,37.90396499775269,2322554,42.59396629333496,,-0.6506228909537961,-0.0011848816231987348,0.007117419364180977,0.011862395774600687,-0.014234929231259352,Financial Services,9
2020-02-26,36.87712097167969,37.770029486278105,36.609249098535294,37.41286812414414,2347752,42.13858299255371,,-0.6692765251587154,-0.02016607210404623,0.014527900724025766,0.024213075507823367,-0.007263904179236502,Financial Services,9
2020-02-27,36.07350540161133,36.877121022144216,35.89492301721213,36.877121022144216,2026301,41.643018913269046,,-0.689027382328553,-0.021791711199079435,0.022277170227459786,0.022277170227459786,-0.004950513747167484,Financial Services,9
2020-02-28,33.171546936035156,35.18059074600882,32.859026966334206,34.42161659631372,3523901,41.04253787994385,,-0.7603502502534746,-0.08044570199841315,0.037684997407238185,0.06056527342085394,-0.009421326364537186,Financial Services,9
2020-03-02,32.45722198486328,34.06445997872257,32.233994864180104,33.93052234384245,2675507,40.437592315673825,,-0.7779065677377747,-0.02153426707983535,0.045392065891106004,0.0495186554970366,-0.006877579380862642,Financial Services,9
2020-03-03,32.412574768066406,32.81438423586305,31.29643924983977,32.76973949636904,3306566,39.9308666229248,,-0.7790038844583937,-0.0013755711076473714,0.011019326013387953,0.012396715493041333,-0.03443526243173611,Financial Services,9
2020-03-04,32.50186538696289,34.600198652447766,31.564308892085556,32.41257250802573,6454043,39.41297950744629,,-0.7768093447728562,0.002754814128017238,-0.002747315511711368,0.06456039493433363,-0.028846236476427145,Financial Services,9
2020-03-05,35.2698860168457,35.7163402702235,32.23399573140645,32.23399573140645,9531514,39.01117076873779,,-0.7087783332540913,0.08516497736136455,-0.08607598799693428,0.012658227848101333,-0.08607598799693428,Financial Services,9
2020-03-06,32.76974105834961,34.55555797263378,32.4125763130226,33.08225765587916,4572495,38.46203212738037,,-0.7702256319605431,-0.07088610825966286,0.009536742965807532,0.05449591167364898,-0.010899223911810751,Financial Services,9
2020-03-09,30.224950790405273,32.10006064861691,29.95707892671091,32.10006064861691,3611725,37.78788633346558,,-0.8327702005097636,-0.07765670968876737,0.062038475139780225,0.062038475139780225,-0.008862607107350429,Financial Services,9
2020-03-11,29.376689910888672,30.805342094846125,29.019525161811565,30.358887861587483,3551512,36.98203649520874,,-0.85361832752237,-0.028064921772705642,0.03343460252595554,0.04863217021016086,-0.01215810052666011,Financial Services,9
2020-03-12,25.938989639282227,28.126616010199488,25.715762528090167,26.965835713235858,4209114,36.05787620544434,,-0.9381083866826663,-0.11702136224449979,0.03958697267061506,0.08433737787551676,-0.008605852205361253,Financial Services,9
2020-03-13,27.68016242980957,28.215907849713755,21.786966217039016,23.483491960829152,6204887,35.26318769454956,,-0.8953147221811337,0.06712569821495656,-0.1516129278367565,0.01935485101515244,-0.21290323811192668,Financial Services,9
