date,close,high,low,open,volume,ma_20_unnamed: 6_level_1,ma_50_unnamed: 7_level_1,NORMALISED_CLOSE,RETURN RATIO,PERCENTAGE_CHANGE_OPEN,PERCENTAGE_CHANGE_CLOSE,PERCENTAGE_CHANGE_LOW,Sector_Name,Sector_Encoded,ma_5,ma_10,ma_15,ma_20,ma_25,ma_30
2020-01-10,237.9605712890625,242.02661547460949,237.1860831651173,237.7669529511093,11688.0,,,-1.150093690252465,,-0.0008136572244064,0.0170870500248032,-0.0032546909756926,Capital Goods,1.0,,,,,,
2020-01-13,236.07275390625,240.4776262525315,233.50726305735247,238.0089667255848,157296.0,,,-1.1591901572230756,-0.0079333200983085,0.008201763173838,0.0186589611608918,-0.0108673737500276,Capital Goods,1.0,,,,,,
2020-01-14,235.63710021972656,240.9616856088276,233.7977039032535,238.83185440761352,18422.0,,,-1.1612893588758229,-0.0018454212920159,0.0135579422124441,0.0225965494573474,-0.0078060556455578,Capital Goods,1.0,,,,,,
2020-01-15,235.97593688964844,239.9451790702859,234.2817506760817,239.9451790702859,11826.0,,,-1.159656670987451,0.0014379597678205,0.016820537860577,0.016820537860577,-0.0071794871794871,Capital Goods,1.0,,,,,,
2020-01-16,239.4611358642578,239.99358259304688,234.7658136817696,239.12229269854467,16366.0,,,-1.142863204814728,0.0147692981773781,-0.001415023629994,0.0022235204341922,-0.0196078673290427,Capital Goods,1.0,237.02149963378903,,,,,
2020-01-17,238.49302673339844,240.42923960796347,233.31365138508423,239.9451863893222,32447.0,,,-1.14752804835997,-0.0040428653583609,0.006088897758621,0.0081185303448283,-0.0217170934482038,Capital Goods,1.0,237.12799072265625,,,,,
2020-01-20,237.47653198242188,239.07390182936228,232.8296177384136,233.6041059077705,17604.0,,,-1.152426038500458,-0.0042621571158676,-0.0163065631888965,0.0067264324335789,-0.0195678882675962,Capital Goods,1.0,237.40874633789065,,,,,
2020-01-21,237.71853637695312,238.9770776879231,234.2817556027346,237.186074887066,12630.0,,,-1.1512599379010895,0.0010190665684353,-0.0022398820807258,0.0052942497886421,-0.0144573529123904,Capital Goods,1.0,237.82503356933597,,,,,
2020-01-22,242.1718139648437,245.8990295739312,234.2817525861864,236.99245350441984,55047.0,,,-1.12980177523238,0.0187334048735224,-0.0213871316220797,0.0153907903156249,-0.0325804281244833,Capital Goods,1.0,239.064208984375,,,,,
2020-01-23,244.35006713867188,246.1894782950983,240.2356146408431,242.1718275809978,22288.0,,,-1.1193058404932712,0.0089946601884245,-0.0089144217686581,0.0075277702108529,-0.0168383522296876,Capital Goods,1.0,240.0419952392578,238.53174743652343,,,,
2020-01-24,232.73277282714844,246.86713218668987,230.45773164870675,246.86713218668987,56963.0,,,-1.1752838895115496,-0.0475436509904066,0.060732140075687,0.060732140075687,-0.0097753365407259,Capital Goods,1.0,238.88994445800785,238.008967590332,,,,
2020-01-27,239.6547393798828,243.8659933057406,226.5853031377351,226.5853031377351,52610.0,,,-1.141930324335233,0.0297421221285209,-0.0545344368150843,0.0175721704346618,-0.0545344368150843,Capital Goods,1.0,239.3255859375,238.3671661376953,,,,
2020-01-28,237.13766479492188,245.899030856642,235.9759400445137,241.0584987531648,67521.0,,,-1.154058873438086,-0.0105029201236494,0.0165339991925519,0.0369463284936071,-0.0048989465735562,Capital Goods,1.0,239.20941162109372,238.51722259521483,,,,
2020-01-29,247.447998046875,249.7714474632622,235.00782508413528,236.2179580660309,51013.0,,,-1.10437842937805,0.0434782608695652,-0.045383434376045,0.0093896472581163,-0.0502738880933808,Capital Goods,1.0,240.2646484375,239.6644287109375,,,,
2020-01-30,244.39846801757807,250.01348832846176,238.68664592589684,247.4480121692781,44714.0,,,-1.1190726203733976,-0.0123239228175901,0.0124777547765995,0.0229748588705547,-0.0233709406528295,Capital Goods,1.0,240.27432861328128,240.15816192626957,239.11260782877605,,,
2020-01-31,245.12454223632807,246.91554501959985,240.96168168190084,246.7703201935301,21476.0,,,-1.1155740244767798,0.0029708623979499,0.0067140480597625,0.0073065012867825,-0.0169826346903029,Capital Goods,1.0,242.75268249511717,240.8213134765625,239.59020589192707,,,
2020-02-03,244.15643310546875,246.7703174522388,236.65360844462745,246.7703174522388,16909.0,,,-1.120238868022022,-0.0039494581898127,0.0107057770853038,0.0107057770853038,-0.0307295800704965,Capital Goods,1.0,243.65302124023432,241.4893035888672,240.12911783854167,,,
2020-02-04,246.18946838378903,249.4810391128166,240.33242152119263,246.52829677139584,20285.0,,,-1.1104426671671623,0.0083267733414261,0.0013762911542525,0.0133700712326827,-0.0237908099848762,Capital Goods,1.0,245.46338195800777,242.3363967895508,240.8326090494792,,,
2020-02-05,244.5920867919922,249.77146216828817,241.30053079630164,249.77146216828817,14502.0,,,-1.1181396663692746,-0.006488423742427,0.0211755639531407,0.0211755639531407,-0.0134573282351925,Capital Goods,1.0,244.8921997070312,242.5784240722656,241.4070190429688,,,
2020-02-06,243.6239776611328,248.60971987620388,242.9947143892961,247.54481166447013,52913.0,240.5187812805176,,-1.1228045099145167,-0.0039580558126669,0.0160937935624341,0.0204649076947833,-0.0025829283220715,Capital Goods,1.0,244.7373016357422,242.5058151245117,241.68454182942708,240.5187812805176,,
2020-02-07,245.7538452148437,246.8671618003844,242.0266292160632,246.77034523984472,43346.0,240.90844497680663,,-1.1125417217706537,0.0087424381383078,0.0041362527781094,0.0045302102376765,-0.0151664605512975,Capital Goods,1.0,244.86316223144527,243.8079223632812,242.16859639485676,240.90844497680663,,
2020-02-10,244.8341217041016,246.2862814171084,242.99472530981257,245.89904473582624,15831.0,241.3465133666992,,-1.11697341872065,-0.0037424582713574,0.0043495695138919,0.0059311982451606,-0.0075128269764295,Capital Goods,1.0,244.9986999511719,244.32586059570312,242.6591023763021,241.3465133666992,,
2020-02-11,250.93321228027344,259.9849842633991,243.9628337830516,246.77033667567017,668021.0,242.11131896972657,,-1.0875848896806988,0.0249111134253706,-0.0165895760340949,0.0360724349753094,-0.0277778235646083,Capital Goods,1.0,245.94744873046875,245.70541534423828,243.5400807698568,242.11131896972657,,
2020-02-12,239.5095367431641,245.12455726986903,231.3290399586676,245.0761489915436,137126.0,242.2879989624024,,-1.1426299846948542,-0.045524765069161,0.023241714397155,0.023443828596797,-0.0341552027352829,Capital Goods,1.0,244.93093872070312,244.9115692138672,243.3625956217448,242.2879989624024,,
2020-02-13,239.9451904296875,245.80222265616595,236.99246279182933,245.80222265616595,22480.0,242.31220169067385,,-1.1405307830421068,0.001818940875789,0.0244098755052761,0.0244098755052761,-0.0123058421490777,Capital Goods,1.0,244.19518127441407,244.4662414550781,243.0689371744792,242.31220169067385,241.25406127929688,
2020-02-14,239.1707000732422,242.51066435241185,237.1860789075485,239.2191083498946,21767.0,242.34608535766603,,-1.144262672583226,-0.0032277802904003,0.0002024005308243,0.0139647719312894,-0.0082979276520321,Capital Goods,1.0,242.87855224609376,243.87085723876956,243.49813232421877,242.34608535766603,241.30246643066403,
2020-02-17,235.68551635742188,239.1707055463021,233.9429217629817,239.1707055463021,84030.0,242.256534576416,,-1.161056065231321,-0.0145719509737314,0.0147874559402068,0.0147874559402068,-0.0073937279701035,Capital Goods,1.0,241.0488311767578,243.02376556396484,243.2335174560547,242.256534576416,241.2869769287109,
