date,close,high,low,open,volume,ma_20_unnamed: 6_level_1,ma_50_unnamed: 7_level_1,volatility_20_unnamed: 8_level_1,volatility_50_unnamed: 9_level_1,ma_5,ma_10,ma_15,ma_20,ma_25,ma_30
2023-11-29,60.0,60.0,50.0,50.0,579810954.0,,,,,,,,,,
2023-11-30,65.30000305175781,68.9000015258789,60.54999923706055,64.30000305175781,391471914.0,,,,,,,,,,
2023-12-01,62.75,68.4000015258789,62.29999923706055,67.0,144125388.0,,,,,,,,,,
2023-12-04,64.55000305175781,65.9000015258789,63.150001525878906,64.9000015258789,59388902.0,,,,,,,,,,
2023-12-05,63.04999923706055,65.0,62.84999847412109,64.9000015258789,36397214.0,,,,,63.130001068115234,,,,,
2023-12-06,64.1500015258789,64.94999694824219,61.5,63.5,47249714.0,,,,,63.96000137329101,,,,,
2023-12-07,64.19999694824219,64.8499984741211,63.45000076293945,64.1500015258789,23388127.0,,,,,63.74000015258789,,,,,
2023-12-08,70.8499984741211,73.69999694824219,64.19999694824219,64.19999694824219,232352550.0,,,,,65.35999984741211,,,,,
2023-12-11,85.0,85.0,73.4000015258789,74.0,193564938.0,,,,,69.44999923706055,,,,,
2023-12-12,101.8499984741211,102.0,92.5500030517578,94.0,352556081.0,,,,,77.20999908447266,70.17000007629395,,,,
2023-12-13,112.0,112.0,98.9000015258789,104.5999984741211,200767357.0,,,,,86.77999877929688,75.37000007629395,,,,
2023-12-14,120.3000030517578,123.1999969482422,113.8000030517578,121.3000030517578,233953872.0,,,,,98.0,80.87000007629395,,,,
2023-12-15,108.3000030517578,121.0,108.3000030517578,120.4000015258789,107529568.0,,,,,105.49000091552736,85.42500038146973,,,,
2023-12-18,110.75,114.1999969482422,98.3000030517578,102.0,167648627.0,,,,,110.64000091552734,90.04500007629395,,,,
2023-12-19,112.4499969482422,116.1999969482422,111.3499984741211,113.0,47989953.0,,,,,112.76000061035155,94.98499984741213,84.36666692097982,,,
2023-12-20,104.9499969482422,114.6999969482422,103.3000030517578,114.0,54934849.0,,,,,111.35,99.06499938964843,87.36333338419597,,,
2023-12-21,109.9000015258789,111.25,100.0,102.0,50301973.0,,,,,109.26999969482422,103.6349998474121,90.33666661580403,,,
2023-12-22,109.8499984741211,111.8000030517578,108.25,111.3000030517578,25157149.0,,,,,109.57999877929689,107.53499984741212,93.47666651407876,,,
2023-12-26,101.9499969482422,105.75,100.3499984741211,103.8499984741211,98548301.0,,,,,107.81999816894532,109.22999954223631,95.96999944051107,,,
2023-12-27,99.8000030517578,104.3499984741211,97.3499984741211,104.0,55795339.0,89.59750003814698,,22.258466475402106,,105.28999938964844,109.025,98.4199996948242,89.59750003814698,,
2023-12-28,97.3000030517578,100.6999969482422,95.5500030517578,99.8499984741211,51912306.0,91.46250019073486,,21.184775193121595,,103.76000061035155,107.55500030517578,100.62999979654948,91.46250019073486,,
2023-12-29,102.8000030517578,105.6500015258789,96.0,97.5,85731200.0,93.33750019073486,,20.39201277365288,,102.34000091552734,105.80500030517578,103.20333353678386,93.33750019073486,,
2024-01-01,104.6500015258789,107.5500030517578,102.0999984741211,103.3499984741211,49275011.0,95.4325002670288,,19.20176325017769,,101.30000152587893,105.44000015258788,105.45666707356771,95.4325002670288,,
2024-01-02,103.5,105.4000015258789,101.75,105.3000030517578,23688907.0,97.38000011444092,,17.831000991735955,,101.61000213623046,104.71500015258788,106.69000040690104,97.38000011444092,,
2024-01-03,101.8000030517578,103.5500030517578,100.1999969482422,103.5,24148229.0,99.31750030517578,,15.905736563499548,,102.01000213623044,103.65000076293946,106.6866673787435,99.31750030517578,92.08000045776367,
2024-01-04,104.4000015258789,106.25,102.4499969482422,102.6999969482422,37518306.0,101.3300003051758,,13.601339678962898,,103.43000183105468,103.59500122070312,106.18000081380208,101.3300003051758,93.85600051879882,
2024-01-05,105.0999984741211,107.25,104.0,105.0,32759854.0,103.37500038146972,,10.429885226333193,,103.89000091552734,103.11500091552736,105.16666717529296,103.37500038146972,95.44800033569337,
2024-01-08,103.9000015258789,106.3000030517578,103.1500015258789,105.8000030517578,22377695.0,105.02750053405762,,7.088360930344008,,103.74000091552736,102.52000122070312,104.87333374023436,105.02750053405762,97.09400039672852,
2024-01-09,103.3000030517578,104.8499984741211,102.5999984741211,104.6999969482422,14941191.0,105.9425006866455,,5.330109691883389,,103.7000015258789,102.65500183105468,104.37666727701824,105.9425006866455,98.64400039672852,
2024-01-10,102.8000030517578,103.8000030517578,101.1999969482422,103.5,14828774.0,105.99000091552736,,5.295842007569198,,103.9000015258789,102.95500183105467,103.73333435058592,105.99000091552736,100.2340005493164,94.05000063578288
2024-01-11,103.4000015258789,106.4000015258789,103.0,103.4000015258789,19177567.0,105.56000099182128,,5.128675411063139,,103.7000015258789,103.5650016784668,103.63000132242838,105.56000099182128,101.8040005493164,95.49666735331218
2024-01-12,110.75,112.5,103.8000030517578,104.3000030517578,82669666.0,105.0825008392334,,4.005727603480084,,104.83000183105467,104.360001373291,103.6866678873698,105.0825008392334,103.66600067138673,97.01166725158691
2024-01-15,110.75,110.75,110.75,110.75,0.0,105.2050006866455,,4.1443640933691,,106.2000015258789,104.97000122070312,103.74666798909506,105.2050006866455,105.26200073242188,98.61166725158692
2024-01-16,119.5,127.4000015258789,116.75,125.0,109786020.0,105.6425006866455,,5.109903614362573,,109.44000091552736,106.57000122070312,104.91666819254556,105.6425006866455,106.64200073242188,100.44333381652832
2024-01-17,124.1999969482422,125.5999984741211,114.3000030517578,118.5500030517578,81578431.0,106.23000068664552,,6.43692767986716,,113.71999969482422,108.81000061035157,106.5433344523112,106.23000068664552,107.53600067138672,102.4816670735677
2024-01-18,123.0500030517578,126.4000015258789,116.0,125.0,55701971.0,107.13500099182129,,7.441492069208096,,117.65,110.67500076293943,108.26000111897788,107.13500099182129,107.97800079345704,104.44500045776368
2024-01-19,135.35000610351562,135.35000610351562,123.6999969482422,124.1999969482422,111113228.0,108.40750122070312,,9.755420703532137,,122.57000122070312,113.7000015258789,110.43000132242838,108.40750122070312,108.58000091552736,106.81666742960611
2024-01-23,154.0500030517578,156.25,144.10000610351562,156.25,120793026.0,110.61750144958496,,14.126629545115597,,131.2300018310547,118.7150016784668,113.72333475748698,110.61750144958496,110.41000091552736,109.59000091552734
2024-01-24,161.75,161.75,148.5500030517578,157.5,73799763.0,113.60750160217285,,17.99455522807943,,139.68000183105468,124.56000137329102,117.6066680908203,113.60750160217285,112.45000091552734,112.14833424886068
2024-01-25,169.8000030517578,169.8000030517578,166.0,167.0,9149447.0,117.10750160217285,,21.611676354539064,,148.8000030517578,131.260001373291,122.14000142415364,117.10750160217285,114.74400115966796,114.41333440144857
2024-01-29,178.25,178.25,175.89999389648438,177.8000030517578,7515722.0,121.15500144958496,,25.01857157921428,,159.84000244140626,138.74500122070313,127.06333465576172,121.15500144958496,117.67600128173828,116.6216677347819
2024-01-30,173.14999389648438,187.1499938964844,169.39999389648438,184.8000030517578,100689188.0,124.6725009918213,,27.15624069614991,,167.4,144.98500061035156,131.6000010172526,124.6725009918213,120.2060009765625,118.3833340962728
2024-01-31,181.8000030517578,181.8000030517578,169.60000610351562,174.89999389648438,51527355.0,128.53000106811524,,29.537497699106385,,172.95,152.09000091552736,136.7933344523112,128.53000106811524,123.08400115966796,120.8333340962728
2024-02-01,185.8000030517578,190.8500061035156,177.8000030517578,183.0,119539925.0,132.64500122070314,,31.53235538366249,,177.76000061035157,158.72000122070312,142.2933344523112,132.64500122070314,126.4380014038086,123.3350008646647
2024-02-02,195.0500030517578,195.0500030517578,186.3000030517578,191.3999938964844,59779078.0,137.30750122070313,,33.560386658962194,,182.81000061035155,165.80500183105468,148.4433344523112,137.30750122070313,130.2480014038086,126.08833440144856
2024-02-05,204.8000030517578,204.8000030517578,193.1999969482422,203.8999938964844,27925173.0,142.32750129699707,,35.8123896182461,,188.12000122070316,173.9800018310547,155.20333455403645,142.32750129699707,134.5480014038086,129.41666793823242
2024-02-06,209.4499969482422,214.8000030517578,198.0500030517578,214.8000030517578,71926776.0,147.5450012207031,,37.65711933818714,,195.3800018310547,181.3900009155273,161.78333435058593,147.5450012207031,138.81400115966798,132.73500111897786
2024-02-07,199.0,213.1499938964844,199.0,213.1499938964844,40621079.0,152.30000114440918,,37.85960527200341,,198.82000122070312,185.8850006103516,167.66666768391926,152.30000114440918,142.58800109863282,135.70666783650717
2024-02-08,189.0500030517578,191.9499969482422,189.0500030517578,190.0,8349479.0,156.58750114440917,,36.8607295082996,,199.47000122070312,188.61500091552733,172.30333455403647,156.58750114440917,146.01000122070312,138.61000137329103
