Date_Ticker,Close_SYNGENE.NS,High_SYNGENE.NS,Low_SYNGENE.NS,Open_SYNGENE.NS,Volume_SYNGENE.NS,MA_20_Unnamed: 6_level_1,MA_50_Unnamed: 7_level_1,Normalised Close_Unnamed: 8_level_1,Return Ratio_Unnamed: 9_level_1,Percentage Change Open_Unnamed: 10_level_1,Percentage Change High_Unnamed: 11_level_1,Percentage Change Low_Unnamed: 12_level_1,Sector_Unnamed: 13_level_1,Sector Encoded_Unnamed: 14_level_1
Date,,,,,,,,,,,,,,
2020-01-10,308.377685546875,312.8613675661349,306.08603801090806,309.67295930078416,80874.0,,,-2.1422754266582733,,0.004200283660642,0.0145395799676899,-0.0074313014312399,Healthcare,11.0
2020-01-13,311.4166259765625,314.30613438657474,307.28168069567334,311.7155563673824,314180.0,,,-2.121093762765315,0.009854605479311,0.0009599050464388,0.0092785939124191,-0.0132778565303715,Healthcare,11.0
2020-01-14,308.2780456542969,314.2562884158162,307.13222187305536,312.8613711861781,102544.0,,,-2.1429699248768967,-0.0100783967857317,0.0148675054759526,0.0193923727161009,-0.0037168517103109,Healthcare,11.0
2020-01-15,310.5697326660156,312.76173683157776,307.9791546458822,309.5733588434194,75847.0,,,-2.126996678558581,0.007433831387035,-0.0032082128997024,0.0070580096352126,-0.0083413731206037,Healthcare,11.0
2020-01-16,308.22821044921875,311.4664249770851,306.9827433231163,311.4664249770851,905349.0,,,-2.143317280341219,-0.0075394411319371,0.0105058992593407,0.0105058992593407,-0.0040407304843617,Healthcare,11.0
2020-01-17,309.9718933105469,316.09958606059865,307.8795022623325,309.87224984979093,265418.0,,,-2.131163667870321,0.0056571163904395,-0.0003214596642674,0.0197685431559846,-0.0067502605667478,Healthcare,11.0
2020-01-20,308.2780456542969,312.3631842893848,304.8903808374856,312.3631842893848,148643.0,,,-2.1429699248768967,-0.005464520147809,0.0132514744162772,0.0132514744162772,-0.0109889914788489,Healthcare,11.0
2020-01-21,305.3387756347656,309.4238840559617,304.89039524369946,307.8795167656965,166581.0,,,-2.163456877841211,-0.0095344772712986,0.0083210562616848,0.0133789375840116,-0.0014684685563896,Healthcare,11.0
2020-01-22,308.8260803222656,316.84687747933776,305.38857845099693,306.2853088153099,1016994.0,,,-2.139150078319458,0.011421099990495,-0.0082271921604042,0.02597189054986,-0.0111308664983268,Healthcare,11.0
2020-01-23,303.8940124511719,310.86862913037913,302.0009082910559,305.8867600738025,549780.0,,,-2.173526995656238,-0.0159703735706098,0.0065573770491804,0.0229508196721313,-0.0062294881851946,Healthcare,11.0
2020-01-24,306.1358337402344,310.320615640051,302.3994321892958,302.3994321892958,340040.0,,,-2.1579013175122665,0.0073769840707957,-0.0122050447518307,0.0136696898520136,-0.0122050447518307,Healthcare,11.0
2020-01-27,309.5733642578125,313.65847267637224,303.89402120691665,303.89402120691665,107805.0,,,-2.133941448034794,0.0112287753954833,-0.0183457096333587,0.0131959299158492,-0.0183457096333587,Healthcare,11.0
