Date_Ticker,Close_NAM-INDIA.NS,High_NAM-INDIA.NS,Low_NAM-INDIA.NS,Open_NAM-INDIA.NS,Volume_NAM-INDIA.NS,MA_20_Unnamed: 6_level_1,MA_50_Unnamed: 7_level_1,Normalised Close_Unnamed: 8_level_1,Return Ratio_Unnamed: 9_level_1,Percentage Change Open_Unnamed: 10_level_1,Percentage Change High_Unnamed: 11_level_1,Percentage Change Low_Unnamed: 12_level_1,Sector_Unnamed: 13_level_1,Sector Encoded_Unnamed: 14_level_1
2020-01-23,295.80548095703125,301.4341906165811,291.1575252016508,296.5303950693055,1573539.0,,,-0.3651677007478894,0.0014436437058818,0.0024506446260863,0.0190284157052771,-0.0157128790864278,Financial Services,9.0
2020-01-24,306.6791076660156,309.06703242477164,297.212645182326,297.212645182326,2884049.0,,,-0.2908138202818324,0.0367593821243761,-0.0308676471499288,0.0077863952876651,-0.0308676471499288,Financial Services,9.0
2020-01-27,312.563720703125,318.8746883033039,302.4149993698927,304.7176359938648,3575864.0,,,-0.2505748249530053,0.0191881771206857,-0.0251023525430593,0.0201909792537091,-0.0324692875756735,Financial Services,9.0
2020-01-28,308.7684936523437,317.9364577972859,307.0201946213199,315.54853336080095,1487913.0,,,-0.276526594866366,-0.0121422506816969,0.0219583275102257,0.0296920324884726,-0.0056621678278884,Financial Services,9.0
2020-01-29,312.8622131347656,315.46334688170896,307.9584167722346,311.2844647519691,913343.0,,,-0.2485337331281506,0.0132582163225214,-0.0050429496326451,0.0083139913921879,-0.0156739809304445,Financial Services,9.0
2020-01-30,308.72589111328125,314.69572878674245,305.39984390049534,314.69572878674245,892311.0,,,-0.2768179111108703,-0.0132209063537585,0.0193370165745854,0.0193370165745854,-0.010773463802443,Financial Services,9.0
2020-01-31,310.133056640625,314.69572341850926,303.6088822140631,309.83455955675845,904501.0,,,-0.2671957105133802,0.0045579770529431,-0.0009624807077964,0.0147119653329035,-0.0210366946923751,Financial Services,9.0
2020-02-03,295.686279296875,300.37287164640475,280.7665216715627,288.0329245366482,1540012.0,,,-0.3659828019305785,-0.046582513648297,-0.0258833611705827,0.0158498810315925,-0.0504580654225506,Financial Services,9.0
2020-02-04,309.14422607421875,312.0679770666686,295.8153373283206,297.53519394069457,1250637.0,,,-0.2739573358389034,0.0455142754995124,-0.0375521557719052,0.0094575629943931,-0.0431154381084839,Financial Services,9.0
2020-02-05,309.5311584472656,317.3134979680101,307.5963200450217,311.5519686730468,1051889.0,,,-0.2713114915236664,0.0012516241301365,0.0065286164918529,0.0251423461204483,-0.0062508679641489,Financial Services,9.0
2020-02-06,311.5950012207031,313.78780772292214,307.16637605875616,310.4340928547937,921678.0,301.65630493164065,,-0.2571989306473477,0.0066676414219188,-0.003725696373053,0.0070373609770004,-0.0142127606174599,Financial Services,9.0
2020-02-07,325.9127502441406,328.2775525216377,309.5741163268882,312.9278306718449,3407147.0,303.34503173828125,,-0.1592941351339922,0.0459498675118225,-0.0398417047586163,0.0072559366754616,-0.0501319261213719,Financial Services,9.0
2020-02-10,333.6950988769531,343.11132235607505,328.4925442105781,328.4925442105781,4373497.0,305.3866256713867,,-0.1060784201314519,0.0238786258806467,-0.015590743417821,0.0282180454876685,-0.015590743417821,Financial Services,9.0
2020-02-11,345.691162109375,351.19469775009287,331.2013656131701,336.2319512058846,4904298.0,307.6442474365234,,-0.0240493165472928,0.0359491741796462,-0.027363184079602,0.0159203828270755,-0.0419154380684467,Financial Services,9.0
2020-02-12,344.31524658203125,353.94645293460354,341.04752991397606,348.7868837263525,2470863.0,309.88424530029295,,-0.0334578295843442,-0.0039801871674937,0.0129870436720724,0.0279720588855123,-0.0094904791480869,Financial Services,9.0
2020-02-13,341.133544921875,346.3361003013601,337.3928518115616,345.3471880692589,1323878.0,312.0802886962891,,-0.0552143116900288,-0.0092406644542771,0.012351887435605,0.0152507880181544,-0.0109654801352651,Financial Services,9.0
2020-02-14,338.59674072265625,348.27093331473213,336.83389834749323,342.5524158311127,1172386.0,314.2560974121094,,-0.0725609837105657,-0.0074363962060656,0.0116825551835317,0.0285714285714284,-0.005206318204365,Financial Services,9.0
2020-02-17,325.9127502441406,338.55370382465776,325.0528221432326,338.55370382465776,1133555.0,316.0556869506836,,-0.1592941351339922,-0.0374604624115536,0.0387863118919029,0.0387863118919029,-0.0026385224274405,Financial Services,9.0
2020-02-18,337.04888916015625,339.49966368613434,320.15127799939586,323.9349833058113,2005888.0,318.45899353027346,,-0.0831451956885465,0.0341690802451685,-0.0389080227708853,0.0072712731143687,-0.0501340063836588,Financial Services,9.0
2020-02-19,369.1671447753906,373.8537636961231,339.84361581679684,339.88660172718266,6982668.0,322.1483978271484,,0.136479498326396,0.0952925722297001,-0.0793151380413955,0.012695113817845,-0.0794315782799004,Financial Services,9.0
2020-02-20,379.7872924804688,389.4614849393205,369.7691339827765,373.0368507161514,4149436.0,326.3474884033203,,0.2091000888735037,0.0287678572033804,-0.0177742696977269,0.0254726596976628,-0.0263783404448885,Financial Services,9.0
2020-02-24,366.3723754882813,379.0563156203911,363.40563913533896,373.5957928968392,2107594.0,329.3321517944336,,0.1173688605359483,-0.0353221849645677,0.0197160536433211,0.0346203507161406,-0.0080975983764834,Financial Services,9.0
2020-02-25,362.416748046875,376.9065171289669,357.6011449093864,368.73719928172005,1848965.0,331.8248031616211,,0.0903202724412733,-0.010796740436924,0.0174397327631987,0.0399809588275921,-0.0132874740569819,Financial Services,9.0
2020-02-26,366.1574401855469,382.1951231226618,358.8910621824332,359.7079782782656,6962607.0,334.6942504882812,,0.1158991325201573,0.010321521173707,-0.0176139037459217,0.0437999646517848,-0.0198449552177104,Financial Services,9.0
2020-02-27,359.2779541015625,370.371047722334,356.0102377785423,367.1893032160327,2504485.0,337.0150375366211,,0.0688571933726755,-0.0187883279949145,0.0220201351743218,0.0308760765700519,-0.0090952319387135,Financial Services,9.0
2020-02-28,335.80194091796875,350.85068346871,332.7921924078205,346.5510427399268,2753583.0,338.3688400268555,,-0.0916718301802716,-0.0653422034822582,0.032010243277849,0.0448143405889884,-0.0089628681177976,Financial Services,9.0
2020-03-02,338.4677124023437,354.29038452070307,332.7921815764857,350.8506720496283,2224381.0,339.7855728149414,,-0.0734432796144084,0.0079385231576913,0.0365853497794339,0.0467479512478594,-0.0167683079298016,Financial Services,9.0
2020-03-03,348.3139038085937,355.96728571472624,339.6716359727856,344.83120512680256,2388199.0,342.41695404052734,,-0.0061150037355494,0.0290904894188123,-0.0099987357487314,0.021972656912192,-0.0248117222462566,Financial Services,9.0
2020-03-04,338.76873779296875,351.1946850105944,335.37201077639594,349.9907907333158,2129246.0,343.89817962646487,,-0.0713848674111197,-0.0274039190260698,0.0331259992095409,0.03667973408225,-0.0100266838041255,Financial Services,9.0
2020-03-05,331.2873840332031,342.6384483116554,329.35254532048486,341.6065238343671,1835137.0,344.9859909057617,,-0.1225423788896296,-0.022083955587241,0.0311486048020765,0.0342634969682835,-0.0058403634003894,Financial Services,9.0
2020-03-06,296.0732116699219,305.1024560287788,279.51959701201747,300.50186204026943,6172570.0,344.2099014282227,,-0.3633369576153415,-0.1062949392596004,0.0149579570045157,0.0304966609708792,-0.0559105451132784,Financial Services,9.0
2020-03-09,255.18370056152344,282.9163857952526,250.45409532786425,272.59724710363247,3817113.0,340.6734489440918,,-0.6429395136564933,-0.1381060815254851,0.0682392586352149,0.1086773378264531,-0.0185341196293175,Financial Services,9.0
2020-03-11,256.21563720703125,267.43769057481614,251.0990535300525,254.88273264972796,3134725.0,336.7994758605957,,-0.6358831288787048,0.0040438971738283,-0.0052022763787297,0.0437992524192309,-0.0199698337414292,Financial Services,9.0
2020-03-12,239.49002075195312,247.4013712524204,221.8614913967824,233.21255494216103,3250079.0,331.4894187927246,,-0.7502529265465292,-0.0652794522512427,-0.0262118053607496,0.0330341551419433,-0.0736086175942549,Financial Services,9.0
2020-03-13,260.9882202148437,268.2976102373353,191.59201403736415,218.93773462815452,4042391.0,327.32306747436525,,-0.6032481970409196,0.0897665773103629,-0.1611202434810028,0.0280065897858321,-0.2658978482643894,Financial Services,9.0
2020-03-16,239.18899536132807,253.54980510417604,237.34015519804387,245.07950808493663,1891499.0,322.22583999633787,,-0.7523113387498179,-0.0835257040933519,0.0246270223038902,0.0600395922109791,-0.0077296205057064,Financial Services,9.0
2020-03-17,235.0183258056641,250.8410229360134,229.94475555411404,244.262552352519,1888143.0,317.04691925048826,,-0.7808303852376878,-0.0174367117072576,0.0393340668867625,0.0673253759089114,-0.0215879771679819,Financial Services,9.0
2020-03-18,201.6961669921875,244.219614924247,198.68641821671264,239.9199738164257,2831684.0,310.8360900878906,,-1.0086873716506066,-0.141785363755125,0.1895118156891835,0.2108292317409612,-0.0149221912362441,Financial Services,9.0
2020-03-19,201.91114807128903,217.3038579142763,183.2507083778653,191.7639924816022,3058221.0,304.07920303344724,,-1.0072173306159282,0.0010658659621919,-0.0502555489709968,0.076235066711386,-0.092419065869683,Financial Services,9.0
2020-03-20,220.44259643554688,222.0764547455934,200.36326797956733,204.2759438626884,2786630.0,296.6429756164551,,-0.8804992508605831,0.0917802139271422,-0.0733372444085929,0.0074117177735393,-0.0910864269458482,Financial Services,9.0
2020-03-23,198.4284210205078,206.72672243648583,198.4284210205078,198.64340305844985,631422.0,287.57503204345704,304.5177471923828,-1.0310322249249015,-0.0998635280612637,0.0010834236186347,0.0418201252285346,0.0,Financial Services,9.0
2020-03-24,184.79855346679688,206.3827551963314,178.60707343519937,206.3827551963314,1738582.0,278.4963409423828,302.3709539794922,-1.1242332856178772,-0.0686890894137703,0.1167985426542455,0.1167985426542455,-0.0335039420787995,Financial Services,9.0
2020-03-25,200.79324340820312,203.24404413307715,178.86507335720023,182.30478630637717,1152514.0,270.41516571044923,300.52955444335936,-1.0148615648641814,0.0865520299880488,-0.0920770877944325,0.0122055935910734,-0.1092077087794431,Financial Services,9.0
2020-03-26,219.4536590576172,220.87254836378267,201.2231850845096,206.68373403090055,1615234.0,263.0799766540528,298.9078530883789,-0.8872616065635102,0.092933483879626,-0.0581896199933666,0.0064655531935922,-0.0830720893485819,Financial Services,9.0
2020-03-27,208.5755920410156,238.50109667191293,202.7280775303749,232.18061901676023,2042760.0,255.54485855102536,297.0890591430664,-0.9616458498616413,-0.0495688568753622,0.1131725277380624,0.1434755828237686,-0.0280354688361177,Financial Services,9.0
2020-03-30,196.9235382080078,220.14159729803487,193.65580874882275,197.78346632245325,2171659.0,248.6009384155273,295.0832763671875,-1.041322616507279,-0.0558648963619697,0.0043668122270741,0.1179039301310043,-0.0165938997893354,Financial Services,9.0
2020-03-31,214.2941131591797,216.61591676528576,199.7613312619357,206.46877410738043,2002082.0,242.39225845336915,293.4675473022461,-0.9225425913957904,0.088209744295898,-0.0365168176411196,0.0108346588334948,-0.0678169907842913,Financial Services,9.0
2020-04-01,222.5064239501953,226.76307907945653,208.9625546662704,214.81006910838457,2361959.0,236.1018844604492,292.1192565917969,-0.8663867943238935,0.0383226149797005,-0.0345893601864432,0.019130481959541,-0.0608695652173912,Financial Services,9.0
2020-04-03,216.0569305419922,224.6132254526649,212.5312201581951,222.2914091347462,1421270.0,229.9662940979004,290.6607400512696,-0.9104884427227604,-0.0289856503632755,0.0288557213930349,0.0396020386349502,-0.0163184322527983,Financial Services,9.0
2020-04-07,230.84771728515625,236.91020011208917,218.63672732667396,224.44124221145287,2228392.0,224.94431076049804,289.3701132202148,-0.8093490143670412,0.0684578213069141,-0.0277519533181683,0.0262618270530445,-0.0528962993530431,Financial Services,9.0
2020-04-08,234.8033905029297,248.9492202509762,225.55916211709896,226.16112236962604,2196512.0,221.88081970214844,288.1500714111328,-0.7823001132534788,0.0171354227119654,-0.0368064026451773,0.0602454237042628,-0.0393700805002447,Financial Services,9.0
2020-04-09,246.7994079589844,255.14072248821864,240.04896594218275,240.5649281412052,2731422.0,221.46160507202148,286.95247741699217,-0.7002713226882071,0.0510896262203037,-0.0252613240418118,0.0337979519408755,-0.0273519376429115,Financial Services,9.0
2020-04-13,241.94081115722656,251.7869735797802,232.4385885328834,249.37918504889265,1645572.0,220.74786376953125,285.5400192260742,-0.7334944170153443,-0.0196864200037516,0.0307446017730024,0.0406965752303569,-0.0392749887003069,Financial Services,9.0
2020-04-15,242.92970275878903,259.6553157998826,240.95187850783424,245.07952313718545,2890627.0,220.91984786987305,284.22324340820313,-0.7267323743313048,0.004087328619064,0.0088495575221239,0.068849600732854,-0.0081415497096238,Financial Services,9.0
2020-04-16,245.982421875,249.3791483584305,238.58706122836415,240.77986738055364,1272876.0,220.1695579528809,282.8856475830078,-0.7058578751105755,0.0125662653909475,-0.0211501068035264,0.0138088179534903,-0.0300645899420971,Financial Services,9.0
2020-04-17,253.33480834960935,256.9035045024822,247.96025804621016,254.5387023689865,1534856.0,220.87684860229493,281.7778259277344,-0.6555822421773919,0.0298898857022621,0.0047521855651029,0.0140868764782922,-0.0212152066208847,Financial Services,9.0
2020-04-20,244.69256591796875,257.1185392659522,243.0587075391116,257.0755533518744,1408016.0,221.36056060791012,280.46901611328127,-0.7146779126393874,-0.0341139162357589,0.0506063083177483,0.0507819814687349,-0.0066771884659743,Financial Services,9.0
2020-04-21,228.52590942382807,238.8880332956408,225.73114289277476,238.8880332956408,1283636.0,222.7020477294922,279.1258087158203,-0.8252255410132706,-0.06606925892289,0.0453433218926389,0.0453433218926389,-0.0122295390404515,Financial Services,9.0
2020-04-22,223.0223846435547,227.8809737407631,215.9279769704932,226.2471154040372,2087097.0,223.75760955810543,277.403371887207,-0.8628586541048139,-0.0240827168969558,0.0144592246452588,0.0217852082649625,-0.0318102942195694,Financial Services,9.0
2020-04-23,226.5050506591797,233.5994573077714,222.9363543815029,224.44122851908293,1080708.0,224.06073226928712,275.7428497314453,-0.839044177154357,0.0156157688888098,-0.009111594351166,0.0313211852360264,-0.0157554821285048,Financial Services,9.0
2020-04-24,186.0884246826172,218.42172459577253,183.59463858739147,218.42172459577253,13651391.0,223.44373245239257,273.2327182006836,-1.115413143749436,-0.1784358708953341,0.1737523436414776,0.1737523436414776,-0.0134010812304902,Financial Services,9.0
2020-04-27,207.0707092285156,211.32735111290623,180.15495445840835,186.60441583520105,12446230.0,224.5573402404785,270.8558773803711,-0.9719362414440188,0.1127543778270181,-0.0988372207231335,0.0205564654713821,-0.1299833997303985,Financial Services,9.0
2020-04-28,202.0401153564453,210.59639778815773,197.7834736563936,209.5644866368516,2831680.0,224.61968383789065,268.2227777099609,-1.006335452070602,-0.0242940872265943,0.0372419668595593,0.0423494236113317,-0.0210682996915835,Financial Services,9.0
2020-04-29,204.3189392089844,208.01661985672047,200.44926242943137,203.7169789905505,1488053.0,223.862947845459,265.3953332519531,-0.9907528501596048,0.0112790662810635,-0.00294617924684,0.0180975912563545,-0.0189393934528749,Financial Services,9.0
2020-04-30,212.1872711181641,216.9598749773332,206.85571920980152,208.96254055405825,3016637.0,224.0435317993164,262.7527737426758,-0.9369491813469708,0.0385100467907759,-0.0151975683890577,0.0224924135836184,-0.0251266340354293,Financial Services,9.0
2020-05-04,203.0290679931641,208.059640455126,198.64342860651263,201.2232133936102,1504316.0,224.34880828857425,259.9906842041016,-0.999572992028046,-0.0431609449367013,-0.0088945618349323,0.0247775971770272,-0.0216010418114075,Financial Services,9.0
2020-05-05,199.63229370117188,208.102590333151,199.0303466840045,206.3827342146952,702933.0,223.61571731567383,257.2113952636719,-1.0228001412061836,-0.0167304826129948,0.0338143713543062,0.042429491115592,-0.0030152787708205,Financial Services,9.0
2020-05-06,198.9443817138672,201.7391481867964,194.3437608867681,200.3632579053848,800769.0,222.43761520385743,254.6720278930664,-1.027504084705822,-0.0034458953236013,0.0071320244346397,0.014047978881599,-0.0231251608488042,Financial Services,9.0
2020-05-07,201.30918884277344,205.5228316061984,197.95546112360236,198.4714232716171,825175.0,221.7002281188965,251.95723388671877,-1.011333528984731,0.0118867751304856,-0.0140965526087966,0.0209311993538252,-0.0166595858760845,Financial Services,9.0
2020-05-08,206.98471069335935,214.8960473400365,202.90005183063047,203.80297904563156,3069177.0,220.50707778930663,248.7135852050781,-0.9725242995937418,0.0281930590610974,-0.0153718196724272,0.0382218407348817,-0.0197341090993923,Financial Services,9.0
2020-05-11,205.1358642578125,212.01528950647383,204.66290114767455,207.24268561592257,923178.0,219.0237014770508,245.220556640625,-0.985166715095753,-0.0089322850434391,0.0102703706430498,0.0335359459134623,-0.0023056090744986,Financial Services,9.0
2020-05-12,205.6088409423828,206.984718210074,198.2134530632385,204.5769165897854,879569.0,216.96417312622071,242.00528594970703,-0.9819324996119058,0.0023056752473857,-0.0050188715031304,0.0066917223081703,-0.0359682387452234,Financial Services,9.0
2020-05-13,210.25244140625,219.0237062762059,208.48958600125064,216.70190279907973,1531018.0,215.37975463867187,238.9619998168945,-0.950179550659076,0.0225846342140922,0.0306748466257666,0.0417177789294158,-0.0083844705593366,Financial Services,9.0
2020-05-14,209.908447265625,211.4133213890573,205.3508258675093,207.4576470160223,837127.0,213.72869186401368,235.8370199584961,-0.9525317832579678,-0.0016361005766412,-0.0116755675225465,0.0071691927744479,-0.0217124249046933,Financial Services,9.0
2020-05-15,209.73651123046875,211.542365944434,207.24272436019757,210.6824376275867,681363.0,211.9163963317871,232.84619110107425,-0.9537074821988972,-0.0008191001238681,0.0045100702379783,0.0086101113409904,-0.0118900941740701,Financial Services,9.0
2020-05-18,197.0955352783203,204.40492477296343,193.52683859716785,199.58933486113497,2104332.0,209.10443267822265,230.0720629882813,-1.0401465002078332,-0.060270745794269,0.012652745174025,0.0370855153279929,-0.0181064308540175,Financial Services,9.0
2020-05-19,198.3424224853516,201.9971171216803,197.0955292925436,201.0082049980821,776534.0,206.78692550659176,227.2695571899414,-1.0316202830746246,0.0063263087378945,0.0134403042945967,0.0184261873508106,-0.006286568335627,Financial Services,9.0
2020-05-20,202.8570556640625,203.71698385784228,197.78348456934705,198.6434127631268,628322.0,205.50348281860352,224.3604202270508,-1.000749212667121,0.022761813242673,-0.0207714880172253,0.004239084467458,-0.0250105724846833,Financial Services,9.0
2020-05-21,205.7808074951172,211.1983574269157,203.37300606748877,203.80297013951304,1139031.0,204.64140396118165,221.70066162109376,-0.980756591991718,0.0144128673340133,-0.0096113791158637,0.0263267988776214,-0.0117008065860835,Financial Services,9.0
2020-05-22,205.56581115722656,208.83354050155708,202.94302787606148,202.94302787606148,486910.0,203.594441986084,219.1862301635742,-0.9822267373660256,-0.0010447832356558,-0.0127588496666843,0.0158962685766419,-0.0127588496666843,Financial Services,9.0
2020-05-26,201.6961669921875,207.54368152311707,201.00822179064343,205.8668109938961,556990.0,204.3748291015625,217.29868927001957,-1.0086873716506066,-0.0188243567510327,0.0206778545368695,0.0289916988415355,-0.0034107995794026,Financial Services,9.0
2020-05-27,204.8779144287109,206.12480782087823,200.621272031295,203.63102103654367,528816.0,204.26518936157223,216.29257354736328,-0.9869305765260348,0.0157749524146717,-0.0060860312622965,0.0060860312622967,-0.0207764824690124,Financial Services,9.0
2020-05-28,209.7794647216797,213.6921403380777,205.1788570983447,206.3827512319463,1409262.0,204.652156829834,215.36385009765624,-0.9534137661429232,0.0239242492615,-0.0161918302834832,0.0186513757273099,-0.0219306862539607,Financial Services,9.0
2020-05-29,219.4536590576172,223.58131676056624,206.4687519955539,208.102610215604,3200921.0,205.4088928222656,214.96312286376957,-0.8872616065635102,0.0461160216457436,-0.0517241265912683,0.0188087896126869,-0.0591692438295327,Financial Services,9.0
2020-06-01,232.2235870361328,235.96427974729824,222.2054293102205,222.59240747593316,2125313.0,206.41070861816405,214.3878302001953,-0.7999408143488772,0.0581896334440379,-0.0414737352183829,0.0161081514539838,-0.0431401385784018,Financial Services,9.0
2020-06-02,238.45806884765625,243.2736718038901,228.9558731538405,231.836637745394,1639394.0,208.18215866088863,214.3732116699219,-0.7573094156639468,0.0268468930787525,-0.0277676957389623,0.0201947578436123,-0.0398484972210624,Financial Services,9.0
2020-06-03,230.2887420654297,242.37074800350857,227.10702373918392,240.0919437140392,1117861.0,209.7149810791016,214.2786199951172,-0.8131712880006114,-0.0342589656190065,0.0425691745097303,0.0524645965309331,-0.0138162130623901,Financial Services,9.0
2020-06-04,227.6229705810547,233.3414869968369,222.76435599218,228.82686463023168,878074.0,211.1489105224609,214.79715606689453,-0.8313998385664746,-0.0115757785659257,0.0052889831202176,0.0251227562894225,-0.0213450100245684,Financial Services,9.0
2020-06-05,237.68414306640625,239.9199615769992,227.06402482328372,229.08486128945287,1073014.0,212.96765823364257,215.5126159667969,-0.7626015216529373,0.0442010420111306,-0.0361794508712801,0.009406679308717,-0.0446816439082154,Financial Services,9.0
2020-06-08,255.1407470703125,257.11857174037414,238.2861464835615,239.8340069868332,2601354.0,215.37546005249024,216.20657897949215,-0.6432332297124674,0.0734445461051605,-0.0599933184300861,0.0077518965228888,-0.0660600111126356,Financial Services,9.0
2020-06-09,244.43463134765625,257.7205347360203,240.7799358921504,257.419554567569,1037604.0,217.3403984069824,217.12670318603517,-0.7164416697300399,-0.0419616068604903,0.0531222730114884,0.0543536049499779,-0.0149516270888302,Financial Services,9.0
2020-06-10,239.0170745849609,248.3902875358964,237.340203951178,245.07955842784685,682031.0,219.0108100891113,218.21107360839844,-0.7534869333511183,-0.0221636219582567,0.0253642291179951,0.0392156625931914,-0.0070156939067834,Financial Services,9.0
2020-06-11,233.4275360107422,243.0587167496125,230.8907371537809,241.20987624445272,698055.0,220.16956481933596,218.8637594604492,-0.7917082089320137,-0.0233855199839787,0.0333394267304967,0.041259831224141,-0.0108676075681342,Financial Services,9.0
2020-06-12,237.25418090820312,238.50108727317811,220.4855813066904,221.8614716507842,1220312.0,221.53685150146484,219.2197698974609,-0.765541603722294,0.0163932883106166,-0.0648785585084149,0.0052555717256568,-0.07067778336855,Financial Services,9.0
2020-06-15,236.13624572753903,242.19872793021264,233.040499525844,239.4039617919876,1202106.0,222.8568382263184,219.77098297119144,-0.7731860466498054,-0.0047119725198714,0.013838265508036,0.0256736621859765,-0.0131100000855736,Financial Services,9.0
2020-06-16,236.56622314453125,248.51921836397165,229.34283242682736,239.91993745172348,2539609.0,224.8303726196289,220.56383666992187,-0.7702458602408196,0.0018208869869486,0.0141766405305598,0.0505270577538774,-0.0305343282810527,Financial Services,9.0
2020-06-17,237.51220703125,244.2196372761704,233.16955336913813,233.7715136764975,973856.0,226.78886184692385,221.02819854736327,-0.7637772205938668,0.0039988121471626,-0.0157494783173831,0.0282403600587899,-0.018283917767395,Financial Services,9.0
2020-06-18,240.77993774414065,242.49979444231303,236.78127616947583,237.46920835157255,605615.0,228.68500595092772,221.3936688232422,-0.7414324716592009,0.0137581590173202,-0.0137500217982701,0.0071428571428571,-0.0166071210588727,Financial Services,9.0
2020-06-19,242.1127777099609,248.3472572500132,241.0808796008116,242.3707719194431,978477.0,230.50160446166996,221.9147857666016,-0.7323185093951566,0.0055355108831227,0.001065595182222,0.0257503118960571,-0.0042620555548931,Financial Services,9.0
2020-06-22,243.96163940429688,249.29317846722725,237.38316771859377,244.1336092975312,1213978.0,232.42139587402343,222.1770642089844,-0.7196759895535163,0.0076363656301972,0.000704905466508,0.021854005719706,-0.0269651888787366,Financial Services,9.0
2020-06-23,265.8898010253906,276.8968711192983,244.52058072303367,246.54141717388688,5603062.0,235.6310775756836,222.7987924194336,-0.5697311779785499,0.0898836459479355,-0.0727684317972621,0.0413971128319305,-0.0803687099691211,Financial Services,9.0
2020-06-24,268.4266357421875,275.17707870269936,264.68594207998643,268.46964790649355,2874122.0,238.80851364135745,223.2313369750977,-0.5523842972787547,0.0095409252517911,0.0001602380635108,0.0251481859907352,-0.0139356277064615,Financial Services,9.0
2020-06-25,267.2226867675781,270.61941363717625,259.95628301799894,265.54581628908267,1606974.0,241.68067474365236,223.73697448730468,-0.5606169026956184,-0.0044852068099743,-0.006275180070897,0.0127112219051688,-0.0271923160322808,Financial Services,9.0
2020-06-26,268.9855041503906,276.38089119555144,266.74971204343893,268.59855224399826,1455985.0,244.15726699829105,224.25809051513676,-0.5485627540225883,0.0065968103387334,-0.0014385604444171,0.027493626723565,-0.0083119427346599,Financial Services,9.0
2020-06-29,268.2498779296875,270.62989772402096,259.7250744748974,269.072050738834,1652971.0,245.95858154296877,224.70343963623048,-0.5535929675424863,-0.0027348173390482,0.0030649512890439,0.0088723984245662,-0.0317793376853823,Financial Services,9.0
2020-06-30,272.05792236328125,275.4332181040347,264.8313110442565,269.98081932372514,1147455.0,247.63857421875,225.07790191650392,-0.5275535523406645,0.0141958850568122,-0.007634782407779,0.0124065335478318,-0.0265627674292645,Financial Services,9.0
2020-07-01,271.7117614746094,277.293974623767,270.7164592063054,273.4859477226471,982733.0,249.709725189209,225.61828582763675,-0.5299206011668915,-0.0012723793729838,0.0065296630459021,0.0205446135966376,-0.0036630812847495,Financial Services,9.0
2020-07-02,274.52447509765625,282.74636164577385,273.0099170493188,274.1782692714564,1763255.0,252.05480041503907,226.5382571411133,-0.5106872599725982,0.0103518287459547,-0.0012611109667971,0.0299495574855133,-0.0055170237473313,Financial Services,9.0
2020-07-03,271.5819396972656,276.86126268707693,270.06738133857067,276.08235224210847,872866.0,253.749690246582,227.5094482421875,-0.5308083227314485,-0.0107186632424809,0.0165711039175118,0.0194391534123963,-0.0055768007268202,Financial Services,9.0
