Date_Ticker,Close_SHRIRAMFIN.NS,High_SHRIRAMFIN.NS,Low_SHRIRAMFIN.NS,Open_SHRIRAMFIN.NS,Volume_SHRIRAMFIN.NS,MA_20_Unnamed: 6_level_1,MA_50_Unnamed: 7_level_1,Normalised Close_Unnamed: 8_level_1,Return Ratio_Unnamed: 9_level_1,Percentage Change Open_Unnamed: 10_level_1,Percentage Change High_Unnamed: 11_level_1,Percentage Change Low_Unnamed: 12_level_1,Sector_Unnamed: 13_level_1,Sector Encoded_Unnamed: 14_level_1
Date,,,,,,,,,,,,,,
2020-01-10,163.5039520263672,166.91616319027997,162.86055022523337,166.24384674396842,3238158.0,,,-0.7396568216275935,,0.0167573608077644,0.0208692886112167,-0.0039350840952765,Financial Services,9.0
2020-01-13,168.88975524902344,169.43917880362176,162.68705427547687,164.24856968069184,4603870.0,,,-0.7053915438657716,0.0329398962894041,-0.0274805630542142,0.0032531490959188,-0.0367263305249087,Financial Services,9.0
2020-01-14,163.72805786132812,175.4394514955467,160.72069700869275,168.31140273535777,11214451.0,,,-0.7382310271145898,-0.0305625251222877,0.0279936434469378,0.0715295459263172,-0.0183680237334916,Financial Services,9.0
2020-01-15,158.8772735595703,163.09192941215224,156.16630415382912,163.00517413435207,9560897.0,,,-0.7690924352631855,-0.0296270802031149,0.0259816931792578,0.026527745335469,-0.0170632925968781,Financial Services,9.0
2020-01-16,158.9206085205078,160.8508252617244,158.06033555187065,159.47726639086616,3540302.0,,,-0.7688167318236178,0.0002727574559066,0.0035027418755857,0.012145792538716,-0.0054132247330662,Financial Services,9.0
2020-01-17,157.27235412597656,160.77132093818395,156.82414311162566,158.97123123669888,4240326.0,,,-0.7793031703947808,-0.0103715585403044,0.010802134425746,0.0222478186433496,-0.0028499033847479,Financial Services,9.0
2020-01-20,155.1975555419922,161.03878970051508,154.3228138862925,158.7543514584857,6226911.0,,,-0.7925033462721677,-0.0131923922390227,0.0229178604268103,0.0376374108350077,-0.0056363107823759,Financial Services,9.0
2020-01-21,157.5109100341797,159.59293429850428,153.67217956578708,154.85054758331785,5697452.0,,,-0.7777854423756958,0.0149058693876242,-0.016890020191519,0.0132182860468064,-0.0243712036681117,Financial Services,9.0
2020-01-22,155.4361114501953,158.4940899480095,154.94452851169075,158.4940899480095,2393511.0,,,-0.7909856182530827,-0.0131724118890186,0.0196735396252756,0.0196735396252756,-0.0031626044547703,Financial Services,9.0
2020-01-23,156.73741149902344,157.4458770474694,155.50120262958916,156.4048590521563,2333040.0,,,-0.7827065546146275,0.0083719287409289,-0.0021217171043379,0.0045200794224573,-0.0078871333755692,Financial Services,9.0
2020-01-24,156.7156982421875,159.4772734284827,156.3036362234049,156.58557101071548,2219067.0,,,-0.7828446975704391,-0.0001385327001911,-0.0008303394805472,0.0176215606813523,-0.0026293601943169,Financial Services,9.0
2020-01-27,156.15904235839844,158.46518358555997,154.9011533188476,155.71806568723574,2957203.0,,,-0.7863862247460972,-0.0035520109984694,-0.0028238945660964,0.0147679006757017,-0.0080551790056695,Financial Services,9.0
2020-01-28,156.13009643554688,159.02903263227196,152.79741797697324,156.15178807716572,5549276.0,,,-0.7865703829942874,-0.0001853618107181,0.00013893312125,0.0185674399933635,-0.0213455223218248,Financial Services,9.0
2020-01-29,160.09176635742188,162.07981254850714,156.8458310978801,157.1639148656318,6731533.0,,,-0.7613656522119489,0.0253741591936468,-0.0182885825948934,0.0124181663824405,-0.0202754665864256,Financial Services,9.0
2020-01-30,150.89613342285156,160.2507787741942,148.92976791848787,160.05558795587888,9032875.0,,,-0.8198696308521873,-0.0574397618553354,0.0607003925498876,0.0619939367507078,-0.013031251760795,Financial Services,9.0
2020-01-31,147.5562744140625,152.52999097342422,146.9923820742836,147.9683365223771,10177347.0,,,-0.841118308512757,-0.02213349628668,0.0027925759846598,0.0337072522270711,-0.0038215409139197,Financial Services,9.0
2020-02-03,142.84275817871094,145.30792972873465,139.60404630497558,143.13915026480953,6463098.0,,,-0.8711063968929194,-0.0319438550076482,0.0020749535354658,0.017257938599446,-0.0226732661496453,Financial Services,9.0
2020-02-04,151.74197387695312,161.20506767194257,149.06715390916,152.53719460189538,31528888.0,,,-0.8144882686107943,0.0623007831248144,0.0052406114447087,0.0623630598259057,-0.0176274230488271,Financial Services,9.0
2020-02-05,163.80760192871094,164.8269168354828,152.5371954463863,152.68178000432914,23348512.0,,,-0.7377249559771015,0.0795141103248187,-0.0679200586137861,0.006222634937391,-0.0688027072591509,Financial Services,9.0
2020-02-06,176.2130126953125,178.49022822547323,163.43891860639104,163.7425564008016,31541240.0,157.91141738891602,,-0.6587998953883759,0.0757315937754854,-0.0707692133728705,0.0129230838025466,-0.0724923426115469,Financial Services,9.0
2020-02-07,176.84193420410156,177.69498421097373,172.5622155250503,177.30460251596827,7724083.0,158.57831649780277,,-0.6547986036036358,0.0035690979864042,0.0026162816752091,0.0048237993477702,-0.0242008135588012,Financial Services,9.0
2020-02-10,174.49964904785156,177.39135136545983,173.29236635870265,175.38161366958838,4832770.0,158.85881118774415,,-0.6697005686696219,-0.013245077683592,0.0050542486850215,0.0165713933144662,-0.0069185393537258,Financial Services,9.0
2020-02-11,176.22021484375,182.4373734290353,174.253860342664,175.5840473223319,11631840.0,159.48341903686523,,-0.6587540742533492,0.0098599957380236,-0.0036100711940577,0.0352806208458995,-0.0111585070011944,Financial Services,9.0
2020-02-12,176.19851684570312,180.16737441931457,175.70692260908123,176.1045272700863,8940845.0,160.34948120117187,,-0.6588921201304848,-0.0001231300169853,-0.0005334300044033,0.0225249204400908,-0.0027900021261381,Financial Services,9.0
2020-02-13,182.52410888671875,185.35797042114896,175.38883744173742,178.56247434599135,12410234.0,161.52965621948243,,-0.6186477667197282,0.0359003705266993,-0.0217047192553951,0.0155259573746995,-0.0390922135629202,Financial Services,9.0
2020-02-14,185.99415588378903,187.3098741231441,182.0397555224976,183.6591001769871,8635663.0,162.96574630737305,,-0.5965708137963445,0.019011444670161,-0.0125544574005912,0.0070739762392164,-0.0212608850127645,Financial Services,9.0
2020-02-17,184.95315551757807,187.96052794988037,183.70250077230827,186.37008646923871,5306659.0,164.45352630615236,,-0.6031938123025513,-0.0055969520185428,0.0076610260998002,0.0162601844985359,-0.0067620081515775,Financial Services,9.0
2020-02-18,184.20132446289065,185.32185201097204,180.058955732453,184.63507815775947,5270296.0,165.78804702758788,,-0.6079770728216991,-0.0040649809546831,0.0023547805431562,0.0060831677044057,-0.0224882678912123,Financial Services,9.0
2020-02-19,186.6664886474609,188.54609923524936,182.979565412023,183.6302015879988,6498152.0,167.34956588745118,,-0.5922933331786572,0.0133829883783867,-0.016265839045146,0.0100693520374632,-0.0197513933119569,Financial Services,9.0
2020-02-20,193.931884765625,196.54887557829332,184.6350780006068,185.2134162599397,17032706.0,169.20928955078125,,-0.5460698070402898,0.038921802037459,-0.044956343905088,0.0134943813691652,-0.0479385160220239,Financial Services,9.0
2020-02-24,193.10052490234372,197.64770973177028,190.02085462877108,193.74391541805977,11650874.0,171.02853088378907,,-0.5513590416182499,-0.0042868652789405,0.0033318941833089,0.0235482779330928,-0.0159485339313818,Financial Services,9.0
2020-02-25,191.27151489257807,194.93674627786228,189.40636173228765,193.73668658032125,9680263.0,172.78415451049804,,-0.5629954741841732,-0.0094718023717988,0.0128883367140559,0.0191624528479457,-0.0097513378368858,Financial Services,9.0
2020-02-26,184.6278381347656,190.56306208021,183.34103441425128,190.11485107481533,9315406.0,174.20904159545898,,-0.6052635296728271,-0.0347342716532763,0.0297193153290598,0.0321469611809679,-0.006969716666319,Financial Services,9.0
2020-02-27,181.8590240478516,184.627822103325,179.4372243789022,184.627822103325,11647620.0,175.29740447998046,,-0.622879134966361,-0.0149967313428271,0.0152249692857964,0.0152249692857964,-0.0133169067723145,Financial Services,9.0
2020-02-28,172.96705627441406,182.45906467358748,168.71625219956692,175.67079087712915,68263144.0,176.40095062255858,,-0.6794511508774317,-0.0488948393954748,0.0156315003616964,0.0548775506944758,-0.024575801695458,Financial Services,9.0
2020-03-02,185.5893402099609,196.3681415688839,177.11665755997893,177.11665755997893,13413992.0,178.3026039123535,,-0.5991463110680808,0.0729750751814928,-0.0456528518308039,0.0580787740649797,-0.0456528518308039,Financial Services,9.0
2020-03-03,181.75784301757807,188.64731886714137,180.87587825419604,185.9002119794747,8501584.0,180.24835815429688,,-0.6235228636662813,-0.020645028362341,0.022790592654073,0.0379046963541316,-0.0048524165380681,Financial Services,9.0
2020-03-04,168.4921417236328,183.6085013768937,162.9039278360934,183.6085013768937,26657015.0,181.08586654663085,,-0.7079212200024813,-0.0729855783591267,0.0897155172854016,0.0897155172854016,-0.0331660208622988,Financial Services,9.0
2020-03-05,169.83680725097656,173.3574545577746,162.9979378286195,170.17658268942537,18451432.0,181.3873268127441,,-0.6993662587671066,0.0079805830324676,0.0020005995399259,0.0207295895617924,-0.0402672985500186,Financial Services,9.0
2020-03-06,159.809814453125,163.23648311895028,144.38982809954763,162.80272945463236,17605691.0,180.5671669006348,,-0.7631594719853051,-0.0590389854834833,0.0187279799538546,0.0214421666000392,-0.0964896080152845,Financial Services,9.0
2020-03-09,142.79937744140625,153.0070848407408,141.26677673139676,151.3805058744041,18188971.0,178.8650390625,,-0.8713823915685147,-0.1064417543436182,0.0600921977864983,0.0714828564537894,-0.0107325447594359,Financial Services,9.0
2020-03-11,142.87171936035156,146.8188865905233,137.54375854103813,138.81610519673728,14345210.0,177.283642578125,,-0.8709221415660533,0.0005065982796388,-0.0283864027238672,0.0276273516399434,-0.0372919206345885,Financial Services,9.0
2020-03-12,121.65382385253906,138.51243105513535,120.09229723266138,138.51243105513535,15827157.0,174.55532302856446,,-1.005913535243065,-0.1485101152474875,0.1385785228011509,0.1385785228011509,-0.0128358202843706,Financial Services,9.0
2020-03-13,119.4272232055664,127.01070606054626,103.64575900655842,110.31836259308037,14103988.0,171.7167583465576,,-1.020079498327684,-0.0183027592266363,-0.0762712250020855,0.0634987790172985,-0.1321429383972516,Financial Services,9.0
2020-03-16,110.41234588623048,123.35270332372828,108.27249218475252,113.93299285819032,15813430.0,168.1111701965332,,-1.0774334829731622,-0.0754842746684221,0.0318863524155852,0.1172002762338881,-0.019380565500192,Financial Services,9.0
2020-03-17,112.32810974121094,119.9116053198222,110.31838299277126,110.60755214619682,17656438.0,164.4278678894043,,-1.065245109595386,0.017350993130374,-0.0153172487187583,0.0675120020810695,-0.0178915745406008,Financial Services,9.0
2020-03-18,99.37328338623048,115.59572563770594,97.89852311329922,115.59572563770594,17477319.0,160.1488742828369,,-1.1476656335280535,-0.1153302266443072,0.163247521855792,0.163247521855792,-0.0148406113059518,Financial Services,9.0
