Date_Ticker,Close_BERGEPAINT.NS,High_BERGEPAINT.NS,Low_BERGEPAINT.NS,Open_BERGEPAINT.NS,Volume_BERGEPAINT.NS,MA_20_Unnamed: 6_level_1,MA_50_Unnamed: 7_level_1,Normalised Close_Unnamed: 8_level_1,Return Ratio_Unnamed: 9_level_1,Percentage Change Open_Unnamed: 10_level_1,Percentage Change High_Unnamed: 11_level_1,Percentage Change Low_Unnamed: 12_level_1,Sector_Unnamed: 13_level_1,Sector Encoded_Unnamed: 14_level_1
Date,,,,,,,,,,,,,,
2020-01-10,417.3780822753906,419.1295368680807,412.2866056539079,414.2417288579573,1104517.0,,,-1.6182715972386836,,-0.0075144181034498,0.0041963262257129,-0.012198715835115,Consumer Durables,5.0
2020-01-13,414.5675659179688,418.9258412238856,413.0604719902235,418.8851194373665,886987.0,,,-1.6555765461719865,-0.0067337420836762,0.0104145955312193,0.0105128226716588,-0.003635339692839,Consumer Durables,5.0
2020-01-14,431.511962890625,435.01490181958513,414.8119725033207,416.1561196718644,2358489.0,,,-1.4306677453029546,0.0408724617304216,-0.03558613558682,0.0081178257619893,-0.0387011063967587,Consumer Durables,5.0
2020-01-15,443.0390625,444.7497952578689,431.7563527559897,431.7563527559897,3572674.0,,,-1.277664593002752,0.0267132793541966,-0.0254666251782488,0.0038613587438893,-0.0254666251782488,Consumer Durables,5.0
2020-01-16,445.97174072265625,448.0490590411965,439.41392196887625,448.0490590411965,1320104.0,,,-1.2387381476735535,0.0066194574494348,0.0046579595271534,0.0046579595271534,-0.0147045611974284,Consumer Durables,5.0
2020-01-17,458.8428955078125,461.08313050388335,444.83117175487166,446.4197090762036,2598049.0,,,-1.0678948893858322,0.0288609201208572,-0.0270750327688082,0.004882357377663,-0.0305370833680093,Consumer Durables,5.0
2020-01-20,462.01995849609375,463.4048272072835,455.86947794111984,458.8021621526793,1614619.0,,,-1.02572464112425,0.0069240757988965,-0.006964626276944,0.002997421833675,-0.0133121533861743,Consumer Durables,5.0
2020-01-21,447.6009826660156,460.2685606882847,445.6051378327232,459.9426969027799,2740874.0,,,-1.2171126597675626,-0.0312085561779903,0.0275730275730274,0.0283010505178475,-0.0044589822421852,Consumer Durables,5.0
2020-01-22,439.7805480957031,449.3524959918032,437.8661465833575,448.1305439270749,1961421.0,,,-1.3209159738850302,-0.0174718887428087,0.0189867329683592,0.0217652825654697,-0.0043530836473673,Consumer Durables,5.0
2020-01-23,450.12640380859375,452.529556233688,438.6807765739531,440.3507876175307,965480.0,,,-1.1835918775418433,0.0235250416547282,-0.0217174911499301,0.0053388390566757,-0.0254275846468843,Consumer Durables,5.0
2020-01-24,455.9917297363281,462.3051280315994,451.5519512540109,451.5519512540109,2127856.0,,,-1.1057393919537424,0.013030397413053,-0.0097365329079203,0.0138454228082642,-0.0097365329079203,Consumer Durables,5.0
2020-01-27,456.7249145507813,463.9344310151844,454.0366202759191,457.8246712995885,1125820.0,,,-1.0960075780862948,0.0016078905967813,0.0024079193268642,0.0157852489205545,-0.0058860250212238,Consumer Durables,5.0
2020-01-28,456.8063354492188,462.4680657264964,452.9775628284429,459.0058488376493,959488.0,,,-1.0949268505358951,0.0001782711996729,0.0048149800424015,0.0123941588325606,-0.0083816101565462,Consumer Durables,5.0
2020-01-29,466.7449340820313,468.2927200331997,456.8063714332479,457.702489439516,1352409.0,,,-0.9630084172961876,0.0217567005130062,-0.019373417861084,0.0033161280137139,-0.0212933487287441,Consumer Durables,5.0
