Date_Ticker,Close_GUJGASLTD.NS,High_GUJGASLTD.NS,Low_GUJGASLTD.NS,Open_GUJGASLTD.NS,Volume_GUJGASLTD.NS,MA_20_Unnamed: 6_level_1,MA_50_Unnamed: 7_level_1,Normalised Close_Unnamed: 8_level_1,Return Ratio_Unnamed: 9_level_1,Percentage Change Open_Unnamed: 10_level_1,Percentage Change High_Unnamed: 11_level_1,Percentage Change Low_Unnamed: 12_level_1,Sector_Unnamed: 13_level_1,Sector Encoded_Unnamed: 14_level_1
Date,,,,,,,,,,,,,,
2020-01-10,253.5688018798828,259.9466817541048,250.476517040302,257.14428848087704,2083758.0,,,-1.8287615171418867,,0.0141006566047818,0.0251524628697943,-0.0121950524538331,Oil Gas & Consumable Fuels,15.0
2020-01-13,254.24530029296875,256.46788134020534,251.29793121932855,255.1150046379526,623519.0,,,-1.823233208971694,0.0026679087019798,0.0034207292877457,0.0087418766233848,-0.0115926196875375,Oil Gas & Consumable Fuels,15.0
2020-01-14,259.4635009765625,260.9130177417947,254.24524651982543,255.6947632850576,1955161.0,,,-1.7805903573185429,0.0205242758768039,-0.0145251169329027,0.0055865921787709,-0.0201117091116735,Oil Gas & Consumable Fuels,15.0
2020-01-15,258.4005126953125,269.5134744149244,257.04763629711067,261.2995461873852,2776474.0,,,-1.7892770396320266,-0.0040968701850131,0.0112191476008836,0.0430067324700533,-0.0052355793883313,Oil Gas & Consumable Fuels,15.0
2020-01-16,261.9760131835937,263.57047579165874,259.1736198890409,262.5074908894503,1087478.0,,,-1.7600582444663062,0.0138370487387431,0.0020287265975151,0.0060862923619942,-0.0106971369649363,Oil Gas & Consumable Fuels,15.0
2020-01-17,260.81640625,266.5661685177854,258.0140127585867,263.3289081524902,936164.0,,,-1.7695344891421143,-0.004426385910305,0.009633220312383,0.0220452476531483,-0.010744697895757,Oil Gas & Consumable Fuels,15.0
2020-01-20,262.50750732421875,264.6817826960215,256.4678535136556,261.831083791734,1161488.0,,,-1.7557149033095645,0.0064838753762973,-0.0025767778582018,0.0082827169171864,-0.0230075469921844,Oil Gas & Consumable Fuels,15.0
2020-01-21,267.1459655761719,268.8853739890673,260.18827294359886,261.83107049283,921565.0,,,-1.7178096752183465,0.0176698118055124,-0.0198950976926747,0.006511078724861,-0.0260445356813339,Oil Gas & Consumable Fuels,15.0
2020-01-22,271.2529602050781,272.5091964777476,263.8603998997188,268.74045816924024,828889.0,,,-1.6842475388958842,0.0153735978009191,-0.0092625792320877,0.0046312352562702,-0.027253381123547,Oil Gas & Consumable Fuels,15.0
2020-01-23,280.8680725097656,281.78611174270173,269.9000546043399,272.5091970102118,1440061.0,,,-1.605673365057326,0.0354470317943003,-0.0297608604098752,0.0032685781076244,-0.0390504260858782,Oil Gas & Consumable Fuels,15.0
2020-01-24,284.5401916503906,287.97070333349984,280.62647815575394,282.94569939859525,1991261.0,,,-1.5756650075292813,0.0130741778793576,-0.005603750537128,0.0120563343379069,-0.0137545190784343,Oil Gas & Consumable Fuels,15.0
2020-01-27,292.0776672363281,294.5418342704106,284.5884962815505,284.5884962815505,1205880.0,,,-1.5140691677485427,0.0264900207672547,-0.0256410256410256,0.0084366841785568,-0.0256410256410256,Oil Gas & Consumable Fuels,15.0
2020-01-28,281.35125732421875,297.5858661987867,276.37458794979625,294.39691095121964,1743701.0,,,-1.6017248050817463,-0.0367245123997458,0.046367852594906,0.0577022794529749,-0.0176884561375446,Oil Gas & Consumable Fuels,15.0
2020-01-29,284.9750366210937,288.7437749272152,278.4039046765998,283.8154407140942,970493.0,,,-1.5721114781228496,0.012879911507554,-0.0040691139853815,0.0132248015503633,-0.0230586230373259,Oil Gas & Consumable Fuels,15.0
2020-01-30,278.5971374511719,286.6661207901854,276.18127594191617,286.6661207901854,575832.0,,,-1.624231322615766,-0.0223805539093657,0.0289629082798015,0.0289629082798015,-0.008671523086554,Oil Gas & Consumable Fuels,15.0
2020-01-31,278.5971374511719,284.0086731300041,275.60149277209234,281.20627967736687,695332.0,,,-1.624231322615766,0.0,0.0093652872748999,0.0194242328845919,-0.0107526039444844,Oil Gas & Consumable Fuels,15.0
2020-02-03,273.3788757324219,274.7317522460679,271.10796007175026,271.10796007175026,427994.0,,,-1.666874673044888,-0.0187304929493921,-0.0083068439526921,0.0049487236715766,-0.0083068439526921,Oil Gas & Consumable Fuels,15.0
2020-02-04,282.4625244140625,287.0043559851102,275.5531661865946,275.5531661865946,1012878.0,,,-1.5926435909750862,0.0332273247422801,-0.024461150171339,0.0160794129432539,-0.024461150171339,Oil Gas & Consumable Fuels,15.0
2020-02-05,286.27960205078125,291.8360837783491,282.70411505597303,285.7481242904306,1291280.0,,,-1.561450640515569,0.0135135719141392,-0.0018564988792193,0.0194092827004217,-0.0124894926819619,Oil Gas & Consumable Fuels,15.0
2020-02-06,292.02935791015625,294.7351110680243,287.004354056404,289.9033879357616,2306538.0,273.2266914367676,,-1.514463948929705,0.0200844063572335,-0.0072799871547459,0.009265346392675,-0.0172071872831984,Oil Gas & Consumable Fuels,15.0
2020-02-07,294.15533447265625,303.2389691773323,292.51256610049745,299.3735901974275,1312485.0,275.2560180664062,,-1.4970905843027378,0.0072800097144824,0.0177397963362664,0.0308804010675538,-0.0055846968578824,Oil Gas & Consumable Fuels,15.0
2020-02-10,289.7100830078125,297.3925339424091,285.3132271210277,295.9913225549308,865601.0,277.0292572021484,,-1.5334169370572923,-0.0151119185814288,0.0216811216299603,0.026517720249279,-0.0151767444237216,Oil Gas & Consumable Fuels,15.0
2020-02-11,283.283935546875,292.56085032395066,281.4478865626775,292.56085032395066,732512.0,278.22027893066405,,-1.5859310639553996,-0.0221813041307375,0.032747761567089,0.032747761567089,-0.0064813028689855,Oil Gas & Consumable Fuels,15.0
2020-02-12,291.4012145996094,292.8990664869558,284.7817774033781,286.8594124827316,911453.0,279.8703140258789,,-1.519597101836757,0.0286542159090811,-0.0155860781950352,0.0051401703640958,-0.0227158874588992,Oil Gas & Consumable Fuels,15.0
2020-02-13,287.390869140625,297.63412747789863,285.3132342137973,292.80240462923143,1142789.0,281.1410568237305,,-1.5523694264089087,-0.0137622812056382,0.0188298796854207,0.0356422539376553,-0.0072293004055431,Oil Gas & Consumable Fuels,15.0
2020-02-14,289.516845703125,291.0630029486477,286.4728661359846,287.9706884576023,438421.0,282.5760787963867,,-1.5349960617819416,0.0073975090748611,-0.0053404742020025,0.0053404742020024,-0.0105139981051802,Oil Gas & Consumable Fuels,15.0
2020-02-17,275.6980895996094,290.7730705477421,272.55746979751905,289.9033663468008,753958.0,283.23560791015626,,-1.6479221836932718,-0.0477304043222603,0.0515247558219262,0.0546793086960661,-0.0113915181880708,Oil Gas & Consumable Fuels,15.0
2020-02-18,276.6161499023437,279.9017157410755,267.8707428108006,276.2779233842763,1294394.0,283.70911712646483,,-1.640419844923275,0.0033299480024241,-0.0012227287459061,0.0118777079353165,-0.0316156778793668,Oil Gas & Consumable Fuels,15.0
2020-02-19,277.87237548828125,281.93103456876025,272.50917480168084,278.5971339319028,787170.0,284.040087890625,,-1.6301540378851422,0.0045414036251353,0.0026082421555866,0.0146061985231424,-0.019300949499482,Oil Gas & Consumable Fuels,15.0
2020-02-20,277.7757873535156,279.9017279344853,276.1329896173354,277.8240927908449,1023523.0,283.8854736328125,,-1.6309433508594813,-0.0003475989097365,0.0001739008204764,0.0076534409324309,-0.005914114227996,Oil Gas & Consumable Fuels,15.0
2020-02-24,275.45654296875,277.1476461816553,272.55750888948376,277.1476461816553,1238802.0,283.4312911987305,,-1.649896089599083,-0.0083493396125775,0.0061392740745214,0.0061392740745214,-0.0105244698420364,Oil Gas & Consumable Fuels,15.0
2020-02-25,280.1916198730469,283.57382586811144,272.7024494554039,276.37454702527566,1039152.0,282.8369888305664,,-1.6112012991455404,0.0171899235112162,-0.0136230799818377,0.0120710462239985,-0.0267287452102824,Oil Gas & Consumable Fuels,15.0
