Date_Ticker,Close_CASTROLIND.NS,High_CASTROLIND.NS,Low_CASTROLIND.NS,Open_CASTROLIND.NS,Volume_CASTROLIND.NS,MA_20_Unnamed: 6_level_1,MA_50_Unnamed: 7_level_1,Normalised Close_Unnamed: 8_level_1,Return Ratio_Unnamed: 9_level_1,Percentage Change Open_Unnamed: 10_level_1,Percentage Change High_Unnamed: 11_level_1,Percentage Change Low_Unnamed: 12_level_1,Sector_Unnamed: 13_level_1,Sector Encoded_Unnamed: 14_level_1
Date,,,,,,,,,,,,,,
2020-01-10,98.1888656616211,100.20219488583332,97.8791204317812,98.03399009275172,1383157.0,,,-0.7065953803487693,,-0.0015773231295197,0.0205046591652311,-0.0031545860903144,Oil Gas & Consumable Fuels,15.0
2020-01-13,98.3437271118164,99.54398756177352,98.03398190783732,98.65347231579553,1561000.0,,,-0.7031932867413181,0.001577179338531,0.0031496183140071,0.0122047484390379,-0.003149618314007,Oil Gas & Consumable Fuels,15.0
2020-01-14,99.31167602539062,99.89244606062682,97.87911112005432,98.92449600189984,1488115.0,,,-0.681928777032433,0.0098425079260384,-0.0038986354775828,0.0058479532163742,-0.0144249393693652,Oil Gas & Consumable Fuels,15.0
2020-01-15,103.29962158203124,103.7642423187321,98.92449221058229,99.89244223221225,9123314.0,,,-0.5943190841876389,0.0401558579639824,-0.0329834640014952,0.0044977970837181,-0.0423537792727986,Oil Gas & Consumable Fuels,15.0
2020-01-16,103.10604095458984,104.65476113004472,102.60271162388592,103.8416924905687,2167749.0,,,-0.5985717850006186,-0.001873972280602,0.0071349023701032,0.0150206540869606,-0.0048816667388636,Oil Gas & Consumable Fuels,15.0
2020-01-17,106.82295989990234,107.79090990228602,102.79629025314549,103.10602952758988,4336769.0,,,-0.516916174987192,0.0360494779054654,-0.0347952385497966,0.0090612542780192,-0.0376947956743571,Oil Gas & Consumable Fuels,15.0
2020-01-20,105.0806655883789,108.41041645700356,104.53861586925343,108.25554679665308,4159752.0,,,-0.5551919907699889,-0.016310110795994,0.0302137523634538,0.0316875692591054,-0.0051584153572912,Oil Gas & Consumable Fuels,15.0
2020-01-21,102.37039947509766,105.23552938729036,101.90579051992415,104.6160507803924,1881947.0,,,-0.6147328190836644,-0.0257922434931834,0.0219365296688229,0.0279878746872495,-0.00453850876382,Oil Gas & Consumable Fuels,15.0
2020-01-22,100.97654724121094,103.3770681569418,100.35706864496784,103.22219850788105,1606933.0,,,-0.6453538404460306,-0.0136157741010455,0.0222393350537697,0.0237730540537948,-0.0061348760001,Oil Gas & Consumable Fuels,15.0
