Date_Ticker,Close_INDUSINDBK.NS,High_INDUSINDBK.NS,Low_INDUSINDBK.NS,Open_INDUSINDBK.NS,Volume_INDUSINDBK.NS,MA_20_Unnamed: 6_level_1,MA_50_Unnamed: 7_level_1,Normalised Close_Unnamed: 8_level_1,Return Ratio_Unnamed: 9_level_1,Percentage Change Open_Unnamed: 10_level_1,Percentage Change High_Unnamed: 11_level_1,Percentage Change Low_Unnamed: 12_level_1,Sector_Unnamed: 13_level_1,Sector Encoded_Unnamed: 14_level_1
Date,,,,,,,,,,,,,,
2020-01-10,1440.106201171875,1469.463628614938,1433.2979402927822,1459.033977456285,3189536.0,,,1.2341178013568657,,0.0131433197558674,0.0203855989365044,-0.004727610278709,Financial Services,9.0
2020-01-13,1486.8463134765625,1493.944214902734,1436.3399428327953,1448.3630293843669,3732412.0,,,1.3848294307622022,0.032456017664984,-0.0258824894969901,0.0047737962974634,-0.0339687903087122,Financial Services,9.0
2020-01-14,1430.8353271484375,1530.6408100166118,1419.8262781873336,1492.9783547543734,15123110.0,,,1.2042242375379413,-0.037670999228669,0.0434312924952606,0.0697532979333688,-0.0076941411441414,Financial Services,9.0
2020-01-15,1352.4686279296875,1413.211441007896,1343.632411603511,1413.211441007896,13995235.0,,,0.9515339390340748,-0.0547698940135408,0.0449125486712334,0.0449125486712334,-0.0065333983677704,Financial Services,9.0
2020-01-16,1338.900390625,1366.471289593282,1329.871080945437,1356.8142486774284,10544088.0,,,0.9077836985764232,-0.010032201135384,0.0133795300814469,0.0205921957759769,-0.0067438248153383,Financial Services,9.0
2020-01-17,1305.873291015625,1329.7744660591725,1271.8805558849867,1303.700456920757,10020063.0,,,0.801289132106114,-0.0246673313717967,-0.0016638935108153,0.0183028286189683,-0.0260306534826214,Financial Services,9.0
2020-01-20,1286.26953125,1320.986664440288,1277.6265266923365,1320.986664440288,6047237.0,,,0.7380775900052231,-0.0150119922817155,0.0269905586246375,0.0269905586246375,-0.0067194350388322,Financial Services,9.0
2020-01-21,1290.5185546875,1303.7004382510188,1274.729317400996,1286.3177657410051,4501887.0,,,0.7517783967442533,0.0033033694216256,-0.0032551170467379,0.0102144083985764,-0.0122348006769474,Financial Services,9.0
2020-01-22,1281.8756103515625,1301.7690906828643,1277.6264888526928,1300.1756553853136,3038713.0,,,0.7239095671779595,-0.0066972646805767,0.0142759912786951,0.0155190411383567,-0.0033147689717759,Financial Services,9.0
2020-01-23,1286.1246337890625,1293.850265785672,1274.825826263748,1284.3863194363098,4358219.0,,,0.7376103739169897,0.0033146924734254,-0.0013515909011333,0.0060069077239031,-0.0087851575410906,Financial Services,9.0
2020-01-24,1270.963134765625,1298.8720066640133,1262.802982323375,1288.2492616280997,4563516.0,,,0.6887227245430595,-0.011788514600463,0.0136008090161183,0.0219588366766712,-0.0064204477840773,Financial Services,9.0
2020-01-27,1227.60302734375,1267.0038025019037,1221.6157089671558,1266.5209504430234,6019701.0,,,0.5489097861799261,-0.0341159442282886,0.0317023681372656,0.0320956972901964,-0.0048772430852906,Financial Services,9.0
2020-01-28,1211.7171630859375,1240.8331639227413,1197.7144542875744,1237.06689453125,6103759.0,,,0.4976864499756867,-0.0129405548080032,0.0209205020920502,0.0240287104316099,-0.0115560868698944,Financial Services,9.0
2020-01-29,1215.09716796875,1232.9143612277264,1208.0958133351132,1225.3819400763005,3977924.0,,,0.5085851410178898,0.0027894338594697,0.0084641561009835,0.0146631839236042,-0.0057619709914563,Financial Services,9.0
2020-01-30,1189.2645263671875,1210.9928672874162,1179.6558183137597,1209.061459205618,5301706.0,,,0.4252888176749715,-0.0212597331987419,0.0166463662200568,0.0182704019488428,-0.0080795381014007,Financial Services,9.0
2020-01-31,1215.676513671875,1227.9892402476546,1199.5009709154588,1202.3015362231793,8391172.0,,,0.5104532181491078,0.0222086732758837,-0.0110020859153537,0.0101282918912284,-0.0133057952296528,Financial Services,9.0
2020-02-03,1219.78076171875,1224.947254808392,1174.344456906193,1180.0903488489523,7697534.0,,,0.5236872024107624,0.003376102113282,-0.032538972670688,0.0042355915520113,-0.0372495666750263,Financial Services,9.0
2020-02-04,1229.0032958984375,1239.9640134059127,1213.1657257330046,1229.341268742778,4632688.0,,,0.5534248963299898,0.0075608129502652,0.0002749975085245,0.0089183792623295,-0.0128865156165876,Financial Services,9.0
2020-02-05,1229.148193359375,1244.45457936571,1221.808748085048,1236.1012155432868,4360609.0,,,0.5538921124182232,0.000117898350168,0.005656781030535,0.0124528401774739,-0.0059711638628923,Financial Services,9.0
2020-02-06,1288.4906005859375,1293.4639999116318,1219.104789684825,1236.1011570170508,7628363.0,1289.828143310547,,0.7452393395632745,0.0482792941869558,-0.0406595465617387,0.0038598646535974,-0.0538504594985478,Financial Services,9.0
2020-02-07,1254.2564697265625,1299.885986177576,1250.3453211629574,1298.8719497695909,3850541.0,1280.5356567382812,,0.6348527489308322,-0.0265691739185424,0.0355712576493665,0.0363797337724407,-0.0031183004895782,Financial Services,9.0
2020-02-10,1231.2242431640625,1259.2779909597402,1224.9954996414344,1259.2779909597402,3955195.0,1267.7545532226563,,0.5605862522771834,-0.0183632511519124,0.0227852464337314,0.0227852464337314,-0.0050589838181069,Financial Services,9.0
2020-02-11,1248.3175048828125,1264.9759016278938,1240.978176850147,1245.7583652843427,3456066.0,1258.628662109375,,0.6157027934761294,0.0138831425823965,-0.002050071066423,0.0133446792822513,-0.0058793760433203,Financial Services,9.0
2020-02-12,1233.5904541015625,1258.215908914763,1208.771787736016,1216.7871790052063,8957173.0,1252.6847534179688,,0.5682160051451839,-0.0117975200408909,-0.0136214373583121,0.0199624232915578,-0.0201190486542977,Financial Services,9.0
2020-02-13,1188.540283203125,1237.7911907337846,1183.2289108223677,1237.7911907337846,6508945.0,1245.166748046875,,0.42295352445552,-0.0365195521322739,0.0414381474710541,0.0414381474710541,-0.0044688198253096,Financial Services,9.0
2020-02-14,1135.66796875,1198.5352791576158,1131.032542132196,1191.5822571147055,11532869.0,1236.6564819335938,,0.2524688536075503,-0.0444850840988188,0.0492347146378082,0.0553571220968855,-0.0040816741735755,Financial Services,9.0
2020-02-17,1132.7225341796875,1167.536212823945,1124.5623819962648,1135.6679787270136,9900428.0,1228.9791320800782,,0.2429714172191896,-0.0025935701731153,0.0026003230786426,0.0307345158180945,-0.0072040168154086,Financial Services,9.0
2020-02-18,1101.5784912109375,1132.4810188059778,1070.4345376190608,1132.4810188059778,11207411.0,1219.53212890625,,0.1425486918416257,-0.0274948560031114,0.0280529511438354,0.0280529511438354,-0.0282721148246466,Financial Services,9.0
2020-02-19,1102.9788818359375,1127.9423074436115,1077.7256978656426,1115.3881550491194,14324736.0,1210.5872924804687,,0.1470641956025472,0.0012712581410885,0.0112506897616446,0.0226327321572301,-0.0228954374251121,Financial Services,9.0
2020-02-20,1141.6552734375,1162.562789562724,1105.7794625170309,1105.7794625170309,15703698.0,1203.3638244628903,,0.2717746789619502,0.0350653962995054,-0.0314243815582334,0.0183133355678126,-0.0314243815582334,Financial Services,9.0
2020-02-24,1130.115234375,1148.7050384867016,1107.22809412866,1129.8738083475753,7179792.0,1196.3214294433594,,0.2345642829069928,-0.0101081642865391,-0.0002136295663319,0.0164494766075624,-0.020252041163747,Financial Services,9.0
2020-02-25,1114.2777099609375,1142.2349158352322,1099.7439332329368,1140.4966012116154,6114855.0,1190.6551635742187,,0.1834968166024504,-0.0140140792127462,0.0235299432235767,0.0250899803741697,-0.0130432266553283,Financial Services,9.0
2020-02-26,1096.07421875,1110.5597811123348,1086.6102708530846,1105.7312603248895,5870515.0,1184.873016357422,,0.1248003846516232,-0.0163365838230539,0.0088105726872245,0.0132158590308371,-0.0086344042538546,Financial Services,9.0
2020-02-27,1077.291259765625,1100.323279056328,1063.2402179067965,1099.9369738381845,6835782.0,1177.9827209472655,,0.0642354819587201,-0.0171365758477521,0.0210209763304738,0.0213795657227495,-0.0130429368394628,Financial Services,9.0
2020-02-28,1066.1856689453125,1079.6571941155046,1047.8372908700042,1062.274520149423,10233947.0,1171.8287780761718,,0.0284259469467474,-0.0103088099152764,-0.0036683561876782,0.0126352525292505,-0.0172093647567583,Financial Services,9.0
2020-03-02,1042.236083984375,1097.9571598754703,1033.3516539799994,1091.2455639586228,5724823.0,1163.156756591797,,-0.0487985353034255,-0.0224628652011697,0.0470233958767662,0.0534630078034514,-0.0085243930246698,Financial Services,9.0
2020-03-03,1070.0484619140625,1079.6088380786884,1036.2004864744931,1047.788935531058,5233056.0,1155.6701416015626,,0.0408813689316322,0.0266852955458644,-0.0208023535150806,0.0089345263368023,-0.0316321892365728,Financial Services,9.0
2020-03-04,1029.3922119140625,1076.2288595661828,1014.9549831418252,1076.2288595661828,6863681.0,1145.6895874023437,,-0.090213088930768,-0.0379947744864523,0.0454993219397217,0.0454993219397217,-0.0140250029144797,Financial Services,9.0
2020-03-05,1038.1319580078125,1057.3977085866206,1026.5435082440044,1038.1319580078125,6815347.0,1136.1387756347656,,-0.0620321259542223,0.0084902003265589,0.0,0.018558094113372,-0.0111627906976743,Financial Services,9.0
2020-03-06,979.9964599609376,995.5925450320932,882.4603507308616,963.772643679364,16835425.0,1120.7140686035157,,-0.2494877225479983,-0.0560001044168197,-0.0165549743743158,0.0159144300090403,-0.0995270015913768,Financial Services,9.0
