Date_Ticker,Close_SCHNEIDER.NS,High_SCHNEIDER.NS,Low_SCHNEIDER.NS,Open_SCHNEIDER.NS,Volume_SCHNEIDER.NS,MA_20_Unnamed: 6_level_1,MA_50_Unnamed: 7_level_1,Normalised Close_Unnamed: 8_level_1,Return Ratio_Unnamed: 9_level_1,Percentage Change Open_Unnamed: 10_level_1,Percentage Change High_Unnamed: 11_level_1,Percentage Change Low_Unnamed: 12_level_1,Sector_Unnamed: 13_level_1,Sector Encoded_Unnamed: 14_level_1
2020-02-13,99.4499969482422,104.6999969482422,99.0500030517578,103.0,172618.0,88.50499954223633,,-0.6554026894676444,-0.036337210376864,0.035696361595721,0.0527903485279372,-0.0040220604198967,Capital Goods,1.0
2020-02-14,100.8000030517578,104.8000030517578,99.0500030517578,99.8000030517578,236811.0,89.2724998474121,,-0.6501572963412462,0.013574722422749,-0.009920634620284,0.0396825384811359,-0.0173611105854969,Capital Goods,1.0
2020-02-17,103.5999984741211,108.0,97.1500015258789,101.6500015258789,441334.0,90.3349998474121,,-0.6392780294222573,0.0277777315237338,-0.0188223646424984,0.0424710578251408,-0.0622586587185459,Capital Goods,1.0
2020-02-18,101.1999969482422,105.0,99.4499969482422,102.8000030517578,224966.0,91.33249969482422,,-0.6486031365268894,-0.0231660382357864,0.0158103374680329,0.037549438402664,-0.0172924906400444,Capital Goods,1.0
2020-02-19,101.75,104.1999969482422,100.5999984741211,102.0,90743.0,92.42499961853028,,-0.6464661223166014,0.0054348129282959,0.0024570024570025,0.0240785940859182,-0.0113022262985641,Capital Goods,1.0
2020-02-20,100.25,102.9000015258789,100.0,102.0,204955.0,93.31999969482422,,-0.6522943105515342,-0.0147420147420147,0.0174563591022443,0.0264339304327072,-0.0024937655860348,Capital Goods,1.0
2020-02-24,102.9000015258789,104.9000015258789,99.0500030517578,100.0,414179.0,94.16749992370606,,-0.64199783874108,0.0264339304327072,-0.0281827160629299,0.0194363456787414,-0.0374149506028222,Capital Goods,1.0
2020-02-25,100.3000030517578,108.6999969482422,99.6999969482422,103.4000015258789,561185.0,94.90750007629394,,-0.6521000257528905,-0.0252672345536088,0.0309072620119603,0.0837486903380224,-0.0059821145090693,Capital Goods,1.0
2020-02-26,98.6999969482422,102.8499984741211,97.4000015258789,99.0,212900.0,95.62749977111817,,-0.6583167835851108,-0.015952203936524,0.0030395446913249,0.042046622636221,-0.013171179965132,Capital Goods,1.0
2020-02-27,97.1999969482422,98.8000030517578,96.1999969482422,98.8000030517578,140804.0,96.30749969482422,,-0.6641449718200436,-0.0151975688589594,0.0164609686599848,0.0164609686599848,-0.0102880661666325,Capital Goods,1.0
2020-02-28,93.75,95.6999969482422,89.19999694824219,94.9000015258789,239240.0,96.8349998474121,,-0.6775497929029097,-0.035493796878196,0.0122666829427082,0.0207999674479166,-0.0485333658854166,Capital Goods,1.0
2020-03-02,88.55000305175781,98.9000015258789,86.05000305175781,95.5500030517578,104440.0,97.10750007629396,,-0.6977541669265309,-0.0554666341145833,0.0790513806748089,0.1168830956230626,-0.0282326359552889,Capital Goods,1.0
2020-03-03,91.8499984741211,93.8000030517578,86.5999984741211,91.6999969482422,218378.0,97.9150001525879,,-0.6849321705958976,0.0372670277654809,-0.0016331140813373,0.0212303169301208,-0.0571584114013806,Capital Goods,1.0
2020-03-04,87.9000015258789,91.6999969482422,86.0,90.9499969482422,91744.0,98.44500007629397,,-0.700279721090408,-0.0430048667813,0.0346984683665259,0.0432308914266004,-0.021615489111448,Capital Goods,1.0
2020-03-05,88.0,90.8499984741211,87.4000015258789,88.6500015258789,102877.0,98.90499992370606,,-0.6998911811368189,0.0011376390487507,0.0073863809758967,0.0323863462968305,-0.0068181644786488,Capital Goods,1.0
2020-03-06,83.75,86.0,80.3499984741211,83.0,125450.0,98.36499977111816,,-0.7164043811357952,-0.0482954545454545,-0.0089552238805969,0.0268656716417909,-0.0405970331448227,Capital Goods,1.0
2020-03-09,84.44999694824219,86.5999984741211,75.4000015258789,82.05000305175781,270039.0,97.20749969482422,,-0.7136845718169725,0.0083581725163246,-0.028419111701748,0.0254588703797893,-0.1071639520355441,Capital Goods,1.0
2020-03-11,82.8499984741211,90.9499969482422,82.0999984741211,83.44999694824219,110366.0,95.77999954223633,,-0.7199013000054946,-0.0189461045818829,0.0072419853370124,0.0977670322667683,-0.0090525046929755,Capital Goods,1.0
2020-03-12,79.5999984741211,81.69999694824219,74.5999984741211,77.8499984741211,232093.0,94.50249938964843,,-0.7325290411811823,-0.0392275203362274,-0.0219849250445519,0.0263818908841289,-0.0628140715558626,Capital Goods,1.0
2020-03-13,79.1500015258789,79.69999694824219,71.6500015258789,75.0,182329.0,93.29999961853028,,-0.7342774857941828,-0.0056532281013609,-0.0524321092340348,0.0069487733639961,-0.0947567890765965,Capital Goods,1.0
2020-03-16,72.44999694824219,76.0,72.0,75.5,93787.0,91.94999961853028,,-0.760310077696435,-0.0846494560767138,0.0420980425152635,0.0489993540550997,-0.0062111382635897,Capital Goods,1.0
2020-03-17,67.44999694824219,73.75,66.30000305175781,72.1500015258789,156595.0,90.28249931335448,,-0.7797373718128777,-0.0690131153983618,0.0696813163867637,0.0934025698561873,-0.0170495767014907,Capital Goods,1.0
2020-03-18,64.0,72.0,62.5,69.25,105947.0,88.30249938964843,,-0.793142192895744,-0.0511489563281899,0.08203125,0.125,-0.0234375,Capital Goods,1.0
2020-03-19,65.69999694824219,69.80000305175781,60.150001525878906,61.04999923706055,128703.0,86.52749938964844,,-0.7865369247536327,0.0265624523162841,-0.0707762241578924,0.0624049664225336,-0.084474820093759,Capital Goods,1.0
2020-03-20,66.9000015258789,68.80000305175781,65.0,65.19999694824219,84760.0,84.78499946594238,,-0.7818743563794675,0.0182649107058874,-0.0254111291309777,0.0284006200679072,-0.0284006200679073,Capital Goods,1.0
2020-03-23,60.650001525878906,65.5,60.25,60.25,109410.0,82.80499954223633,87.06799972534179,-0.8061584740250208,-0.0934230173011627,-0.0065952434594453,0.0799669967370344,-0.0065952434594453,Capital Goods,1.0
2020-03-24,62.25,66.0,58.0,64.9000015258789,59940.0,80.77249946594239,86.65199966430664,-0.7999417458364989,0.0263808480439755,0.0425703056366089,0.0602409638554217,-0.0682730923694778,Capital Goods,1.0
2020-03-25,62.900001525878906,64.0,59.400001525878906,64.0,44085.0,78.90249938964844,86.26499969482421,-0.7974161916726217,0.010441791580384,0.0174880516285602,0.0174880516285602,-0.0556438778234369,Capital Goods,1.0
2020-03-26,64.19999694824219,68.0,62.0,62.95000076293945,87515.0,77.17749938964843,85.86399963378906,-0.7923651129885655,0.0206676532722884,-0.0194703464909893,0.0591900815014267,-0.034267866866346,Capital Goods,1.0
2020-03-27,64.05000305175781,68.55000305175781,63.09999847412109,64.30000305175781,162656.0,75.51999969482422,85.45499969482422,-0.7929479080971001,-0.0023363536388529,0.0039032004385382,0.0702576078936891,-0.01483223313618,Capital Goods,1.0
2020-03-30,62.20000076293945,66.19999694824219,60.70000076293945,64.0,40179.0,73.94249973297119,84.98799964904785,-0.8001360158132934,-0.0288837189800506,0.0289388941315422,0.0643086195536841,-0.024115755331208,Capital Goods,1.0
2020-03-31,65.69999694824219,66.1500015258789,62.45000076293945,64.80000305175781,43441.0,72.79999942779541,84.59299964904785,-0.7865369247536327,0.0562700344432814,-0.0136985378735007,0.0068493850614821,-0.0494672197300564,Capital Goods,1.0
2020-04-01,64.19999694824219,68.94999694824219,63.0,65.55000305175781,36319.0,71.41749935150146,84.22999961853027,-0.7923651129885655,-0.0228310512888103,0.0210281334530901,0.0739875424578202,-0.0186915421383838,Capital Goods,1.0
2020-04-03,66.80000305175781,67.5,64.6500015258789,67.5,25242.0,70.36249942779541,83.94099967956544,-0.7822628963330567,0.0404985393630429,0.0104789957524376,0.0104789957524376,-0.0321856501146122,Capital Goods,1.0
2020-04-07,71.5,72.3499984741211,67.1500015258789,68.94999694824219,71825.0,69.53749942779541,83.77299964904785,-0.7640012517210798,0.0703592325377672,-0.0356643783462631,0.0118880905471481,-0.060839139498197,Capital Goods,1.0
2020-04-08,69.05000305175781,72.94999694824219,68.5,71.5,92206.0,68.8024995803833,83.50699974060059,-0.7735206139806574,-0.0342656915838068,0.0354814893549786,0.0564807201175798,-0.0079652864221533,Capital Goods,1.0
2020-04-09,77.4000015258789,80.80000305175781,70.5999984741211,71.94999694824219,334017.0,68.44999980926514,83.33599983215332,-0.7410770387349378,0.1209268371481777,-0.0704134944469542,0.0439276674270103,-0.0878553348540207,Capital Goods,1.0
2020-04-13,78.19999694824219,79.8499984741211,74.0999984741211,79.8499984741211,66691.0,68.21749973297119,83.18999977111817,-0.7379686894625259,0.010335857966305,0.0210997645814614,0.0210997645814614,-0.0524296500527325,Capital Goods,1.0
2020-04-15,77.8499984741211,81.6500015258789,76.5,79.5999984741211,110968.0,68.12999973297119,83.06099967956543,-0.7393285941219373,-0.0044756839869539,0.0224791269659656,0.0488118577551548,-0.0173410212020731,Capital Goods,1.0
2020-04-16,78.9000015258789,79.5999984741211,75.25,77.0,109559.0,68.1174997329712,82.96699974060058,-0.735248850500005,0.0134875153800658,-0.0240811342095566,0.0088719510101984,-0.0462611084320666,Capital Goods,1.0
2020-04-17,80.94999694824219,83.5,78.75,83.0,193932.0,68.5424997329712,82.92199974060058,-0.7272836776984825,0.0259821974995892,0.0253243128973623,0.0315009653846958,-0.0271772332449724,Capital Goods,1.0
2020-04-20,89.69999694824219,93.6999969482422,80.0,80.0,881241.0,69.65499973297119,83.053999710083,-0.6932859129947077,0.1080914185283364,-0.1081382082302543,0.0445930895884871,-0.1081382082302543,Capital Goods,1.0
2020-04-21,82.0,86.80000305175781,81.0999984741211,86.80000305175781,174081.0,70.5549997329712,83.17999977111816,-0.7232039340765501,-0.0858416634360106,0.0585366225824124,0.0585366225824124,-0.0109756283643769,Capital Goods,1.0
2020-04-22,83.5999984741211,86.25,82.25,82.5,100329.0,71.44999980926514,83.30599967956543,-0.7169872058880281,0.0195121765136718,-0.0131578767248614,0.0316985834240084,-0.0161483074014527,Capital Goods,1.0
2020-04-23,89.6500015258789,92.4499969482422,83.0999984741211,84.05000305175781,312184.0,72.58749980926514,83.52299964904785,-0.6934801681496531,0.0723684588777908,-0.0624651241361614,0.0312325195170801,-0.0730619402149932,Capital Goods,1.0
2020-04-24,86.0999984741211,88.5,85.19999694824219,87.5999984741211,125554.0,73.85999965667725,83.35399955749511,-0.7072735588298068,-0.0395984717382636,0.0174216030962051,0.0278745826760993,-0.0104529795798941,Capital Goods,1.0
2020-04-27,84.6500015258789,91.9000015258789,84.0,84.5,238626.0,74.9799997329712,82.89499961853028,-0.7129074622660958,-0.0168408475486559,-0.001772020356468,0.0856467793185278,-0.0076786947922286,Capital Goods,1.0
2020-04-28,84.75,87.9000015258789,84.0,85.05000305175781,58560.0,76.07249965667725,82.3619995880127,-0.7125189223125067,0.0011813168614122,0.0035398590177913,0.0371681595973911,-0.0088495575221239,Capital Goods,1.0
2020-04-29,84.6500015258789,86.94999694824219,82.5,85.55000305175781,65201.0,77.09499988555908,81.9519995880127,-0.7129074622660958,-0.0011799229984789,0.0106320320101087,0.0271706483272788,-0.0253987180995102,Capital Goods,1.0
2020-04-30,83.5,87.5,83.1500015258789,87.0999984741211,180802.0,78.06749973297119,81.55799964904786,-0.7173757458416173,-0.0135853692279891,0.0431137541810908,0.0479041916167664,-0.0041915984924681,Capital Goods,1.0
2020-05-04,80.4000015258789,83.55000305175781,79.25,81.9000015258789,125750.0,78.97749977111816,81.17699974060059,-0.7294206622650722,-0.0371257302289951,0.0186567160638322,0.0391791227126405,-0.0143035012941976,Capital Goods,1.0
2020-05-05,77.30000305175781,83.8499984741211,75.30000305175781,81.05000305175781,135002.0,79.55750007629395,80.70699974060058,-0.7414655786885269,-0.0385571942199935,0.0485122878648414,0.084734736918155,-0.0258732201945821,Capital Goods,1.0
2020-05-06,77.6500015258789,80.80000305175781,75.94999694824219,78.4000015258789,217900.0,80.23000030517578,80.18799980163574,-0.7401056740291156,0.0045277937943514,0.0096587248584927,0.0405666640563953,-0.021893168631428,Capital Goods,1.0
2020-05-07,77.5999984741211,79.6500015258789,75.5,77.0,209405.0,80.77000007629394,79.71599983215332,-0.7402999588277593,-0.0006439542920182,-0.0077319392515347,0.0264175656194307,-0.0270618365388425,Capital Goods,1.0
2020-05-08,76.94999694824219,79.5,76.5,77.8499984741211,99088.0,81.04249992370606,79.21999977111817,-0.7428255129916366,-0.0083763084878883,0.0116959267260823,0.0331384425326617,-0.0058479137893255,Capital Goods,1.0
2020-05-11,75.69999694824219,78.5,75.19999694824219,77.9000015258789,160293.0,81.37499961853027,78.728999710083,-0.7476823365207472,-0.0162443151341613,0.0290621488286308,0.036988152769309,-0.0066050200813331,Capital Goods,1.0
2020-05-12,74.30000305175781,75.9000015258789,73.0999984741211,75.75,101968.0,81.21999969482422,78.15699974060058,-0.7531219551583926,-0.0184939756000463,0.0195154359177094,0.0215342989017985,-0.0161508011890765,Capital Goods,1.0
2020-05-13,75.75,78.0,74.75,76.9000015258789,151989.0,81.09749984741211,77.66599967956543,-0.7474880517221035,0.0195154359177093,0.015181538295431,0.0297029702970297,-0.0132013201320132,Capital Goods,1.0
2020-05-14,83.6500015258789,84.4000015258789,73.5999984741211,74.0999984741211,766728.0,81.3875,77.36499977111816,-0.7167929210893844,0.1042904491865202,-0.1141662029594023,0.0089659293044719,-0.1201434891623837,Capital Goods,1.0
2020-05-15,85.94999694824219,89.55000305175781,85.0,85.05000305175781,1432718.0,81.73999977111816,77.13999977111817,-0.7078563835820397,0.0274954618100243,-0.0104711335478736,0.0418848892534982,-0.0110529026407558,Capital Goods,1.0
2020-05-18,80.0999984741211,86.69999694824219,79.5,85.0,392407.0,81.6974998474121,76.86699974060059,-0.730586311769538,-0.068062811888683,0.0611735532986559,0.0823969862652798,-0.0074906177971394,Capital Goods,1.0
2020-05-19,80.80000305175781,83.9000015258789,80.0,81.0,330407.0,81.25250015258788,76.71199974060059,-0.7278664728070171,0.0087391334703068,0.0024752096619857,0.0383663162999552,-0.009901027494335,Capital Goods,1.0
2020-05-20,80.69999694824219,87.4000015258789,79.55000305175781,81.19999694824219,439670.0,81.1875,76.48899971008301,-0.7282550424043046,-0.0012376992541889,0.0061957870992321,0.083023603853837,-0.0142502346960674,Capital Goods,1.0
2020-05-21,81.9000015258789,82.6500015258789,80.5999984741211,81.0,172735.0,81.1025001525879,76.368999710083,-0.7235924740301394,0.0148699457622824,-0.0109890294152744,0.0091575089868956,-0.0158730528392851,Capital Goods,1.0
2020-05-22,80.30000305175781,82.44999694824219,79.3499984741211,81.75,239614.0,80.63500022888184,76.21499977111816,-0.7298092022186613,-0.0195360005410442,0.0180572464898611,0.026774518241283,-0.0118306916753713,Capital Goods,1.0
2020-05-26,77.9000015258789,82.80000305175781,77.5999984741211,80.4000015258789,226607.0,80.22500038146973,76.09799980163574,-0.7391343093232935,-0.0298879381652323,0.0320924255588042,0.0629011736829183,-0.0038511302423807,Capital Goods,1.0
2020-05-27,79.75,81.6500015258789,77.25,78.4000015258789,273009.0,79.98000030517578,76.0039998626709,-0.7319462164289493,0.023748375325853,-0.0169278805532425,0.0238244705439361,-0.0313479623824451,Capital Goods,1.0
2020-05-28,81.6500015258789,82.5,79.69999694824219,80.19999694824219,136694.0,79.82500038146972,75.97999992370606,-0.7245638387359614,0.0238244705439361,-0.0177587820029266,0.0104102689312466,-0.02388248060251,Capital Goods,1.0
2020-05-29,81.8499984741211,83.5,81.25,81.6500015258789,117467.0,79.68500022888183,76.02499992370605,-0.7237867588287831,0.0024494420637432,-0.0024434569574905,0.0201588461409758,-0.0073304640843798,Capital Goods,1.0
2020-06-01,83.69999694824219,86.0,82.25,82.9000015258789,312632.0,79.69500007629395,76.11599983215332,-0.7165986659344389,0.0226023030984663,-0.0095578906993029,0.0274791294577951,-0.0173237395592598,Capital Goods,1.0
2020-06-02,84.69999694824219,86.80000305175781,83.69999694824219,84.30000305175781,212202.0,79.90999984741211,76.36099983215333,-0.7127132071111504,0.0119474317378813,-0.0047224782868504,0.0247934613834623,-0.0118063758681251,Capital Goods,1.0
2020-06-03,84.25,88.69999694824219,83.6500015258789,85.0,602535.0,80.25749969482422,76.69699989318848,-0.7144616517241509,-0.0053128331104565,0.0089020771513352,0.0528189548752782,-0.0071216436097458,Capital Goods,1.0
2020-06-04,83.1500015258789,86.0999984741211,82.0,84.1500015258789,101072.0,80.53249969482422,77.07999992370605,-0.7187356505010286,-0.0130563617106361,0.0120264579873612,0.0354780143608783,-0.0138304450363838,Capital Goods,1.0
2020-06-05,91.3000030517578,94.0,84.5999984741211,84.5999984741211,695676.0,81.21749992370606,77.59200004577637,-0.6870691551624873,0.0980156509479121,-0.0733844945639103,0.0295728023876578,-0.0733844945639103,Capital Goods,1.0
2020-06-08,87.55000305175781,93.25,86.4000015258789,92.8000030517578,361734.0,81.74750022888183,78.00500007629394,-0.7016396257498194,-0.0410733830739757,0.0599657317761177,0.0651056167853296,-0.013135368198663,Capital Goods,1.0
2020-06-09,88.69999694824219,92.3000030517578,86.55000305175781,88.0,396097.0,82.39750022888184,78.56599998474121,-0.6971713718179963,0.0131352810553818,-0.0078917358774053,0.0405863159794277,-0.0242389399149464,Capital Goods,1.0
2020-06-10,89.5,92.0,88.30000305175781,89.5,417576.0,83.15750007629394,79.11099998474121,-0.6940629929018861,0.0090192004428661,0.0,0.0279329608938547,-0.0134077871311976,Capital Goods,1.0
2020-06-11,90.5,95.4000015258789,88.8499984741211,89.75,855893.0,83.89500007629394,79.66299995422364,-0.6901775340785975,0.0111731843575419,-0.0082872928176795,0.0541436632693801,-0.0182320610594354,Capital Goods,1.0
2020-06-12,92.4499969482422,93.25,86.5999984741211,86.5999984741211,640961.0,84.3349998474121,80.22799995422363,-0.6826009012306642,0.021546927604886,-0.0632774328526608,0.0086533594176936,-0.0632774328526608,Capital Goods,1.0
2020-06-15,92.3000030517578,95.25,90.5500030517578,93.1999969482422,480388.0,84.65250015258789,80.79299995422363,-0.6831836963391988,-0.001622432681835,0.0097507461183907,0.031960962629524,-0.0189599126992301,Capital Goods,1.0
2020-06-16,89.25,94.6500015258789,86.44999694824219,93.8000030517578,338668.0,85.11000022888183,81.33399993896484,-0.6950343576077082,-0.0330444523392648,0.0509804263502275,0.0605042187773547,-0.0313725832129726,Capital Goods,1.0
2020-06-17,81.8499984741211,85.0,80.3499984741211,85.0,494939.0,85.1625,81.65699996948243,-0.7237867588287831,-0.0829131823627888,0.0384850529578795,0.0384850529578795,-0.0183262068169037,Capital Goods,1.0
2020-06-18,82.55000305175781,85.3499984741211,81.69999694824219,82.19999694824219,481600.0,85.25500030517578,82.02400009155274,-0.7210669198662621,0.0085522857750332,-0.0042399284140083,0.0339187803616156,-0.0102968633808854,Capital Goods,1.0
2020-06-19,83.05000305175781,83.9000015258789,82.4000015258789,82.9000015258789,161307.0,85.31250038146973,82.34900009155274,-0.7191241904546178,0.006056934966877,-0.0018061591856345,0.0102347795651658,-0.0078266285610346,Capital Goods,1.0
2020-06-22,81.69999694824219,84.4000015258789,81.1500015258789,83.5,177614.0,85.38250007629395,82.55300003051758,-0.724369583581016,-0.0162553408056383,0.0220318619215877,0.0330477928823815,-0.0067318903660633,Capital Goods,1.0
2020-06-23,83.05000305175781,83.80000305175781,81.55000305175781,81.9000015258789,142150.0,85.64000015258789,82.83300003051758,-0.7191241904546178,0.0165239431327135,-0.0138470979364349,0.0090307040631003,-0.0180614081262006,Capital Goods,1.0
2020-06-24,82.30000305175781,84.9000015258789,81.55000305175781,83.8499984741211,318548.0,85.76750030517579,82.93100006103515,-0.7220382845720843,-0.0090307040631002,0.0188334795247637,0.0315917178336673,-0.0091130008771486,Capital Goods,1.0
2020-06-25,82.5999984741211,83.75,81.44999694824219,82.30000305175781,285370.0,85.81500015258788,83.01900009155274,-0.7208726647113167,0.0036451447295161,-0.0036319059068418,0.013922536890109,-0.0139225368901091,Capital Goods,1.0
2020-06-26,86.5,87.69999694824219,83.0,83.19999694824219,689122.0,86.04750022888183,83.19200012207031,-0.7057193693717517,0.0472155157133664,-0.0381503242977782,0.0138727970895049,-0.0404624277456647,Capital Goods,1.0
2020-06-29,82.75,86.4000015258789,81.30000305175781,85.4000015258789,385843.0,86.00000038146973,83.26900009155274,-0.7202898399590837,-0.0433526011560693,0.0320241876239142,0.0441087797689294,-0.0175226217310233,Capital Goods,1.0
2020-06-30,80.69999694824219,83.8499984741211,80.3499984741211,83.0,268135.0,85.80000038146973,83.26400009155273,-0.7282550424043046,-0.0247734507765294,0.0285006584725515,0.0390334776332048,-0.0043370320614208,Capital Goods,1.0
2020-07-01,80.6500015258789,81.75,80.19999694824219,80.9000015258789,179884.0,85.62000045776367,83.08300018310547,-0.72844929755925,-0.0006195219857981,0.0030998139525115,0.0136391624712881,-0.0055797218738095,Capital Goods,1.0
2020-07-02,81.44999694824219,82.9000015258789,80.4000015258789,81.55000305175781,152152.0,85.53500022888184,83.0720001220703,-0.7253409482868381,0.0099193478887483,0.0012278220658397,0.0178023895882786,-0.0128912886642648,Capital Goods,1.0
2020-07-03,82.4000015258789,83.9000015258789,81.19999694824219,81.94999694824219,279967.0,85.09000015258789,83.04800018310547,-0.7216497446184951,0.0116636539377699,-0.0054612205012567,0.0182038831580471,-0.0145631620802803,Capital Goods,1.0
2020-07-06,82.75,84.5,82.3499984741211,83.0,288796.0,84.85,82.91000015258788,-0.7202898399590837,0.0042475542189301,0.0030211480362538,0.0211480362537763,-0.0048338552976302,Capital Goods,1.0
2020-07-07,86.25,87.1500015258789,82.3499984741211,83.25,580605.0,84.7275001525879,82.91300018310547,-0.7066907340775739,0.0422960725075528,-0.0347826086956521,0.0104348003000454,-0.0452174089956974,Capital Goods,1.0
2020-07-08,83.30000305175781,87.69999694824219,82.80000305175781,86.69999694824219,390041.0,84.41750030517578,82.88600021362305,-0.7181528257487957,-0.0342028631680253,0.0408162517637822,0.0528210532447457,-0.0060024007404817,Capital Goods,1.0
2020-07-09,83.3499984741211,84.69999694824219,82.9000015258789,83.80000305175781,211360.0,84.06000022888183,82.85800018310547,-0.7179585705938503,0.0006001851204281,0.0053989752354517,0.0161967426374969,-0.0053988837010225,Capital Goods,1.0
