Date_Ticker,Close_GAEL.NS,High_GAEL.NS,Low_GAEL.NS,Open_GAEL.NS,Volume_GAEL.NS,MA_20_Unnamed: 6_level_1,MA_50_Unnamed: 7_level_1,Normalised Close_Unnamed: 8_level_1,Return Ratio_Unnamed: 9_level_1,Percentage Change Open_Unnamed: 10_level_1,Percentage Change High_Unnamed: 11_level_1,Percentage Change Low_Unnamed: 12_level_1,Sector_Unnamed: 13_level_1,Sector Encoded_Unnamed: 14_level_1
Date,,,,,,,,,,,,,,
2020-01-10,34.436161041259766,35.233294433349585,34.33805381309982,34.58332562605054,105744.0,,,-1.6349171968780825,,0.0042735479316189,0.0231481491544522,-0.0028489595005203,Fast Moving Consumer Goods,8.0
2020-01-13,34.63237762451172,35.294610740074944,34.28899859941988,34.49747738517182,93972.0,,,-1.630577374497489,0.0056979807655346,-0.0038952058331802,0.0191217918314252,-0.009914971152567,Fast Moving Consumer Goods,8.0
2020-01-14,34.65690612792969,35.539882363403606,33.49186507660454,34.75501335102101,193012.0,,,-1.630034865060562,0.0007082535217162,0.0028308130774623,0.0254776416629509,-0.0336164182406995,Fast Moving Consumer Goods,8.0
2020-01-15,36.447391510009766,37.03604234159766,33.63902636490103,34.68143153014467,425368.0,,,-1.5904337854550794,0.0516631627610042,-0.0484523008835926,0.0161506985054398,-0.0770525688878849,Fast Moving Consumer Goods,8.0
2020-01-16,38.36051177978516,39.81988212674793,36.76624492365193,36.79077360307439,488848.0,,,-1.548120327408177,0.0524899091681219,-0.0409206786844269,0.0380435577955926,-0.0415601039236748,Fast Moving Consumer Goods,8.0
2020-01-17,37.55111312866211,39.43970519245534,37.15867676155288,38.65483620078744,175492.0,,,-1.566022210739085,-0.0210997876089227,0.0293925527145793,0.0502939036007352,-0.0104507252758292,Fast Moving Consumer Goods,8.0
2020-01-20,37.686012268066406,38.63031023756044,37.26905093782195,37.5511157660394,125340.0,,,-1.5630385775792015,0.0035924138637938,-0.0035794846392203,0.0250569883270508,-0.0110640873138432,Fast Moving Consumer Goods,8.0
2020-01-21,36.545501708984375,38.23787579446056,36.30022988543414,37.89449673851064,110308.0,,,-1.588263832078979,-0.0302634980578312,0.0369127516778522,0.0463086838690225,-0.0067114093959732,Fast Moving Consumer Goods,8.0
2020-01-22,39.74629974365234,40.46985087441193,38.26240446308037,40.45758653472766,1408552.0,,,-1.5174701472823449,0.0875839127933242,0.0178956731988344,0.018204238770054,-0.0373341742537669,Fast Moving Consumer Goods,8.0
