Date_Ticker,Close_USHAMART.NS,High_USHAMART.NS,Low_USHAMART.NS,Open_USHAMART.NS,Volume_USHAMART.NS,MA_20_Unnamed: 6_level_1,MA_50_Unnamed: 7_level_1,Normalised Close_Unnamed: 8_level_1,Return Ratio_Unnamed: 9_level_1,Percentage Change Open_Unnamed: 10_level_1,Percentage Change High_Unnamed: 11_level_1,Percentage Change Low_Unnamed: 12_level_1,Sector_Unnamed: 13_level_1,Sector Encoded_Unnamed: 14_level_1
Date,,,,,,,,,,,,,,
2020-01-10,26.84174346923828,28.004561539923788,26.502587505527437,26.744841501284995,498881.0,,,-1.0501575846693514,,-0.0036101219752859,0.0433212571313834,-0.0126353924848262,Capital Goods,1.0
2020-01-13,27.22934913635254,27.616955154840397,26.841743117864688,27.22934913635254,338826.0,,,-1.0472246470282038,0.0144404057641959,0.0,0.0142348616761602,-0.0142348616761601,Capital Goods,1.0
2020-01-14,27.47160148620605,27.810757425196485,26.890191569115483,27.27779756442547,527650.0,,,-1.045391570022825,0.0088967367027549,-0.0070547005378589,0.0123456923019478,-0.0211640343349661,Capital Goods,1.0
2020-01-15,27.42314910888672,27.616953027326307,27.13244507947848,27.42314910888672,830024.0,,,-1.0457581998564414,-0.0017637259823991,0.0,0.0070671649587021,-0.0106006800405732,Capital Goods,1.0
2020-01-16,27.42314910888672,28.392165004582377,27.2777970941826,27.471601012622187,1125720.0,,,-1.0457581998564414,0.0,0.0017668249384155,0.0353356899985508,-0.0053003400202865,Capital Goods,1.0
2020-01-17,26.89019203186035,27.90765801808972,26.69638810674466,27.42315005355169,292275.0,,,-1.0497909837008164,-0.0194345687619682,0.0198197923265062,0.0378378103445242,-0.0072072347005207,Capital Goods,1.0
2020-01-20,25.77582550048828,27.08399744632769,25.485119596828795,27.08399744632769,540703.0,,,-1.0582231812231828,-0.0414413749835528,0.050751893312384,0.050751893312384,-0.0112782383498825,Capital Goods,1.0
2020-01-21,25.67892265319824,26.11498056962852,25.533570630471896,25.921176640492565,556854.0,,,-1.0589564264578752,-0.0037594469006706,0.0094339622641508,0.0169811608656396,-0.0056603629634065,Capital Goods,1.0
2020-01-22,25.04906272888184,25.775824692882757,24.903710705731903,25.04906272888184,836275.0,,,-1.063722455536943,-0.0245282846489651,0.0,0.0290135392236834,-0.0058026930876874,Capital Goods,1.0
2020-01-23,25.4851188659668,25.67892279618188,24.855258865144663,25.194414818895428,526890.0,,,-1.0604229024947194,0.0174080819631699,-0.0114068154282607,0.0076045919673497,-0.0247148151097407,Capital Goods,1.0
2020-01-24,25.14596366882324,25.678921681400904,24.95215974702164,25.48511775959929,239851.0,,,-1.0629892247347912,-0.0133079699932837,0.0134874167179579,0.0211945749861415,-0.0077071582681832,Capital Goods,1.0
2020-01-27,25.194416046142575,25.77582601685768,25.09751407631484,25.145965985354383,168870.0,,,-1.0626225949011745,0.0019268451174694,-0.0019230475792516,0.0230769377488357,-0.0038461685180664,Capital Goods,1.0
2020-01-28,24.613006591796875,25.38822051843108,24.564556529992217,25.19441657470968,206895.0,,,-1.0670220085791662,-0.0230769172534451,0.0236220626173553,0.0314961085206295,-0.0019684739295851,Capital Goods,1.0
2020-01-29,25.436668395996094,26.114980292523143,24.709906441824774,25.00061048419281,195027.0,,,-1.0607895178957951,0.0334644937069058,-0.0171428862072172,0.0266666957310268,-0.0285714285714285,Capital Goods,1.0
2020-01-30,25.09751319885254,25.436669157266348,24.85525920687857,25.194415165292384,134681.0,,,-1.063355840135867,-0.0133333183364901,0.003861018646432,0.0135135284411092,-0.0096525097946771,Capital Goods,1.0
2020-01-31,24.70990753173828,25.43666951796588,24.2738496007012,25.14596546277536,191168.0,,,-1.0662887777770145,-0.0154439869816257,0.0176470887427235,0.0294117647058824,-0.0176470887427235,Capital Goods,1.0
2020-02-03,24.32229995727539,24.806807917188245,23.401734094140497,24.32229995727539,205843.0,,,-1.0692217298507027,-0.0156863223371044,0.0,0.0199203184223506,-0.0378486353984599,Capital Goods,1.0
2020-02-04,25.09751319885254,25.58202118280047,24.370751222930643,24.370751222930643,264413.0,,,-1.063355840135867,0.0318725302680622,-0.0289575293840317,0.0193050195893544,-0.0289575293840317,Capital Goods,1.0
2020-02-05,24.9521598815918,25.582019858467177,24.564553884149344,25.485117897043768,231500.0,,,-1.064455700771635,-0.0057915426165564,0.0213591936722541,0.0252427036322435,-0.015533965768166,Capital Goods,1.0
2020-02-06,25.872726440429688,26.06652852025145,24.80680853253067,25.53357049042756,354144.0,25.785514450073244,,-1.057489950421031,0.0368932614734097,-0.0131086281448928,0.0074905936283127,-0.0411985149826874,Capital Goods,1.0
2020-02-07,25.872726440429688,27.32625035622346,25.24286459831806,26.45413452814621,720490.0,25.73706359863281,,-1.057489950421031,0.0,0.0224718523212146,0.0561797736755893,-0.0243446257417765,Capital Goods,1.0
2020-02-10,25.09751319885254,25.630473090146037,25.000611232412695,25.630473090146037,144021.0,25.63047180175781,,-1.063355840135867,-0.0299625647634016,0.0212355657339733,0.0212355657339733,-0.0038610186464319,Capital Goods,1.0
2020-02-11,24.516101837158203,25.582019710132727,24.32229976368631,25.43666769296601,196050.0,25.48269681930542,,-1.067755268246399,-0.0231660944687108,0.037549438402664,0.0434782772585382,-0.0079050933447402,Capital Goods,1.0
2020-02-12,24.128496170043945,24.709906094867534,24.031594207864813,24.709906094867534,198145.0,25.317964172363283,,-1.0706882058875469,-0.0158102486965026,0.0240964012313964,0.0240964012313964,-0.004016079638624,Capital Goods,1.0
2020-02-13,24.17694854736328,25.000610621341583,23.9831446192206,24.12849664120199,143010.0,25.15565414428711,,-1.0703215760539302,0.0020080976857352,-0.002004053822854,0.0340680740733152,-0.0080160623977427,Capital Goods,1.0
2020-02-14,23.98314476013184,25.921176659940468,23.74089077265576,24.1769486894132,285413.0,25.010301780700683,,-1.0717880520907743,-0.0080160565694127,0.0080808389066444,0.0808080808080806,-0.0101010101010101,Capital Goods,1.0
2020-02-17,23.595539093017575,24.46765309096612,23.353285102017917,24.03159516786621,154952.0,24.901287460327147,,-1.074720989731922,-0.0161615864387638,0.0184804455253013,0.036960969381141,-0.0102669402909023,Capital Goods,1.0
2020-02-18,23.8862419128418,23.98314387390174,22.77187398128044,23.74088989537748,194401.0,24.811653423309327,,-1.0725212973254667,0.0123202448851971,-0.0060851773164942,0.0040568106700722,-0.0466531292627597,Capital Goods,1.0
2020-02-19,23.45018768310547,24.51610379285918,23.159481777330647,24.22539973533568,171580.0,24.731709671020507,,-1.075820835935149,-0.0182554556437735,0.0330578186710508,0.0454544809686807,-0.0123967411136866,Capital Goods,1.0
2020-02-20,24.03159523010254,24.12849719640361,23.3048332552214,23.6924411204257,122529.0,24.65903348922729,,-1.0714214366896986,0.0247933003715761,-0.0141128421325942,0.0040322735704076,-0.0302419364142243,Capital Goods,1.0
2020-02-24,23.8862419128418,24.51610188735464,23.45018586044884,23.74088989537748,147417.0,24.596047401428223,,-1.0725212973254667,-0.0060484256608429,-0.0060851773164942,0.026369153289627,-0.0182555319494828,Capital Goods,1.0
2020-02-25,23.4017333984375,24.17694722020268,23.30483143968546,23.93469324744815,60185.0,24.50641326904297,,-1.0761874802013067,-0.0202839993068902,0.0227743748694373,0.0331263419066616,-0.0041408026107377,Capital Goods,1.0
2020-02-26,25.82427406311035,26.357233931461383,22.965678189823038,23.25638222837727,1145827.0,24.566976642608644,,-1.0578565802546478,0.1035197104174599,-0.0994371353269242,0.020637941924275,-0.1106941425072151,Capital Goods,1.0
2020-02-27,24.32229995727539,26.405683815250416,24.176947938951773,26.16342983529399,634323.0,24.51125822067261,,-1.0692217298507027,-0.0581613292270822,0.0756971948069356,0.0856573540181111,-0.0059760803287083,Capital Goods,1.0
2020-02-28,23.111032485961918,24.176950479425308,22.86877848054984,23.740892530383025,538307.0,24.41193418502808,,-1.078387158175221,-0.0498006962105225,0.0272536523326554,0.0461216085482487,-0.0104821801258434,Capital Goods,1.0
2020-03-02,22.19046401977539,24.128495844179373,21.705956063674392,23.30483194915745,637792.0,24.28596200942993,,-1.0853529229583658,-0.0398324249141917,0.0502183247898271,0.0873362459963376,-0.0218340614990845,Capital Goods,1.0
2020-03-03,21.560604095458984,22.7718739884623,21.027646081838,22.7718739884623,697461.0,24.14787721633911,,-1.0901189520374333,-0.0283842610841799,0.056179775280899,0.056179775280899,-0.0247190668341817,Capital Goods,1.0
2020-03-04,22.093563079833984,22.48117094122683,20.93074504040924,22.33581706907888,716869.0,23.997679710388184,,-1.0860861537605175,0.0247191118586167,0.0109649126476125,0.0175439271606956,-0.0526315305151531,Capital Goods,1.0
2020-03-05,22.142013549804688,22.481169482389447,21.899759576280022,22.238915508864785,572964.0,23.857172393798827,,-1.0857195383594416,0.0021929676890789,0.0043763842363355,0.0153173030908813,-0.0109409188545457,Capital Goods,1.0
2020-03-06,21.31835174560547,21.802859739823774,20.97919578000239,21.802859739823774,284111.0,23.629453659057617,,-1.0919520290428124,-0.037199047067085,0.0227272727272727,0.0227272727272727,-0.015909108248624,Capital Goods,1.0
2020-03-09,19.13806533813477,21.3183512627324,18.895811346512808,21.3183512627324,419314.0,23.292720603942872,,-1.1084498375515517,-0.1022727476067723,0.1139240506329115,0.1139240506329115,-0.0126582278481012,Capital Goods,1.0
2020-03-11,18.895811080932617,19.62257304558387,18.411303104498447,19.380319057366787,316899.0,22.982635498046875,,-1.1102829289894711,-0.0126582417251669,0.0256410256410255,0.0384615384615383,-0.0256410256410256,Capital Goods,1.0
2020-03-12,15.746508598327637,18.411302361121543,15.407352658867266,17.781442386838673,1405115.0,22.544155836105347,,-1.13411309603362,-0.1666667003134297,0.1292307927058291,0.169230769230769,-0.0215384850135217,Capital Goods,1.0
2020-03-13,16.424819946289062,16.57017195900157,13.566222353854902,14.777492206877662,880415.0,22.158972024917603,,-1.1289804443372062,0.0430769363078661,-0.1002950257475174,0.0088495346182073,-0.1740413351124751,Capital Goods,1.0
2020-03-16,15.455804824829102,18.36285371315305,14.729042833779529,16.279467860209888,677743.0,21.72291483879089,,-1.1363127956563452,-0.058997001162189,0.0532915008125365,0.1880878363353746,-0.0470219441359701,Capital Goods,1.0
2020-03-17,15.649606704711914,16.3279185865544,15.11664868915795,16.3279185865544,2915891.0,21.306237936019897,,-1.1348463340520418,0.0125390998449642,0.0433437015154032,0.0433437015154032,-0.0340556811177559,Capital Goods,1.0
2020-03-18,15.649606704711914,16.473270604591736,14.72904176751573,16.473270604591736,1355543.0,20.90894131660461,,-1.1348463340520418,0.0,0.0526316038109651,0.0526316038109651,-0.0588235189909924,Capital Goods,1.0
2020-03-19,15.746508598327637,16.134114594174697,14.922844701995649,15.407352658867266,340405.0,20.501954650878908,,-1.13411309603362,0.0061919698970164,-0.0215384850135217,0.0246153611403245,-0.0523077157827525,Capital Goods,1.0
2020-03-20,15.213550567626951,16.18256746324636,14.825944548679706,15.988763529647091,639802.0,20.090122795104985,,-1.1381458870942651,-0.0338461080037314,0.0509554267804994,0.0636943290333149,-0.0254776830184557,Capital Goods,1.0
2020-03-23,12.209601402282717,14.389887300967084,12.209601402282717,14.389887300967084,1982482.0,19.499023103713988,22.96858491897583,-1.1608761935026457,-0.1974522089364443,0.1785714231651118,0.1785714231651118,0.0,Capital Goods,1.0
2020-03-24,10.998331069946287,13.32396891005028,10.998331069946287,13.08171492986755,2062942.0,18.854627561569213,22.65171667098999,-1.1700416434759748,-0.0992063780321252,0.1894272727990753,0.2114537037768358,0.0,Capital Goods,1.0
2020-03-25,11.28903579711914,12.064248765928436,10.029315762445394,11.918896738581669,1373657.0,18.248992681503296,22.33291040420532,-1.167841936636979,0.02643171271387,0.0557940423595131,0.0686695465176152,-0.1115879209981082,Capital Goods,1.0
2020-03-26,12.403404235839844,12.403404235839844,11.33748633055552,11.33748633055552,1575577.0,17.57794919013977,22.031546459198,-1.1594097246820716,0.0987124550535201,-0.0859375285217532,0.0,-0.0859375285217532,Capital Goods,1.0
2020-03-27,13.178616523742676,13.614673491075033,12.597206617882486,13.51777153205648,4010567.0,17.020765018463134,21.74665580749512,-1.1535438421835065,0.0624999615559447,0.0257352513219257,0.0330882203413958,-0.0441176738706007,Capital Goods,1.0
2020-03-30,14.486788749694824,14.486788749694824,11.96734775034066,14.486788749694824,4022060.0,16.58955283164978,21.48792860031128,-1.1436451541917547,0.0992647614865595,0.0,0.0,-0.1739130074225207,Capital Goods,1.0
2020-03-31,15.504255294799805,15.891861307519548,14.535239338874815,15.310452288439931,530042.0,16.255242395401,21.26020986557007,-1.1359461802552695,0.0702340983005232,-0.012499988079071,0.024999976158142,-0.0625,Capital Goods,1.0
2020-04-01,15.213550567626951,15.988763529647091,15.116649524952964,15.746509536773653,138468.0,15.9378897190094,21.04896436691284,-1.1381458870942651,-0.0187499961555944,0.0350318597080674,0.0509554267804994,-0.00636939038282,Capital Goods,1.0
2020-04-03,15.16510009765625,15.74651006988696,15.019748066661409,15.74651006988696,58614.0,15.591466569900511,20.838687915802,-1.138512502495341,-0.0031846918150586,0.0383386834565349,0.0383386834565349,-0.009584640395305,Capital Goods,1.0
2020-04-07,15.35890293121338,15.601156914834249,14.87439496397164,14.87439496397164,87213.0,15.252311038970948,20.644884719848637,-1.1370460336747674,0.0127795288068742,-0.0315457405656943,0.0157728702828472,-0.0315457405656943,Capital Goods,1.0
2020-04-08,15.407353401184082,16.085665312785473,15.358903342463098,15.358903342463098,119970.0,14.956761121749878,20.443329410552977,-1.1366794182736917,0.0031545527820375,-0.0031446061798816,0.0440252062725621,-0.0031446061798816,Capital Goods,1.0
