Date_Ticker,Close_IRB.NS,High_IRB.NS,Low_IRB.NS,Open_IRB.NS,Volume_IRB.NS,MA_20_Unnamed: 6_level_1,MA_50_Unnamed: 7_level_1,Normalised Close_Unnamed: 8_level_1,Return Ratio_Unnamed: 9_level_1,Percentage Change Open_Unnamed: 10_level_1,Percentage Change High_Unnamed: 11_level_1,Percentage Change Low_Unnamed: 12_level_1,Sector_Unnamed: 13_level_1,Sector Encoded_Unnamed: 14_level_1
Date,,,,,,,,,,,,,,
2020-01-10,7.7888383865356445,7.873601285744124,7.138983205288006,7.186074303640268,52272900.0,,,-1.0866457655052046,,-0.0773881871701637,0.0108826111163131,-0.0834341591129976,Construction,3.0
2020-01-13,8.466946601867676,8.570547193384007,7.911273641440657,7.911273641440657,59837510.0,,,-1.0501237022179315,0.0870615336561943,-0.0656284947284829,0.0122358857788802,-0.0656284947284829,Construction,3.0
2020-01-14,8.664728164672852,8.744782755955411,8.504618982107734,8.570546873756143,31965600.0,,,-1.0394714337591435,0.0233592547709641,-0.0108695032465873,0.0092391347727389,-0.0184782695454777,Construction,3.0
2020-01-15,8.518746376037598,8.664727957286644,8.401019091568518,8.636473660506677,17804940.0,,,-1.0473338309441056,-0.0168478209426626,0.0138197898226239,0.0171365098577975,-0.0138197898226239,Construction,3.0
2020-01-16,9.00849151611328,9.154473997231364,8.499909677277534,8.57054676732276,26557640.0,,,-1.0209567681153942,0.0574902830131542,-0.0486146596249971,0.0162049862462509,-0.0564558270300924,Construction,3.0
2020-01-17,9.455855369567873,9.691309936437776,8.867218952393108,8.933145943696555,62692030.0,,,-0.996862308560282,0.0496602403026522,-0.0552789150681778,0.0249003985009834,-0.0622509962524588,Construction,3.0
2020-01-20,10.83091163635254,11.24531133854069,9.465275131406562,9.592420831398435,131568420.0,,,-0.922803491894153,0.1454184960580152,-0.1143477895985478,0.0382608330768088,-0.1260869399360988,Construction,3.0
2020-01-21,11.009857177734377,11.301821289584726,10.454185052141094,10.840330469158484,71148080.0,,,-0.9131657080721082,0.0165217432650109,-0.0153977209548851,0.0265184286350963,-0.0504704208803939,Construction,3.0
2020-01-22,10.76027488708496,11.10403837114508,10.647256792251005,10.953347578033137,27865080.0,,,-0.9266078991684324,-0.0226689853120123,0.0179431002436483,0.0319474630218528,-0.0105032720836535,Construction,3.0
2020-01-23,10.680220603942873,10.90625680023453,10.48243870764067,10.48243870764067,22414100.0,,,-0.930919523079228,-0.0074397990741087,-0.0185185216332689,0.0211640006956608,-0.0185185216332689,Construction,3.0
2020-01-24,10.81678295135498,10.91567434081965,10.661382966357296,10.8309105493322,19657150.0,,,-0.9235644452582028,0.0127864725342558,0.0013060813035403,0.0091424030517579,-0.0143665621928946,Construction,3.0
2020-01-27,10.75556755065918,11.038113285782028,10.501276119592177,10.538948824396014,27646690.0,,,-0.9268614304411256,-0.0056592982378492,-0.0201401483690081,0.0262697188030334,-0.0236427719754702,Construction,3.0
2020-01-28,10.60016632080078,10.958057424669256,10.48243901945673,10.826202523816228,15039060.0,,,-0.935231146990024,-0.0144484453401879,0.0213238355111367,0.0337627819259949,-0.011106174920391,Construction,3.0
2020-01-29,10.637839317321776,10.807366923394811,10.548366314317892,10.661384418970565,9845920.0,,,-0.9332021263528276,0.0035540005110174,0.0022133349589561,0.0159362818910968,-0.008410824824003,Construction,3.0
2020-01-30,10.397675514221191,10.675512025142709,10.011530098550756,10.66609362520244,24537790.0,,,-0.9461370494489252,-0.0225763706272121,0.0258152036591376,0.0267210214957671,-0.0371376674663767,Construction,3.0
2020-01-31,10.035074234008787,10.491856707062905,9.747820248992664,10.449474809600398,23869190.0,,,-0.965666302456838,-0.0348733021834026,0.0412952177460939,0.0455185943225093,-0.0286249985119815,Construction,3.0
2020-02-03,9.79491138458252,9.964438990646387,9.065002455252955,9.23923926128394,18601490.0,,,-0.9786011741892257,-0.0239323440789665,-0.0567306942840978,0.0173077222863609,-0.0745191968227972,Construction,3.0
2020-02-04,10.105711936950684,10.265821151636466,9.705439798424331,9.884384915797094,15274750.0,,,-0.9618618438188488,0.0317308181937585,-0.021901180494204,0.0158434374227862,-0.0396085046777149,Construction,3.0
2020-02-05,10.317619323730469,10.47772850532987,10.03036445706309,10.166928540622308,17789710.0,,,-0.9504487760871412,0.020969070571363,-0.0146051892767135,0.0155180353699568,-0.0278411964673569,Construction,3.0
