Date_Ticker,Close_SBIN.NS,High_SBIN.NS,Low_SBIN.NS,Open_SBIN.NS,Volume_SBIN.NS,MA_20_Unnamed: 6_level_1,MA_50_Unnamed: 7_level_1,Normalised Close_Unnamed: 8_level_1,Return Ratio_Unnamed: 9_level_1,Percentage Change Open_Unnamed: 10_level_1,Percentage Change High_Unnamed: 11_level_1,Percentage Change Low_Unnamed: 12_level_1,Sector_Unnamed: 13_level_1,Sector Encoded_Unnamed: 14_level_1
Date,,,,,,,,,,,,,,
2020-01-10,312.7284545898437,318.09355920579,308.82229604114593,311.551899079724,42377838.0,,,-0.902506860398498,,-0.0037622272385251,0.0171557929481753,-0.0124905760616536,Financial Services,9.0
2020-01-13,311.31658935546875,315.74044958289744,309.7164623648244,314.3756336953184,23615129.0,,,-0.909638343674547,-0.0045146682805909,0.0098261526832956,0.0142101654029667,-0.0051398706183861,Financial Services,9.0
2020-01-14,308.7281494140625,312.21076502834967,307.31628287710794,310.42237776860867,26296117.0,,,-0.9227128324456848,-0.0083144940870809,0.0054877676614901,0.0112805250214367,-0.0045731707317073,Financial Services,9.0
2020-01-15,305.198486328125,309.8576574395874,303.4101277738005,309.6693970761854,32625740.0,,,-0.9405415406358067,-0.0114329162813189,0.0146491904394756,0.0152660361049536,-0.0058596573523034,Financial Services,9.0
2020-01-16,304.30426025390625,307.69274536248406,303.4100954342994,304.9631427310864,26653623.0,,,-0.9450583727937436,-0.0029299820093385,0.0021652095065327,0.0111351878733163,-0.0029383907371548,Financial Services,9.0
2020-01-17,299.31573486328125,304.4925793341871,291.8799094590622,294.60951261700325,58396326.0,,,-0.9702559515209624,-0.016393215745526,-0.0157232704402515,0.0172955974842767,-0.024842748102152,Financial Services,9.0
2020-01-20,295.5507202148437,302.563001977256,294.9859678708076,302.1394305381046,30682902.0,,,-0.9892734457871888,-0.0125787394710714,0.0222929936305731,0.023726153525577,-0.0019108474634256,Financial Services,9.0
2020-01-21,295.2684020996094,298.32744663095104,293.66827500879924,295.3625035671262,30591772.0,,,-0.990699464976769,-0.0009552272957722,0.0003186980619926,0.0103602163644644,-0.0054192290114074,Financial Services,9.0
2020-01-22,297.57440185546875,298.3744653149353,295.2683703834752,298.3744653149353,24994911.0,,,-0.9790516119854996,0.007809842636265,0.002688616542545,0.002688616542545,-0.0077494282358117,Financial Services,9.0
2020-01-23,304.210205078125,305.71617315589305,295.69192592518766,297.4332338301693,33293610.0,,,-0.9455334556109832,0.0222996439924938,-0.0222772646506559,0.0049504193239713,-0.0280012932200934,Financial Services,9.0
2020-01-24,305.01025390625,308.0692983825258,302.280650733858,304.4925809462192,22706879.0,,,-0.9414923228605748,0.0026299210702663,-0.0016972313337044,0.0100293168413152,-0.0089492177309913,Financial Services,9.0
2020-01-27,297.6214904785156,303.08069650337285,297.2449697392845,302.04532191948624,23309355.0,,,-0.9788137622817356,-0.0242246394444346,0.01486395163823,0.0183427816858248,-0.0012650992998716,Financial Services,9.0
2020-01-28,296.5860900878906,301.1981814971666,292.7740333686189,299.2686421367492,26488426.0,,,-0.9840436811082482,-0.003478916757524,0.0090447668940361,0.015550599179851,-0.0128531203811413,Financial Services,9.0
2020-01-29,297.8567810058594,300.91582509158286,297.0096381255995,299.1745173286562,23914114.0,,,-0.9776252845007756,0.0042843914817184,0.0044240601753191,0.0102701844671559,-0.0028441282330355,Financial Services,9.0
2020-01-30,292.4446105957031,298.1391270254114,287.69130972571486,298.1391270254114,35802330.0,,,-1.0049627398240109,-0.0181703783673462,0.0194721195856839,0.0194721195856839,-0.0162536791507489,Financial Services,9.0
2020-01-31,299.7392883300781,302.79833260619966,290.4680253175484,295.2683774649774,92656638.0,,,-0.9681165373676622,0.0249437926707416,-0.0149159988001882,0.0102056833896024,-0.0309310903625021,Financial Services,9.0
2020-02-03,280.5849609375,288.8208494243677,277.99653884162734,285.197052745246,56060158.0,,,-1.064867106854278,-0.0639032924221967,0.0164374162903668,0.0293525656519495,-0.0092250920620411,Financial Services,9.0
2020-02-04,288.2560729980469,289.47967912423974,279.64369321500465,285.10289878116885,51141567.0,,,-1.0261194940959657,0.0273397121318116,-0.0109387954400509,0.0042448580994898,-0.0298775310905612,Financial Services,9.0
2020-02-05,292.7269897460937,295.22128150224614,286.70303171486785,288.86788220711384,35014841.0,,,-1.0035364123392867,0.0155102256876897,-0.0131832993682176,0.0085208806960912,-0.0205787585095962,Financial Services,9.0
2020-02-06,303.0336303710937,304.4925476257145,291.8798790640157,292.9152535952779,57757656.0,299.4027786254883,,-0.9514764611060722,0.0352090548054342,-0.0333902767274542,0.0048143740773398,-0.036806975164503,Financial Services,9.0
2020-02-07,301.71588134765625,305.90443042325137,299.6922116297562,302.6100750186933,37126803.0,298.8521499633789,,-0.958132553269737,-0.0043485240295731,0.0029636944102611,0.0138824282529854,-0.0067072031769128,Financial Services,9.0
2020-02-10,299.78631591796875,303.8336550041425,297.9038272779815,301.0099220441616,24816396.0,298.275636291504,,-0.9678789959590424,-0.0063953061438755,0.0040815943264325,0.0135007466027274,-0.0062794348508633,Financial Services,9.0
2020-02-11,305.2925720214844,306.657358921522,302.1864488249788,302.1864488249788,30188757.0,298.103857421875,,-0.940066303670995,0.0183672696555713,-0.0101742508045264,0.0044704228832059,-0.0101742508045264,Financial Services,9.0
2020-02-12,301.3864440917969,310.5164968016313,300.4922504940283,310.5164968016313,38930849.0,297.9132553100586,,-0.9597965763106532,-0.0127947034669831,0.0302935081813222,0.0302935081813222,-0.0029669337002303,Financial Services,9.0
2020-02-13,308.2104797363281,311.5048350237395,303.08068644184533,303.08068644184533,62516057.0,298.1085662841797,,-0.9253276377113688,0.0226421452533969,-0.0166437990650781,0.0106886543579882,-0.0166437990650781,Financial Services,9.0
2020-02-14,300.6334228515625,312.3989765693326,299.8333594538548,308.82225972892905,48205947.0,298.17445068359376,,-0.9636001676524418,-0.0245840339084113,0.0272386110622497,0.0391358805224373,-0.0026612589848424,Financial Services,9.0
2020-02-17,295.739013671875,302.2806452760206,293.3388231222023,302.0924136232722,36950692.0,298.1838653564453,,-0.9883223552672766,-0.0162803228372385,0.0214831309285636,0.0221196098645395,-0.0081159077386242,Financial Services,9.0
2020-02-18,298.89215087890625,300.4452271348669,291.2210146829939,296.8684811424876,38588583.0,298.3650527954102,,-0.9723955198218348,0.0106618912664991,-0.0067705683487102,0.0051961092032486,-0.0256652313329575,Financial Services,9.0
2020-02-19,301.5276184082031,304.9631543715013,298.609755322095,303.3630275655559,39846727.0,298.5627136230469,,-0.9590834896420772,0.0088174531232993,0.0060870349689428,0.0113937687745975,-0.0096769347415398,Financial Services,9.0
2020-02-20,308.3987121582031,309.8576581667457,300.0216430081307,300.5863953751634,40150409.0,298.7721389770508,,-0.9243768554866008,0.0227876099253303,-0.0253318722648625,0.0047307136866194,-0.0271631132680448,Financial Services,9.0
2020-02-24,303.9748840332031,311.8342516271833,302.93950947022705,306.6103568075978,45273936.0,298.7203704833984,,-0.9467220875395156,-0.0143445090741191,0.00867003464045,0.0258553189977421,-0.0034061187859947,Financial Services,9.0
2020-02-25,307.5986328125,308.8693183915736,303.26893191268954,306.75151866795,39050709.0,299.21922760009767,,-0.9284181423845814,0.0119212111580279,-0.0027539593944371,0.0041309857831783,-0.0140758132122442,Financial Services,9.0
2020-02-26,308.9164123535156,311.36362472506147,305.1514348902162,305.76323798310267,43915281.0,299.8357437133789,,-0.9217618960733444,0.0042840877703734,-0.0102072089546493,0.0079219240988248,-0.0121876899793555,Financial Services,9.0
2020-02-27,303.0336303710937,310.6106359087659,299.3157036939017,308.7281472062885,47010040.0,300.09458618164064,,-0.9514764611060722,-0.0190432807943197,0.0187916992190646,0.0250038437264978,-0.0122690233181019,Financial Services,9.0
2020-02-28,285.1970520019531,296.1625434709897,283.4086933943655,293.6682515663676,59705346.0,299.7322082519531,,-1.0415709384290233,-0.0588600623214592,0.0297029702970297,0.0384488247408725,-0.0062706069190903,Financial Services,9.0
2020-03-02,270.5136108398437,293.6682267725813,267.3604366344054,292.7269824560025,66711413.0,298.2709243774414,,-1.1157385803065327,-0.0514852487395585,0.0821155414220915,0.0855950126163749,-0.0116562497378557,Financial Services,9.0
2020-03-03,272.8197021484375,277.1023527895192,268.5370227828555,275.7846163403018,61949382.0,297.8826614379883,,-1.104090264872547,0.0085248623957744,0.0108676688982349,0.0156977322655076,-0.0156978375529925,Financial Services,9.0
2020-03-04,268.5369873046875,275.78457990460714,258.936312679225,274.6550752547897,73675736.0,296.89670715332034,,-1.12572271855203,-0.0156979675955361,0.0227830363761418,0.0269891781860811,-0.0357517775179676,Financial Services,9.0
2020-03-05,271.54901123046875,280.8673251083821,254.13598971309037,273.80799206079627,149245973.0,295.8378082275391,,-1.11050866148002,0.0112164210822986,0.0083188696585245,0.0343154034540185,-0.0641247833622183,Financial Services,9.0
2020-03-06,254.6065826416016,258.2774296593724,239.02898663525727,252.25347189630023,106043172.0,293.4164558410645,,-1.1960866920139646,-0.0623917889153639,-0.0092421441774491,0.0144177223529922,-0.0611830057366277,Financial Services,9.0
2020-03-09,238.55838012695312,247.3119555458399,236.39351522688983,244.7705842844944,101286241.0,290.2585807800293,,-1.277147890389973,-0.0630313731410424,0.0260406033702749,0.0366936404171942,-0.0090747803489913,Financial Services,9.0
2020-03-11,230.69900512695312,243.31167417487055,228.81651635190576,238.13483004349035,90845604.0,286.8042152404785,,-1.3168464395206254,-0.0329452899362306,0.0322317164412793,0.0546715363639158,-0.0081599345173224,Financial Services,9.0
2020-03-12,200.1085662841797,218.27457181417333,196.34358866349712,218.27457181417333,99767083.0,281.5450149536133,,-1.4713620389579949,-0.1325989196439732,0.0907807490069945,0.0907807490069945,-0.0188146749066995,Financial Services,9.0
2020-03-13,227.7811279296875,234.1815922480954,173.80075984277323,188.24886605759295,155701316.0,277.8647491455078,,-1.3315849513326794,0.1382877412964382,-0.1735537190082644,0.0280991861642885,-0.2369834962955191,Financial Services,9.0
2020-03-16,210.22694396972656,217.80394995344287,207.6385218514446,214.50959453017495,75583409.0,272.96557235717773,,-1.4202530240971205,-0.0770660156067874,0.0203715588476858,0.0360420307722662,-0.0123125136550275,Financial Services,9.0
2020-03-17,202.50872802734372,216.39208300359564,199.59087898866784,213.8507259820876,65403057.0,268.0593376159668,,-1.459238563632983,-0.0367137332476957,0.0560074524452713,0.0685568227675466,-0.0144085100286736,Financial Services,9.0
2020-03-18,202.5558013916016,210.0386918458207,188.3430189104984,208.01502203696757,101356399.0,263.4001770019531,,-1.459000791003005,0.0002324510391051,0.0269516874256869,0.0369423655250062,-0.0701672446973047,Financial Services,9.0
2020-03-19,191.6844024658203,206.8384419558344,186.5075586398495,191.02553430587375,93533467.0,258.0397895812988,,-1.513913397205668,-0.0536711308740229,-0.0034372549433907,0.0790572383306786,-0.0270071208683445,Financial Services,9.0
2020-03-20,197.5201416015625,203.02641268286163,188.248878586288,193.4727878395074,77391650.0,252.8394157409668,,-1.4844364506553462,0.0304445174498888,-0.0204908407276227,0.0278770106008043,-0.0469383169741571,Financial Services,9.0
2020-03-23,170.9299774169922,187.7782453115776,169.65929181660078,178.83642410626436,61750037.0,245.96597900390623,278.5791552734375,-1.6187462321931008,-0.1346200137817234,0.0462554714436309,0.0985682450158125,-0.0074339540646606,Financial Services,9.0
2020-03-24,172.4359588623047,180.67184677267096,163.35295679748594,179.73060244005768,67491360.0,239.38903274536133,275.7733053588867,-1.611139357804668,0.008810516844793,0.0423034941544762,0.0477620095292472,-0.0526746400504073,Financial Services,9.0
2020-03-25,178.7423095703125,183.7779729610071,166.08257499679303,167.5415067198938,71567553.0,232.94621658325195,273.1218197631836,-1.579285301544854,0.0365721323418604,-0.0626645301682902,0.0281727555316928,-0.0708267371276158,Financial Services,9.0
2020-03-26,181.4248504638672,189.1901164370288,174.22433685183515,180.29536010385712,107260359.0,226.57163848876957,270.5757537841797,-1.5657354987351182,0.0150078674713523,-0.0062256651011268,0.0428015564202335,-0.0396886842878567,Financial Services,9.0
2020-03-27,184.43682861328125,199.44967321313257,183.5426493478824,190.1313598372936,114740377.0,220.6417984008789,268.1605206298828,-1.5505216728844664,0.0166017948572813,0.0308752393262645,0.0813983015904571,-0.0048481600563285,Financial Services,9.0
2020-03-30,175.91856384277344,183.542648847492,175.3067607581814,178.83642708217164,60081554.0,215.17787399291996,265.5928067016601,-1.5935483451707375,-0.0461852702334658,0.0165864430430777,0.0433387178600008,-0.0034777630696145,Financial Services,9.0
2020-03-31,185.28396606445312,186.83701358105824,177.0010124639764,180.71892497512937,59543412.0,210.9163917541504,263.3121713256836,-1.546242690430294,0.0532371457400594,-0.0246380795180936,0.0083819854982207,-0.0447041035250476,Financial Services,9.0
