Date_Ticker,Close_LUPIN.NS,High_LUPIN.NS,Low_LUPIN.NS,Open_LUPIN.NS,Volume_LUPIN.NS,MA_20_Unnamed: 6_level_1,MA_50_Unnamed: 7_level_1,Normalised Close_Unnamed: 8_level_1,Return Ratio_Unnamed: 9_level_1,Percentage Change Open_Unnamed: 10_level_1,Percentage Change High_Unnamed: 11_level_1,Percentage Change Low_Unnamed: 12_level_1,Sector_Unnamed: 13_level_1,Sector Encoded_Unnamed: 14_level_1
Date,,,,,,,,,,,,,,
2020-01-10,738.7750854492188,757.8053821354013,737.3636184554483,742.863450067745,1820102.0,,,-0.7532667485227477,,0.0055339773891269,0.0257592561809403,-0.0019105503441716,Healthcare,11.0
2020-01-13,728.7001342773438,742.7173665326764,720.8154782666406,736.3901543669326,2327854.0,,,-0.775963068605451,-0.0136373726866395,0.0105530652841379,0.0192359402667512,-0.0108201654422945,Healthcare,11.0
2020-01-14,732.7884521484375,738.726332682582,730.5009455063953,732.6911341940543,1213631.0,,,-0.7667531211407714,0.0056104255766991,-0.0001328049781597,0.0081031306057504,-0.003121646684436,Healthcare,11.0
2020-01-15,731.0851440429688,736.6822942281384,726.8508020157839,732.0099024778381,1220738.0,,,-0.7705902440510145,-0.0023244199611427,0.0012649120863752,0.0076559484634264,-0.0057918589396696,Healthcare,11.0
2020-01-16,733.9080200195312,740.4299281213363,731.5231356389044,731.5231356389044,1284812.0,,,-0.7642310175272483,0.0038612137034432,-0.0032495684957406,0.0088865469839551,-0.0032495684957406,Healthcare,11.0
2020-01-17,746.2703857421875,749.5313098837541,731.4744311190899,732.9832160291778,1336060.0,,,-0.7363817302568437,0.0168445709618042,-0.0178047661636676,0.0043696282257315,-0.0198265332589643,Healthcare,11.0
2020-01-20,713.2228393554688,740.0404730262017,710.6919188280638,739.7971187108362,3214043.0,,,-0.8108295045383509,-0.0442836095577503,0.0372594340632477,0.0376006378244528,-0.0035485690975518,Healthcare,11.0
2020-01-21,721.4481811523438,724.4657507056327,707.9176583146408,713.514807211594,1619921.0,,,-0.7922998871708088,0.0115326393701976,-0.0109964570540299,0.0041826559857272,-0.0187546703854615,Healthcare,11.0
2020-01-22,718.7713012695312,727.0940066441245,715.1209866830717,723.4923510362834,904533.0,,,-0.7983302213736052,-0.0037104257142028,0.0065682224073408,0.0115790730095834,-0.0050785480444366,Healthcare,11.0
2020-01-23,718.2359008789062,724.1737818071618,716.4351027145983,718.7713279015635,718365.0,,,-0.7995363432128804,-0.0007448828155483,0.000745475159348,0.0082673128995494,-0.0025072516733072,Healthcare,11.0
2020-01-24,720.474853515625,724.7091950946257,716.1431345569697,717.7005785046605,507047.0,,,-0.7944925484762033,0.0031172942399272,-0.0038506201811585,0.0058771538775279,-0.0060123110994343,Healthcare,11.0
2020-01-27,731.9124755859375,739.6998138151794,714.5856004957338,718.3819516475595,1492976.0,,,-0.7687264750665896,0.0158751162715833,-0.0184865327340486,0.0106397123822867,-0.0236734249902387,Healthcare,11.0
2020-01-28,727.5321044921875,736.5848733840196,725.2931972006438,734.9300521126215,1322275.0,,,-0.7785943446699982,-0.0059848291153163,0.0101685514285279,0.0124431194663923,-0.003077399990625,Healthcare,11.0
2020-01-29,725.0498046875,732.7398246192811,723.7843741628542,730.0629272194764,867074.0,,,-0.7841863391072214,-0.0034119453826991,0.00691417679112,0.0106061954393539,-0.0017453015178608,Healthcare,11.0
2020-01-30,708.9884643554688,726.07198544436,706.2629078069784,726.07198544436,1153471.0,,,-0.8203684818207898,-0.0221520511117905,0.0240956263010876,0.0240956263010876,-0.0038442889913139,Healthcare,11.0
2020-01-31,699.156982421875,715.1697090427883,696.9667934758963,714.4883050437261,1117946.0,,,-0.8425163272093676,-0.0138669138185928,0.0219282979463975,0.022902905961756,-0.0031326139923424,Healthcare,11.0
2020-02-03,689.8121337890625,704.0240013756487,680.2239385651716,689.5200610941649,1106940.0,,,-0.8635679106936431,-0.0133658804356669,-0.0004234090422463,0.0206025189909635,-0.0138997195819446,Healthcare,11.0
2020-02-04,702.4178466796875,709.4751215698268,692.0996478467598,698.5728961662325,1129876.0,,,-0.8351704237226925,0.0182741246103967,-0.0054738793036509,0.0100471178565562,-0.0146895453777285,Healthcare,11.0
