Date_Ticker,Close_RECLTD.NS,High_RECLTD.NS,Low_RECLTD.NS,Open_RECLTD.NS,Volume_RECLTD.NS,MA_20_Unnamed: 6_level_1,MA_50_Unnamed: 7_level_1,Normalised Close_Unnamed: 8_level_1,Return Ratio_Unnamed: 9_level_1,Percentage Change Open_Unnamed: 10_level_1,Percentage Change High_Unnamed: 11_level_1,Percentage Change Low_Unnamed: 12_level_1,Sector_Unnamed: 13_level_1,Sector Encoded_Unnamed: 14_level_1
2020-02-05,72.60184478759766,73.82830755013026,68.87435694711877,70.89441585210002,29261334.0,,,-0.6400516917470845,0.0611599969222568,-0.0235177073047226,0.0168929972250804,-0.0513415031172271,Financial Services,9.0
2020-02-06,73.44352722167969,73.80425181030027,72.19301237887743,73.32328569213949,13756842.0,68.57134628295898,,-0.6353397078608246,0.0115931273722374,-0.0016371970967198,0.0049115912901593,-0.0170268897765183,Financial Services,9.0
2020-02-07,74.57379913330078,74.79023487513315,72.77017610576542,73.82830259378095,8511051.0,68.87916450500488,,-0.6290121158629481,0.0153896735951898,-0.0099967622433618,0.0029023027436954,-0.0241857468507321,Financial Services,9.0
2020-02-10,73.99665069580078,75.27121313079085,72.91447670510252,75.03073002174679,15533206.0,69.13046989440917,,-0.6322431612398735,-0.0077392924084281,0.0139746774512417,0.0172245962892263,-0.0146246347709313,Financial Services,9.0
2020-02-11,73.50454711914062,75.36935376431484,73.16784343099293,74.25564642911235,13928954.0,69.38482551574707,,-0.6349981006679756,-0.0066503493338257,0.0102184060634276,0.0253699494556658,-0.0045807191710458,Financial Services,9.0
2020-02-12,73.50454711914062,73.94484707804772,71.76923581241566,73.27144497114554,11201810.0,69.63557319641113,,-0.6349981006679756,0.0,-0.0031712616039557,0.0059901050501465,-0.0236082171067902,Financial Services,9.0
2020-02-13,72.88294982910156,73.71175168751577,72.46854889989446,73.3232498283728,3975770.0,69.88770637512206,,-0.6384779836925052,-0.0084565828156391,0.0060411934520168,0.0113716837800557,-0.0056858418900278,Financial Services,9.0
2020-02-14,72.33904266357422,74.5146486903398,72.00233897070211,73.0383438479784,5602587.0,70.11384735107421,,-0.6415229347284399,-0.0074627490627467,0.0096669952857464,0.0300751288192135,-0.0046545223778811,Financial Services,9.0
2020-02-17,71.53611755371094,73.19372601466173,71.3289197894621,72.44262160445365,3362370.0,70.39122467041015,,-0.6460179438035378,-0.0110994710504731,0.0126719772017553,0.0231716301867546,-0.0028964077354808,Financial Services,9.0
2020-02-18,70.94041442871094,71.32891614489293,69.4641047455843,71.32891614489293,4285135.0,70.70615310668946,,-0.6493528637357281,-0.0083273057774309,0.0054764511782265,0.0054764511782265,-0.0208105590447347,Financial Services,9.0
2020-02-19,71.06993865966797,71.87284141984884,70.60373433729532,71.1476358671344,2678910.0,70.99869956970215,,-0.6486277492929925,0.0018258172298555,0.0010932499581643,0.0112973610970135,-0.006559796324085,Financial Services,9.0
2020-02-20,72.49443817138672,73.24554271808695,70.57782820479086,70.91453187829569,4946007.0,71.28311119079589,,-0.640652985328096,0.0200436293963927,-0.02179348282355,0.0103608575450231,-0.0264380277293098,Financial Services,9.0
2020-02-24,70.55194091796875,73.06425091256683,70.3965412232482,71.6656431212942,4457902.0,71.4090747833252,,-0.6515276518134339,-0.0267951211488202,0.0157855643492552,0.0356093675370201,-0.0022026282012741,Financial Services,9.0
2020-02-25,69.33462524414062,70.9663350557342,69.04972495290504,70.70733383290305,3532991.0,71.41044540405274,,-0.6583425401933078,-0.0172541769650746,0.0197983126602163,0.0235338376150158,-0.0041090622503893,Financial Services,9.0
2020-02-26,67.2108154296875,69.28282515391679,66.97771328183306,68.63532211509514,5176909.0,71.28518371582031,,-0.67023224730606,-0.0306313015607249,0.0211946050096338,0.0308285163776493,-0.0034682237726798,Financial Services,9.0
2020-02-27,65.42369842529297,67.52160697466579,64.98339851755281,67.21080765971894,5823579.0,71.02006492614746,,-0.6802370498142081,-0.0265897235879264,0.0273159310378434,0.0320664927215694,-0.0067299758090401,Financial Services,9.0
2020-02-28,61.02067184448242,64.02508422702584,60.45087140395234,63.97328610312022,13012942.0,70.51194858551025,,-0.7048864775074217,-0.06730017847949,0.0483871148807217,0.049235976788333,-0.0093378264005725,Financial Services,9.0
2020-03-02,60.99478149414063,64.54309576205114,60.14007544187962,62.65239019796611,10295101.0,70.10594615936279,,-0.7050314192439725,-0.0004242881888908,0.02717623808497,0.0581740631081919,-0.0140127734098548,Financial Services,9.0
2020-03-03,62.0307846069336,62.885490636205816,60.3213778177818,62.00488554197833,9949893.0,69.8936285018921,,-0.6992315714915128,0.0169851106506954,-0.0004175195448417,0.0137787396159532,-0.0275573942838814,Financial Services,9.0
2020-03-04,60.7875862121582,62.49699853551893,59.62208068408143,62.49699853551893,8514579.0,69.51213607788085,,-0.7061913588963606,-0.0200416358208764,0.0281210758623415,0.0281210758623415,-0.019173413532312,Financial Services,9.0
2020-03-05,61.30558776855469,62.78189791073564,60.78758531924069,61.12428901905215,9690090.0,68.94732322692872,,-0.7032914350201307,0.0085215023111557,-0.0029572956740417,0.0240811677355483,-0.0084495144434402,Financial Services,9.0
2020-03-06,59.72566986083984,60.76167456014112,58.53426551052186,59.82927138464845,8229369.0,68.26143035888671,,-0.7121362765201021,-0.0257711893029957,0.0017346230532029,0.0173460540788432,-0.019947944545351,Financial Services,9.0
2020-03-09,55.737060546875,58.7932770566986,54.960056885332726,58.63787737826881,6345865.0,67.31959342956543,,-0.7344656754180203,-0.0667821612257888,0.0520446683576758,0.0548327536442887,-0.0139405209732725,Financial Services,9.0
2020-03-11,54.31254959106445,56.61766132743952,54.02764932463448,55.73705619260722,6898994.0,66.33538837432862,,-0.7424405034502823,-0.0255576979093206,0.0262279457007321,0.0424416042651456,-0.0052455697361857,Financial Services,9.0
2020-03-12,48.22602081298828,51.80023944226146,47.26771849106358,51.80023944226146,19877978.0,65.071462059021,,-0.7765146677244017,-0.1120648694252706,0.0741139030137556,0.0741139030137556,-0.0198710634999478,Financial Services,9.0
2020-03-13,52.24053955078125,52.6290413479444,43.51220128227293,44.34100300846384,15697114.0,64.00826168060303,,-0.7540402203109903,0.0832438312370937,-0.1512146813613696,0.0074367876079362,-0.167079787911145,Financial Services,9.0
2020-03-16,49.0289306640625,51.20453659050772,48.614524516746215,49.72823181622088,7699275.0,62.81556072235107,,-0.7720197440724579,-0.061477329949796,0.0142630308817026,0.044373921620932,-0.0084522779041567,Financial Services,9.0
2020-03-17,48.174224853515625,51.67074117352885,47.73392490616008,49.13252721865091,8011462.0,61.60731983184815,,-0.7768046366206574,-0.0174326830907891,0.0198924293654794,0.0725806451612902,-0.0091397411934363,Financial Services,9.0
2020-03-18,49.67643737792969,50.66063887753791,47.52672508903347,48.5627299956064,12084857.0,60.514335823059085,,-0.7683948125324349,0.0311829101346595,-0.0224192281312444,0.0198122399986253,-0.0432742845977778,Financial Services,9.0
2020-03-19,46.205810546875,48.303719004730105,43.20139534431536,47.6044179419092,16222683.0,59.27760562896729,,-0.7878243943330656,-0.0698646483976047,0.0302690804139305,0.0454035636000111,-0.0650224542541401,Financial Services,9.0
2020-03-20,47.47491455078125,49.31382172573793,46.05040817633152,46.49070803885916,16880975.0,58.09785442352295,,-0.780719579768513,0.0274663292102357,-0.0207310854845107,0.0387342914117245,-0.03000545420521,Financial Services,9.0
2020-03-23,42.03589630126953,52.13694623294791,41.67329618424711,44.54820859181714,7564993.0,56.57492733001709,64.59535835266114,-0.8111687911468209,-0.1145661514291701,0.0597658789654911,0.2402958143031985,-0.0086259637340354,Financial Services,9.0
2020-03-24,42.1912956237793,43.97840228441213,40.92218871727635,42.50209494931795,9947634.0,55.156895065307616,64.07083557128907,-0.8102988203906886,0.003696824290269,0.0073664323634443,0.0423572358755821,-0.0300798277876934,Financial Services,9.0
2020-03-25,43.46040344238281,44.41870846685784,41.25889311020618,42.21719813468121,8968255.0,53.86318397521973,63.56063278198242,-0.8031939844703474,0.0300798494059101,-0.0286054709397662,0.0220500719866876,-0.050655542926454,Financial Services,9.0
2020-03-26,45.454715728759766,46.77562094392195,40.79269360273312,43.7712077388057,17307209.0,52.77537899017334,63.10137840270996,-0.7920292423098113,0.0458880297561179,-0.037037037037037,0.0290598058745845,-0.1025641025641025,Financial Services,9.0
2020-03-27,44.03020477294922,47.96702097430278,43.5122023638557,46.41301374702221,9757751.0,51.70570430755616,62.61219062805176,-0.8000040703420733,-0.0313391236304496,0.0541175991881126,0.0894117168351715,-0.0117647058823529,Financial Services,9.0
2020-03-30,44.05610275268555,45.40291214473945,41.77689273584021,42.994198894119016,7357602.0,50.85747585296631,62.13650695800781,-0.7998590858939456,0.0005881866748037,-0.0241034452032141,0.0305703252876086,-0.0517342632334041,Financial Services,9.0
2020-03-31,45.97271347045898,46.64611554347162,44.21150318467858,45.06620926118233,9892277.0,50.10637245178223,61.69963676452637,-0.7891293397893699,0.0435038643461627,-0.0197183098591549,0.0146478643999412,-0.0383099050029343,Financial Services,9.0
2020-04-01,45.040313720703125,47.241824115573785,44.60000848009297,45.843216457894925,5575117.0,49.25684890747071,61.28067161560059,-0.7943491856819529,-0.0202815905211903,0.0178263131595981,0.0488786647562518,-0.0097758031469431,Financial Services,9.0
2020-04-03,44.05610275268555,45.68781240883396,43.84890232109896,45.68781240883396,4684849.0,48.42027473449707,60.8689567565918,-0.7998590858939456,-0.0218517787003152,0.0370370857655797,0.0370370857655797,-0.004703103966089,Financial Services,9.0
2020-04-07,45.06621170043945,45.79141721487049,43.77120561709349,45.58421413377784,8809858.0,47.60830593109131,60.4659008026123,-0.7942042012338252,0.0229277871768249,0.0114942528735633,0.0160920007932232,-0.028735632183908,Financial Services,9.0
2020-04-08,45.37701416015625,47.474928374358925,44.57411138737668,45.06621478662661,11339715.0,46.89087314605713,60.0373169708252,-0.7924642383657718,0.0068965739073596,-0.0068492689367504,0.0462329717596263,-0.0176940415238815,Financial Services,9.0
2020-04-09,46.10221481323242,46.72381876346922,45.09210905277176,45.99861327662745,8691445.0,46.409130859375,59.598707885742186,-0.7884043534813654,0.015981674125067,-0.0022472138708449,0.0134831689270247,-0.0219101352191596,Financial Services,9.0
2020-04-13,45.53240966796875,46.72381404513106,44.34100002141394,46.10221015766605,6676491.0,45.970123863220216,59.12321182250977,-0.7915942889654279,-0.0123596045780456,0.0125141738346903,0.0261660734815103,-0.0261661892099013,Financial Services,9.0
2020-04-15,46.801517486572266,48.40732818271203,45.42881420742266,46.20581785315032,10608553.0,45.898898696899415,58.66492118835449,-0.7844894530450868,0.0278726258473491,-0.0127282119344283,0.0343110818276455,-0.0293303156151601,Financial Services,9.0
2020-04-16,47.138221740722656,47.708022313347705,45.66191690385293,46.23171747647799,6359607.0,45.64378280639649,58.19316413879395,-0.7826044843731171,0.0071943020703761,-0.0192307692307692,0.0120878673735118,-0.0313186366042812,Financial Services,9.0
2020-04-17,49.4692268371582,51.28223515056191,47.9152197113836,48.433222086641806,13222425.0,45.66579761505127,57.758888702392575,-0.7695548376079769,0.0494504249493526,-0.0209424083769632,0.0366492146596859,-0.031413612565445,Financial Services,9.0
2020-04-20,48.95122909545898,50.84194005187683,48.48502480584021,50.194437021513615,8433434.0,45.70464782714844,57.35561668395996,-0.7724547401284183,-0.0104711105229995,0.0253968684551366,0.0386243816826499,-0.0095238525821207,Financial Services,9.0
2020-04-21,47.3713264465332,48.09652673541337,46.38711965593222,47.91522798054172,6341829.0,45.589392280578615,56.97750045776368,-0.7812994962052358,-0.0322750353386395,0.0114816614776958,0.0153088448916176,-0.020776424567968,Financial Services,9.0
2020-04-22,46.801517486572266,47.21592364647493,46.10221631317466,47.13822117414488,7073505.0,45.619177627563474,56.54518211364746,-0.7844894530450868,-0.0120285624808092,0.0071942899644057,0.0088545453685675,-0.0149418482765701,Financial Services,9.0
2020-04-23,47.578521728515625,48.51093033058759,46.87922054635494,47.13822176484309,5551178.0,45.62435798645019,56.04471565246582,-0.7801395565528477,0.0166021164199705,-0.0092541749444192,0.0195972587671453,-0.0146978333238455,Financial Services,9.0
2020-04-24,46.28351211547852,48.38142604116746,46.15401151608501,46.956919447839,8047227.0,45.83673877716065,55.5015153503418,-0.7873893982771052,-0.0272183658926284,0.0145496160853202,0.0453274574421793,-0.0027979855778963,Financial Services,9.0
2020-04-27,45.99861526489258,47.16412074594252,45.76551311480393,46.80151798684833,7293275.0,46.02710475921631,54.93001167297364,-0.7889843339854536,-0.0061554717341914,0.0174549324437718,0.0253378384183553,-0.0050675905947663,Financial Services,9.0
2020-04-28,46.15401840209961,46.77562242580807,45.99861871352091,46.56842459750103,5673279.0,46.16178550720215,54.37315902709961,-0.7881143418735327,0.0033784307704071,0.0089787673911956,0.0134680369170234,-0.0033669806868132,Financial Services,9.0
2020-04-29,48.30372619628906,48.84762768939277,46.74971891919666,47.13822073846976,13286783.0,46.304236030578615,53.869142608642576,-0.7760796503126528,0.0465768283805957,-0.0241286863270776,0.0112600318015527,-0.0321715817694369,Financial Services,9.0
2020-04-30,49.49513244628906,49.85773521079168,48.303727879546216,49.02893340855143,11517447.0,46.57748241424561,53.38895431518554,-0.7694098104482721,0.0246648932456794,-0.0094190885991373,0.0073260287745688,-0.0240711461482748,Financial Services,9.0
2020-05-04,46.6461181640625,48.14832733158692,46.102216661818574,48.14832733158692,16668974.0,46.706983184814455,52.86421768188477,-0.7853594238012191,-0.0575615043624389,0.0322043768409814,0.0322043768409814,-0.0116601664543859,Financial Services,9.0
2020-05-05,46.69792556762695,47.83752680537558,46.49072246836701,47.11232649675316,6170067.0,46.74324378967285,52.35139533996582,-0.7850693908375981,0.0011106476938174,0.0088740757558078,0.024403680118473,-0.0044370942979016,Financial Services,9.0
2020-05-06,47.397220611572266,47.52672121433613,45.84321337840596,46.77561666442714,9487758.0,46.86108913421631,51.868617401123046,-0.7811545331128964,0.0149748631324663,-0.0131147763333903,0.0027322404371585,-0.0327868852459015,Financial Services,9.0
2020-05-07,47.44902038574219,48.09652342195261,46.69792107925266,46.93101795677385,7641257.0,47.03073501586914,51.39878952026367,-0.7808645428608523,0.0010928863233232,-0.0109170310526366,0.0136462888157957,-0.0158296061832969,Financial Services,9.0
2020-05-08,45.35110855102539,48.07062112013728,45.01441015648534,48.07062112013728,7587482.0,47.04497985839844,50.88441291809082,-0.7926092655254766,-0.0442140178587794,0.0599657352598583,0.0599657352598583,-0.007424259412782,Financial Services,9.0
2020-05-11,46.1799201965332,47.44902197448458,45.61011434395322,46.05041958495503,8354003.0,47.08512516021729,50.35812255859375,-0.7879693360696164,0.0182754440186462,-0.002804262350975,0.0274816797549739,-0.0123388228077266,Financial Services,9.0
2020-05-12,46.33531951904297,46.90512009783321,45.19571309206915,45.84321614496413,9651254.0,47.09678039550781,49.873790130615234,-0.787099365313484,0.0033650842584485,-0.0106204808596733,0.012297327065071,-0.0245947678531808,Financial Services,9.0
2020-05-13,52.11104583740234,53.09525262802064,47.60442861034374,48.4332304460481,36914577.0,47.42571220397949,49.52931854248047,-0.7547651639074179,0.1246506202678856,-0.0705765031626849,0.0188867211318159,-0.0864810359231749,Financial Services,9.0
2020-05-14,51.7225341796875,54.28664694736521,50.790130974002665,52.318239008832215,37554103.0,47.671763038635255,49.21955291748047,-0.7569401655430087,-0.0074554569280202,0.0115173171344467,0.0495743839381461,-0.018027020919849,Financial Services,9.0
2020-05-15,50.71244430541992,53.017551098889655,50.401639659426245,51.61894863479591,13868047.0,47.850474166870114,48.92532783508301,-0.7625949434241867,-0.0195290097495698,0.0178753823009691,0.0454544604394739,-0.0061287648475752,Financial Services,9.0
2020-05-18,46.90511322021485,51.0491321511121,46.620212972594175,50.76423190349143,14475295.0,47.72226848602295,48.64301666259766,-0.783909493896787,-0.0750768600755094,0.0822750105123593,0.0883489804499886,-0.0060739699376289,Financial Services,9.0
2020-05-19,45.24750900268555,48.148325698591336,45.01441213062475,47.83752108685514,12852354.0,47.53708248138428,48.32807121276856,-0.7931892460295649,-0.035339520656245,0.0572409872113814,0.0641099755509992,-0.0051515956833548,Financial Services,9.0
2020-05-20,45.37701416015625,45.998618176609135,44.91081509986179,45.45471663823546,6223477.0,47.43736686706543,47.99499580383301,-0.7924642383657718,0.0028621499906882,0.0017123752965535,0.0136986539982326,-0.0102739034051254,Financial Services,9.0
2020-05-21,45.97271347045898,46.17991654033655,45.273412331059895,45.58421166648328,6874841.0,47.39592666625977,47.698698348999024,-0.7891293397893699,0.0131277767241414,-0.0084507042253521,0.0045070881015258,-0.015211221757629,Financial Services,9.0
2020-05-22,44.49641418457031,46.257619417126975,44.289211089260775,45.94682004355627,9834129.0,47.2418212890625,47.362514877319335,-0.7973940940063107,-0.0321125114104328,0.0325960166805734,0.0395808351039528,-0.0046566245641741,Financial Services,9.0
2020-05-26,43.61580276489258,44.729504753835016,43.33089986648496,44.05610269341052,8257919.0,47.108435821533206,47.04031753540039,-0.802324013714215,-0.0197906153971188,0.010094963307023,0.0255343686999356,-0.0065321025946343,Financial Services,9.0
2020-05-27,44.67770767211914,44.85900640708939,43.58990208881521,44.03020466237829,8348841.0,47.04239044189453,46.81913047790528,-0.7963791601578389,0.0243467926739919,-0.0144927536231882,0.0040579238375604,-0.0243478378811894,Financial Services,9.0
2020-05-28,45.53240966796875,46.076311093478445,44.28920189303873,44.98850297306655,9060133.0,47.01131000518799,46.64352767944336,-0.7915942889654279,0.0191303905321664,-0.0119454845212118,0.011945368792821,-0.0273037992936401,Financial Services,9.0
2020-05-29,45.86911010742188,47.44901632674453,44.72950380729984,45.06620746508342,20170285.0,46.88957920074463,46.59638946533203,-0.7897093416492468,0.0073947423803925,-0.0175042123219333,0.0344437948681068,-0.0248447440435005,Financial Services,9.0
2020-06-01,48.614524841308594,49.28793220049685,46.51661610143424,46.87921884806028,11405761.0,46.84554882049561,46.52386917114258,-0.7743397088003879,0.0598532373411468,-0.0356952165821394,0.0138519786295649,-0.0431539492923671,Financial Services,9.0
2020-06-02,48.84762191772461,49.80592945367048,48.226018026455606,48.58862073547857,6516937.0,46.95562400817871,46.52024299621582,-0.7730347633440836,0.0047948031411786,-0.0053022270497073,0.0196183048083686,-0.0127253664941148,Financial Services,9.0
2020-06-03,48.38143157958984,50.50523954500711,48.1742284890837,49.417436493333575,9981021.0,47.03979930877686,46.5243871307373,-0.7756446329009038,-0.0095437673285299,0.0214132752983848,0.0438971707962692,-0.0042826986250971,Financial Services,9.0
2020-06-04,48.433223724365234,49.59872910810664,47.88932226583114,48.69222492075221,7041825.0,47.0915994644165,46.499522857666015,-0.7753546853604367,0.0010704963264716,0.0053475935828877,0.0240641711229945,-0.0112299247646502,Financial Services,9.0
2020-06-05,51.69664001464844,52.83624638266292,48.7181261254297,48.7181261254297,21607255.0,47.30398044586182,46.60933944702148,-0.757085128635348,0.0673797042471381,-0.0576152316354556,0.0220441090115639,-0.0576152316354556,Financial Services,9.0
2020-06-08,52.499542236328125,54.07945380506859,51.48944175059965,52.55134563905331,14904806.0,47.66140213012695,46.70983200073242,-0.7525902476949812,0.0155310329927086,0.0009867400841705,0.030093816087547,-0.0192401770130009,Financial Services,9.0
2020-06-09,50.14263153076172,53.17294874839072,49.78002879496941,52.81034601259841,35989633.0,47.85953769683838,46.871966705322265,-0.7657849216198261,-0.0448939286928771,0.0532025224922647,0.0604339486205454,-0.0072314261282808,Financial Services,9.0
2020-06-10,52.266448974609375,52.57724833484123,50.55703668515402,51.17864067501111,20118731.0,48.1560941696167,47.07346977233887,-0.753895171795497,0.042355524211862,-0.0208127454789728,0.005946441098052,-0.0327057284929721,Financial Services,9.0
2020-06-11,52.73263931274414,55.011851809628254,51.64483646205412,52.31823847769044,20552397.0,48.18717384338379,47.2589144897461,-0.7512853022386767,0.008919495149962,-0.0078585263406975,0.0432220447637121,-0.0206286441351538,Financial Services,9.0
2020-06-12,54.93414688110352,55.42625015599312,49.72822443902187,49.80592689746475,22707197.0,48.34775447845459,47.44850311279297,-0.7389606204257526,0.0417484805815006,-0.0933521365998093,0.0089580580172599,-0.0947666021527385,Financial Services,9.0
2020-06-15,54.23484802246094,55.737051701407005,53.71684566363971,54.85645190692491,12621054.0,48.52387466430664,47.6525959777832,-0.7428754995062428,-0.012729766426629,0.0114613372606213,0.0276981264578068,-0.0095510981907186,Financial Services,9.0
2020-06-16,55.65937042236328,57.21337794312134,54.80466417818875,55.11546884397676,26312178.0,48.961587524414064,47.88466133117676,-0.7349006074066152,0.0262658134362686,-0.0097719678512208,0.0279199622447341,-0.0153560171034762,Financial Services,9.0
2020-06-17,54.93414688110352,56.85075658523594,54.64924664913341,55.63345319891263,21076945.0,49.44591941833496,48.06388999938965,-0.7389606204257526,-0.0130296756099917,0.0127299022104165,0.0348892230597597,-0.0051862138241034,Financial Services,9.0
2020-06-18,55.52985382080078,55.892456525209546,52.91394296728228,53.87224522164102,20889405.0,49.95356140136719,48.2736808013916,-0.7356256791377738,0.010844019130516,-0.0298507646807245,0.0065298696009341,-0.0471081890825834,Financial Services,9.0
2020-06-19,55.219051361083984,56.3068595160082,53.76864575724437,55.52985594937348,21534141.0,50.41587829589844,48.49693977355957,-0.7373656420058271,-0.0055970336374336,0.0056285752947311,0.0196998703909436,-0.0262663984275144,Financial Services,9.0
2020-06-22,59.25947952270508,60.03648316013884,55.6075582112519,55.685260682752535,27330507.0,51.15403156280517,48.780805130004886,-0.7147461460769224,0.0731709086271738,-0.0603147187376678,0.0131118876455209,-0.0616259430704915,Financial Services,9.0
2020-06-23,58.2752685546875,60.39907623425678,57.96446923015294,60.39907623425678,11929851.0,51.88700485229492,49.03877021789551,-0.720256046288915,-0.0166084983524109,0.0364444082754629,0.0364444082754629,-0.0053332971643518,Financial Services,9.0
2020-06-24,58.48246383666992,59.82926775632827,57.498257324263534,58.48246383666992,9024779.0,52.57724266052246,49.286375198364254,-0.719096106636527,0.0035554582093085,0.0,0.0230291925357266,-0.0168290876929378,Financial Services,9.0
2020-06-25,59.33718490600586,60.813495182314135,58.14578021821956,58.40478146640762,11941113.0,53.26748142242432,49.562470703125,-0.7143111286651734,0.0146149976123271,-0.0157136446745026,0.0248800188051867,-0.0200785509065447,Financial Services,9.0
2020-06-26,58.35297393798828,60.08827991395299,58.068068395295626,59.77748057387941,6951867.0,53.89167461395264,49.79349983215332,-0.719821028877166,-0.0165867485890447,0.024411894368999,0.0297380897468708,-0.0048824511154379,Financial Services,9.0
2020-06-29,56.82485961914063,58.45656388212298,55.94425455832553,58.35296762623264,9623986.0,54.30219135284424,49.98723258972168,-0.7283758587693049,-0.0261874282615241,0.0268915403809866,0.0287146202193651,-0.0154968277390776,Financial Services,9.0
2020-06-30,55.99606323242188,58.04217398189454,55.71116293628116,57.42056998251895,7529197.0,54.6596134185791,50.11776931762695,-0.7330157028020111,-0.0145851022294401,0.0254394089131659,0.0365402607140419,-0.0050878629620476,Financial Services,9.0
2020-07-01,56.25506210327149,56.85076700884354,55.21905723750668,55.94426275129934,9802978.0,55.05329494476318,50.263845977783205,-0.7315657515417904,0.0046253049928632,-0.0055248246175888,0.0105893564649963,-0.0184162069515261,Financial Services,9.0
2020-07-02,56.22916030883789,56.95436578746384,55.7888603699962,56.74716271660129,7372262.0,55.443091773986815,50.441002655029294,-0.7317107573457067,-0.0004604349095916,0.0092123447143488,0.0128973200852149,-0.0078304555220698,Financial Services,9.0
2020-07-03,56.09966278076172,57.05797044926828,55.68526188572336,56.51406367580008,6019863.0,55.66324291229248,50.626965560913085,-0.7324357222979228,-0.0023030315118509,0.0073868696262551,0.0170822358104296,-0.007386869626255,Financial Services,9.0
