Date_Ticker,Close_HDFCBANK.NS,High_HDFCBANK.NS,Low_HDFCBANK.NS,Open_HDFCBANK.NS,Volume_HDFCBANK.NS,MA_20_Unnamed: 6_level_1,MA_50_Unnamed: 7_level_1,Normalised Close_Unnamed: 8_level_1,Return Ratio_Unnamed: 9_level_1,Percentage Change Open_Unnamed: 10_level_1,Percentage Change High_Unnamed: 11_level_1,Percentage Change Low_Unnamed: 12_level_1,Sector_Unnamed: 13_level_1,Sector Encoded_Unnamed: 14_level_1
Date,,,,,,,,,,,,,,
2020-01-10,1231.364501953125,1235.3964823794963,1224.0686880383555,1232.7084954285822,4607290.0,,,-0.9121201915932,,0.0010914668023362,0.0032744004070088,-0.0059249831412203,Financial Services,9.0
2020-01-13,1234.532470703125,1244.6122459304834,1224.9326847723075,1231.3644944720004,3725784.0,,,-0.8975524188940018,0.0025727302882088,-0.0025661343920101,0.0081648522550543,-0.0077760497667185,Financial Services,9.0
2020-01-14,1237.892333984375,1240.8203154210669,1226.3725914424497,1237.4123447117947,3943145.0,,,-0.8821022271641646,0.0027215673633407,-0.0003877471888329,0.0023652957178168,-0.0093059325319893,Financial Services,9.0
2020-01-15,1232.8524169921875,1236.4042906499635,1223.108611556013,1234.9163942516534,5893724.0,,,-0.9052780760941816,-0.0040713694186679,0.0016741478793556,0.0028810209631107,-0.0079034646011777,Financial Services,9.0
2020-01-16,1236.1163330078125,1239.332237530347,1228.148464622242,1230.7404768706822,3575200.0,,,-0.8902690938796639,0.0026474507172464,-0.0043489888399494,0.0026016196345446,-0.0064458887669435,Financial Services,9.0
2020-01-17,1226.9967041015625,1233.4765598262318,1220.996837689832,1230.452603717741,8459407.0,,,-0.9322053285749362,-0.0073776461508759,0.0028165516701279,0.0052810701960392,-0.0048898798111474,Financial Services,9.0
2020-01-20,1204.677001953125,1252.627879516886,1202.3730301948194,1252.627879516886,11089225.0,,,-1.0348415517423033,-0.0181905151609845,0.0398039287593428,0.0398039287593428,-0.0019125224060642,Financial Services,9.0
2020-01-21,1194.54931640625,1199.9732187921677,1188.8374907587531,1199.9732187921677,7492402.0,,,-1.0814132930247358,-0.008406971769574,0.0045405428737217,0.0045405428737217,-0.0047815737442139,Financial Services,9.0
2020-01-22,1191.189453125,1204.7731741026575,1184.997637869106,1198.101369534372,9184155.0,,,-1.0968634847545728,-0.0028126618425081,0.0058025332504743,0.0114034933251143,-0.0051980104757057,Financial Services,9.0
2020-01-23,1195.029296875,1196.949254010899,1181.7336171458758,1190.3734242574214,5754460.0,,,-1.0792061227776162,0.0032235373977887,-0.0038960321974981,0.0016066193029071,-0.0111258190605807,Financial Services,9.0
2020-01-24,1194.741455078125,1203.8132062898453,1189.5095012151328,1196.1333772226055,5915878.0,,,-1.0805297513235743,-0.0002408658914285,0.0011650404684329,0.0075930664104453,-0.0043791515233311,Financial Services,9.0
2020-01-27,1164.6458740234375,1185.5734522817952,1163.2539520667735,1185.5734522817952,9444276.0,,,-1.218923030630697,-0.025190036661714,0.017969048553841,0.017969048553841,-0.0011951460849256,Financial Services,9.0
2020-01-28,1174.245849609375,1178.6618451916788,1164.6941088198198,1170.0220372548329,6706079.0,,,-1.1747779416825217,0.0082428279703365,-0.0035970426090474,0.0037607078481671,-0.0081343619760143,Financial Services,9.0
