Date_Ticker,Close_ABREL.NS,High_ABREL.NS,Low_ABREL.NS,Open_ABREL.NS,Volume_ABREL.NS,MA_20_Unnamed: 6_level_1,MA_50_Unnamed: 7_level_1,Normalised Close_Unnamed: 8_level_1,Return Ratio_Unnamed: 9_level_1,Percentage Change Open_Unnamed: 10_level_1,Percentage Change High_Unnamed: 11_level_1,Percentage Change Low_Unnamed: 12_level_1,Sector_Unnamed: 13_level_1,Sector Encoded_Unnamed: 14_level_1
Date,,,,,,,,,,,,,,
2020-01-10,496.1147155761719,499.0445268886296,476.77797283538376,476.77797283538376,2155742.0,,,-0.7173444778464839,,-0.0389763539231667,0.0059055118110236,-0.0389763539231667,Forest Materials,10.0
2020-01-13,509.1523132324219,511.7403368705277,497.14009968914473,499.0444888183963,1380163.0,,,-0.6980559822416209,0.0262794012088686,-0.0198522606130465,0.0050830047725314,-0.0235925738351574,Forest Materials,10.0
2020-01-14,524.6315307617188,526.8288891336299,504.56233621969614,509.250022158341,1274605.0,,,-0.6751552280419059,0.0304019389228048,-0.0293186888348954,0.0041883841192709,-0.0382538855659017,Forest Materials,10.0
2020-01-15,519.0648803710938,527.7077995033642,513.0099253484372,524.3873825992474,1389214.0,,,-0.6833908182498847,-0.0106105906035474,0.0102540210856656,0.0166509418361946,-0.0116651217441791,Forest Materials,10.0
2020-01-16,517.8440551757812,526.3893366143255,513.1075515927065,522.2387713441755,612728.0,,,-0.6851969701219516,-0.0023519703248651,0.0084865629420085,0.0165016501650165,-0.0091465829060584,Forest Materials,10.0
2020-01-17,518.2836303710938,530.198208233898,515.69560654916,517.5999958136807,933539.0,,,-0.6845466398658459,0.000848856312859,-0.0013190355962497,0.0229885282201047,-0.0049934508255272,Forest Materials,10.0
2020-01-20,525.168701171875,528.3426635685437,518.6254436942324,520.4321965150975,830322.0,,,-0.6743605103823688,0.0132843686300713,-0.0090190155015108,0.00604370060437,-0.0124593439461295,Forest Materials,10.0
2020-01-21,545.3843383789062,550.609144237086,521.5063664218666,524.4361774691805,2895443.0,,,-0.6444524521880433,0.0384936062677032,-0.0384099055209246,0.0095800438159077,-0.0437819172219251,Forest Materials,10.0
2020-01-22,553.0018920898438,559.4963310892614,547.8747222294081,548.8513260123482,1698013.0,,,-0.6331826496410388,0.0139673129110744,-0.007505518763797,0.0117439724751655,-0.0092715231788079,Forest Materials,10.0
2020-01-23,572.631591796875,580.102634416314,550.0232504791229,554.7109366135797,1115782.0,,,-0.6041414576586841,0.0354966230456262,-0.0312952611068166,0.0130468572228008,-0.0394814775182221,Forest Materials,10.0
2020-01-24,614.57666015625,619.1667091963291,572.3873708889491,573.4616706597346,5128862.0,,,-0.5420857562919806,0.0732496581750834,-0.0668996923606931,0.0074686354651218,-0.068647724527278,Forest Materials,10.0
2020-01-27,604.7618408203125,632.3508953268508,598.7068859629325,608.4241046928619,4265221.0,,,-0.556606307133876,-0.0159700489332643,0.0060557125555107,0.045619701251514,-0.0100121311377169,Forest Materials,10.0
2020-01-28,601.05078125,619.0691321008532,577.3681406517096,606.470920063434,4907456.0,,,-0.5620966404068194,-0.0061363983634925,0.009017771846435,0.0299780840703351,-0.0394020627492369,Forest Materials,10.0
2020-01-29,604.8594360351562,612.8187794840665,590.8940160097791,599.6346304433733,1874398.0,,,-0.5564619197304447,0.0063366605684055,-0.0086380492400538,0.013158996908577,-0.0230887032480145,Forest Materials,10.0
2020-01-30,598.3651733398438,606.2268221812931,591.4801283198706,605.494369315186,1122800.0,,,-0.5660698675102499,-0.0107368130650028,0.011914456744783,0.0131385468134259,-0.0115064267219021,Forest Materials,10.0
2020-01-31,629.1281127929688,641.5309916517936,598.9510347481018,598.9510347481018,5086340.0,,,-0.5205575854105016,0.0514116476422217,-0.0479665070297017,0.0197143929934446,-0.0479665070297017,Forest Materials,10.0
2020-02-03,549.095458984375,595.7282880933193,544.3589546350227,581.5675337042157,2117772.0,,,-0.6389620286165362,-0.1272120132309691,0.0591373943975099,0.084926634059582,-0.0086260126028234,Forest Materials,10.0
2020-02-04,569.5553588867188,582.6906921673481,533.1280483770732,552.5136103319791,3585799.0,,,-0.6086925955700953,0.037261098352893,-0.0299211451333727,0.0230624347145189,-0.0639574537246882,Forest Materials,10.0
2020-02-05,592.1148071289062,607.2521643700084,566.430141925113,571.3131603899848,2884975.0,,,-0.5753169822293223,0.0396088771533698,-0.035131103780002,0.0255649023784785,-0.0433778464827371,Forest Materials,10.0
2020-02-06,591.4800415039062,605.2501295227135,585.229754120994,595.72824366092,2279270.0,561.813265991211,,-0.5762560872922907,-0.0010720313313526,0.0071823254529641,0.0232807314745484,-0.0105671991349364,Forest Materials,10.0
2020-02-07,594.898193359375,611.2563060399981,590.8452639866841,594.7516789551912,2195472.0,566.7524398803711,,-0.5711990968267691,0.0057789808879733,-0.0002462848363287,0.0274973312462913,-0.0068128117011149,Forest Materials,10.0
2020-02-10,590.9918212890625,598.1210172026407,580.1026649310755,596.4607787990815,968485.0,570.8444152832031,,-0.5769783855037027,-0.0065664547546418,0.0092538632735901,0.012063104186498,-0.0184252234391936,Forest Materials,10.0
2020-02-11,582.7394409179688,603.6876022477729,579.5166606227281,595.3375929097571,1064924.0,573.7498107910156,,-0.5891873834122395,-0.0139636118027721,0.0216188421568701,0.0359477321404662,-0.0055303967244159,Forest Materials,10.0
2020-02-12,580.3467407226562,592.7496194630661,574.9266021838258,584.9856082336913,1094054.0,576.8139038085938,,-0.5927272677082482,-0.0041059520384331,0.0079932688262513,0.0213714971931531,-0.009339483034024,Forest Materials,10.0
2020-02-13,581.0302734375,586.6945619056715,574.340503592389,581.1767282005284,774724.0,579.9732147216797,,-0.5917160140928459,0.0011778005576331,0.0002520604686602,0.0097486976619314,-0.0115136338861189,Forest Materials,10.0
2020-02-14,569.6041259765625,593.0426155152466,566.4301638515324,582.4464888791643,1232538.0,582.5392395019531,,-0.6086204470176614,-0.0196653220723559,0.0225461198698029,0.0411487355336475,-0.0055722246035148,Forest Materials,10.0
2020-02-17,565.0629272460938,573.9988757389146,560.5705736693101,570.4831259490114,621374.0,584.5339508056641,,-0.6153389310561272,-0.0079725523804502,0.0095922037025746,0.0158140767372076,-0.0079501828206598,Forest Materials,10.0
2020-02-18,569.7506103515625,572.0944234176085,554.7108898473451,566.332497473982,683231.0,585.7522644042969,,-0.6084037304646687,0.008295860300577,-0.005999314113014,0.0041137526199397,-0.0263970239451558,Forest Materials,10.0
2020-02-19,595.9724731445312,604.517756454674,572.4851635106576,574.584825931136,1925038.0,587.9007934570312,,-0.5696097518062587,0.046023404480056,-0.0358869715920728,0.0143383859074148,-0.0394100578336236,Forest Materials,10.0
2020-02-20,587.3782958984375,602.7109856126017,584.0090012773289,598.3162690478057,1321773.0,588.6381286621094,,-0.5823244216717784,-0.0144204265018286,0.0186216842293054,0.0261036027739358,-0.0057361578468864,Forest Materials,10.0
2020-02-24,558.0313720703125,581.0791953015963,553.9296246526342,581.0791953015963,822920.0,585.8108642578125,,-0.6257417770925972,-0.0499625608114047,0.0413020206118084,0.0413020206118084,-0.0073503885676905,Forest Materials,10.0
