Date_Ticker,Close_ASIANPAINT.NS,High_ASIANPAINT.NS,Low_ASIANPAINT.NS,Open_ASIANPAINT.NS,Volume_ASIANPAINT.NS,MA_20_Unnamed: 6_level_1,MA_50_Unnamed: 7_level_1,Normalised Close_Unnamed: 8_level_1,Return Ratio_Unnamed: 9_level_1,Percentage Change Open_Unnamed: 10_level_1,Percentage Change High_Unnamed: 11_level_1,Percentage Change Low_Unnamed: 12_level_1,Sector_Unnamed: 13_level_1,Sector Encoded_Unnamed: 14_level_1
Date,,,,,,,,,,,,,,
2020-03-16,1624.78515625,1715.126042998132,1619.7179577549296,1715.126042998132,2867336.0,1768.371136474609,,-2.1180948915423365,-0.063581131844766,0.0556017430369923,0.0556017430369923,-0.0031186883235476,Consumer Durables,5.0
2020-03-17,1671.3067626953125,1717.8285399578806,1611.8516591897776,1639.8418975828936,2643189.0,1761.7143310546876,,-2.029199322156779,0.0286324664318599,-0.0188265049928211,0.0278355705253909,-0.0355740219764634,Consumer Durables,5.0
2020-03-18,1561.8551025390625,1697.3182855700124,1552.0103081600332,1671.6926951076975,3676437.0,1749.3758666992187,,-2.238344456928125,-0.0654886718580241,0.0703250848238581,0.0867322345144125,-0.0063032699787738,Consumer Durables,5.0
2020-03-19,1545.4471435546875,1596.3604206646737,1381.366440072268,1486.3781374289758,4906644.0,1737.0701721191406,,-2.269697519898672,-0.0105054297019621,-0.0382213046703407,0.0329440429731424,-0.1061703754584689,Consumer Durables,5.0
2020-03-20,1682.2613525390625,1696.2082818472431,1515.8643239270805,1553.9406485922711,3128629.0,1730.5837829589843,,-2.008266801206752,0.0885272651057403,-0.0762786969772056,0.0082905841515827,-0.0989127095863174,Consumer Durables,5.0
2020-03-23,1446.27490234375,1592.548077432229,1438.8430584436946,1523.6341552448175,2155326.0,1714.348095703125,1745.1755493164062,-2.4592002805148945,-0.1402793031172799,0.0534886229275661,0.1011378783185945,-0.0051386108463969,Consumer Durables,5.0
2020-03-24,1471.755615234375,1542.3585997309706,1402.6487077966417,1502.3519109647814,3910566.0,1700.5063720703124,1740.146435546875,-2.41051059299465,0.0176181670921153,0.0207889784239307,0.0479719484442748,-0.0469554229808244,Consumer Durables,5.0
2020-03-25,1537.6776123046875,1549.4527693838847,1395.6512527502505,1396.1821492482077,2196415.0,1689.6170654296875,1736.1983154296877,-2.284543888223024,0.0447914017707447,-0.0920189394215117,0.0076577541254232,-0.0923641980724208,Consumer Durables,5.0
2020-03-26,1560.6488037109375,1592.5480712973088,1519.1943419527054,1549.1149420801094,2622118.0,1679.8498962402343,1732.4356396484377,-2.2406495067612893,0.0149388865536128,-0.0073904273680297,0.0204397475655768,-0.0265623256556254,Consumer Durables,5.0
2020-03-27,1548.29443359375,1607.266942805895,1496.2228711952364,1606.8326586777273,2102479.0,1668.640667724609,1727.9817553710936,-2.26425679055658,-0.0079161756878364,0.0378081996640031,0.0380886916161442,-0.0336315633956327,Consumer Durables,5.0
2020-03-30,1539.41455078125,1563.1097785598006,1504.7646660002326,1535.746935669828,1844011.0,1659.1912780761718,1723.4867749023438,-2.281224868381281,-0.0057352675433243,-0.0023824739798391,0.0153923631334556,-0.0225084820482127,Consumer Durables,5.0
2020-03-31,1608.473388671875,1631.155131626444,1546.0262541334228,1568.4183957946575,2789174.0,1653.7307495117188,1720.4710278320313,-2.149264147665228,0.0448604554605371,-0.0249024902490248,0.0141014101410141,-0.0388238530884338,Consumer Durables,5.0
2020-04-01,1547.3773193359375,1597.3737160040794,1529.0871961205212,1592.5961196914166,1559455.0,1644.2068298339843,1715.8738232421874,-2.2660092535596723,-0.0379838856932441,0.0292228661945781,0.0323104106822491,-0.0118200796837746,Consumer Durables,5.0
2020-04-03,1467.943115234375,1559.731761548663,1464.4201826792753,1558.8630754937233,2925847.0,1628.4237182617187,1710.4185400390625,-2.417795688763664,-0.0513347346564779,0.0619369778813478,0.0625287488062047,-0.0023999108129862,Consumer Durables,5.0
2020-04-07,1567.260498046875,1578.070474967618,1484.447945260059,1486.3783066973283,2733586.0,1616.3276000976562,1707.5552392578124,-2.2280155850740115,0.0676575146419367,-0.0516073693239523,0.0068973708800894,-0.0528390480650902,Consumer Durables,5.0
2020-04-08,1552.9273681640625,1629.031957087798,1544.2890484273837,1567.2603951507026,2382213.0,1603.3700561523438,1704.4658349609374,-2.255403971661813,-0.0091453398466141,0.0092296827787801,0.0490071786253014,-0.005562603836966,Consumer Durables,5.0
2020-04-09,1593.8509521484375,1620.4417246713017,1562.5790773033352,1582.896175958073,1489539.0,1592.9557495117188,1701.9891748046875,-2.1772053543405216,0.026352542187956,-0.0068731496979677,0.0166833495233797,-0.0196203257292968,Consumer Durables,5.0
2020-04-13,1622.3238525390625,1644.3300182232,1547.0397627416162,1588.6873308537993,2586159.0,1583.2074279785156,1700.052177734375,-2.1227980609195973,0.0178642177000583,-0.0207335432026222,0.0135645947938791,-0.0464050933354772,Consumer Durables,5.0
2020-04-15,1658.373291015625,1676.2774386106803,1625.1711720064188,1644.3299837131583,2508270.0,1577.1678161621094,1699.0140161132813,-2.053913179156737,0.0222208644840808,-0.0084681219714207,0.0107962107759771,-0.0200208958918244,Consumer Durables,5.0
2020-04-16,1682.40625,1691.2859820520362,1626.0879865681336,1632.1203652095053,1821296.0,1574.5328735351563,1698.1133227539062,-2.007989924648164,0.0144918873902368,-0.0298892641361114,0.0052779951643879,-0.0334748301320602,Consumer Durables,5.0
2020-04-17,1695.098388671875,1721.5925483875003,1666.9633512831074,1701.613357567838,1398686.0,1578.04853515625,1697.31169921875,-1.983737217569291,0.0075440391830896,0.0038434163701066,0.015629865435943,-0.0165978786699287,Consumer Durables,5.0
2020-04-20,1670.19677734375,1697.4149418552763,1646.2603683645657,1697.028846038536,1431055.0,1577.9930358886718,1696.1918041992187,-2.0313203318848663,-0.0146903633998706,0.0160652140267323,0.0162963818878958,-0.0143314903392715,Consumer Durables,5.0
2020-04-21,1665.9019775390625,1692.8787324228092,1640.807277993283,1650.4590855108904,1594930.0,1583.195379638672,1693.6017163085935,-2.039527027723788,-0.0025714334160779,-0.0092699884125144,0.0161934827183516,-0.0150637311703359,Consumer Durables,5.0
2020-04-22,1749.8721923828125,1758.5588166141667,1652.630260015152,1657.3113617314054,3727805.0,1593.4166320800782,1692.236328125,-1.8790729800172108,0.0504052555167706,-0.0528957663618657,0.0049641478212907,-0.0555708769994484,Consumer Durables,5.0
2020-04-23,1758.221435546875,1781.1444770392548,1738.3387368058873,1744.081514809699,2573552.0,1597.2146362304688,1691.3801611328124,-1.8631188722010867,0.004771344558995,-0.008042172874987,0.0130376305446702,-0.0113084156176286,Consumer Durables,5.0
2020-04-24,1763.9158935546875,1778.6348980459504,1750.837648993507,1751.8511357749635,2744768.0,1613.0966857910155,1690.9589624023438,-1.852237646774323,0.0032387604272617,-0.0068397579634086,0.0083445047153585,-0.0074143243501394,Consumer Durables,5.0
2020-04-27,1786.8870849609375,1795.0429317443964,1754.7948299262582,1775.9323086860115,1770889.0,1628.8532592773438,1690.9606567382812,-1.8083432653125884,0.0130228382714766,-0.0061306483029203,0.0045642765298945,-0.0179598673608303,Consumer Durables,5.0
2020-04-28,1760.87548828125,1799.0966160014211,1743.4057432027262,1782.8815349953384,1934910.0,1640.013153076172,1690.23447265625,-1.858047389356252,-0.0145569336185873,0.0124972190598029,0.0217057526068908,-0.0099210564260711,Consumer Durables,5.0
2020-04-29,1705.9566650390625,1782.688520694285,1694.7605939413988,1782.5920262008358,2931120.0,1647.278546142578,1688.2445654296876,-1.9629887367243408,-0.0311883626114828,0.0449222203191301,0.0449787835926451,-0.0065629281957213,Consumer Durables,5.0
2020-04-30,1697.4632568359375,1734.4297249235976,1680.3796055047208,1732.4993635157805,2926333.0,1654.7369873046875,1685.7848583984376,-1.9792183215545276,-0.0049786775814323,0.0206402739727928,0.0217774776206733,-0.010064224519982,Consumer Durables,5.0
2020-05-04,1618.4149169921875,1690.0312721447174,1613.299412558478,1658.1803115617502,2942397.0,1658.6870056152345,1682.121982421875,-2.130267430051108,-0.0465685130593611,0.0245705808517053,0.0442509237900676,-0.0031608114705322,Consumer Durables,5.0
2020-05-05,1562.7723388671875,1633.954414804322,1523.2964250546795,1622.4687410213317,5867890.0,1656.401953125,1677.2885717773438,-2.236591760667612,-0.0343809103220645,0.0381990394054558,0.0455485896229341,-0.0252601820692083,Consumer Durables,5.0
2020-05-06,1554.568115234375,1581.6413596458776,1522.08976535201,1558.7666271677208,3937921.0,1656.761492919922,1672.2074462890623,-2.2522687586677264,-0.0052497881033391,0.0027007577810205,0.0174152834772511,-0.0208922012255915,Consumer Durables,5.0
2020-05-07,1538.78759765625,1571.9897186284331,1491.3971322462514,1553.8925809677637,5256213.0,1660.3037170410155,1667.1519775390625,-2.282422878494936,-0.0101510621654206,0.0098161587307565,0.0215768056765948,-0.0307972753888708,Consumer Durables,5.0
2020-05-08,1523.4410400390625,1580.9657786278428,1515.3334996616077,1555.6780947423392,5644426.0,1658.112744140625,1661.381015625,-2.3117477681909064,-0.0099731487572177,0.0211606841722278,0.0377597406640071,-0.0053218602915193,Consumer Durables,5.0
2020-05-11,1514.94775390625,1543.32409287392,1500.8561378479958,1527.88120013722,3767646.0,1656.2137634277344,1656.260197753906,-2.3279771197636725,-0.0055750671733214,0.008537222618814,0.0187309026958204,-0.0093017175159468,Consumer Durables,5.0
2020-05-12,1470.307861328125,1489.9975693715735,1459.353084948871,1485.412961465815,4504073.0,1650.0366088867188,1650.6945532226562,-2.413277026006321,-0.0294662917998474,0.0102734267665858,0.0133915546269764,-0.0074506684398454,Consumer Durables,5.0
2020-05-13,1508.866943359375,1524.7924239375227,1479.9597124664926,1524.7924239375227,2940514.0,1644.3637634277345,1645.7626171875,-2.3395966049275305,0.026225175723688,0.0105545957171617,0.0105545957171617,-0.0191582372588285,Consumer Durables,5.0
2020-05-14,1469.3907470703125,1503.3650519309465,1464.178749053542,1499.214846669723,2592264.0,1634.914636230469,1640.0305883789065,-2.415029489009414,-0.0261628081010057,0.0202969153432293,0.0231213548393252,-0.0035470469833582,Consumer Durables,5.0
2020-05-15,1498.8773193359375,1505.6818903916328,1457.422855443183,1475.761288723594,2860493.0,1625.7381896972656,1634.5585546875,-2.3586852259654782,0.0200672097087964,-0.0154222299011002,0.0045397785181711,-0.0276570092548471,Consumer Durables,5.0
2020-05-18,1448.8323974609375,1504.282086824429,1445.9368560159471,1503.7511904315609,2871905.0,1613.424890136719,1628.9671557617187,-2.4543133042899776,-0.0333882708273762,0.0379055528209253,0.0382719833299327,-0.0019985344406051,Consumer Durables,5.0
2020-05-19,1451.583251953125,1464.1305991974175,1431.314460250806,1457.4226414524642,3164137.0,1602.4942138671877,1623.6451416015625,-2.449056848310383,0.0018986699200047,0.0040227727148836,0.0086439046657573,-0.0139632306139155,Consumer Durables,5.0
2020-05-20,1447.8192138671875,1461.283436180922,1440.676853825177,1451.5833239713124,2057402.0,1591.5900756835938,1617.8444116210935,-2.4562493408833053,-0.0025930569816598,0.0025998481495979,0.0092996571566217,-0.0049331850092891,Consumer Durables,5.0
2020-05-21,1519.4840087890625,1528.363624017246,1448.736217019189,1450.6665784009604,3845743.0,1580.0706665039063,1612.5619848632812,-2.319309040746245,0.0494984416807504,-0.0452899997565262,0.0058438359185233,-0.0465604056118069,Consumer Durables,5.0
2020-05-22,1561.56591796875,1568.418677549754,1501.2421226783747,1514.1755679526138,5203736.0,1570.237890625,1607.6096459960938,-2.2388970437581963,0.0276948680843467,-0.030347966403993,0.0043883895659799,-0.0386303226756147,Consumer Durables,5.0
2020-05-26,1573.099365234375,1599.2557324035554,1563.5923611702483,1568.418263519539,3552636.0,1560.6970642089843,1602.830068359375,-2.216858416118343,0.0073858215864671,-0.0029757190284915,0.0166272822602553,-0.0060434860468653,Consumer Durables,5.0
2020-05-27,1563.0615234375,1579.855687807207,1540.3797815447042,1574.2094054106371,2260057.0,1549.5057861328123,1598.0485571289062,-2.23603917383754,-0.0063809330921568,0.0071320813710651,0.0107444039264514,-0.0145110998848682,Consumer Durables,5.0
2020-05-28,1586.3707275390625,1599.2558643104612,1559.0078825256671,1565.5228512345657,3138915.0,1540.7805480957031,1593.430166015625,-2.191498902577381,0.0149125314340159,-0.013141869011185,0.0081223994793369,-0.0172487077190609,Consumer Durables,5.0
2020-05-29,1624.4954833984375,1639.8418788718125,1576.2364522368186,1581.9310414778697,3532977.0,1536.707489013672,1590.336765136719,-2.118648411402092,0.0240326899617707,-0.0262016375887503,0.0094468686618138,-0.0297070885421368,Consumer Durables,5.0
2020-06-01,1634.2919921875,1652.2926332942495,1622.9511205452716,1647.0806346776724,2529255.0,1533.54892578125,1588.3205029296876,-2.0999288036039805,0.0060304930910415,0.0078251882474531,0.0110143359894063,-0.0069393178798169,Consumer Durables,5.0
2020-06-02,1649.7833251953125,1672.658059375604,1621.503485141959,1634.29212870037,2440552.0,1535.1173461914063,1588.8204663085935,-2.0703272706068425,0.0094789260926851,-0.0093898369915385,0.0138652960246057,-0.01714154799692,Consumer Durables,5.0
2020-06-03,1656.781005859375,1683.2751693965104,1646.4535015019792,1663.9715550685687,3088817.0,1539.8177795410156,1588.529951171875,-2.0569557889547334,0.0042415755797714,0.0043400722145918,0.0159913491544363,-0.0062334758310673,Consumer Durables,5.0
2020-06-04,1576.8638916015625,1659.724627085168,1570.3489221947923,1656.6842844646949,4388930.0,1540.932568359375,1588.830126953125,-2.209664990515737,-0.0482363776354131,0.0506197099751339,0.0525478044902447,-0.0041315990818668,Consumer Durables,5.0
2020-06-05,1581.496826171875,1601.5725133171131,1564.5578583687911,1592.5480976610152,2884206.0,1543.0680297851563,1589.551120605469,-2.2008121716209703,0.0029380687800562,0.0069878556227587,0.0126941052381577,-0.010710718809399,Consumer Durables,5.0
2020-06-08,1577.346435546875,1607.9909203739292,1572.2792372683855,1599.304294753662,2046505.0,1545.7632995605468,1587.452822265625,-2.2087429239309877,-0.0026243433159751,0.01392075875784,0.0194278721125897,-0.0032124827902707,Consumer Durables,5.0
2020-06-09,1584.8748779296875,1635.981144428567,1579.7593735359628,1582.8962105385544,3671930.0,1549.2596557617187,1590.2248217773438,-2.1943572390128794,0.0047728528198704,-0.0012484691496389,0.0322462468240012,-0.0032277023662631,Consumer Durables,5.0
2020-06-10,1578.9871826171875,1616.7740273214972,1571.2175493454067,1590.6176561753127,2069280.0,1554.693621826172,1592.369453125,-2.205607710936901,-0.0037149275280273,0.007365780853805,0.0239310648751926,-0.004920643661529,Consumer Durables,5.0
2020-06-11,1554.52001953125,1588.687440043929,1551.0453925580764,1578.987326833072,1888420.0,1556.9762756347657,1592.7063012695312,-2.2523606620915544,-0.0154954792257293,0.0157394610519072,0.0219794020555501,-0.0022351767294842,Consumer Durables,5.0
2020-06-12,1580.3385009765625,1585.7434890090196,1522.5724631036169,1524.9854147091692,2391556.0,1562.523663330078,1593.1000952148438,-2.203025551287728,0.0166086516229606,-0.0350260948734642,0.0034201457656806,-0.0365529523182847,Consumer Durables,5.0
2020-06-15,1561.8551025390625,1593.1752817507684,1546.3157194106425,1572.279099497944,1681166.0,1565.6725524902345,1593.37130859375,-2.238344456928125,-0.0116958477098914,0.0066741126894138,0.0200531913368848,-0.0099493116251042,Consumer Durables,5.0
2020-06-16,1565.2332763671875,1583.1374229900175,1551.6725601101768,1581.930947282816,1497691.0,1571.4925964355468,1593.8876831054688,-2.231889291062613,0.00216292396307,0.0106678481525659,0.0114386442539635,-0.0086637030158752,Consumer Durables,5.0
2020-06-17,1539.8492431640625,1566.1504160574448,1535.023339880873,1551.5762117061936,1812788.0,1575.9058959960937,1592.5152001953124,-2.280394238705518,-0.0162174121815502,0.0076156601655592,0.0170803557621908,-0.0031340102315946,Consumer Durables,5.0
2020-06-18,1542.165771484375,1556.0642793255383,1532.031374121913,1539.8493142375446,1417273.0,1580.623223876953,1592.4109692382813,-2.275967712629424,0.0015043864395143,-0.001502080573738,0.0090123306444453,-0.0065715356609864,Consumer Durables,5.0
2020-06-19,1566.005615234375,1573.2444701584168,1535.6507307141885,1542.165700145826,2714342.0,1582.949304199219,1594.372219238281,-2.230413471360688,0.0154586777834224,-0.0152233905527734,0.0046224961479197,-0.0193836370859012,Consumer Durables,5.0
2020-06-22,1594.6229248046875,1615.2295041166544,1567.4530712192688,1576.13969538243,2034739.0,1584.6021545410156,1594.9194677734374,-2.1757302344108584,0.018274078516653,-0.0115909718434039,0.0129225404899349,-0.0170384190285903,Consumer Durables,5.0
2020-06-23,1625.267578125,1630.1899754460271,1583.8613082930317,1602.0549383922607,2334863.0,1587.2105651855468,1596.3662719726562,-2.117173058215008,0.0192174920124554,-0.0142823495928705,0.0030286688710703,-0.0254765863721572,Consumer Durables,5.0
2020-06-24,1686.41162109375,1750.596124057112,1625.3639547413793,1625.3639547413793,11545923.0,1593.3780700683594,1598.2174853515626,-2.000336282154156,0.0376209085763522,-0.0361997424524253,0.0380598082701388,-0.0361997424524253,Consumer Durables,5.0
2020-06-25,1630.1900634765625,1686.170539309387,1624.5437804263695,1679.4142749847358,4054785.0,1595.5690368652345,1598.3748095703124,-2.1077669527179066,-0.0333379804277701,0.0301953818827709,0.034339846062759,-0.0034635734671032,Consumer Durables,5.0
