Date_Ticker,Close_ASIANPAINT.NS,High_ASIANPAINT.NS,Low_ASIANPAINT.NS,Open_ASIANPAINT.NS,Volume_ASIANPAINT.NS,MA_20_Unnamed: 6_level_1,MA_50_Unnamed: 7_level_1,Normalised Close_Unnamed: 8_level_1,Return Ratio_Unnamed: 9_level_1,Percentage Change Open_Unnamed: 10_level_1,Percentage Change High_Unnamed: 11_level_1,Percentage Change Low_Unnamed: 12_level_1,Sector_Unnamed: 13_level_1,Sector Encoded_Unnamed: 14_level_1
Date,,,,,,,,,,,,,,
2020-01-10,1723.2113037109375,1727.7775660019,1691.920343598757,1703.456164123294,1256612.0,,,-1.93001780028255,,-0.0114641422935776,0.0026498562777119,-0.0181585160477971,Consumer Durables,5.0
2020-01-13,1735.0836181640625,1738.0155688995603,1724.9416620197308,1729.4118160868638,823821.0,,,-1.907331650042326,0.0068896451802271,-0.0032688926446093,0.0016898037102097,-0.0058452261540358,Consumer Durables,5.0
2020-01-14,1748.7825927734375,1751.1858890509625,1734.987695610135,1735.1799123729566,775629.0,,,-1.8811550357560112,0.0078952820866755,-0.0077783713405495,0.0013742681837389,-0.0078882859540732,Consumer Durables,5.0
2020-01-15,1770.9886474609375,1773.632272799799,1740.082240484199,1747.196019411184,1252925.0,,,-1.8387227118083704,0.0126980076192792,-0.0134346587053874,0.0014927398561541,-0.0174514992069818,Consumer Durables,5.0
2020-01-16,1764.16357421875,1776.5164928121765,1758.0111126787162,1764.9325585684771,1031569.0,,,-1.8517643674673516,-0.0038538210010395,0.0004358917511759,0.0070021390158772,-0.0034874665988715,Consumer Durables,5.0
2020-01-17,1759.2607421875,1767.7683863514549,1744.792853679052,1764.595988769028,862204.0,,,-1.86113291851969,-0.0027791255317246,0.0030326639216049,0.0048359199747596,-0.0082238454832216,Consumer Durables,5.0
2020-01-20,1777.237548828125,1790.2153483733202,1762.6735503132718,1766.9033751162103,1091453.0,,,-1.8267820311759568,0.0102183867402578,-0.005814739688979,0.0073022312373225,-0.0081947393720419,Consumer Durables,5.0
2020-01-21,1740.707275390625,1771.27724714426,1724.460971123422,1768.7777254505083,2101561.0,,,-1.8965857139196745,-0.0205545248926275,0.0161258877105481,0.0175618107569377,-0.0093331627303948,Consumer Durables,5.0
2020-01-22,1710.425537109375,1748.3494960370651,1698.5051670553678,1744.792665366596,3415306.0,,,-1.9544494158032404,-0.0173962266426758,0.0200927357032458,0.0221722361511169,-0.0069692423291064,Consumer Durables,5.0
2020-01-23,1707.3975830078125,1719.7986138101726,1689.132533448062,1710.1854298313565,1885275.0,,,-1.9602353661282397,-0.0017702928516138,0.0016328047147828,0.0072631184006446,-0.0106975960031371,Consumer Durables,5.0
2020-01-24,1717.6839599609375,1730.277208967508,1711.3872767834268,1714.655783185887,1195596.0,,,-1.9405796963001252,0.0060245938353761,-0.0017629417550824,0.00733152855829,-0.003665798438063,Consumer Durables,5.0
2020-01-27,1719.1737060546875,1735.900669381631,1711.1467210296569,1717.8759497078634,969054.0,,,-1.937733022735671,0.0008672992986345,-0.0007548721471563,0.0097296528373098,-0.0046690948080235,Consumer Durables,5.0
2020-01-28,1710.2813720703125,1724.6050382770816,1704.4173538825337,1724.6050382770816,873291.0,,,-1.954724892817303,-0.0051724464799906,0.0083750349157052,0.0083750349157052,-0.0034286862287931,Consumer Durables,5.0
2020-01-29,1727.44091796875,1734.074037884005,1712.107937617276,1717.875847569945,873805.0,,,-1.9219356639063805,0.010033171253959,-0.0055371331657768,0.0038398534191577,-0.0088761243247054,Consumer Durables,5.0
2020-01-30,1735.1795654296875,1738.9287303426836,1716.9145173725328,1730.3729738356994,1005975.0,,,-1.907148309709512,0.0044798333653212,-0.002770083102493,0.0021606783457408,-0.0105263157894737,Consumer Durables,5.0
2020-01-31,1726.1915283203125,1753.4448833834751,1719.510294567213,1739.9864248487336,1169614.0,,,-1.9243230536091165,-0.005179888749525,0.0079915213938306,0.0157881408963243,-0.0038705054702713,Consumer Durables,5.0
2020-02-03,1795.4063720703125,1800.4532937794943,1696.7270127058614,1700.3800696442645,2854532.0,,,-1.7920642299091745,0.0400968505605807,-0.0529274619408149,0.0028110191584995,-0.0549621305234994,Consumer Durables,5.0
2020-02-04,1818.1416015625,1823.3807400895728,1783.293808322354,1797.6654719744306,1830049.0,,,-1.7486207350420069,0.0126629992217144,-0.0112621203818625,0.0028815899281828,-0.0191667102332393,Consumer Durables,5.0
2020-02-05,1801.02978515625,1816.8915366668332,1793.9641193166744,1815.9302183934649,1344016.0,,,-1.7813187603013645,-0.0094117072023126,0.0082732852949025,0.0088070456365092,-0.0039231254795503,Consumer Durables,5.0
2020-02-06,1784.975830078125,1809.5855545879488,1773.632227429451,1805.3557306842868,995386.0,1748.638153076172,,-1.811995376751351,-0.0089137643421772,0.0114174658629802,0.0137871471955712,-0.0063550455179987,Consumer Durables,5.0
2020-02-07,1786.8023681640625,1803.913881713884,1779.0157130076457,1784.9759571798943,632858.0,1751.8177062988282,,-1.808505145962681,0.0010232844922373,-0.0010221673178352,0.009576612307383,-0.0043578715224211,Consumer Durables,5.0
2020-02-10,1797.1846923828125,1800.308977084735,1766.1340620981782,1794.7813964582567,747711.0,1754.9227600097656,,-1.788666135801753,0.0058105610355877,-0.0013372559507889,0.0017384327360256,-0.017277373002474,Consumer Durables,5.0
2020-02-11,1805.4520263671875,1821.2176712720084,1800.3089965028523,1807.2785547592373,1093021.0,1757.7562316894532,,-1.772868543715041,0.0046001582471825,0.0010116737334335,0.0087322424936115,-0.0028486106466554,Consumer Durables,5.0
2020-02-12,1820.4486083984373,1842.5589316137143,1805.548173188142,1807.2785932487127,1616826.0,1760.229229736328,,-1.7442124030447417,0.0083062755543968,-0.0072344888446542,0.0121455355088153,-0.0081850347994192,Consumer Durables,5.0
2020-02-13,1801.5587158203125,1828.379404130824,1795.790805672085,1815.9303783336063,638878.0,1762.0989868164063,,-1.7803080558966788,-0.0103765041709931,0.0079773489407197,0.0148874905241704,-0.0032016220718075,Consumer Durables,5.0
2020-02-14,1804.44287109375,1826.1686449261515,1797.6655289782773,1803.91409899879,771464.0,1764.3580932617188,,-1.77479688281348,0.0016009221615206,-0.000293038978086,0.0120401560949572,-0.0037559194719003,Consumer Durables,5.0
2020-02-17,1808.6243896484373,1820.2563183583843,1798.2421043999698,1807.182412105508,676579.0,1765.9274353027345,,-1.766806649861138,0.0023173460471779,-0.0007972786119566,0.0064313678265768,-0.0057404319591675,Consumer Durables,5.0
2020-02-18,1791.56103515625,1807.1824589428552,1789.0135179613626,1807.1824589428552,683421.0,1768.4701232910156,,-1.799412071924405,-0.0094344379020036,0.0087194482800541,0.0087194482800541,-0.0014219538965721,Consumer Durables,5.0
2020-02-19,1811.9891357421875,1819.5354619628488,1779.7368554128475,1797.7615760108151,723351.0,1773.5483032226562,,-1.760377142311923,0.0114024028124477,-0.0078519012342448,0.0041646641648158,-0.0177993784251523,Consumer Durables,5.0
2020-02-20,1770.9886474609375,1813.046323306461,1767.9124758241785,1810.16236839134,1401879.0,1776.7278564453125,,-1.8387227118083704,-0.0226273367055571,0.022119690595739,0.0237481340751799,-0.0017369798734563,Consumer Durables,5.0
2020-02-24,1748.590087890625,1781.323026933116,1743.8316086652308,1773.8728092003953,1310832.0,1778.2731628417969,,-1.8815228827087436,-0.0126474890747748,0.0144589183507666,0.0187196183194529,-0.0027213234584524,Consumer Durables,5.0
2020-02-25,1755.4637451171875,1772.2388238838748,1749.7919423174149,1767.288009981994,897257.0,1780.087664794922,,-1.868388390596251,0.003930971171668,0.0067356930028863,0.0095559243609257,-0.0032309427155922,Consumer Durables,5.0
2020-02-26,1755.9921875,1773.6323557528422,1749.5993970028037,1755.367307102813,1909619.0,1782.3732055664063,,-1.8673786192212487,0.000301027226727,-0.0003558560235263,0.0100456985961632,-0.0036405574823757,Consumer Durables,5.0
2020-02-27,1772.47900390625,1780.3617682517888,1740.4189397406717,1759.0685411283328,1643273.0,1784.6251098632813,,-1.835874871956812,0.0093888893832279,-0.0075659360411958,0.0044473104212612,-0.0180876975664723,Consumer Durables,5.0
2020-02-28,1728.40234375,1770.8445739267345,1714.1749020579448,1749.5994610832677,2964119.0,1784.2862487792968,,-1.920098528459507,-0.0248672396452157,0.0122639947868143,0.0245557582875353,-0.0082315565837447,Consumer Durables,5.0
2020-03-02,1717.6839599609375,1766.3746485953525,1700.8127731774066,1744.8892033746283,1219296.0,1783.860870361328,,-1.9405796963001252,-0.0062013244935826,0.0158383288473564,0.028346709737874,-0.0098220552655766,Consumer Durables,5.0
2020-03-03,1737.855712890625,1754.6980646783147,1705.4738615437743,1718.069513591447,1392463.0,1780.9833374023438,,-1.902034607271497,0.0117435764668526,-0.0113854097048523,0.0096914557766567,-0.0186332220256587,Consumer Durables,5.0
2020-03-04,1783.6053466796875,1792.7745618863612,1741.2340148752874,1741.2340148752874,3050469.0,1779.256524658203,,-1.8146141578156028,0.0263253349801784,-0.0237560017877707,0.0051408318682957,-0.0237560017877707,Consumer Durables,5.0
2020-03-05,1809.182861328125,1816.4700225209297,1787.6110968988316,1789.444963737409,2062439.0,1779.6641784667968,,-1.7657394971605989,0.0143403442336904,-0.010909841129175,0.0040278743230273,-0.0119234848452286,Consumer Durables,5.0
2020-03-06,1812.0782470703125,1818.7863228461024,1771.1063782544552,1775.9322811924785,1393659.0,1781.0192993164062,,-1.7602068643946789,0.0016003831365404,-0.0199472434130664,0.0037018687171124,-0.0226104302516179,Consumer Durables,5.0
2020-03-09,1802.1370849609373,1849.1896419290983,1783.6538518392074,1822.2610780694931,3420741.0,1781.78603515625,,-1.779202882236536,-0.005486055652093,0.0111667382445503,0.0261093106405836,-0.0102562858708002,Consumer Durables,5.0
2020-03-11,1817.290283203125,1838.6690572224736,1787.0318947230498,1809.665332840165,3194186.0,1782.7913146972655,,-1.7502474722952437,0.0084084603600041,-0.0041957800762134,0.0117640941664347,-0.01665027803194,Consumer Durables,5.0
2020-03-12,1779.16552734375,1809.520526061316,1751.8026825602983,1800.0134034730515,6254349.0,1781.4769897460938,,-1.8230979634705329,-0.0209789026066748,0.0117177833140837,0.0170613685185803,-0.0153795947386096,Consumer Durables,5.0
2020-03-13,1735.1051025390625,1779.5517159139847,1611.7067874564775,1722.8473561526578,3878300.0,1777.209814453125,,-1.9072905967362503,-0.0247646574349204,-0.0070645555525525,0.0256160928291211,-0.0711186399613547,Consumer Durables,5.0
