Date_Ticker,Close_CGPOWER.NS,High_CGPOWER.NS,Low_CGPOWER.NS,Open_CGPOWER.NS,Volume_CGPOWER.NS,MA_20_Unnamed: 6_level_1,MA_50_Unnamed: 7_level_1,Normalised Close_Unnamed: 8_level_1,Return Ratio_Unnamed: 9_level_1,Percentage Change Open_Unnamed: 10_level_1,Percentage Change High_Unnamed: 11_level_1,Percentage Change Low_Unnamed: 12_level_1,Sector_Unnamed: 13_level_1,Sector Encoded_Unnamed: 14_level_1
Date,,,,,,,,,,,,,,
2020-01-10,11.15992832183838,11.407926728990343,11.01112965596274,11.407926728990343,211933.0,,,-1.106015169783974,,0.0222222222222223,0.0222222222222223,-0.0133332994249132,Capital Goods,1.0
2020-01-13,10.663930892944336,11.159927678662678,10.614331025164743,10.9615291535831,423825.0,,,-1.1081556245288384,-0.0444444995155969,0.0279069944869641,0.0465116279069768,-0.0046511805334756,Capital Goods,1.0
2020-01-14,10.16793441772461,10.316733079568468,10.16793441772461,10.16793441772461,3059049.0,,,-1.110296075158164,-0.0465115987902638,0.0,0.0146341091249047,0.0,Capital Goods,1.0
2020-01-15,9.671937942504885,9.91993635128706,9.671937942504885,9.671937942504885,1141532.0,,,-1.1124365257874895,-0.0487804557782269,0.0,0.0256410256410257,0.0,Capital Goods,1.0
2020-01-16,9.225540161132812,9.423938680998717,9.225540161132812,9.225540161132812,377679.0,,,-1.1143629354694216,-0.0461539128999477,0.0,0.0215053553939048,0.0,Capital Goods,1.0
2020-01-17,8.779144287109375,8.828743213378239,8.779144287109375,8.779144287109375,438277.0,,,-1.1162893369202755,-0.0483869633893203,0.0,0.0056496310627554,0.0,Capital Goods,1.0
2020-01-20,8.382346153259277,8.679944437465881,8.382346153259277,8.382346153259277,1251513.0,,,-1.118001701539275,-0.0451978143738593,0.0,0.0355029819534342,0.0,Capital Goods,1.0
2020-01-21,7.985548973083496,7.985548973083496,7.985548973083496,7.985548973083496,224135.0,,,-1.1197140620427353,-0.0473372457926348,0.0,0.0,0.0,Capital Goods,1.0
2020-01-22,8.382346153259277,8.382346153259277,7.588751517074057,7.588751517074057,2314442.0,,,-1.118001701539275,0.049689405388815,-0.0946745244917677,0.0,-0.0946745244917677,Capital Goods,1.0
2020-01-23,8.779144287109375,8.779144287109375,8.779144287109375,8.779144287109375,131462.0,,,-1.1162893369202755,0.0473373595643997,0.0,0.0,0.0,Capital Goods,1.0
2020-01-24,9.175941467285156,9.175941467285156,8.828743303620975,9.175941467285156,784097.0,,,-1.1145769764168152,0.0451977057443295,0.0,0.0,-0.0378378790778082,Capital Goods,1.0
2020-01-27,9.622337341308594,9.622337341308594,9.17594042858518,9.622337341308594,276189.0,,,-1.112650574965961,0.0486485093235354,0.0,0.0,-0.0463917338261502,Capital Goods,1.0
2020-01-28,10.068735122680664,10.068735122680664,10.068735122680664,10.068735122680664,225291.0,,,-1.1107241652840292,0.0463918241003346,0.0,0.0,0.0,Capital Goods,1.0
2020-01-29,10.515132904052734,10.564731828946355,10.06873501169932,10.564731828946355,667168.0,,,-1.1087977556020971,0.0443350406911114,0.0047169089869045,0.0047169089869045,-0.0424529006363166,Capital Goods,1.0
2020-01-30,10.019135475158691,10.812729577475633,10.019135475158691,10.812729577475633,384312.0,,,-1.1109382103469616,-0.0471698677914832,0.0792078422618962,0.0792078422618962,0.0,Capital Goods,1.0
2020-01-31,9.52313995361328,10.019136806488165,9.52313995361328,9.52313995361328,375365.0,,,-1.1130786568607485,-0.0495048223247579,0.0,0.0520833312637278,0.0,Capital Goods,1.0
2020-02-03,8.63034439086914,8.63034439086914,8.63034439086914,8.63034439086914,91861.0,,,-1.116931476224612,-0.0937501251785546,0.0,0.0,0.0,Capital Goods,1.0
2020-02-04,9.027142524719238,9.027142524719238,8.233547421550702,8.233547421550702,261102.0,,,-1.1152191116056127,0.0459770915132781,-0.0879121051867095,0.0,-0.0879121051867095,Capital Goods,1.0
2020-02-05,9.126341819763184,9.473539991998296,9.027143017723802,9.473539991998296,302334.0,,,-1.1147910214797476,0.0109890028624568,0.0380435205136904,0.0380435205136904,-0.0108695032465873,Capital Goods,1.0
2020-02-06,9.57273769378662,9.57273769378662,9.027141980181272,9.57273769378662,226377.0,9.423939514160155,,-1.1128646200288936,0.0489129032025474,0.0,0.0,-0.0569947418447994,Capital Goods,1.0
2020-02-07,9.175941467285156,9.870336848574636,9.126341594470432,9.6223384305399,321651.0,9.324740171432495,,-1.1145769764168152,-0.0414506528011326,0.0486486280286633,0.0756756550556905,-0.0054054260253906,Capital Goods,1.0
2020-02-10,8.97754192352295,9.622337360279246,8.779143400370149,9.622337360279246,157999.0,9.240420722961426,,-1.1154331607840842,-0.0216217098234069,0.0718231607548169,0.0718231607548169,-0.0220994259723763,Capital Goods,1.0
