Date_Ticker,Close_CENTURYPLY.NS,High_CENTURYPLY.NS,Low_CENTURYPLY.NS,Open_CENTURYPLY.NS,Volume_CENTURYPLY.NS,MA_20_Unnamed: 6_level_1,MA_50_Unnamed: 7_level_1,Normalised Close_Unnamed: 8_level_1,Return Ratio_Unnamed: 9_level_1,Percentage Change Open_Unnamed: 10_level_1,Percentage Change High_Unnamed: 11_level_1,Percentage Change Low_Unnamed: 12_level_1,Sector_Unnamed: 13_level_1,Sector Encoded_Unnamed: 14_level_1
Date,,,,,,,,,,,,,,
2020-01-10,161.22039794921875,164.17857038865395,160.43154895616075,162.8473867724909,299772.0,,,-1.5648890789036287,,0.0100917057888954,0.0183486238532109,-0.0048929850260416,Consumer Durables,5.0
2020-01-13,161.2696990966797,162.74878527296343,159.7413070386446,162.60086762770948,317611.0,,,-1.56466353675222,0.0003057996884269,0.0082543003334543,0.0091715070132116,-0.0094772425731309,Consumer Durables,5.0
2020-01-14,160.973876953125,164.27717539293843,159.24827643448506,161.26969719410033,404957.0,,,-1.566016859466352,-0.0018343318379811,0.0018376909755455,0.0205207112007081,-0.0107197549770291,Consumer Durables,5.0
2020-01-15,160.62875366210938,162.20645161109027,159.8892105696576,161.56552028271582,666147.0,,,-1.5675957243318923,-0.0021439707954361,0.0058318738037212,0.0098220145086829,-0.0046040517378815,Consumer Durables,5.0
2020-01-16,161.31898498535156,163.88272501221385,160.38221848630263,160.9245530262676,623960.0,,,-1.564438064406491,0.0042970595706303,-0.0024450436451715,0.015892363983663,-0.0058069203642335,Consumer Durables,5.0
2020-01-17,167.97488403320312,170.58793012361633,161.1710789486245,162.20644222736928,1098550.0,,,-1.5339887570754425,0.0412592420443009,-0.0343410971171952,0.0155561714208221,-0.0405048952629949,Consumer Durables,5.0
2020-01-20,167.97488403320312,172.65865668110587,165.75625488419655,169.55256684487156,742165.0,,,-1.5339887570754425,0.0,0.0093923732750222,0.0278837677124212,-0.0132081004953574,Consumer Durables,5.0
2020-01-21,167.4325408935547,169.10883537788823,163.58690820427543,167.08741480293847,239387.0,,,-1.5364698603522975,-0.0032287156664518,-0.0020612844359546,0.0100117604104166,-0.0229682513850406,Consumer Durables,5.0
2020-01-22,167.13673400878906,168.61582015045977,163.68553301155742,166.89021965184395,190133.0,,,-1.5378231132607496,-0.0017667227839162,-0.0014749262536872,0.0088495575221239,-0.0206489675516224,Consumer Durables,5.0
2020-01-23,168.3693084716797,170.045603116362,165.21392766179963,167.6297653890808,360785.0,,,-1.532184350058493,0.0073746472922332,-0.0043923865300146,0.0099560582620334,-0.0187408313220625,Consumer Durables,5.0
2020-01-24,169.4539794921875,170.489327782077,167.97489331115372,169.10885336486254,322652.0,,,-1.5272222133104627,0.0064422134316139,-0.0020366953219936,0.0061099083833391,-0.0087285420234227,Consumer Durables,5.0
2020-01-27,169.30606079101562,172.11633053587786,166.05206820381795,167.62976613883578,298335.0,,,-1.5278989095703686,-0.0008729137056276,-0.0099009725012089,0.0165987545379791,-0.0192195871311084,Consumer Durables,5.0
2020-01-28,168.22140502929688,171.22886817993762,166.74231887152243,169.40467094630793,177550.0,,,-1.5328609765127192,-0.0064064792285115,0.0070339795153,0.0178780051808327,-0.0087924967546005,Consumer Durables,5.0
2020-01-29,168.7144317626953,170.24280873757178,166.89021950449515,169.60187742849726,120819.0,,,-1.5306054851929525,0.0029308204464977,0.0052600459636444,0.0090589581395514,-0.0108124257014716,Consumer Durables,5.0
2020-01-30,167.72836303710938,168.4186001802414,165.65763656167198,167.8762656227658,136942.0,,,-1.5351165376381657,-0.0058446021201842,0.0008817983016009,0.0041152082488238,-0.0123457144512836,Consumer Durables,5.0
2020-01-31,168.3199920654297,169.3553553255365,165.6576401437562,167.62975490737236,129971.0,,,-1.5324099620155816,0.0035273046109048,-0.0041007437654169,0.0061511603428803,-0.0158172056034708,Consumer Durables,5.0
2020-02-03,166.39718627929688,169.60187282986112,156.43800051912666,165.85485169999302,564910.0,,,-1.5412063851432394,-0.0114235140017436,-0.0032592773437499,0.0192592592592593,-0.0598518880208333,Consumer Durables,5.0
2020-02-04,167.0381317138672,167.97489836018028,159.5934097490562,166.6437147388198,282943.0,,,-1.538274197563567,0.003851900677542,-0.0023612391434251,0.005608100597759,-0.0445689968417728,Consumer Durables,5.0
2020-02-05,168.17210388183594,170.1442188143792,164.91811123393097,169.60188419872122,131892.0,,,-1.5330865186641278,0.0067887024138369,0.0085018875537759,0.011726766134346,-0.0193491820152963,Consumer Durables,5.0
2020-02-06,169.30606079101562,172.16563641748016,167.2846400136623,168.6158235867113,265811.0,166.3478889465332,,-1.5278989095703686,0.0067428359579567,-0.0040768605747454,0.0168899779080813,-0.0119394472230291,Consumer Durables,5.0
2020-02-07,169.01023864746094,170.5879365647426,166.98883293887454,170.5879365647426,104755.0,166.7373809814453,,-1.5292522322845004,-0.0017472625739006,0.009334925090382,0.009334925090382,-0.0119602559274699,Consumer Durables,5.0
2020-02-10,165.21392822265625,168.96094952975255,163.53763357228337,167.23534899783056,68289.0,166.93459243774413,,-1.5466195363884072,-0.0224620144624694,0.012235171676628,0.022679814876422,-0.0101462066086448,Consumer Durables,5.0
2020-02-11,163.63621520996094,167.53113875673776,161.7134063750753,167.53113875673776,107626.0,167.06770935058594,,-1.553837234261884,-0.0095495157682411,0.0238023321535472,0.0238023321535472,-0.0117505090937143,Consumer Durables,5.0
