Date_Ticker,Close_LT.NS,High_LT.NS,Low_LT.NS,Open_LT.NS,Volume_LT.NS,MA_20_Unnamed: 6_level_1,MA_50_Unnamed: 7_level_1,Normalised Close_Unnamed: 8_level_1,Return Ratio_Unnamed: 9_level_1,Percentage Change Open_Unnamed: 10_level_1,Percentage Change High_Unnamed: 11_level_1,Percentage Change Low_Unnamed: 12_level_1,Sector_Unnamed: 13_level_1,Sector Encoded_Unnamed: 14_level_1
Date,,,,,,,,,,,,,,
2020-01-10,1216.868896484375,1227.2957668761512,1211.724372675529,1211.724372675529,2360798.0,,,-0.91925897176771,,-0.004227673025179,0.0085686062170708,-0.004227673025179,Construction,3.0
2020-01-13,1226.147216796875,1230.465027492522,1220.6352039326189,1220.9108494327072,1825244.0,,,-0.9094212567016235,0.0076247493376696,-0.0042705861844607,0.0035214455788814,-0.0044953923874291,Construction,3.0
2020-01-14,1218.24658203125,1222.748081242623,1208.1412259879226,1221.6457236220404,2046500.0,,,-0.9177982248432304,-0.0064434634417425,0.0027901917730996,0.0036950641009532,-0.0082950005297599,Construction,3.0
2020-01-15,1215.949951171875,1227.4792889939067,1212.6427660565212,1217.7872886962032,2127677.0,,,-0.9202333207706768,-0.0018851937639305,0.001511030550688,0.0094817535959603,-0.0027198365460407,Construction,3.0
2020-01-16,1211.999755859375,1224.493628731199,1210.25426276399,1219.7164838310828,1773135.0,,,-0.9244216754114848,-0.0032486495917804,0.0063669385529177,0.0103084780433515,-0.0014401761113782,Construction,3.0
2020-01-17,1198.1278076171875,1218.1088540757912,1196.106781108135,1213.1939984098135,2941837.0,,,-0.9391299706224492,-0.011445504155528,0.0125747776629852,0.0166768906719072,-0.001686820467903,Construction,3.0
2020-01-20,1203.0885009765625,1212.5508333953378,1200.2406504494725,1207.0846873728158,2542477.0,,,-0.9338701944823636,0.0041403707750016,0.0033216063431822,0.0078650343770176,-0.0023671164048018,Construction,3.0
2020-01-21,1196.42822265625,1207.0388915625165,1194.6827296049696,1198.633050081963,1361576.0,,,-0.9409320244439564,-0.0055359836910636,0.0018428413706406,0.0088686213726294,-0.0014589199905408,Construction,3.0
2020-01-22,1188.9410400390625,1205.2933884897743,1186.9200136652353,1204.3747197485477,2449753.0,,,-0.9488706131922248,-0.0062579455042984,0.01298103033686,0.0137537084683145,-0.0016998541607755,Construction,3.0
2020-01-23,1223.9423828125,1230.878264376225,1199.781350574233,1200.7000192959597,10056067.0,,,-0.9117590212727694,0.029439090413001,-0.018989752984231,0.0056668366592445,-0.0197403346575407,Construction,3.0
2020-01-24,1248.654541015625,1256.601048264395,1223.6667954548027,1223.6667954548027,5837319.0,,,-0.8855569542086628,0.0201906221650228,-0.0200117364251107,0.0063640558599231,-0.0200117364251107,Construction,3.0
2020-01-27,1238.916748046875,1253.891094667615,1231.0162186244395,1231.0162186244395,2510013.0,,,-0.8958818437762324,-0.0077986285628925,-0.0063769655506638,0.0120866447599057,-0.0063769655506638,Construction,3.0
2020-01-28,1237.1253662109375,1244.7962282889298,1229.1788586351204,1241.02970862439,2352852.0,,,-0.8977812289540401,-0.0014459259177515,0.0031559795959974,0.0062005535473632,-0.0064233648366257,Construction,3.0
2020-01-29,1254.6258544921875,1263.1235403448482,1242.1319820453602,1243.0506507861885,3678474.0,,,-0.8792256271393051,0.0141460912202054,-0.0092260203825341,0.0067730836426131,-0.0099582456411948,Construction,3.0
2020-01-30,1258.7598876953125,1264.8231912134988,1242.95882991031,1254.855545472756,2743506.0,,,-0.8748423509259055,0.0032950326890866,-0.0031017370832374,0.0048168865066773,-0.0125528767952186,Construction,3.0
2020-01-31,1257.9332275390625,1265.0069324131837,1249.802918978649,1264.042285320264,3939306.0,,,-0.8757188508525913,-0.0006567258492511,0.0048564245283135,0.0056232753211866,-0.0064632274451636,Construction,3.0
2020-02-03,1182.00537109375,1197.8524097324446,1168.5468491837516,1185.0828895023897,5767353.0,,,-0.9562244372227192,-0.0603592104756249,0.00260364164487,0.01340690916153,-0.0113861766106398,Construction,3.0
2020-02-04,1186.6903076171875,1200.9756509323104,1182.8319438872634,1190.5946496395393,3604309.0,,,-0.951257043441521,0.0039635492680565,0.0032901103154634,0.0120379708365589,-0.0032513653353009,Construction,3.0
2020-02-05,1203.502197265625,1217.2362520068618,1189.6761859236876,1192.3403480735003,4220104.0,,,-0.9334315562290356,0.0141670404995511,-0.0092744734637665,0.0114117404791123,-0.0114881479845656,Construction,3.0
2020-02-06,1210.4378662109375,1217.236037072836,1202.5833160494713,1215.3068552160994,2354458.0,1218.9195861816406,,-0.9260777321985412,0.0057629050957035,0.0040225022209552,0.0056162906429713,-0.0064890155709136,Construction,3.0
2020-02-07,1193.350830078125,1207.49835272458,1190.594823542148,1206.2581722118289,3053804.0,1217.743682861328,,-0.9441949546199382,-0.0141164091192061,0.0108160499061777,0.0118552920816494,-0.0023094688221708,Construction,3.0
