Date_Ticker,Close_NCC.NS,High_NCC.NS,Low_NCC.NS,Open_NCC.NS,Volume_NCC.NS,MA_20_Unnamed: 6_level_1,MA_50_Unnamed: 7_level_1,Normalised Close_Unnamed: 8_level_1,Return Ratio_Unnamed: 9_level_1,Percentage Change Open_Unnamed: 10_level_1,Percentage Change High_Unnamed: 11_level_1,Percentage Change Low_Unnamed: 12_level_1,Sector_Unnamed: 13_level_1,Sector Encoded_Unnamed: 14_level_1
Date,,,,,,,,,,,,,,
2020-01-10,52.08170700073242,53.83312864271065,51.252085482660966,52.219978425873805,17994933.0,,,-0.7070161916248737,,0.0026548942633435,0.0336283455907771,-0.0159292305465292,Construction,3.0
2020-01-13,52.68087768554688,54.20184575699708,52.12779550979269,52.35824553725985,16602171.0,,,-0.7004310947076129,0.0115044363812043,-0.0061242743564908,0.0288713502559485,-0.0104987274330458,Construction,3.0
2020-01-14,53.41831970214844,53.83313047530521,52.40433742149983,52.68088028119669,11083429.0,,,-0.6923263471402558,0.0139982864561096,-0.0138049909668365,0.0077653279899048,-0.0189819201783658,Construction,3.0
2020-01-15,55.308013916015625,55.63064259063685,53.00351333618164,53.00351333618164,18320048.0,,,-0.67155794198012,0.0353753960140229,-0.0416666666666666,0.0058333079020183,-0.0416666666666666,Construction,3.0
2020-01-16,55.26192092895508,56.22981040477596,54.66274941152908,55.722821014240125,13344844.0,,,-0.6720645201467299,-0.0008333871313936,0.0083402834635006,0.0175145825470888,-0.0108423939550761,Construction,3.0
2020-01-17,54.985382080078125,56.13763230374792,54.66274990761741,55.0314713857472,8964396.0,,,-0.6751037795220555,-0.0050041483218158,0.0008382101556001,0.0209555736466777,-0.0058675989918711,Construction,3.0
2020-01-20,53.648773193359375,55.44628431511924,53.32614100841394,55.12365213017381,9162601.0,,,-0.6897935820818065,-0.0243084404646343,0.0274913823564746,0.0335051673088837,-0.0060137849524091,Construction,3.0
2020-01-21,52.91133117675781,54.15575999998937,52.35824896479711,53.41832056709702,7231421.0,,,-0.6978983296491637,-0.0137457386759562,0.0095818679867556,0.0235191365545948,-0.0104530012694834,Construction,3.0
2020-01-22,52.35824966430664,53.648771326401146,52.127799618674665,53.28004984683453,6130777.0,,,-0.7039768903246815,-0.0104529880490726,0.0176056340392962,0.0246479145190805,-0.0044014085098241,Construction,3.0
2020-01-23,53.648773193359375,54.10967330066248,52.26607287145005,52.35825148635517,8971675.0,,,-0.6897935820818065,0.0246479501764647,-0.0240550087203846,0.0085910651794764,-0.0257731955384298,Construction,3.0
2020-01-24,54.386207580566406,55.12364698007606,53.46440745208223,53.64876818105675,8086924.0,,,-0.6816889183641832,0.0137455964659096,-0.013559309102721,0.013559309102721,-0.0169491525423729,Construction,3.0
2020-01-27,53.648773193359375,55.90718442242235,53.28005170096139,53.87922324701093,14162835.0,,,-0.6897935820818065,-0.0135592169414389,0.0042955325897382,0.0420962324883604,-0.0068728783614315,Construction,3.0
2020-01-28,52.7730598449707,54.47838875654969,52.40433836962944,53.69486001693526,11066864.0,,,-0.6994179802992598,-0.0163230824539538,0.0174672489082969,0.0323143838274426,-0.0069869262162254,Construction,3.0
2020-01-29,53.187870025634766,53.74094871601893,53.00350929004386,53.187870025634766,7593498.0,,,-0.6948590702738381,0.007860263965793,0.0,0.0103985869356602,-0.0034662176827545,Construction,3.0
2020-01-30,51.29818344116211,53.41832323527151,50.74510120157568,53.41832323527151,10381880.0,,,-0.7156273915842402,-0.0355285252739372,0.0413297246001147,0.0413297246001147,-0.0107817119922151,Construction,3.0
2020-01-31,50.46855926513672,52.21998099322201,50.09983779089079,51.57472017148592,13066133.0,,,-0.7247452535599503,-0.0161725839079068,0.0219178221541451,0.0347032242169662,-0.0073059639429937,Construction,3.0
2020-02-03,45.07602691650391,47.33443437945403,44.66121616252119,46.82744502075887,21597567.0,,,-0.7840110838904316,-0.1068493419893983,0.0388547577074434,0.0501021855172254,-0.0092024693026093,Construction,3.0
2020-02-04,46.59700012207031,46.827450175608135,45.44474985438119,45.53693198562957,16380952.0,,,-0.7672950525139743,0.0337423972255532,-0.0227497077851294,0.0049455984920512,-0.0247279924602563,Construction,3.0
2020-02-05,48.11796951293945,49.03976968170692,46.64308713307835,46.87353717527022,19389795.0,,,-0.750579063062384,0.0326409293921207,-0.0258621124346194,0.019157087842611,-0.0306513843952722,Construction,3.0
2020-02-06,48.67104721069336,49.54675805636259,47.979697098279,48.44059717322191,12999648.0,52.02640228271484,,-0.7445005443117331,0.0114942027552758,-0.0047348485532651,0.0179924389520189,-0.0142045456597956,Construction,3.0
2020-02-07,47.15007400512695,49.54675273065941,46.78135257825051,48.71713127838149,25780157.0,51.77982063293457,,-0.7612165756881903,-0.0312500612321371,0.033235520968305,0.0508308581927539,-0.0078201664505627,Construction,3.0
2020-02-10,45.21430206298828,47.10399189326494,44.98385199792067,47.057902583529206,15087628.0,51.40649185180664,,-0.7824913913154685,-0.0410555440894574,0.0407747203080255,0.0417940727614045,-0.0050968400385031,Construction,3.0
2020-02-11,44.29249572753906,46.2282781184276,44.10813499749419,45.81346735492374,13754140.0,50.95020065307617,,-0.7926223676995318,-0.0203874945181072,0.0343392622700871,0.043704522833762,-0.004162346849429,Construction,3.0
2020-02-12,43.27851867675781,44.70730823671533,42.9097972022707,44.70730823671533,11314379.0,50.34872589111328,,-0.8037663327173474,-0.0228927504338123,0.0330138277289242,0.0330138277289242,-0.0085197341720738,Construction,3.0
