Date_Ticker,Close_BLUESTARCO.NS,High_BLUESTARCO.NS,Low_BLUESTARCO.NS,Open_BLUESTARCO.NS,Volume_BLUESTARCO.NS,MA_20_Unnamed: 6_level_1,MA_50_Unnamed: 7_level_1,Normalised Close_Unnamed: 8_level_1,Return Ratio_Unnamed: 9_level_1,Percentage Change Open_Unnamed: 10_level_1,Percentage Change High_Unnamed: 11_level_1,Percentage Change Low_Unnamed: 12_level_1,Sector_Unnamed: 13_level_1,Sector Encoded_Unnamed: 14_level_1
2020-02-18,399.9138488769531,409.258750078991,391.5513545154628,407.3418472683165,104602.0,395.09403533935546,,-0.6721950220307321,-0.0229482017887943,0.0185739964050328,0.0233672857998801,-0.0209107396129794,Consumer Durables,5.0
2020-02-19,398.5480651855469,404.9457165819961,396.3196539802495,401.8786604015289,263932.0,395.0125671386719,,-0.6749373868783551,-0.0034151947856811,0.0083568219417435,0.0160523960729073,-0.0055913236067522,Consumer Durables,5.0
2020-02-20,405.1853332519531,411.5111184027938,397.8052457010364,397.8052457010364,128752.0,395.1503448486328,,-0.6616103785503951,0.0166536200930149,-0.0182141033874186,0.0156120783051818,-0.0182141033874186,Consumer Durables,5.0
2020-02-24,395.6726989746094,408.300284089019,393.7078561140836,405.2811681199738,111010.0,394.8100952148437,,-0.6807108510590549,-0.0234772423794239,0.02428388203246,0.0319142188660834,-0.0049658287408196,Consumer Durables,5.0
2020-02-25,398.6199035644531,408.3002678781537,393.39636134911336,396.3196262150623,163920.0,394.5596984863281,,-0.6747931421884659,0.0074485922265586,-0.0057706033462499,0.0242846988500544,-0.0131040677312671,Consumer Durables,5.0
2020-02-26,405.4249267578125,406.862603803053,394.0912276846544,398.092779677009,108848.0,394.46624755859375,,-0.6611292973862827,0.0170714586314154,-0.0180850919538637,0.00354609929078,-0.0279551116005467,Consumer Durables,5.0
2020-02-27,404.37060546875,407.7970806326015,397.7572972203108,406.8625847470408,98262.0,394.4938018798828,,-0.6632462751034851,-0.0026005339570359,0.0061626123278721,0.0084736009925336,-0.0163545721647422,Consumer Durables,5.0
2020-02-28,384.60260009765625,397.7573521107609,378.5883230933748,397.7333966744125,247076.0,393.6851104736328,,-0.7029385656019115,-0.0488858613948422,0.0341412059445831,0.0342034921494665,-0.0156376400023149,Consumer Durables,5.0
2020-03-02,388.699951171875,394.1391803830842,384.96199658486125,386.0162989682793,279214.0,392.9986190795898,,-0.6947114710590425,0.0106534669115039,-0.0069041742750541,0.0139933879456652,-0.0096165553294883,Consumer Durables,5.0
2020-03-03,383.8837585449219,395.24141399993584,379.5467716131545,390.6168740853582,399372.0,392.9339248657226,,-0.7043819316470865,-0.0123905151323867,0.0175394644617359,0.0295861838439432,-0.0112976567391293,Consumer Durables,5.0
2020-03-04,378.7799682617188,387.02262610300056,373.96372704390257,386.7351024107187,261918.0,392.63680267333984,,-0.714629861206038,-0.0132951451307776,0.0210019927545463,0.0217610711546036,-0.0127151423553856,Consumer Durables,5.0
2020-03-05,380.5051574707031,383.28466032774566,377.86941645547785,380.984383109835,104212.0,392.1000671386719,,-0.7111658439740369,0.0045545946289122,0.0012594458438286,0.0073047705201119,-0.0069269521410579,Consumer Durables,5.0
2020-03-06,374.73052978515625,380.0259677481169,366.607648584249,372.8375824817591,86454.0,391.4794692993164,,-0.7227607517713682,-0.0151762139675898,-0.0050514894115577,0.0141313224892476,-0.0216765930589225,Consumer Durables,5.0
2020-03-09,369.2194213867188,372.83756932653296,359.5390570529966,371.37593689053546,121232.0,390.51622467041017,,-0.7338265376922366,-0.0147068572224344,0.0058407423307182,0.0097994518441775,-0.0262184591952516,Consumer Durables,5.0
2020-03-11,373.5085144042969,378.5882950173418,364.7866009982782,364.7866009982782,38148.0,390.007048034668,,-0.7252144434099562,0.0116166506124436,-0.0233513107992441,0.0136001735359274,-0.0233513107992441,Consumer Durables,5.0
2020-03-12,355.5614624023437,368.90788451203485,336.1767797985359,359.7067465564364,153860.0,388.7035507202148,,-0.7612504312741418,-0.0480499140175602,0.0116584180020102,0.0375361885945577,-0.0545185141067753,Consumer Durables,5.0
2020-03-13,358.58062744140625,378.4924492830174,293.5496945700347,304.4041682966738,134618.0,387.5306457519531,,-0.7551882326079882,0.0084912606069948,-0.1510858507089458,0.0555295526802122,-0.1813565148105996,Consumer Durables,5.0
2020-03-16,333.9963684082031,349.8108170263583,317.72664951020806,335.4580009911699,234726.0,385.03507843017576,,-0.8045511062472962,-0.0685599197274546,0.0043761930404597,0.0473491633861931,-0.0487122628773931,Consumer Durables,5.0
2020-03-17,333.54107666015625,349.78683907663896,327.79036844187766,331.6241739207301,361792.0,381.63257598876953,,-0.8054652891395893,-0.0013631637679677,-0.0057471264367815,0.0487069316293999,-0.0172413793103449,Consumer Durables,5.0
2020-03-18,304.85943603515625,342.4786529027533,299.5160578630337,335.1704610908953,129242.0,376.4102127075195,,-0.8630553185981851,-0.0859913295003949,0.0994262321348766,0.1233985647839972,-0.0175273504458832,Consumer Durables,5.0
2020-03-19,283.6557922363281,304.7863600772651,259.1170999259698,304.7863600772651,292244.0,370.5973098754883,,-0.9056302356669008,-0.069552197808248,0.0744936941859872,0.0744936941859872,-0.0865086946291365,Consumer Durables,5.0
2020-03-20,274.86767578125,295.0244887013372,267.78358860779406,295.0244887013372,1139062.0,364.4132904052734,,-0.9232759447164862,-0.0309816217246721,0.0733327877233871,0.0733327877233871,-0.0257727182846109,Consumer Durables,5.0
2020-03-23,248.84396362304688,271.1917160688989,241.0052054831328,267.2966824449291,130412.0,356.5962219238281,381.57562866210935,-0.9755291044784352,-0.0946772372714853,0.0741537731244095,0.0898062871225793,-0.0315006963632373,Consumer Durables,5.0
2020-03-24,243.8534393310547,253.1041288568846,199.08489295994252,199.08489295994252,150230.0,349.0052589416504,378.56847686767577,-0.985549606608957,-0.0200548336368404,-0.1835879227044015,0.0379354482397569,-0.1835879227044015,Consumer Durables,5.0
2020-03-25,257.6808166503906,263.40164725150936,242.4658416474153,243.85345033936144,44798.0,341.95830459594725,375.71950286865234,-0.9577855369880032,0.0567036386989971,-0.0536608292800837,0.0222012281530468,-0.0590458195559753,Consumer Durables,5.0
2020-03-26,250.4263153076172,260.5534268726795,248.91700160998252,257.68082758353694,148186.0,334.2083740234375,372.6434924316407,-0.9723518915246956,-0.0281530516593169,0.0289686499879555,0.040439486371959,-0.0060269772199484,Consumer Durables,5.0
2020-03-27,237.59706115722656,262.91478078873433,236.1120854683438,262.91478078873433,92874.0,325.8696968078613,369.23805450439454,-0.9981118239536936,-0.0512296566542198,0.1065573770491803,0.1065573770491803,-0.0062499749855916,Consumer Durables,5.0
2020-03-30,228.8819274902344,237.5970626782748,226.73966186399048,236.1364249978756,56344.0,318.0836631774902,365.6401028442383,-1.0156109904476842,-0.0366803091946708,0.0316953705659033,0.0380769914147647,-0.0093596975948889,Consumer Durables,5.0
2020-03-31,223.6966552734375,236.0146931391013,205.46302321753635,231.26762092021272,199760.0,309.83349838256834,361.8881271362305,-1.0260225280448705,-0.0226547909380836,0.0338447869840556,0.0550658115589914,-0.0815105260899548,Consumer Durables,5.0
2020-04-01,215.5414276123047,224.03746073053816,212.27933103154376,223.9644318222709,143202.0,301.4163818359375,357.9577111816406,-1.0423974560828717,-0.0364566365606325,0.0390783540003119,0.0394171701113317,-0.0151344296866609,Consumer Durables,5.0
2020-04-03,214.4702911376953,223.2828077747329,211.54901588950875,217.2211556913961,76762.0,293.20089797973634,354.1937295532227,-1.044548197106841,-0.0049695155426734,0.01282631985581,0.041089684684485,-0.0136208853575483,Consumer Durables,5.0
2020-04-07,224.0618133544922,235.64953234896356,220.09373599538796,226.3988275666695,116050.0,285.3787307739258,350.6714172363281,-1.0252893250555457,0.0447219154033734,0.010430220916225,0.0517166170396836,-0.0177097440197285,Consumer Durables,5.0
2020-04-08,228.85757446289065,243.43961323927303,223.9644441801312,227.85947799195955,164796.0,278.0850830078125,347.19997314453127,-1.0156598890298982,0.0214037413899305,-0.0043612123097673,0.0637166535152058,-0.0213806787660106,Consumer Durables,5.0
2020-04-09,245.6792449951172,250.1098486453756,233.84807163068808,236.08771890142717,143248.0,271.90807418823243,344.0640042114257,-0.9818835610241246,0.0735027912958773,-0.0390408481346508,0.0180340982826876,-0.0481569917095123,Consumer Durables,5.0
2020-04-13,233.72634887695312,252.6659612271658,231.26761491437085,245.6792418891306,97326.0,264.91896591186526,340.66597442626954,-1.0058838491722368,-0.048652445665085,0.0511405456407063,0.0810332786235563,-0.0105197123661769,Consumer Durables,5.0
2020-04-15,231.99794006347656,245.6792486296607,229.3201044488929,238.37606058988703,161284.0,258.74078979492185,337.16005432128907,-1.0093543310664228,-0.0073950105402386,0.0274921429244818,0.0589716812245868,-0.011542497376705,Consumer Durables,5.0
2020-04-16,240.3966217041016,244.85156372198105,231.31632696482671,234.18891147275517,220828.0,252.83158950805665,333.8915963745117,-0.9924905703973288,0.036201535402974,-0.0258227848101265,0.0185316332080696,-0.0377721395371835,Consumer Durables,5.0
2020-04-17,264.3997497558594,264.4240877730749,243.4152676353111,249.28215618818723,398878.0,249.35175857543945,331.1640628051758,-0.9442945529632956,0.0998480256569607,-0.0571770343263614,9.205007659041088e-05,-0.0793664976609277,Consumer Durables,5.0
2020-04-20,274.9163513183594,282.4142731451734,267.7835591736706,272.16547196014886,207656.0,246.4205223083496,328.6137942504883,-0.9231782088284772,0.0397753839487775,-0.0100062413349322,0.0272734662411231,-0.0259453179502912,Consumer Durables,5.0
2020-04-21,261.6732177734375,271.94635644886534,260.480357854865,271.94635644886534,131452.0,244.26121139526367,326.1437057495117,-0.9497691720494372,-0.0481715019183636,0.0392594196794053,0.0392594196794053,-0.0045585861966404,Consumer Durables,5.0
2020-04-22,275.0867614746094,284.3374667277378,253.66407562525927,257.3156698041258,173694.0,243.8327598571777,323.95099273681643,-0.9228360413058172,0.0512606670843388,-0.0646017699115043,0.0336283185840706,-0.0778761061946902,Consumer Durables,5.0
2020-04-23,270.2909851074219,283.3636790317229,265.3734876240744,276.0604914278125,134370.0,243.60392532348632,321.5320150756836,-0.9324655079696742,-0.0174336865266784,0.0213455373589233,0.0483652605694766,-0.0181933462612271,Consumer Durables,5.0
2020-04-24,272.6766967773437,277.5211508808058,265.3735085962699,265.44655236478013,114200.0,244.7955619812012,319.24269927978514,-0.9276752239288526,0.008826456675844,-0.026515446673712,0.0177662930522362,-0.0267833235013745,Consumer Durables,5.0
2020-04-27,266.0551452636719,279.9068644720287,263.3286039087007,279.9068644720287,154528.0,245.90564727783203,316.7941159057617,-0.9409706749011232,-0.0242835254788154,0.0520633389541449,0.0520633389541449,-0.0102480309195639,Consumer Durables,5.0
2020-04-28,261.28375244140625,275.08676681898635,243.92649588727812,271.6542741675154,305594.0,246.0857940673828,314.345950012207,-0.9505511817063476,-0.0179338490805617,0.0396906490710124,0.0528276796724107,-0.0664306769630481,Consumer Durables,5.0
2020-04-29,260.2855834960937,265.2760948179673,258.80060802171454,264.13194069428465,116118.0,246.57875747680663,311.9190335083008,-0.9525554108129314,-0.0038202488137349,0.0147774500090536,0.0191732144932585,-0.0057051775762352,Consumer Durables,5.0
2020-04-30,259.53094482421875,267.7835529915815,255.4168097485441,266.29857741379584,122386.0,247.67545166015623,309.4688778686523,-0.9540706540973756,-0.0028992718756792,0.026076399460422,0.0317981663918816,-0.0158521947294615,Consumer Durables,5.0
2020-05-04,247.38333129882807,258.8006399379695,241.22431222102756,255.41682346150867,153362.0,248.60052185058595,306.7383901977539,-0.9784619164357338,-0.0468060312947199,0.0324738620039699,0.0461522956263764,-0.0248966615715946,Consumer Durables,5.0
2020-05-05,246.06874084472656,252.1547456075424,244.90023375474848,247.57806931270292,92716.0,249.7191261291504,303.6279425048828,-0.9811014900907954,-0.0053139815330305,0.0061337675919137,0.0247329455253977,-0.0047487018707323,Consumer Durables,5.0
2020-05-06,248.01626586914065,252.6659712259198,236.35551773913667,244.6081114092158,152594.0,251.34286804199215,300.4021337890625,-0.9771910435095216,0.0079145567930669,-0.0137416570158468,0.0187475823026561,-0.0470160619874683,Consumer Durables,5.0
2020-05-07,241.83290100097656,250.74278428564108,238.76555317139005,247.9919198180656,137876.0,252.71099853515625,297.2405148315429,-0.9896066570222444,-0.0249312876576674,0.0254680764759307,0.0368431394065298,-0.0126837490551963,Consumer Durables,5.0
2020-05-08,232.8743133544922,246.65300350750297,231.1702361695822,246.65300350750297,203154.0,253.15162353515623,293.9270397949219,-1.0075946561473277,-0.0370445361627953,0.0591679260564741,0.0591679260564741,-0.0073175832935938,Consumer Durables,5.0
2020-05-11,229.0279998779297,240.44532441571715,226.39885485770887,235.64956075512063,629102.0,253.1601448059082,290.4038931274414,-1.015317690869029,-0.01651669272217,0.0289115779761435,0.0498512170733396,-0.0114795790105233,Consumer Durables,5.0
2020-05-12,230.99984741210935,236.1120791234003,222.50379924380476,230.58599711142529,127126.0,252.42617492675785,287.1104360961914,-1.0113584069819597,0.0086096352202816,-0.0017915609266433,0.02213088782769,-0.036779453594822,Consumer Durables,5.0
2020-05-13,230.8050842285156,237.59705517112184,228.9062582756672,237.59705517112184,442806.0,252.28011169433597,283.75413970947267,-1.0117494730868335,-0.0008431312218414,0.0294273021121216,0.0294273021121216,-0.0082269676129336,Consumer Durables,5.0
2020-05-14,228.8088836669922,231.24327964234743,226.3988257080409,228.83322168339615,650274.0,252.1206588745117,280.22181884765627,-1.0157576555561163,-0.0086488587034202,0.0001063683193325,0.0106394294502056,-0.0105330611308731,Consumer Durables,5.0
2020-05-15,228.8088836669922,232.2413760488936,226.93439579429383,227.88380130965808,158916.0,251.54127197265623,276.7105844116211,-1.0157576555561163,0.0,-0.0040430351414172,0.0150015695496203,-0.0081923736642431,Consumer Durables,5.0
2020-05-18,227.98118591308597,229.806982917195,224.3052538881626,228.73584273143476,215916.0,249.7203437805176,273.5781561279297,-1.0174195945872029,-0.0036174196588926,0.0033101714745729,0.0080085424452749,-0.0161238393870128,Consumer Durables,5.0
2020-05-19,224.42697143554688,233.2151349837564,223.23411146148703,228.83322221788205,129090.0,247.19587478637692,270.2926965332031,-1.0245561220662212,-0.0155899464392384,0.0196333388725544,0.0391582325956458,-0.0053151364402846,Consumer Durables,5.0
2020-05-20,227.03176879882807,228.10290900002207,223.96443573107828,226.39883177163347,61958.0,245.46380233764648,267.15565673828127,-1.0193259346147303,0.01160643636823,-0.0027878786768186,0.0047180190105602,-0.0135105896587882,Consumer Durables,5.0
2020-05-21,226.42315673828125,231.7301516875104,226.0579973532448,228.1028958527985,182080.0,243.03062210083007,264.1085205078125,-1.0205479702351477,-0.0026807352282321,0.00741858358798,0.023438393076391,-0.0016127298563307,Consumer Durables,5.0
2020-05-22,223.4532012939453,227.49429246664343,219.92332730703643,227.49429246664343,90568.0,240.68873291015623,260.96748138427733,-1.0265113606759628,-0.0131168361360179,0.0180847316095604,0.0180847316095604,-0.0157969273497471,Consumer Durables,5.0
2020-05-26,225.9119415283203,230.78073337160308,223.9644247910072,224.25655527327888,101394.0,238.3504951477051,257.9911096191406,-1.0215744421649182,0.0110033788736846,-0.007327573052768,0.021551724137931,-0.0086206896551723,Consumer Durables,5.0
2020-05-27,236.72067260742188,245.8253047179387,224.4513108435568,226.9343977312883,304056.0,236.88377151489257,255.34113464355468,-0.9998715295109982,0.0478448859585697,-0.0413410234448056,0.0384614998353607,-0.0518305462244634,Consumer Durables,5.0
2020-05-28,236.8667449951172,242.41716523607187,233.3612086016853,238.05960504995332,209040.0,235.6629211425781,252.6082992553711,-0.9995782299323428,0.0006170664610165,0.0050359963145554,0.0234326698797211,-0.0147996139918422,Consumer Durables,5.0
2020-05-29,238.93597412109372,240.51833156560429,234.43234139440983,236.45288715957156,164062.0,234.5954406738281,250.2757894897461,-0.9954234129928368,0.0087358363708642,-0.0103922691869905,0.0066225165562912,-0.0188487009679062,Consumer Durables,5.0
2020-06-01,251.3270568847656,258.0459841126509,241.7842212930757,241.7842212930757,303914.0,234.18524627685548,248.13071807861328,-0.9705432873851768,0.0518594272346449,-0.0379697900813971,0.0267337998191175,-0.0379697900813971,Consumer Durables,5.0
2020-06-02,262.233154296875,265.34919340892804,251.32707683819183,251.32707683819183,211558.0,234.9277374267578,246.69545379638672,-0.9486448723170292,0.0433940441880472,-0.041589239499199,0.011882704612268,-0.041589239499199,Consumer Durables,5.0
2020-06-03,261.6975402832031,274.01557670109145,258.0459466978561,269.0494034816706,243394.0,235.70917739868165,245.25858306884768,-0.949720334743642,-0.0020425106623455,0.0280929778343024,0.0470697447311045,-0.013953488372093,Consumer Durables,5.0
2020-06-04,256.19586181640625,265.34918557737666,253.76146561844868,260.96727242105305,80476.0,236.11815719604493,244.28531158447265,-0.9607671862510968,-0.0210230423291066,0.0186240736708935,0.0357278361019344,-0.0095020902394672,Consumer Durables,5.0
2020-06-05,258.92236328125,267.78357102957864,255.61159052823413,257.07222818839546,864624.0,236.9726303100586,243.7906430053711,-0.955292628441374,0.0106422541157108,-0.0071455206472252,0.0342234159924736,-0.0127867392799114,Consumer Durables,5.0
2020-06-08,257.3887023925781,265.2517836860891,256.5853398214285,265.2517836860891,96026.0,238.1983497619629,243.44106353759764,-0.9583720748688952,-0.0059232461392528,0.0305494422265586,0.0305494422265586,-0.0031212037035112,Consumer Durables,5.0
2020-06-09,251.4731292724609,259.65269462006404,249.2821726766699,257.38872396779703,301690.0,239.32060623168945,243.49364685058595,-0.9702499878065212,-0.0229830333077111,0.0235237645964423,0.0325265978566675,-0.0087124878993224,Consumer Durables,5.0
2020-06-10,254.49176025390625,257.8025328246409,252.00865853829453,252.15474606966697,48310.0,240.4952018737793,243.70641326904297,-0.964188861477697,0.012003791379932,-0.0091830642450178,0.013009350744525,-0.0097571006351415,Consumer Durables,5.0
2020-06-11,249.91510009765625,256.6096894373481,248.79528382418496,254.6378345206433,49344.0,241.45070266723636,243.5510989379883,-0.973378363454466,-0.0179835298073457,0.0188973552264013,0.0267874543678068,-0.0044807867673209,Consumer Durables,5.0
2020-06-12,244.53509521484372,245.87401310800612,238.5951626181914,242.95273770474276,272164.0,242.2370132446289,243.4332745361328,-0.9841809058801074,-0.0215273302041782,-0.0064708810353408,0.0054753608760578,-0.024290716191202,Consumer Durables,5.0
2020-06-15,240.5183258056641,252.690305856558,238.9116303822957,244.53507922245905,192308.0,242.8224853515625,243.49169982910155,-0.9922462000390968,-0.0164261469530605,0.0167004048582994,0.0506072874493925,-0.0066801372327303,Consumer Durables,5.0
2020-06-16,241.12692260742188,245.16801400408565,240.51832361043196,243.9995069015397,75292.0,243.4797721862793,243.73659973144527,-0.9910241950568892,0.0025303552222858,0.0119131628399482,0.0167591878707094,-0.0025239777889953,Consumer Durables,5.0
2020-06-17,242.63626098632807,248.30840089790937,240.95652174278652,240.98087461868363,65832.0,244.3902366638184,244.11539184570316,-0.9879935859351628,0.0062595182760392,-0.0068225019661747,0.0233771320433464,-0.0069228697998945,Consumer Durables,5.0
2020-06-18,244.1455841064453,245.7766175619463,241.2729849006468,241.2729849006468,66250.0,245.2459274291992,244.68747497558596,-0.984963007451646,0.0062205175515881,-0.0117659273515513,0.0066805773345048,-0.0117659273515513,Consumer Durables,5.0
2020-06-19,246.0444183349609,250.7427998656224,242.78232159724277,243.97518163704075,164928.0,246.2269905090332,245.31895751953124,-0.9811503273965906,0.0077774670202011,-0.0084100127607982,0.019095663955543,-0.0132581619196792,Consumer Durables,5.0
2020-06-22,247.8702087402344,250.74279310706768,246.044411703047,246.044411703047,57000.0,247.44784088134764,245.7951254272461,-0.9774843124499676,0.0074205723406732,-0.0073659398056213,0.0115890666386766,-0.0073659398056213,Consumer Durables,5.0
2020-06-23,247.40768432617188,250.23159285022493,246.38523494433156,249.1117616764473,58506.0,248.52262802124025,246.1661276245117,-0.9784130178535198,-0.0018659943702521,0.0068877300837142,0.011413988743899,-0.0041326500614766,Consumer Durables,5.0
2020-06-24,246.7017059326172,254.6378312500233,243.7073868524421,249.57427549143029,186718.0,249.0216796875,246.1865768432617,-0.9798305558881644,-0.0028535022890556,0.0116438982371598,0.0321689113879648,-0.0121374072743255,Consumer Durables,5.0
2020-06-25,245.7766265869141,250.6941245844671,243.73174275901675,244.5107524899001,486616.0,249.46717376708983,246.42758239746087,-0.9816880279716876,-0.0037497890101975,-0.0051505064358358,0.0200079969598494,-0.0083200907112058,Consumer Durables,5.0
2020-06-26,246.26351928710935,250.7428143410176,245.0463211592404,248.11366935649565,138624.0,249.83355102539065,246.7128939819336,-0.980710393347712,0.001981037444271,0.0075128873116983,0.0181890320859339,-0.0049426652043006,Consumer Durables,5.0
2020-06-29,241.9546356201172,247.5780846979297,240.64005577571635,245.67925870141997,250040.0,249.3649299621582,246.7440542602539,-0.9893622253875936,-0.0174970441398127,0.0153938901470382,0.0232417496916308,-0.0054331665976625,Consumer Durables,5.0
2020-06-30,243.26919555664065,244.85155299728316,241.49208940267087,243.4152682354169,121132.0,248.41673202514647,246.32144317626955,-0.9867227130089506,0.0054330843182825,0.0006004569482873,0.006504553266688,-0.0073051014531594,Consumer Durables,5.0
2020-07-01,241.9302673339844,244.90023337441448,241.4920790332198,241.4920790332198,41698.0,247.4283683776856,245.66172149658203,-0.9894111546080168,-0.0055038954668821,-0.0018112173627273,0.012276124327718,-0.0018112173627273,Consumer Durables,5.0
