Date_Ticker,Close_BAJFINANCE.NS,High_BAJFINANCE.NS,Low_BAJFINANCE.NS,Open_BAJFINANCE.NS,Volume_BAJFINANCE.NS,MA_20_Unnamed: 6_level_1,MA_50_Unnamed: 7_level_1,Normalised Close_Unnamed: 8_level_1,Return Ratio_Unnamed: 9_level_1,Percentage Change Open_Unnamed: 10_level_1,Percentage Change High_Unnamed: 11_level_1,Percentage Change Low_Unnamed: 12_level_1,Sector_Unnamed: 13_level_1,Sector Encoded_Unnamed: 14_level_1
Date,,,,,,,,,,,,,,
2020-01-10,4075.82861328125,4116.194842354173,4049.425632782963,4061.324235407634,1106624.0,,,-1.290397143664591,,-0.0035586329185561,0.0099038092380498,-0.0064779417888798,Financial Services,9.0
2020-01-13,4095.151123046875,4112.605543129498,4076.959192256536,4098.592839682885,645152.0,,,-1.277600558403098,0.0047407561992822,0.0008404370272541,0.0042622163525034,-0.0044423100012006,Financial Services,9.0
2020-01-14,4123.1767578125,4132.420129830019,4081.335506742392,4100.559761525906,703434.0,,,-1.2590402145794517,0.0068436142949404,-0.0054853326973528,0.00224180833383,-0.010147818909492,Financial Services,9.0
2020-01-15,4137.18896484375,4149.7266460611145,4100.608244055371,4120.17724435006,616976.0,,,-1.2497604468809476,0.0033984007609423,-0.0041119031879492,0.0030304830946579,-0.0088419265107849,Financial Services,9.0
2020-01-16,4149.97265625,4159.511319909063,4118.259696552337,4120.226391727386,578728.0,,,-1.241294279751473,0.0030899462207022,-0.0071678218115041,0.0022984883152656,-0.0076417273858183,Financial Services,9.0
2020-01-17,4161.28125,4171.360563005849,4132.026658592781,4146.776872747681,671129.0,,,-1.2338050153720133,0.0027249803038988,-0.0034855556211969,0.0024221657706624,-0.0070301884563123,Financial Services,9.0
2020-01-20,4083.44921875,4182.128243515033,4056.4561358700407,4158.576877133056,848639.0,,,-1.2853502978454965,-0.0187038622419477,0.0183980880766416,0.0241656059568289,-0.0066103633065925,Financial Services,9.0
2020-01-21,4069.682373046875,4116.391382895205,4048.490944699259,4080.8434640617234,897922.0,,,-1.2944675717896532,-0.003371376737076,0.0027424968318823,0.0114773108972041,-0.0052071455226984,Financial Services,9.0
2020-01-22,4073.222412109375,4116.784516497615,4054.686214768943,4116.292842722804,797901.0,,,-1.2921231345378792,0.000869856351922,0.0105740434122583,0.0106947522086526,-0.0045507451999982,Financial Services,9.0
2020-01-23,4057.095703125,4094.512370780753,4016.9753094747966,4054.342521655957,1154522.0,,,-1.302803258859667,-0.0039592016719812,-0.0006786089534249,0.0092225252726803,-0.0098889443547758,Financial Services,9.0
2020-01-24,4124.65185546875,4135.616086101828,4042.542323955664,4051.392453100787,864892.0,,,-1.2580633118294364,0.0166513578399726,-0.0177613541542495,0.0026582196552034,-0.0199070210990581,Financial Services,9.0
2020-01-27,4095.003662109375,4137.926688693757,4084.8259184491126,4104.492870391574,782155.0,,,-1.277698216341034,-0.0071880474760713,0.0023172649074776,0.0104818041999679,-0.0024854052645754,Financial Services,9.0
2020-01-28,4142.84326171875,4178.243773805594,4081.039771670433,4081.039771670433,1052764.0,,,-1.2460158146912177,0.0116824314595929,-0.0149181337897578,0.008544979824353,-0.0149181337897578,Financial Services,9.0
2020-01-29,4345.4130859375,4369.996776172494,4144.908604410931,4174.212171110963,4581413.0,,,-1.1118612944729207,0.0488963282995913,-0.0393980759575131,0.0056573885494455,-0.046141638910104,Financial Services,9.0
2020-01-30,4291.6240234375,4410.314278694566,4272.498199438314,4389.66397772409,3577774.0,,,-1.1474838058736665,-0.0123783542407212,0.0228444881823692,0.0276562566079583,-0.0044565469609488,Financial Services,9.0
2020-01-31,4293.197265625,4346.494898533865,4261.631711084887,4297.2290868853,1736927.0,,,-1.1464419056219126,0.0003665843463705,0.0009391185661515,0.0124144383803677,-0.0073524584562777,Financial Services,9.0
2020-02-03,4286.75634765625,4304.013905539641,4179.424055861266,4179.424055861266,1094181.0,,,-1.1507074879375194,-0.001500261360064,-0.0250381134569653,0.0040257846454994,-0.0250381134569653,Financial Services,9.0
2020-02-04,4443.99365234375,4474.231591118894,4304.259862006459,4314.8803042029695,1958323.0,,,-1.0465750227387995,0.0366797858183538,-0.0290534501714885,0.0068042263649943,-0.0314432920631189,Financial Services,9.0
2020-02-05,4452.794921875,4464.3492565058295,4403.086411181601,4439.81454112326,1285631.0,,,-1.0407462666749068,0.0019804865217591,-0.0029151085957208,0.0025948499388703,-0.0111634403931784,Financial Services,9.0
2020-02-06,4588.64501953125,4599.95351902663,4449.648714486247,4452.795619449423,1846477.0,4204.548608398438,,-0.9507777595541108,0.0305089500055047,-0.0296055588313312,0.0024644528934458,-0.0302913614919818,Financial Services,9.0
2020-02-07,4576.79443359375,4608.851660620137,4549.06432002444,4586.284121827847,950326.0,4229.596899414062,,-0.9586259653610832,-0.0025825893890372,0.0020734355391718,0.0070042968919659,-0.0060588505714327,Financial Services,9.0
2020-02-10,4643.12158203125,4655.167590265461,4562.732914835601,4582.399867054721,1160879.0,4256.995422363281,,-0.9146999422705376,0.0144920532044562,-0.0130777783660718,0.0025943770847673,-0.0173134960554879,Financial Services,9.0
2020-02-11,4670.26171875,4705.317962398021,4657.133933107007,4658.117280643558,1167429.0,4284.349670410156,,-0.8967260311304899,0.0058452349866911,-0.0026003763467227,0.0075062696180985,-0.0028109314709897,Financial Services,9.0
2020-02-12,4689.28955078125,4702.564742414764,4643.367029144513,4690.567710508117,882964.0,4311.954699707031,,-0.8841246000595416,0.0040742539020581,0.0002725700157828,0.0028309601038183,-0.0097930659089042,Financial Services,9.0
2020-02-13,4715.49560546875,4720.658179926204,4656.150486865888,4686.634259852761,681039.0,4340.230847167969,,-0.8667692969833068,0.0055884914769517,-0.0061205328200322,0.0010948105754708,-0.0125851285990039,Financial Services,9.0
2020-02-14,4702.1220703125,4734.8183758152745,4688.601041721127,4720.068162806504,731118.0,4367.272888183594,,-0.8756260958645253,-0.0028360826252791,0.0038165943430752,0.0069535212003974,-0.0028755162858785,Financial Services,9.0
2020-02-17,4697.10693359375,4718.101499614774,4670.949792984777,4702.122102080648,716484.0,4397.955773925782,,-0.8789474358663142,-0.0010665688052664,0.0010677143522173,0.0044696802346293,-0.0055687769043317,Financial Services,9.0
2020-02-18,4678.76806640625,4692.485958030516,4623.307355596168,4689.978133460913,728611.0,4428.41005859375,,-0.891092590942469,-0.003904289905844,0.002395944166404,0.0029319452106977,-0.0118536995257987,Financial Services,9.0
2020-02-19,4796.818359375,4805.619512072075,4700.49975423665,4705.318061236931,1172049.0,4464.589855957031,,-0.8129122376942471,0.0252310632399917,-0.0190752059558894,0.0018347896538282,-0.0200796857254564,Financial Services,9.0
2020-02-20,4799.1787109375,4841.413199842509,4772.923139464873,4786.837411175952,1634643.0,4501.694006347656,,-0.811349063945961,0.0004920660708127,-0.0025715441130419,0.0088003576130131,-0.0054708467956797,Financial Services,9.0
