Date_Ticker,Close_GPIL.NS,High_GPIL.NS,Low_GPIL.NS,Open_GPIL.NS,Volume_GPIL.NS,MA_20_Unnamed: 6_level_1,MA_50_Unnamed: 7_level_1,Normalised Close_Unnamed: 8_level_1,Return Ratio_Unnamed: 9_level_1,Percentage Change Open_Unnamed: 10_level_1,Percentage Change High_Unnamed: 11_level_1,Percentage Change Low_Unnamed: 12_level_1,Sector_Unnamed: 13_level_1,Sector Encoded_Unnamed: 14_level_1
Date,,,,,,,,,,,,,,
2020-01-10,56.39315414428711,59.39728464647516,55.73064387785188,57.76386071305192,766956.0,,,-1.236077621804006,,0.0243062582606699,0.0532711912956969,-0.0117480619143972,Capital Goods,1.0
2020-01-13,56.50737762451172,57.69532257680599,55.3536989408282,57.11277160921462,345984.0,,,-1.2353723731115858,0.0020254848652791,0.0107135388360384,0.0210228292699778,-0.0204164258222997,Capital Goods,1.0
2020-01-14,56.63302230834961,58.82615410829518,56.22181314601085,56.38172820757447,460624.0,,,-1.2345966066158356,0.0022235093738165,-0.0044372362719213,0.0387253180309647,-0.0072609432726342,Capital Goods,1.0
2020-01-15,56.42742538452149,58.00373668309446,55.71922553392355,57.409765875842446,292092.0,,,-1.235866021287935,-0.0036303364264882,0.0174089192378859,0.027935197961475,-0.012550631998039,Capital Goods,1.0
2020-01-16,56.13043212890625,57.34122360336588,55.43365560706644,56.77009587823275,335152.0,,,-1.2376997432579575,-0.0052632785137969,0.0113960239582242,0.0215710342596149,-0.0124135249883633,Capital Goods,1.0
2020-01-17,54.24571228027344,56.42742095359175,53.17199282165377,56.42742095359175,534064.0,,,-1.249336546883737,-0.0335775047002036,0.0402190068414254,0.0402190068414254,-0.0197936281686568,Capital Goods,1.0
2020-01-20,54.99959945678711,55.94767007799064,54.15433112804503,55.193784276015286,281900.0,,,-1.2446818301440334,0.0138976362337825,0.0035306587892653,0.0172377731941197,-0.0153686269916601,Capital Goods,1.0
2020-01-21,54.37136459350586,55.04529467595378,53.96015189520104,54.58839245247894,205508.0,,,-1.2485607332819058,-0.0114225352454584,0.0039915838161437,0.0123949451606815,-0.0075630380325957,Capital Goods,1.0
2020-01-22,51.98404693603516,54.79399607855623,50.54480435221832,54.48558570849296,318752.0,,,-1.2633007206558884,-0.0439076281296027,0.0481212779669861,0.0540540667404874,-0.027686235848236,Capital Goods,1.0
2020-01-23,55.25089645385742,56.75867152748019,51.9040859578526,52.23533933483804,1039676.0,,,-1.243130250046452,0.0628433088682385,-0.0545793337767436,0.0272896037964194,-0.0605747727333237,Capital Goods,1.0
2020-01-24,53.70885467529297,55.49077045566586,53.4689803245852,55.34227863593049,272368.0,,,-1.2526512604888893,-0.0279098055875398,0.0304125636361582,0.0331773185473009,-0.004466197467028,Capital Goods,1.0
2020-01-27,51.76702117919922,53.457557941984014,51.43576429213103,53.457557941984014,236252.0,,,-1.264640700237399,-0.0361548111169651,0.032656635909815,0.032656635909815,-0.0063989945629959,Capital Goods,1.0
