Date_Ticker,Close_TATAELXSI.NS,High_TATAELXSI.NS,Low_TATAELXSI.NS,Open_TATAELXSI.NS,Volume_TATAELXSI.NS,MA_20_Unnamed: 6_level_1,MA_50_Unnamed: 7_level_1,Normalised Close_Unnamed: 8_level_1,Return Ratio_Unnamed: 9_level_1,Percentage Change Open_Unnamed: 10_level_1,Percentage Change High_Unnamed: 11_level_1,Percentage Change Low_Unnamed: 12_level_1,Sector_Unnamed: 13_level_1,Sector Encoded_Unnamed: 14_level_1
Date,,,,,,,,,,,,,,
2020-01-10,809.6735229492188,819.6447660347749,802.4694391562813,806.2861784626132,519361.0,,,-1.7458235440879275,,-0.0041835930045819,0.0123151403657564,-0.0088975168246786,Information Technology,12.0
2020-01-13,850.2263793945312,858.6709500661487,813.2517173072309,814.873843162696,4036332.0,,,-1.7306044186979097,0.0500854422133004,-0.0415801451103067,0.0099321438104884,-0.0434880203477465,Information Technology,12.0
2020-01-14,866.3043823242188,877.8499948302639,851.1328210745602,851.1328210745602,2044123.0,,,-1.7245704875754997,0.0189102612190615,-0.0175129683737194,0.0133274317221727,-0.0175129683737194,Information Technology,12.0
2020-01-15,904.6148681640624,918.6890936555708,865.445594630374,867.3539641885446,1557991.0,,,-1.7101929038771628,0.0442228928094073,-0.0411897983184156,0.0155582513474183,-0.0432993917214554,Information Technology,12.0
2020-01-16,914.8246459960938,925.082132248462,907.5251092279516,916.0173769556716,936150.0,,,-1.7063612653034546,0.0112863254754503,0.0013037809647979,0.011212516297262,-0.0079791649690351,Information Technology,12.0
2020-01-17,903.7561645507812,919.8341552764236,897.1722660774453,918.8799704680456,407274.0,,,-1.7105151676856571,-0.01209901973428,0.0167343875599252,0.0177901865085856,-0.0072850385220979,Information Technology,12.0
2020-01-20,893.8325805664062,913.3933682916386,887.582681989766,906.475528730276,266941.0,,,-1.7142394002605006,-0.0109803776434627,0.0141446490525753,0.0218841740058715,-0.0069922474437884,Information Technology,12.0
2020-01-21,910.9602661132812,919.8341733578702,882.6209650996161,892.1628133709632,474265.0,,,-1.7078115326125034,0.0191620734344025,-0.0206347668955085,0.0097412670724383,-0.0311092613672142,Information Technology,12.0
2020-01-22,916.8284301757812,934.1469073720256,910.7693800680272,912.6777496438636,898739.0,,,-1.7056092629697517,0.0064417343772162,-0.004527216211131,0.0188895507886071,-0.0066087066111076,Information Technology,12.0
2020-01-23,923.9371337890624,933.1927380328576,916.9715963697098,918.879965977139,284158.0,,,-1.7029414298962195,0.0077535811274071,-0.005473497738081,0.0100175692753443,-0.0075389733398711,Information Technology,12.0
2020-01-24,919.1184692382812,928.4217706398626,914.2043944332016,924.5096364229292,220015.0,,,-1.7047498317312335,-0.0052153597626495,0.005865584649948,0.0101219828704905,-0.0053465086053076,Information Technology,12.0
2020-01-27,899.5577392578125,923.6509059682444,886.5330931663482,916.0174274065234,213047.0,,,-1.7120907992582564,-0.0212820551812865,0.0182975338106603,0.0267833465924158,-0.0144789439555157,Information Technology,12.0
2020-01-28,903.8038940429688,913.0594986586736,885.0541386010449,899.5577598480564,321398.0,,,-1.7104972552328714,0.004720269305514,-0.0046980702593769,0.0102407222149729,-0.0207453802373553,Information Technology,12.0
2020-01-29,889.8726806640625,917.8303406220632,882.6208998098002,906.4755187235786,305850.0,,,-1.7157255153810709,-0.0154139780440511,0.0186575432871209,0.0314175955341584,-0.0081492341678033,Information Technology,12.0
2020-01-30,913.6796264648438,917.9257603930116,892.162771275952,895.0253256222919,695800.0,,,-1.7067909809227135,0.0267532044955189,-0.0204166759356646,0.0046472897120368,-0.0235496716416273,Information Technology,12.0
2020-01-31,905.7122192382812,922.2196045472348,898.6512284583779,914.0613361961584,318313.0,,,-1.70978107780474,-0.0087201323043499,0.0092182889669953,0.0182258613258377,-0.0077960643899027,Information Technology,12.0
2020-02-03,913.2503051757812,935.0057665501904,883.9568765980276,906.4756159729856,565209.0,,,-1.7069521013739857,0.0083228268067749,-0.007418217288733,0.023822013801815,-0.0320760129087668,Information Technology,12.0
2020-02-04,983.144287109375,989.7759413675922,916.01740960713,917.8303840258382,2222832.0,,,-1.6807215132404587,0.0765332149767425,-0.0664336902933868,0.0067453519744447,-0.0682777476128254,Information Technology,12.0
2020-02-05,980.4248657226562,1009.5275016394844,967.8296149240032,984.0508144935116,796454.0,,,-1.6817420878361984,-0.0027660450478884,0.0036983443582725,0.0296836982968369,-0.0128467272087895,Information Technology,12.0
2020-02-06,988.0105590820312,999.9856243617672,966.923099268402,982.8102987525002,521590.0,909.5766510009764,,-1.6788952447645582,0.0077371490917702,-0.0052633651348449,0.0121203818822159,-0.0213433547038421,Information Technology,12.0
2020-02-07,983.2874145507812,1008.573311188914,974.2226591522054,988.5354308341672,636650.0,918.2573455810548,,-1.6806677987880514,-0.0047804595688109,0.0053372149442019,0.0257156720038815,-0.0092188258127122,Information Technology,12.0
2020-02-10,1010.0046997070312,1021.741220371209,974.318161750148,989.3943295083028,576348.0,926.2462615966796,,-1.670641039922811,0.027171389322069,-0.0204062121737719,0.0116202634181623,-0.0353330414870689,Information Technology,12.0
2020-02-11,1032.8096923828125,1038.1531041823405,1010.768045911234,1015.2526680606712,638604.0,934.5715270996094,,-1.6620825295372552,0.0225790956046008,-0.0169992830737628,0.0051736654283327,-0.0213414403777773,Information Technology,12.0
2020-02-12,1012.2946166992188,1048.076544545989,1006.1878110511774,1036.2446304424643,531180.0,939.9555145263672,,-1.6697816544961932,-0.0198633647949827,0.0236591337622036,0.0353473457790816,-0.0060326366922247,Information Technology,12.0
2020-02-13,1039.20263671875,1046.3113833265752,1010.0046052934648,1018.8785704761386,487395.0,946.1744140625,,-1.6596833145376595,0.0265812141797908,-0.0195573659308486,0.0068405779168063,-0.0280965717306848,Information Technology,12.0
2020-02-14,987.581298828125,1046.2159100273957,978.1348457177191,1038.1530948067632,451945.0,950.3656707763672,,-1.6790563423098803,-0.0496739866380802,0.0512077294685988,0.059371933499396,-0.0095652409797705,Information Technology,12.0
2020-02-17,942.30517578125,995.5486753061248,931.2366555355118,993.3063643497576,866201.0,952.7893005371094,,-1.6960480675352918,-0.0458454641664439,0.054123854860739,0.0565034565163367,-0.0117462161200181,Information Technology,12.0
2020-02-18,925.6069946289062,946.551363565236,891.971978937702,935.101145457592,912440.0,953.5216369628906,,-1.702314746014167,-0.0177205660984506,0.0102572159499421,0.0226277124717781,-0.0363383335328933,Information Technology,12.0
2020-02-19,959.6237182617188,967.543440893457,933.2404837820636,935.1965510828512,627745.0,955.6614013671876,,-1.6895485729821016,0.0367507201546704,-0.0254549431344978,0.0082529459005913,-0.027493312198917,Information Technology,12.0
2020-02-20,950.7498168945312,974.222741132659,940.8262710644484,959.62372443632,633182.0,957.0020355224608,,-1.692878869031358,-0.0092472718194813,0.0093335884836389,0.0246888548606807,-0.0104375995175013,Information Technology,12.0
2020-02-24,958.8125610351562,966.5891903537664,926.9428240556276,946.0742174094366,585972.0,958.9867401123048,,-1.6898529930556596,0.00848040567282,-0.0132855410362657,0.0081106877763619,-0.0332387562227192,Information Technology,12.0
2020-02-25,943.9273071289062,966.3983473718534,939.9674169396868,966.3983473718534,256244.0,961.2052185058594,,-1.695439296106025,-0.0155246755321806,0.0238059012312041,0.0238059012312041,-0.004195121975297,Information Technology,12.0
2020-02-26,917.5441284179688,947.5055560019788,908.4793723434282,947.5055560019788,277812.0,961.8922302246094,,-1.7053406678017649,-0.0279504348604828,0.0326539363678013,0.0326539363678013,-0.0098793679712931,Information Technology,12.0
2020-02-27,887.7734985351562,911.2464196623464,873.0790303571173,911.2464196623464,559388.0,961.787271118164,,-1.7165133197143954,-0.0324459924713845,0.0264402138224681,0.0264402138224681,-0.0165520464423472,Information Technology,12.0
2020-02-28,842.306640625,876.9435375636848,815.9234073455798,868.3081766850751,629146.0,958.218621826172,,-1.7335766260330998,-0.0512144798027621,0.0308694420843953,0.0411214814986902,-0.0313225991663126,Information Technology,12.0
2020-03-02,898.12646484375,920.7883543949204,846.361938184761,846.361938184761,865946.0,957.8393341064452,,-1.71262794378233,0.0662701936878131,-0.0576361221779547,0.0252324037184594,-0.0576361221779547,Information Technology,12.0
2020-03-03,990.3006591796876,1022.1704544024412,897.363095748371,918.1643124842464,1462319.0,961.6918518066408,,-1.678035790620091,0.102629415727075,-0.0728428745621505,0.0321819388155846,-0.0938478254758519,Information Technology,12.0
2020-03-04,938.8701171875,1008.5733030697714,903.6129782469948,994.2605315030293,1291087.0,959.4781433105468,,-1.6973372143930685,-0.0519342701789069,0.0589968871109221,0.0742415639887186,-0.0375527331151216,Information Technology,12.0
2020-03-05,943.9273071289062,978.0394135022784,927.992409427008,948.9367772956252,666066.0,957.6532653808594,,-1.695439296106025,0.0053864638450264,0.0053070507960575,0.0361384887541065,-0.0168814882052376,Information Technology,12.0
2020-03-06,940.587646484375,953.23059481399,882.8594673189632,901.7046167159364,478233.0,955.2821197509766,,-1.69669264096418,-0.0035380485544901,-0.0413390819173218,0.0134415419731168,-0.0613745878772508,Information Technology,12.0
2020-03-09,889.6819458007812,925.4161205716108,862.1059813207813,901.7046511877568,452272.0,950.6018463134766,,-1.715797096474364,-0.054121166564183,0.0135134869755666,0.040165111745261,-0.0309953063678047,Information Technology,12.0
2020-03-11,927.992431640625,943.641085926775,873.3653508959227,881.6667704472484,849743.0,946.5012329101562,,-1.7014195127760277,0.0430608781269146,-0.0499203006553362,0.0168629115417291,-0.0588658688176211,Information Technology,12.0
2020-03-12,838.0128173828125,892.1628058672698,828.2324229869414,892.1628058672698,564775.0,936.7613891601562,,-1.7351880596053206,-0.0969615820020589,0.0646171363506973,0.0646171363506973,-0.0116709365214915,Information Technology,12.0
2020-03-13,808.0991821289062,848.4611901040629,670.4102600866072,763.3478888495713,622518.0,926.5516174316406,,-1.7464143801584588,-0.0356959161404346,-0.0553784662440065,0.0499468491835672,-0.1703861668063602,Information Technology,12.0
2020-03-16,735.3901977539062,787.0115693829193,726.1345940401907,764.3019840028815,434851.0,911.3609954833984,,-1.773701413605197,-0.0899753223155739,0.0393148920631252,0.0701958929921553,-0.0125859764543841,Information Technology,12.0
