Date_Ticker,Close_WELSPUNLIV.NS,High_WELSPUNLIV.NS,Low_WELSPUNLIV.NS,Open_WELSPUNLIV.NS,Volume_WELSPUNLIV.NS,MA_20_Unnamed: 6_level_1,MA_50_Unnamed: 7_level_1,Normalised Close_Unnamed: 8_level_1,Return Ratio_Unnamed: 9_level_1,Percentage Change Open_Unnamed: 10_level_1,Percentage Change High_Unnamed: 11_level_1,Percentage Change Low_Unnamed: 12_level_1,Sector_Unnamed: 13_level_1,Sector Encoded_Unnamed: 14_level_1
Date,,,,,,,,,,,,,,
2020-01-10,46.77012252807617,48.25717184573251,46.530275745880914,47.96935643905248,2294488.0,,,-1.256788138931893,,0.0256410256410255,0.0317948561448317,-0.0051282051282049,Textiles,20.0
2020-01-13,46.86606597900391,47.87342552534875,46.43434464173833,46.81809734817128,372857.0,,,-1.2545904966242218,0.0020513833563326,-0.0010235258673966,0.0214944336654188,-0.0092118108965875,Textiles,20.0
2020-01-14,47.537635803222656,47.77748260713374,46.4823113299226,46.96200493774477,365275.0,,,-1.2392077868718918,0.0143295540214451,-0.0121089502191621,0.0050454087557889,-0.02219976773074,Textiles,20.0
2020-01-15,47.05794143676758,47.4416977807474,46.770126008668576,47.10591006482212,368868.0,,,-1.2501954741426688,-0.0100908334701524,0.001019352453379,0.0081549751702478,-0.0061161924918824,Textiles,20.0
2020-01-16,47.969364166259766,49.79220146848645,47.153886439342166,47.24982370376587,1348130.0,,,-1.229318789688056,0.0193680960463788,-0.015,0.038000030517578,-0.0169999694824218,Textiles,20.0
2020-01-17,50.03204345703125,50.70361156267863,47.68154410795035,48.20920633086116,6037298.0,,,-1.1820718829661951,0.0429999297806476,-0.0364333934858285,0.0134227598803582,-0.0469798790269193,Textiles,20.0
2020-01-20,48.06529998779297,50.511740414649225,47.77748454338986,50.3678308625617,1020449.0,,,-1.2271213221362445,-0.0393096770258318,0.047904223532434,0.0508982660563352,-0.0059880089061381,Textiles,20.0
2020-01-21,47.8254508972168,48.64093222060156,47.58560409500453,47.7774822687287,582239.0,,,-1.2326152094605975,-0.0049900674839663,-0.0010029937530791,0.0170511998964177,-0.0050150452889137,Textiles,20.0
2020-01-22,47.7295150756836,48.5449927638217,47.39373100639658,48.30514595439615,657024.0,,,-1.2348126770124093,-0.0020059574919509,0.0120602708366048,0.0170853964647457,-0.0070351452084641,Textiles,20.0
2020-01-23,47.34576034545898,48.30514761616553,46.77012944694386,47.92139490374611,448620.0,,,-1.243602809353445,-0.0080401975510561,0.0121581014664671,0.0202634251452793,-0.0121580241676345,Textiles,20.0
2020-01-24,46.00261688232422,47.63357585110085,45.66682916711542,47.34575676384425,1386788.0,,,-1.2743683162360346,-0.0283688223261069,0.0291970320939745,0.0354536128444316,-0.0072993176902904,Textiles,20.0
2020-01-27,45.47495269775391,46.24246169126533,45.23510590854586,45.810736738736544,531816.0,,,-1.2864547809716822,-0.0114703080026966,0.0073839338154875,0.016877620491716,-0.0052742614335888,Textiles,20.0
2020-01-28,44.13180923461914,45.90667401166802,43.74805290780078,45.47495271871183,672315.0,,,-1.317220287854272,-0.0295358957723799,0.030434815779976,0.0402173581330673,-0.0086956853451936,Textiles,20.0
2020-01-29,43.50820541381836,45.09119566159134,43.220390003251865,44.51556484045835,707383.0,,,-1.3315043075196609,-0.014130483921144,0.0231533205531859,0.0363837173405965,-0.0066151983937053,Textiles,20.0
2020-01-30,41.73334503173828,43.7000881461072,41.01380460015659,43.65211951595613,1812125.0,,,-1.3721585494522976,-0.0407936931711822,0.0459770114942528,0.0471264192427711,-0.0172413793103447,Textiles,20.0
2020-01-31,41.30162048339844,42.21303910512251,40.77395822653879,42.06912955335537,671561.0,,,-1.3820474592582042,-0.0103448345204899,0.0185830255804475,0.0220673816440308,-0.0127758245483793,Textiles,20.0
2020-02-03,40.05441665649414,41.39756023583022,39.81456985016783,40.534110269146765,351555.0,,,-1.4106154112110525,-0.0301974550225122,0.0119760479041917,0.0335329706797342,-0.0059880239520958,Textiles,20.0
2020-02-04,40.678016662597656,41.49349427696465,40.29426033832405,40.29426033832405,1037724.0,,,-1.396331478923593,0.0155688200742379,-0.0094339979123529,0.0200471331021603,-0.0094339979123529,Textiles,20.0
2020-02-05,41.39755630493164,42.69272747220222,40.53410642023694,41.06176861209638,862950.0,,,-1.3798499917063924,0.0176886608878249,-0.0081112926174161,0.0312861744236891,-0.0208575085527896,Textiles,20.0
2020-02-06,41.349586486816406,42.06912688039051,41.01380243372384,41.49349602943991,409460.0,45.14156627655029,,-1.380948769171263,-0.001158759656292,0.0034803139487111,0.0174013927274343,-0.0081206145362451,Textiles,20.0
2020-02-07,43.07648849487305,43.60415074436701,39.81457041837457,41.349588536860985,43233191.0,44.95688457489014,,-1.341393042569708,0.0417634650012094,-0.0400891534651808,0.0122494257988732,-0.0757238621455114,Textiles,20.0
2020-02-10,42.21303939819336,43.60415165577003,41.877255321434696,43.60415165577003,5946918.0,44.72423324584961,,-1.3611708621815206,-0.0200445562498079,0.0329545627940786,0.0329545627940786,-0.0079545107754793,Textiles,20.0
2020-02-11,43.17242813110352,43.604153144368965,42.06913128162204,42.59679721993096,4172173.0,44.50597286224365,,-1.3391954876399668,0.022727307642084,-0.0133332994249132,0.01000001695421,-0.0255555894639757,Textiles,20.0
