Date_Ticker,Close_TRITURBINE.NS,High_TRITURBINE.NS,Low_TRITURBINE.NS,Open_TRITURBINE.NS,Volume_TRITURBINE.NS,MA_20_Unnamed: 6_level_1,MA_50_Unnamed: 7_level_1,Normalised Close_Unnamed: 8_level_1,Return Ratio_Unnamed: 9_level_1,Percentage Change Open_Unnamed: 10_level_1,Percentage Change High_Unnamed: 11_level_1,Percentage Change Low_Unnamed: 12_level_1,Sector_Unnamed: 13_level_1,Sector Encoded_Unnamed: 14_level_1
Date,,,,,,,,,,,,,,
2020-01-10,97.18045043945312,101.54645442289969,92.27482462192174,95.07102984083645,2164843.0,,,-0.8830390316418022,,-0.021706223721724,0.0449267724496371,-0.0504795542246201,Capital Goods,1.0
2020-01-13,97.37667846679688,101.44834964283946,96.64083454891176,98.6030849966054,118324.0,,,-0.8820898094268278,0.0020192129842617,0.0125944584382871,0.041813617389208,-0.0075566750629723,Capital Goods,1.0
2020-01-14,96.15028381347656,99.093659848583,95.65972114095882,99.093659848583,42257.0,,,-0.8880223006464338,-0.0125943364738866,0.0306122448979591,0.0306122448979591,-0.0051020408163265,Capital Goods,1.0
2020-01-15,95.46349334716795,97.72007701432878,94.48236806090884,97.72007701432878,32702.0,,,-0.8913445414928483,-0.0071428854816581,0.0236381844833017,0.0236381844833017,-0.0102774919695333,Capital Goods,1.0
2020-01-16,94.58048248291016,96.1502815001194,93.893690266674,95.90500016976196,23617.0,,,-0.895615967648241,-0.0092497229390779,0.0140041333273079,0.0165974942821092,-0.0072614581593009,Capital Goods,1.0
2020-01-17,96.15028381347656,97.27857945734584,93.74652971229658,93.89369252573805,38345.0,,,-0.8880223006464338,0.0165975187412482,-0.0234694188954879,0.011734709447744,-0.0249999688596141,Capital Goods,1.0
2020-01-20,94.58048248291016,97.42574741213498,93.59935716148036,96.83706623096336,25879.0,,,-0.895615967648241,-0.0163265387090451,0.0238588732983147,0.0300830029043142,-0.0103734438192051,Capital Goods,1.0
2020-01-21,94.8748016357422,97.08233328431793,93.74651367033856,97.08233328431793,22302.0,,,-0.8941922450437673,0.0031118381415025,0.0232678394106289,0.0232678394106289,-0.0118923881362674,Capital Goods,1.0
2020-01-22,94.82575988769533,95.65971487930835,94.2861379890912,95.51254459010796,21290.0,,,-0.894429476785519,-0.0005169101510764,0.0072425963496209,0.0087946038355053,-0.0056906678021163,Capital Goods,1.0
2020-01-23,94.8748016357422,97.62195512590397,93.20689182875252,95.80687504526436,45587.0,,,-0.8941922450437673,0.0005171774853684,0.009824246200806,0.0289555650478094,-0.0175801137734481,Capital Goods,1.0
2020-01-24,95.75782775878906,96.64084202564491,94.4823693603457,96.15027937576856,14031.0,,,-0.8899207450763826,0.0093072776735504,0.0040983763538169,0.0092213272535812,-0.013319625437371,Capital Goods,1.0
2020-01-27,94.38424682617188,95.61065339868134,94.18802476872705,95.61065339868134,10782.0,,,-0.8965652267692114,-0.0143443200912743,0.0129937634059646,0.0129937634059646,-0.0020789704218991,Capital Goods,1.0
2020-01-28,95.8559341430664,96.73894836709972,94.53141654971228,96.73894836709972,21129.0,,,-0.8894461708748913,0.0155925100467766,0.0092118889866055,0.0092118889866055,-0.0138177944348992,Capital Goods,1.0
2020-01-29,96.3955535888672,96.93517545807596,95.65970966834148,95.85593171965844,17721.0,,,-0.8868358466897078,0.0056294839816113,-0.0055979954377385,0.0055979954377385,-0.0076335877862594,Capital Goods,1.0
