Date_Ticker,Close_CRAFTSMAN.NS,High_CRAFTSMAN.NS,Low_CRAFTSMAN.NS,Open_CRAFTSMAN.NS,Volume_CRAFTSMAN.NS,MA_20_Unnamed: 6_level_1,MA_50_Unnamed: 7_level_1,Normalised Close_Unnamed: 8_level_1,Return Ratio_Unnamed: 9_level_1,Percentage Change Open_Unnamed: 10_level_1,Percentage Change High_Unnamed: 11_level_1,Percentage Change Low_Unnamed: 12_level_1,Sector_Unnamed: 13_level_1,Sector Encoded_Unnamed: 14_level_1
Date,,,,,,,,,,,,,,
2021-03-25,1425.6783447265625,1479.7024030148543,1340.669962463123,1349.607762212877,3479695.0,,,-1.5364384536941915,,-0.0533574650937657,0.0378935813173575,-0.0596266209540718,Automobile and Auto Components,0.0
2021-03-26,1484.1712646484375,1519.4259183085376,1418.428832229283,1420.11703475896,1002138.0,,,-1.4928765536540975,0.0410281324242837,-0.0431582469053194,0.0237537638006022,-0.0442957184154398,Automobile and Auto Components,0.0
2021-03-30,1476.2762451171875,1499.5641296330757,1425.579011978993,1490.6263301849312,170135.0,,,-1.4987562746886134,-0.0053194801161442,0.0097204605948291,0.0157747471673497,-0.0343412916829599,Automobile and Auto Components,0.0
2021-03-31,1409.6400146484375,1479.5534986457842,1400.2056699375837,1465.8985260379695,146087.0,,,-1.5483828075169528,-0.0451380496632324,0.0399098428002293,0.0495966936741527,-0.0066927333310743,Automobile and Auto Components,0.0
2021-04-01,1439.0355224609375,1465.7992198889729,1415.250970513321,1415.250970513321,67232.0,,,-1.526490855898428,0.0208532018863207,-0.0165281201029299,0.0185983577266153,-0.0165281201029299,Automobile and Auto Components,0.0
2021-04-05,1415.10205078125,1449.860164030499,1412.1724868694846,1425.0826432192057,37221.0,,,-1.5443150216661052,-0.016631605895842,0.0070529135566199,0.0245622661843079,-0.0020702138832658,Automobile and Auto Components,0.0
2021-04-06,1445.192626953125,1459.840688281116,1412.22212384452,1420.117132137412,71043.0,,,-1.521905426229618,0.0212638912898632,-0.0173509706236041,0.0101357155127985,-0.0228139159401306,Automobile and Auto Components,0.0
2021-04-07,1444.994140625,1478.6597594083062,1433.67290222872,1448.9167935287342,62183.0,,,-1.5220532465401218,-0.0001373424721543,0.002714649695422,0.0232981005505978,-0.0078347988258161,Automobile and Auto Components,0.0
2021-04-08,1446.284912109375,1471.7079622422343,1439.9788222023049,1453.882066002879,62787.0,,,-1.5210919599698487,0.0008932710853877,0.0052528750247582,0.0175781755862891,-0.0043601989167354,Automobile and Auto Components,0.0
2021-04-09,1434.81494140625,1466.7923566142792,1431.4879964935224,1450.9029336584035,32379.0,,,-1.5296340829806283,-0.0079306439603219,0.0112125904100119,0.0222867871564595,-0.0023187275353202,Automobile and Auto Components,0.0
