Date_Ticker,Close_MOTILALOFS.NS,High_MOTILALOFS.NS,Low_MOTILALOFS.NS,Open_MOTILALOFS.NS,Volume_MOTILALOFS.NS,MA_20_Unnamed: 6_level_1,MA_50_Unnamed: 7_level_1,Normalised Close_Unnamed: 8_level_1,Return Ratio_Unnamed: 9_level_1,Percentage Change Open_Unnamed: 10_level_1,Percentage Change High_Unnamed: 11_level_1,Percentage Change Low_Unnamed: 12_level_1,Sector_Unnamed: 13_level_1,Sector Encoded_Unnamed: 14_level_1
2020-02-05,786.886474609375,789.8336149637172,769.6948225423786,776.0802933101202,148337.0,,,0.350643114603808,0.0124501622059697,-0.013732833957553,0.0037453183520599,-0.0218476903870163,Financial Services,9.0
2020-02-06,796.4156494140625,812.1828398158812,792.5843426055175,795.7279712741018,86486.0,820.7677001953125,,0.4067971628772124,0.0121099740714414,-0.0008634663827444,0.0197976903309458,-0.0048106874988754,Financial Services,9.0
2020-02-07,794.5,814.3440923628888,788.4092306664775,810.4636785162287,60130.0,816.9003662109375,,0.3955085180703956,-0.0024053387392272,0.0200927357032456,0.0249768311678901,-0.007666166562017,Financial Services,9.0
2020-02-10,775.7855834960938,793.7631274855672,772.1507651035345,789.8336070524704,37877.0,812.2641052246094,,0.2852271695477508,-0.0235549609866661,0.018108126594811,0.0231733411549841,-0.0046853389259683,Financial Services,9.0
2020-02-11,777.2100830078125,784.62704118035,766.256520304189,775.7856197922248,53579.0,807.9541656494141,,0.2936215390483656,0.0018362026080701,-0.0018327904471787,0.0095430544902785,-0.0140934387536932,Financial Services,9.0
2020-02-12,762.5726318359375,780.697558555578,759.4290031974538,780.0098804222021,47293.0,803.2901000976562,,0.2073651572994715,-0.0188333263964202,0.022866344605475,0.0237681316676729,-0.0041223989784622,Financial Services,9.0
2020-02-13,760.2640380859375,779.0274753623504,755.0573752134641,778.0450951916538,56226.0,799.3592926025391,,0.1937609483791555,-0.0030273755621702,0.0233880023451884,0.0246801589138061,-0.006848492907256,Financial Services,9.0
2020-02-14,770.18603515625,774.1155557437819,756.9239031733299,756.9239031733299,34177.0,794.7889099121094,,0.2522298414233709,0.0130507252392108,-0.017219387755102,0.0051020408163264,-0.017219387755102,Financial Services,9.0
2020-02-17,761.0990600585938,778.0451185110115,752.7979353754635,778.0451185110115,71965.0,790.6153198242188,,0.1986816120381774,-0.0117984158149696,0.0222652468538238,0.0222652468538238,-0.0109067598670943,Financial Services,9.0
2020-02-18,761.8358764648438,770.0878944684715,740.9111893353185,756.5309991825499,46086.0,786.6674377441407,,0.2030235645044965,0.0009680952781537,-0.0069632809981464,0.0108317529517245,-0.0274661351295535,Financial Services,9.0
2020-02-19,776.9645385742188,780.9922734850294,750.1455106490242,769.2037108663874,140380.0,782.6714538574219,,0.2921745812309367,0.0198581644376958,-0.0099886511192299,0.0051839366030808,-0.0345176988056742,Financial Services,9.0
2020-02-20,812.9196166992188,821.2698484115369,767.8775084466643,776.0803591448735,354365.0,781.8002197265625,,0.5040526540008998,0.0462763438225635,-0.0453172205438067,0.0102719033232627,-0.0554078254814954,Financial Services,9.0
2020-02-24,772.8876342773438,820.0418846050368,761.8849638756028,816.9965299219319,259464.0,779.896273803711,,0.2681499741285302,-0.0492446997212602,0.0570702566432317,0.0610104861773117,-0.0142357956238082,Financial Services,9.0
2020-02-25,761.7867431640625,779.0275037971352,753.0926423602241,767.23894131849,141244.0,778.1338989257813,,0.2027340290724731,-0.0143628784068471,0.0071571187124914,0.0226320040192136,-0.0114127751393096,Financial Services,9.0
2020-02-26,770.2842407226562,776.4732835477903,754.7135395495526,759.2816311662515,141050.0,776.6443176269531,,0.2528085526160736,0.0111546934031689,-0.0142838305325868,0.0080347519758778,-0.0202142278783942,Financial Services,9.0
2020-02-27,766.06005859375,770.9719595336429,747.5913230516984,767.7792239227125,87374.0,775.1667388916015,,0.2279160585602851,-0.005483926459333,0.0022441652056868,0.0064119005876766,-0.0241087305556101,Financial Services,9.0
2020-02-28,731.43115234375,740.2725739796659,722.0494335998069,736.7851363263336,171860.0,772.676400756836,,0.0238529247555457,-0.0452039051788811,0.0073198741473174,0.0120878384897678,-0.0128265233356289,Financial Services,9.0
2020-03-02,719.7899780273438,750.9314420778702,712.2256385637554,736.7851433418159,79559.0,769.7538177490235,,-0.0447468310387367,-0.0159156118509637,0.023611283615047,0.0432646535811358,-0.0105090925054543,Financial Services,9.0
2020-03-03,733.3468017578125,744.7915547979372,720.0846693750523,724.8000822303104,71180.0,768.4718139648437,,0.0351415695623625,0.0188344157939272,-0.0116544034923392,0.0156061947944574,-0.0180843938379102,Financial Services,9.0
2020-03-04,743.2688598632812,755.1556966513731,723.7195292140091,728.9261324538763,98205.0,766.7747528076172,,0.093610822277922,0.013529830745407,-0.0192968227029491,0.0159926473850637,-0.0263018292638657,Financial Services,9.0
2020-03-05,753.6329345703125,761.0989995135645,733.8379511282772,750.4401991738374,41704.0,765.1120758056641,,0.15468481486766,0.0139439108332046,-0.0042364594884582,0.0099067657486451,-0.0262660806528068,Financial Services,9.0
2020-03-06,737.52197265625,749.5561307182401,707.5593750325195,712.2256812198218,105866.0,762.1673919677735,,0.0597452475288159,-0.0213777306896071,-0.0342990342990343,0.0163170163170163,-0.0406260406260406,Financial Services,9.0
2020-03-09,709.7696533203125,731.8732065379002,686.929314995472,731.8732065379002,83062.0,757.930874633789,,-0.1037951546183431,-0.0376291424050528,0.0311418685121107,0.0311418685121107,-0.0321799307958476,Financial Services,9.0
2020-03-11,710.9976196289062,719.0040416783928,702.6473885175477,709.2784544000971,140478.0,754.6914764404297,,-0.096558926845822,0.0017300913089892,-0.0024179620034543,0.0112608282059585,-0.0117443868739206,Financial Services,9.0
2020-03-12,636.533203125,691.5955961998163,578.5727767389359,691.5955961998163,226305.0,747.6576324462891,,-0.5353669584661814,-0.1047323007111778,0.0865035677706875,0.0865035677706875,-0.0910564069580547,Financial Services,9.0
2020-03-13,636.8279418945312,676.7617195814883,509.2659014665363,589.4280989382472,160904.0,741.3703979492187,,-0.5336301055453849,0.0004630375416148,-0.0744311608175858,0.0627073265161011,-0.2003084852849016,Financial Services,9.0
2020-03-16,588.9368286132812,623.8113197154855,579.6042183183251,618.8994195602455,257537.0,732.8040374755859,,-0.8158455063731153,-0.0752025941870206,0.0508757297748123,0.0592160133444537,-0.0158465387823186,Financial Services,9.0
2020-03-17,591.1962890625,613.7910297142982,569.7313094271791,588.9368269892639,346470.0,723.8545501708984,,-0.8025308328848227,0.0038365073118943,-0.0038218475234665,0.0382186780766642,-0.0363077036044312,Financial Services,9.0
2020-03-18,555.5850830078125,607.110933975511,543.2562240913553,599.2518927589996,106132.0,713.5788513183594,,-1.012382517301966,-0.0602358416544843,0.0785960802165255,0.0927416025800209,-0.0221907666233792,Financial Services,9.0
2020-03-19,545.0735473632812,554.9956218551201,498.06668590252286,542.8631922483293,111638.0,702.7407348632812,,-1.0743254758591183,-0.0189197585860731,-0.0040551502189829,0.0182031847625618,-0.0862394839891748,Financial Services,9.0
2020-03-20,595.5679931640625,603.1814396746133,544.2877349978255,552.0976695393041,204340.0,693.6709075927735,,-0.7767690131902757,0.0926378578543046,-0.0729896907216495,0.0127835051546389,-0.0861031129188144,Financial Services,9.0
2020-03-23,476.74908447265625,539.3267132888241,476.45438241362416,539.3267132888241,97137.0,676.8623809814453,754.1187817382812,-1.4769516492741843,-0.1995051951334042,0.1312590434974541,0.1312590434974541,-0.0006181491871307,Financial Services,9.0
2020-03-24,448.2600402832031,505.87665875742266,423.4058350440255,492.1724439838904,66661.0,660.6310012817382,745.6470489501953,-1.644833464380646,-0.0597568933372269,0.0979618965655384,0.1285339162460663,-0.0554459532539978,Financial Services,9.0
2020-03-25,511.2797546386719,535.2006870068767,418.4939386444531,448.2600448236981,109505.0,648.1056518554688,738.5024279785156,-1.2734674064978198,0.1405874017136436,-0.1232587624352751,0.0467863868091356,-0.1814775866879213,Financial Services,9.0
2020-03-26,533.677978515625,549.5434407931673,510.8376416532444,537.361903816009,149992.0,636.2753387451172,731.9078100585938,-1.1414779141646278,0.0438081572245751,0.0069028992176713,0.0297285309048549,-0.0427979751495628,Financial Services,9.0
2020-03-27,510.6412353515625,559.9567352554828,492.1724988824507,559.9567352554828,188687.0,623.5043975830079,725.0035559082031,-1.27723010826442,-0.0431659991445347,0.0965756317543919,0.0965756317543919,-0.0361677341948237,Financial Services,9.0
2020-03-30,476.6508483886719,501.70154156286094,464.2728528242766,501.0138634837815,69391.0,610.7653823852539,717.7589691162109,-1.477530540302559,-0.0665641248879738,0.0511129166715411,0.0525556458335769,-0.0259686846383245,Financial Services,9.0
2020-03-31,488.2920837402344,510.739508082395,470.6092395129348,510.739508082395,134223.0,599.1904876708984,710.2929370117188,-1.4089304248369323,0.024422982547741,0.0459713050644137,0.0459713050644137,-0.0362136614868953,Financial Services,9.0
2020-04-01,466.53228759765625,493.3512814017571,445.0181701366891,491.2391402748359,104122.0,585.8497619628906,702.7321655273438,-1.5371577549105402,-0.044563073756801,0.0529585054110706,0.0574858257768213,-0.0461149593134295,Financial Services,9.0
2020-04-03,470.6092224121094,489.225339177997,461.7186936017241,471.591602611262,72228.0,572.216780090332,695.3284796142578,-1.5131329679724617,0.0087388052720782,0.0020874648272242,0.0395574839576466,-0.0188915312046304,Financial Services,9.0
2020-04-07,473.5072326660156,500.0314967365185,466.6305716107,491.1900753796842,72070.0,558.2104949951172,687.6609399414062,-1.4960554128818968,0.0061579971574982,0.0373443983402488,0.0560165975103734,-0.0145228215767635,Financial Services,9.0
2020-04-08,480.7277526855469,518.6967410893943,471.5424918994494,480.383913622564,101025.0,545.3707839965821,680.6686090087891,-1.4535059332001523,0.0152490173779968,-0.0007152469585165,0.0789823100325219,-0.0191069908795253,Financial Services,9.0
2020-04-09,509.06939697265625,510.8376692203201,486.6220049349832,491.19006655800007,105642.0,535.3357711791992,674.6306658935547,-1.2864927243897608,0.0589557064862202,-0.0351215974108467,0.0034735386927193,-0.044094954776625,Financial Services,9.0
2020-04-13,509.90435791015625,519.6790514944823,495.65984704688594,519.6790514944823,86286.0,525.2811080932618,668.8880682373047,-1.281572420402083,0.0016401711485022,0.0191696608053864,0.0191696608053864,-0.0279356523283139,Financial Services,9.0
2020-04-15,515.0128173828125,519.6791233104584,506.3678836561722,518.6967431151645,118078.0,519.2050888061524,663.1868072509766,-1.251469007912561,0.0100184659993754,0.0071530758226037,0.0090605627086313,-0.0167858613122913,Financial Services,9.0
2020-04-16,521.6438598632812,526.2610585621143,505.9257774568547,505.9257774568547,49733.0,513.4458847045898,657.7074517822266,-1.2123932340724095,0.0128754901949165,-0.0301318267419962,0.0088512470942208,-0.0301318267419962,Financial Services,9.0
2020-04-17,511.0831604003906,536.7724196451506,499.4419521925123,530.4851640869023,160467.0,509.5532012939453,652.3043566894531,-1.2746259078972575,-0.0202450374200867,0.0379625180201825,0.0502643429390916,-0.0227775225439993,Financial Services,9.0
2020-04-20,528.3240966796875,559.9567533336398,512.704286378326,515.651427185345,297674.0,506.4095916748047,647.306005859375,-1.1730275651288906,0.0337341114228652,-0.0239865445736533,0.0598735830009482,-0.0295648265894477,Financial Services,9.0
2020-04-21,494.8248901367188,520.1211788248821,489.2253113283646,519.6790957684838,96240.0,503.37158203125,642.0227661132812,-1.370433542025156,-0.063406546764568,0.0502282850502888,0.0511216981853399,-0.0113162836388585,Financial Services,9.0
2020-04-22,488.0956115722656,496.64230138049,477.43678033627504,494.8249219824432,67157.0,500.5226852416992,636.2404766845704,-1.410088206893682,-0.0135993130066554,0.0137868693154217,0.0175102779160287,-0.0218375887495814,Financial Services,9.0
2020-04-23,491.4356994628906,495.1196252459708,461.7186981460442,461.7186981460442,152116.0,495.3160705566406,630.3314611816406,-1.3904055522575949,0.006843101661713,-0.0604697651174412,0.0074962518740631,-0.0604697651174412,Financial Services,9.0
2020-04-24,471.2478332519531,484.8046691511635,469.8233698511529,482.3487184462437,498185.0,495.0410079956055,623.8281048583984,-1.5093697266988453,-0.0410793644682338,0.0235563633633844,0.0287679538082081,-0.0030227479052166,Financial Services,9.0
2020-04-27,466.53228759765625,481.4644766008094,463.6833914007003,472.7704070160742,253441.0,495.9546203613281,617.2687506103516,-1.5371577549105402,-0.0100065089355555,0.0133712490737571,0.0320067643764687,-0.0061065359733748,Financial Services,9.0
2020-04-28,464.1745910644531,475.8649081026968,462.7992649387529,475.8649081026968,120474.0,493.5993621826172,611.0365307617187,-1.5510513194272075,-0.0050536620848768,0.0251851722676919,0.0251851722676919,-0.0029629500454695,Financial Services,9.0
2020-04-29,461.3257141113281,476.7490641332299,457.0032475440392,464.6658005506032,108601.0,489.9817489624023,604.718843383789,-1.5678393390857488,-0.0061375116345595,0.0072401913379338,0.0334326692619171,-0.0093696632012275,Financial Services,9.0
2020-04-30,497.477294921875,513.7357041621432,466.5814576296458,467.51470077101726,448772.0,489.323551940918,599.4169366455078,-1.354803304423364,0.0783645474438537,-0.060229068656416,0.0326817111177333,-0.0621050198825278,Financial Services,9.0
2020-05-04,491.82861328125,504.9433942045189,466.87616361030666,477.43675016224944,120888.0,490.0824401855469,594.0482281494141,-1.3880901679797677,-0.0113546521585715,-0.0292619476182663,0.026665347580681,-0.0507340341678624,Financial Services,9.0
2020-05-05,479.0086059570313,501.8489462956174,475.7667332113772,498.0667764156204,53366.0,489.6182662963867,588.2246795654297,-1.4636366161145475,-0.0260660054702585,0.0397866974028828,0.0476825260643334,-0.0067678799615238,Financial Services,9.0
2020-05-06,487.4570617675781,496.0037514238514,476.6017426913469,487.9973588795756,94825.0,490.6645050048828,582.7518395996094,-1.4138510884959543,0.0176373779207314,0.0011083993942733,0.0175332153877962,-0.0222692826253628,Financial Services,9.0
2020-05-07,488.8323669433594,503.46982513170366,479.6471065766913,479.6471065766913,108652.0,491.5756622314453,577.2917694091797,-1.405746614098707,0.0028213873254686,-0.0187902049614736,0.0299437172703425,-0.0187902049614736,Financial Services,9.0
2020-05-08,486.47467041015625,503.4698352975223,481.0224424985284,497.0843642157001,54937.0,492.2240341186524,571.4819720458985,-1.4196401786153745,-0.0048231187062052,0.0218093447632095,0.0349353541326973,-0.0112076295915488,Financial Services,9.0
2020-05-11,503.2733154296875,511.7709273155817,491.1900521390124,496.0037086540024,156833.0,493.3513122558594,565.2890460205078,-1.3206481942422346,0.0345313868147913,-0.0144446497614887,0.0168846859655951,-0.0240093462542487,Financial Services,9.0
2020-05-12,493.54779052734375,498.0667452972162,471.7389687803541,488.78324071541147,195905.0,492.5752319335937,559.7022491455078,-1.3779593052297003,-0.0193245391801475,-0.0096536746863793,0.0091560632153657,-0.0441878621798457,Financial Services,9.0
2020-05-13,496.0037231445313,520.6614704782471,493.203933769572,509.8552890154911,168772.0,491.8802001953125,554.3865887451171,-1.3634868496846582,0.0049760786378222,0.0279263344701217,0.0497128271082167,-0.0056446942720699,Financial Services,9.0
2020-05-14,499.0000305175781,507.8905592632188,486.4746830695974,499.736815661577,59035.0,491.0795608520508,548.9609045410157,-1.3458300438943744,0.0060408969393436,0.0014765232443667,0.0178166897834037,-0.0251008951542328,Financial Services,9.0
2020-05-15,511.574462890625,522.9700486417922,493.1548350861138,500.7191742297782,102474.0,490.576091003418,543.8711926269531,-1.2717307334126953,0.0251992617315159,-0.0212193716619659,0.0222755172077533,-0.0360057609217474,Financial Services,9.0
2020-05-18,506.1222839355469,515.2584076755024,499.8350267598096,515.2584076755024,108108.0,490.32804718017576,539.3650152587891,-1.303859635076677,-0.0106576448798301,0.0180512181145515,0.0180512181145515,-0.0124224073416573,Financial Services,9.0
2020-05-19,496.10198974609375,510.8376924118193,494.4319314520327,510.8376924118193,135670.0,488.7169418334961,534.8912554931641,-1.3629077788206112,-0.0197981683626662,0.0297029702970297,0.0297029702970297,-0.0033663608060023,Financial Services,9.0
2020-05-20,489.7164916992188,501.0138631225708,484.31340101848514,501.0138631225708,36737.0,488.4615219116211,530.0186492919922,-1.4005365948433337,-0.0128713413347588,0.0230692076228684,0.0230692076228684,-0.0110330992978936,Financial Services,9.0
2020-05-21,497.3790893554688,506.8099753667306,491.2392130303229,496.1020070717844,62483.0,488.9256958007812,525.100853881836,-1.3553820156160667,0.015647007577103,-0.0025676235913723,0.018961163050668,-0.0123444601040672,Financial Services,9.0
2020-05-22,491.09185791015625,505.1399128131733,487.2605811111024,501.01390396504473,55619.0,488.9085037231445,519.8500323486328,-1.3924317607747425,-0.0126407233031445,0.0202040532643155,0.0286057581219094,-0.007801548197842,Financial Services,9.0
2020-05-26,496.6914367675781,501.0139036659784,488.5376630925464,496.05289563142776,36542.0,490.1806838989258,515.0334216308594,-1.3594342528146903,0.0114023044105249,-0.0012855891784765,0.0087025194686876,-0.0164161752578134,Financial Services,9.0
2020-05-27,496.7405700683594,509.8553524718454,493.1548881326905,500.7192280900189,307799.0,491.69109802246095,510.7728399658203,-1.359144717382667,9.892117549077344e-05,0.0080095290407062,0.0264016736174401,-0.0072184197380443,Financial Services,9.0
2020-05-28,508.23431396484375,518.647578861633,495.6107538322907,501.0138443101452,67719.0,493.89408416748046,506.7175738525391,-1.2914137477201268,0.0231383232799017,-0.0142069700063541,0.0204891023897089,-0.0248380713102072,Financial Services,9.0
2020-05-29,510.78857421875,519.5808886088679,502.7330449457973,505.92578045351365,61058.0,496.3672271728516,504.2026812744141,-1.2763618616396937,0.0050257532475127,-0.0095201694217103,0.0172132166495027,-0.0157707702942917,Financial Services,9.0
2020-06-01,516.73193359375,520.661454001307,512.2621161220984,520.661454001307,91999.0,497.3299591064453,501.8007611083984,-1.241338504833838,0.0116356545055659,0.0076045627376424,0.0076045627376424,-0.0086501669067848,Financial Services,9.0
2020-06-02,540.505615234375,572.1873776926961,515.7987284341484,516.732001645797,229793.0,499.7638092041016,500.83213684082034,-1.1012436389250386,0.0460077655260912,-0.0439840270267483,0.0586150477725995,-0.0457106940313897,Financial Services,9.0
2020-06-03,548.9539794921875,567.8156891156555,545.2209471612263,559.7601604269145,141389.0,503.2610778808594,499.9872906494141,-1.0514586508134616,0.0156304837909021,0.0196850398001,0.0343593640416197,-0.0068002646313166,Financial Services,9.0
2020-06-04,532.3517456054688,552.8343446070221,529.1098436399998,546.7435766194084,61210.0,505.5058120727539,499.5226239013672,-1.149293212801196,-0.0302433983666112,0.0270344394148105,0.0384756867440296,-0.0060897742746796,Financial Services,9.0
2020-06-05,556.2727661132812,564.9668065534128,530.4852868894868,535.3971876940191,81872.0,508.87783203125,499.7466082763672,-1.0083301002676703,0.0449346145763192,-0.0375275938189845,0.0156290959575056,-0.0463576158940396,Financial Services,9.0
2020-06-08,568.9945678710938,604.2128705934674,555.5359484628087,563.8370723283356,344717.0,513.0038269042968,499.2151397705078,-0.9333623633255927,0.0228697188372184,-0.0090642263283022,0.0618956747762,-0.0236533354942926,Financial Services,9.0
2020-06-09,558.6796875,578.032591363775,554.3571902046317,574.3486652460413,75737.0,515.7741455078125,500.8537518310547,-0.9941464608119632,-0.0181282580775544,0.0280464425262307,0.0346404286692005,-0.007736986670682,Financial Services,9.0
2020-06-10,549.2487182617188,566.8333469427946,544.336817508315,560.4969829789586,58924.0,518.5591918945313,502.873525390625,-1.049721797892665,-0.0168808164128595,0.0204793645269465,0.0320157846462132,-0.0089429444076795,Financial Services,9.0
2020-06-11,538.6881103515625,561.9214239808124,533.481507750678,551.1152427504122,43688.0,520.6934112548828,503.4216925048828,-1.1119539322104968,-0.0192273692391651,0.0230692531727485,0.0431294346075081,-0.0096653378844513,Financial Services,9.0
2020-06-12,539.96533203125,545.1719353993526,512.163922801315,516.7320149784587,67197.0,522.7416763305664,503.5474395751953,-1.104427449663264,0.0023709854647691,-0.0430274235669758,0.0096424771355529,-0.0514873966544318,Financial Services,9.0
2020-06-15,525.3277587890625,541.1932213974367,521.9385354500918,539.9160792988948,71259.0,523.4293411254882,503.8411700439453,-1.1906845507548465,-0.0271083574701428,0.0277699403196587,0.0302010741730949,-0.0064516357307735,Financial Services,9.0
2020-06-16,526.8505859375,543.4037313205996,513.1955346278335,538.344448378403,49729.0,524.4657562255859,504.84516479492186,-1.181710750718841,0.0028988134035554,0.0218161709366808,0.0314190509129723,-0.0259182615985292,Financial Services,9.0
2020-06-17,528.2749633789062,536.3796001950401,522.626277113116,522.626277113116,56181.0,526.0744049072266,505.6448223876953,-1.1733171005609142,0.0027035700052827,-0.0106927010692701,0.0153417015341701,-0.0106927010692701,Financial Services,9.0
2020-06-18,528.962646484375,538.0987706253652,524.8366375291672,531.5659181163087,48447.0,528.0367126464844,506.8934295654297,-1.1692646835266185,0.0013017522183338,0.0049214659092389,0.0172717756191504,-0.0078001896402899,Financial Services,9.0
2020-06-19,536.134033203125,554.6027703164807,530.5835606849254,537.3620085425733,130222.0,529.9744598388672,508.20392578125,-1.1270047392768976,0.0135574539457803,0.0022904260192395,0.0344479849619216,-0.0103527703418461,Financial Services,9.0
2020-06-22,568.0613403320312,572.1382420718721,536.7725555142359,539.8179100950301,141582.0,533.8229339599609,510.09500793457033,-0.9388617381773174,0.0595509800751819,-0.0497189796800692,0.0071768688526805,-0.0550799404858409,Financial Services,9.0
2020-06-23,602.1499633789062,604.6550209293972,567.8157629523828,568.7981431651032,193458.0,539.0958602905273,512.5234521484375,-0.7379824151108035,0.0600087008683784,-0.0553878971056521,0.0041601888281019,-0.057019351514796,Financial Services,9.0
2020-06-24,574.6923828125,612.8087203130763,570.4190531806049,606.1285473424145,176007.0,542.9934509277343,513.8359118652344,-0.8997859643371661,-0.0455992397846056,0.0547008547008547,0.0663247654580663,-0.0074358557024573,Financial Services,9.0
2020-06-25,617.4259033203125,627.3479185146809,558.5813103485364,569.7804676623409,265463.0,548.4530303955078,515.9863427734375,-0.6479635114309813,0.0743589471269446,-0.077167859984089,0.0160699691104813,-0.0953063236500596,Financial Services,9.0
2020-06-26,598.318603515625,628.7232803954432,595.4205701531074,628.7232803954432,117910.0,552.8295318603516,517.6524584960938,-0.7605600643957812,-0.0309467090738091,0.0508168669688109,0.0508168669688109,-0.0048436290389254,Financial Services,9.0
2020-06-29,570.7137451171875,594.3399751110625,560.0548847943197,594.3399751110625,135489.0,555.5286224365234,518.6338562011719,-0.9232315005755256,-0.0461373894046344,0.0413976887643097,0.0413976887643097,-0.0186763686945705,Financial Services,9.0
2020-06-30,581.3726806640625,585.007499960551,564.8687027326898,572.7277455533185,104544.0,557.5719757080078,520.0396466064453,-0.860419935722303,0.0186765005014665,-0.0148698681556027,0.0062521329559839,-0.0283879488670181,Financial Services,9.0
2020-07-01,584.5161743164062,587.4633146911109,573.8573739451145,579.6042736918987,35864.0,559.3500854492188,521.1634881591797,-0.8418957824856534,0.005407019897724,-0.0084033613445376,0.0050420168067228,-0.0182352530856091,Financial Services,9.0
2020-07-02,589.3299560546875,593.2594771886818,577.1484165554116,584.5162686816509,63841.0,562.1989959716797,523.053589477539,-0.8135288632455837,0.0082354979208419,-0.0081680683691394,0.0066677776916359,-0.0206701515409569,Financial Services,9.0
2020-07-03,589.8702392578125,598.9081496440399,581.569114066771,592.3752969294982,52877.0,563.8788696289063,525.08908203125,-0.8103450525073583,0.0009167753947923,0.004246794472692,0.0153218619701835,-0.0140727987929788,Financial Services,9.0
2020-07-06,609.7142944335938,613.9876243149341,591.3928797401445,591.9331768575959,91363.0,565.9148559570312,527.4546539306641,-0.6934069067475834,0.0336413906908568,-0.0291630321583915,0.0070087415045929,-0.030049180182776,Financial Services,9.0
