Date_Ticker,Close_ICICIGI.NS,High_ICICIGI.NS,Low_ICICIGI.NS,Open_ICICIGI.NS,Volume_ICICIGI.NS,MA_20_Unnamed: 6_level_1,MA_50_Unnamed: 7_level_1,Normalised Close_Unnamed: 8_level_1,Return Ratio_Unnamed: 9_level_1,Percentage Change Open_Unnamed: 10_level_1,Percentage Change High_Unnamed: 11_level_1,Percentage Change Low_Unnamed: 12_level_1,Sector_Unnamed: 13_level_1,Sector Encoded_Unnamed: 14_level_1
2020-01-23,1292.0986328125,1309.5004234176429,1264.2266082533608,1279.6894754109112,431309.0,,,-0.3968547738250007,0.0146165987339808,-0.0096038778205174,0.0134678500257092,-0.0215711276611061,Financial Services,9.0
2020-01-24,1309.112548828125,1314.5900309589515,1279.6894106680063,1295.200797463982,282051.0,,,-0.3312748915687925,0.0131676604119539,-0.0106268566263429,0.0041841185738613,-0.0224756367865065,Financial Services,9.0
2020-01-27,1297.915283203125,1321.3276869950523,1290.111069710826,1307.2220912229425,235959.0,,,-0.3744345827653764,-0.0085533254073711,0.0071705820404925,0.0180384683768788,-0.0060128835782247,Financial Services,9.0
2020-01-28,1296.5096435546875,1316.0443214233196,1283.5673529020075,1302.9080674157597,233417.0,,,-0.3798525995555458,-0.001082997994267,0.0049351147466434,0.0150671288607411,-0.0099824098625256,Financial Services,9.0
2020-01-29,1283.421630859375,1307.2703609782322,1281.6281506861378,1298.8846133651944,261939.0,,,-0.4303001467714901,-0.0100948055113794,0.0120482483184154,0.0185821475541816,-0.0013974208709854,Financial Services,9.0
2020-01-30,1287.3966064453125,1299.9512063611437,1268.249738029935,1287.3482043662118,198507.0,,,-0.4149786634247,0.0030971704780103,-3.7596867086930885e-05,0.0097519287008969,-0.0148725484590522,Financial Services,9.0
2020-01-31,1278.1383056640625,1299.078654334084,1275.8115739579512,1279.9317861078914,201621.0,,,-0.4506646439226255,-0.0071914907456634,0.0014031974754853,0.0163834763242947,-0.0018204068337521,Financial Services,9.0
2020-02-03,1260.9302978515625,1295.927839168272,1236.3544690996998,1245.7581996119166,391873.0,,,-0.5169926500777803,-0.0134633378377307,-0.012032463860609,0.0277553338010356,-0.0194902357360563,Financial Services,9.0
2020-02-04,1274.1632080078125,1286.9600515791865,1248.6663249973576,1261.8025747440577,543400.0,,,-0.465986597787591,0.0104945611813729,-0.0097009811506652,0.0100433315692596,-0.0200106884661345,Financial Services,9.0
2020-02-05,1295.4918212890625,1307.0283217733556,1270.9643909684598,1285.5063176385795,426619.0,,,-0.3837757801023485,0.0167393102761127,-0.0077078862918231,0.0089051125562598,-0.0189329102025491,Financial Services,9.0
2020-02-06,1335.578857421875,1337.8570686166015,1299.0786028595987,1299.5633336815613,442363.0,1305.9278381347656,,-0.2292609049157121,0.0309434883910918,-0.0269662278196257,0.0017057856090387,-0.0273291646984695,Financial Services,9.0
2020-02-07,1339.505126953125,1355.3073993324078,1323.315164584218,1338.8265511287948,232059.0,1306.2622985839844,,-0.2141271583209218,0.0029397511868591,-0.000506586955642,0.011797097346859,-0.012086525122702,Financial Services,9.0
2020-02-10,1335.1910400390625,1347.5516759152636,1324.284596618885,1339.7959828164708,129381.0,1307.4014221191403,,-0.2307557411590789,-0.0032206572615928,0.0034489017970593,0.0092575785078961,-0.0081684516246143,Financial Services,9.0
2020-02-11,1326.7083740234375,1344.6434159813723,1313.8144857112752,1342.607570022214,285909.0,1307.3553894042968,,-0.2634520491702709,-0.0063531477977689,0.0119839418444009,0.0135184508586043,-0.0097187057567592,Financial Services,9.0
2020-02-12,1309.98486328125,1332.0401125982887,1285.0212294388875,1332.0401125982887,378484.0,1306.9554748535156,,-0.3279125686871119,-0.0126052650828388,0.016836262719704,0.016836262719704,-0.0190564292321924,Financial Services,9.0
2020-02-13,1306.2039794921875,1318.4676916157848,1284.5365377874373,1284.5365377874373,573718.0,1303.695654296875,,-0.3424859281349555,-0.0028862041807049,-0.0165880995961854,0.0093888185276889,-0.0165880995961854,Financial Services,9.0
2020-02-14,1312.2633056640625,1314.590037363292,1299.0786504917487,1306.204170167366,155666.0,1300.840594482422,,-0.3191303469425602,0.0046388820329813,-0.0046173168681497,0.0017730677137635,-0.0100472634686997,Financial Services,9.0
2020-02-17,1297.7698974609375,1314.5900338867875,1290.595857383323,1312.263302193711,187423.0,1300.0601806640625,,-0.3749949699123231,-0.0110445884911722,0.0111679310493559,0.0129608002610928,-0.0055279754073895,Financial Services,9.0
2020-02-18,1298.496826171875,1303.925787193554,1285.554538123616,1298.1090178826532,202026.0,1300.518243408203,,-0.3721930341775893,0.0005601368257652,-0.0002986594047865,0.0041809582528471,-0.0099671310606236,Financial Services,9.0
2020-02-19,1314.15380859375,1325.2540973316982,1299.078632351482,1299.078632351482,156721.0,1302.5517028808597,,-0.3118434319595508,0.0120577748873161,-0.0114713940968597,0.0084467196041735,-0.0114713940968597,Financial Services,9.0
2020-02-20,1304.3621826171875,1324.9148414371896,1299.0786637471526,1314.8809366207752,138284.0,1303.1648803710937,,-0.3495851063659652,-0.0074508979942312,0.0080642893084204,0.0157568649980048,-0.0040506532161439,Financial Services,9.0
2020-02-24,1265.2442626953125,1309.6940517076698,1243.673742910166,1304.8952643059422,276331.0,1300.9714660644531,,-0.5003645377577987,-0.0299900751824814,0.0313386140365989,0.0351313895055072,-0.0170485023494162,Financial Services,9.0
2020-02-25,1247.60009765625,1287.4449438617908,1236.1604039807291,1287.4449438617908,636341.0,1298.4557067871094,,-0.5683737053537937,-0.0139452638192372,0.0319371938815919,0.0319371938815919,-0.0091693593940971,Financial Services,9.0
2020-02-26,1197.7213134765625,1253.2229913320614,1176.926409023155,1242.6559543270096,562415.0,1293.516290283203,,-0.76063072546502,-0.0399797854083132,0.03751677484975,0.0463393923369344,-0.0173620559469274,Financial Services,9.0
2020-02-27,1212.55419921875,1238.0025683808465,1177.8959440741803,1182.7432524860085,574555.0,1289.972918701172,,-0.7034575914493638,0.0123842546469619,-0.0245852488506896,0.0209874075554667,-0.0285828502898261,Financial Services,9.0
2020-02-28,1198.8846435546875,1236.0634701450658,1155.9374497648146,1197.2850083365931,756201.0,1285.547320556641,,-0.7561466872530952,-0.0112733564181047,-0.0013342695034873,0.0310111792575333,-0.0358226239870207,Financial Services,9.0
2020-03-02,1162.4813232421875,1233.1065736312717,1095.4430332582278,1199.3208622152556,436775.0,1279.764471435547,,-0.8964627354595367,-0.0303643227963653,0.0316904351377635,0.0607538796340474,-0.0576682727228583,Financial Services,9.0
2020-03-03,1173.969482421875,1200.1934661558923,1161.4150019828426,1162.3844635871687,384410.0,1275.4164306640623,,-0.8521817994508838,0.009882446238058,-0.0098682453063486,0.0223378751549128,-0.0106940432668938,Financial Services,9.0
2020-03-04,1177.4112548828125,1201.841642805631,1168.4922544265442,1197.2852200743298,599176.0,1270.5788330078126,,-0.8389155394944072,0.0029317392934586,0.0168793742280775,0.0207492393346027,-0.0075750935956154,Financial Services,9.0
2020-03-05,1224.1876220703125,1240.716989507323,1175.0359668224974,1184.6820623004728,485211.0,1267.013623046875,,-0.6586167388119397,0.0397281468081054,-0.032270837457929,0.0135023154449613,-0.0401504265863195,Financial Services,9.0
2020-03-06,1225.787353515625,1229.2773918428957,1188.8508877289064,1212.311812696799,718345.0,1261.5240478515625,,-0.6524505981228237,0.001306769825533,-0.0109933756292862,0.0028471808892962,-0.0301328494545018,Financial Services,9.0
2020-03-09,1171.0128173828125,1222.491210260576,1153.659429191186,1222.491210260576,732840.0,1253.099432373047,,-0.8635782201781694,-0.0446851861994791,0.0439605716637812,0.0439605716637812,-0.0148191274544806,Financial Services,9.0
2020-03-11,1153.707763671875,1187.6873199572922,1125.0601275632405,1173.048474236554,642604.0,1244.0252685546875,,-0.9302802882827976,-0.0147778516631559,0.0167639597943971,0.0294524812568404,-0.0248309294699191,Financial Services,9.0
2020-03-12,1070.430908203125,1134.0760775218453,1039.2626982032564,1100.9689445775678,1468801.0,1231.211395263672,,-1.2512696696393553,-0.0721819321070588,0.028528731878366,0.0594575220418083,-0.0291174421076733,Financial Services,9.0
2020-03-13,1091.2745361328125,1114.8809037746744,856.373929678771,979.156272010801,1166978.0,1220.27587890625,,-1.1709282206651284,0.019472184304428,-0.1027406582025902,0.0216319238287339,-0.2152534478504987,Financial Services,9.0
2020-03-16,1054.5804443359375,1160.8334189309846,1010.2275732542114,1066.2139842918,625700.0,1207.6947021484375,,-1.3123650431654634,-0.0336249867305702,0.0110314391076993,0.1007537880734683,-0.0420573615981043,Financial Services,9.0
2020-03-17,1042.41357421875,1088.8992101031386,1013.2812061142406,1042.1712088213496,407327.0,1194.202215576172,,-1.359262060229552,-0.0115371664461774,-0.0002325040688212,0.044594234988956,-0.0279470344832597,Financial Services,9.0
2020-03-18,965.3898315429688,1065.4382786418569,932.6220419048828,1033.9792976422436,1302437.0,1177.5832122802735,,-1.6561489127902065,-0.0738898116647297,0.0710484654573679,0.1036352816550616,-0.0339425469043045,Financial Services,9.0
2020-03-19,997.9638671875,1086.7665325284645,780.4166446792275,920.9885868885292,990238.0,1162.5565643310547,,-1.5305927844881697,0.0337418466408213,-0.0771323319710014,0.0889838482742182,-0.2179910813017433,Financial Services,9.0
2020-03-20,973.7756958007812,1041.4441022460535,920.988500939028,1017.93465893261,1765060.0,1145.5376586914062,,-1.623825725692137,-0.0242375222009658,0.0453481878036756,0.0694907530934272,-0.054208782463341,Financial Services,9.0
2020-03-23,801.066162109375,920.9401206781864,794.9585654529487,882.2101153197358,596466.0,1120.3728576660155,1233.41306640625,-2.2895320142153315,-0.177360694496877,0.1012949454720342,0.1496430185656052,-0.0076243348493758,Financial Services,9.0
2020-03-24,824.9634399414062,900.629913286972,790.838376494992,793.0681265558558,904315.0,1098.3588165283204,1223.256016845703,-2.197420317823433,0.0298318403177893,-0.0386626992680013,0.0917210020251808,-0.0413655463917747,Financial Services,9.0
2020-03-25,954.8712158203124,964.614293076942,820.5523228246004,829.3743997259538,1161295.0,1083.7223724365235,1216.1052697753903,-1.6966927581904423,0.1574709491224642,-0.1314280020332864,0.0102035511126592,-0.140667024799068,Financial Services,9.0
2020-03-26,1063.3056640625,1145.8068329389866,966.6017981184872,969.4617220327332,1897600.0,1077.0015899658204,1210.8188024902345,-1.278733815539676,0.1135592386131709,-0.0882567874897077,0.0775893251252701,-0.090946441096291,Financial Services,9.0
2020-03-27,991.5169067382812,1143.673866013433,950.0724210251924,1047.0185864359264,756636.0,1065.949725341797,1204.2894775390623,-1.5554424961466686,-0.0675146947397423,0.0559765338548032,0.1534587642844047,-0.0417990711317526,Financial Services,9.0
2020-03-30,996.315673828125,1054.7742576896462,968.2498068635424,968.2498068635424,427414.0,1055.8212768554688,1196.787783203125,-1.536945720892935,0.0048398237662229,-0.028169653154954,0.058674760818433,-0.028169653154954,Financial Services,9.0
2020-03-31,1048.6182861328125,1069.2677496259892,998.545564959315,1032.4767249336608,1302717.0,1050.128125,1190.3728588867189,-1.3353460918902098,0.0524960247827138,-0.0153931715788402,0.0196920688550354,-0.0477511424659207,Financial Services,9.0
2020-04-01,1071.9822998046875,1108.094748972876,1019.0011929941344,1050.8965073373558,538692.0,1045.028765869141,1185.54494140625,-1.2452898541477129,0.0222807612463433,-0.0196699073027357,0.0336875423920415,-0.0494234903134185,Financial Services,9.0
2020-04-03,1013.1358642578124,1085.7000393324618,982.0645735044184,1066.4077303601778,1099047.0,1036.8149963378903,1180.020947265625,-1.4721125509811466,-0.0548949694016372,0.0525811670297451,0.0716233405949036,-0.0306684343626073,Financial Services,9.0
2020-04-07,1119.195068359375,1158.5067896029864,1039.2629945225117,1039.2629945225117,812026.0,1031.5653686523438,1176.93515625,-1.0633089509880542,0.1046840881299348,-0.0714192512964122,0.0351249950567047,-0.0714192512964122,Financial Services,9.0
2020-04-08,1115.8016357421875,1143.8676164093738,1074.2118331972565,1076.1022357338568,575191.0,1026.0660827636718,1173.4092163085938,-1.0763888857470572,-0.0030320296373016,-0.035579263138402,0.0251531990706554,-0.0372734733600451,Financial Services,9.0
2020-04-09,1133.3004150390625,1190.4501191704726,1090.6441119922542,1095.4914191566645,1307788.0,1024.1804626464843,1169.8929736328123,-1.008940105298009,0.0156826972970294,-0.0333618477331052,0.0504276742274378,-0.037639007698888,Financial Services,9.0
2020-04-13,1111.681640625,1142.801454653294,1067.377290002753,1129.4228363789346,542846.0,1022.0791564941406,1166.16830078125,-1.092269344686268,-0.0190759432602143,0.0159588816668414,0.0279934586405494,-0.0398534517466157,Financial Services,9.0
2020-04-15,1117.6439208984375,1177.314337136936,1104.3138222405069,1133.7369617915128,761153.0,1024.4398071289063,1162.590986328125,-1.0692878254433458,0.0053632983181097,0.0143990770156372,0.0533894696895336,-0.0119269638644972,Financial Services,9.0
2020-04-16,1121.9095458984375,1186.3302281574236,1102.0841015839994,1117.6438907743736,808208.0,1025.9715576171875,1159.3607446289063,-1.0528460383208376,0.0038166225577203,-0.0038021381845431,0.0574205670096132,-0.0176711610904082,Financial Services,9.0
2020-04-17,1162.7723388671875,1175.666107941854,1137.517815282964,1138.9720077732077,701251.0,1031.38115234375,1156.8682592773437,-0.8953410201292923,0.0364225379114914,-0.0204686079109579,0.0110888164808151,-0.0217192331981576,Financial Services,9.0
2020-04-20,1153.9503173828125,1195.831015795609,1139.1175059260966,1177.8959742129423,734858.0,1036.957989501953,1154.3844995117188,-0.9293453686682022,-0.007587058265395,0.0207510292855928,0.0362933289084599,-0.0128539428719575,Financial Services,9.0
2020-04-21,1123.7999267578125,1163.1601654520332,1095.685538171935,1139.117468565735,611851.0,1044.8784942626953,1151.641892089844,-1.0455595938560036,-0.0261279798365858,0.0136301324134393,0.0350242403091944,-0.025017254331906,Financial Services,9.0
2020-04-22,1104.604736328125,1124.6241450382445,1091.6139252718433,1123.7516057989233,348113.0,1050.2105377197263,1148.25072265625,-1.119547165389115,-0.0170806119244606,0.0173336840238846,0.018123594849563,-0.0117605969167442,Financial Services,9.0
2020-04-23,1154.4832763671875,1162.384411758646,1105.1861796537585,1114.6869502895267,348769.0,1059.245916748047,1145.4305517578125,-0.9272910863142396,0.0451551024530877,-0.0344711152533,0.0068438716724601,-0.0427005723881529,Financial Services,9.0
2020-04-24,1101.793212890625,1164.3234920208013,1091.6138651252477,1124.5755626512318,682172.0,1074.282269287109,1140.7548388671876,-1.1303841400058046,-0.045639520775357,0.0206775186977563,0.0567531896172459,-0.00923889133304,Financial Services,9.0
2020-04-27,1157.537109375,1168.2011865970478,1102.3747226215487,1105.186184830402,567752.0,1090.910952758789,1137.115478515625,-0.9155201331193052,0.0505937918587529,-0.0452261306532663,0.009212730318258,-0.0476549618208228,Financial Services,9.0
2020-04-28,1158.9429931640625,1170.0434011252994,1143.964856573887,1168.1044776395809,983106.0,1101.1145416259765,1133.590517578125,-0.9101011752927848,0.001214547488522,0.007905034613054,0.0095780448449249,-0.0129239631962255,Financial Services,9.0
2020-04-29,1193.6495361328125,1197.624304828293,1146.5821304370425,1153.6592471050126,586460.0,1107.6317352294925,1130.9293408203123,-0.7763253297249325,0.029946721429323,-0.033502538071066,0.0033299294098982,-0.0394315117385787,Financial Services,9.0
2020-04-30,1251.18701171875,1284.5365116132791,1170.1885728787308,1202.1322825663897,987356.0,1120.6152404785155,1129.7533837890626,-0.5545479992867213,0.0482029891054517,-0.0392065524121562,0.0266542887531395,-0.0647372759478632,Financial Services,9.0
2020-05-04,1171.933837890625,1226.3691399861798,1152.690045409935,1214.8325212458728,702118.0,1129.3961486816406,1127.0679809570313,-0.8600281605444892,-0.0633423885365108,0.0366050385851659,0.0464491256550227,-0.0164205451353184,Financial Services,9.0
2020-05-05,1176.296142578125,1193.6495279112792,1136.208931339711,1173.9210091286109,613031.0,1135.7800415039062,1124.3486376953124,-0.8432137230270341,0.0037223131088626,-0.002019162831146,0.0147525650259467,-0.0340791827732713,Financial Services,9.0
2020-05-06,1175.1328125,1201.8414065378763,1138.487119477386,1191.4682155458652,471267.0,1140.937567138672,1121.8958959960937,-0.8476977612389589,-0.0009889772107687,0.0139008994320504,0.0227281493238673,-0.0311842990279994,Financial Services,9.0
2020-05-07,1173.242431640625,1182.7432030678362,1155.7437200105635,1172.85474165787,271631.0,1148.9428955078124,1119.3908081054688,-0.854984205703793,-0.0016086529448134,-0.000330443199376,0.0080978757424632,-0.0149148301818506,Financial Services,9.0
2020-05-08,1197.4305419921875,1210.760639249161,1173.1454811070355,1179.834789944486,408970.0,1152.854669189453,1117.0563427734376,-0.7617514997589135,0.0206164639969069,-0.0146945909851496,0.0111322509235449,-0.0202809766692174,Financial Services,9.0
2020-05-11,1257.6824951171875,1273.8724553944198,1207.9490710969917,1211.8269172321343,760784.0,1159.948712158203,1116.1227490234376,-0.5295112566534858,0.0503177019560213,-0.036460376973586,0.0128728517253662,-0.0395437037672705,Financial Services,9.0
2020-05-12,1292.583251953125,1301.9384621051663,1235.094129363947,1250.2177072794984,682524.0,1167.9128540039062,1116.6695288085937,-0.3949868166685115,0.0277500537468206,-0.0327758731281805,0.0072376074329492,-0.0444761468960009,Financial Services,9.0
2020-05-13,1279.7862548828125,1330.2951813790935,1246.7276374645733,1318.467797007636,711169.0,1176.3180847167969,1117.313251953125,-0.4443126485542115,-0.0099003271556984,0.0302250020089216,0.0394666893034463,-0.025831358394505,Financial Services,9.0
2020-05-14,1205.5255126953125,1276.4416531741522,1197.285089005799,1269.9947097956249,568028.0,1180.7121643066407,1117.4693359375,-0.730549557472913,-0.0580258944836846,0.0534780860474466,0.0588259142855347,-0.0068355448331323,Financial Services,9.0
2020-05-15,1195.734130859375,1221.5217894117911,1179.204760895812,1210.8577102978788,491850.0,1184.4033935546877,1117.1329345703125,-0.7682902908429765,-0.0081220859557305,0.0126479449303955,0.0215663815951148,-0.0138236164185456,Financial Services,9.0
2020-05-18,1130.3922119140625,1200.823619969828,1090.6928072117053,1184.9244262538275,503272.0,1182.7843872070312,1115.7630859375,-1.0201497303096456,-0.0546458591914167,0.0482418524871355,0.0623070535283554,-0.0351200267340264,Financial Services,9.0
2020-05-19,1185.21533203125,1196.461062976024,1146.7761557406711,1158.942827872815,741998.0,1184.347637939453,1116.2177661132812,-0.8088348420204755,0.0484992019047592,-0.0221668615384923,0.0094883441353232,-0.0324322300359555,Financial Services,9.0
2020-05-20,1197.28515625,1204.459196239348,1174.114998788486,1182.840153773304,239160.0,1188.0218994140623,1116.6840795898438,-0.7623118869058603,0.0101836551490305,-0.0120647970964069,0.0059919226024798,-0.0193522464891195,Financial Services,9.0
2020-05-21,1211.1966552734375,1240.716827830748,1192.9708507723658,1204.0711371880398,559080.0,1193.351495361328,1117.3597875976564,-0.7086902240784108,0.0116192027862514,-0.0058830397643304,0.0243727328908831,-0.0150477665387517,Financial Services,9.0
2020-05-22,1200.290283203125,1225.253917321487,1177.8957457790302,1215.7047450262585,289297.0,1195.641845703125,1116.8818408203124,-0.7507286704629257,-0.0090046253206093,0.0128422782712176,0.020797997340896,-0.0186576011965473,Financial Services,9.0
2020-05-26,1195.6854248046875,1219.582676595666,1190.4988289820967,1209.6456953276966,303068.0,1200.336456298828,1116.2798022460938,-0.7684780275949763,-0.0038364539502468,0.0116755379244415,0.0199862365930254,-0.004337759510147,Financial Services,9.0
2020-05-27,1194.909912109375,1206.9796613862463,1182.7431220009803,1202.1323535091933,749065.0,1202.205096435547,1116.757744140625,-0.7714672295635344,-0.000648592580644,0.0060443396833729,0.0101009700853218,-0.0101821819244234,Financial Services,9.0
2020-05-28,1215.947265625,1237.0330563583816,1197.2851289989037,1207.3190333345674,410042.0,1205.0553100585937,1118.0025341796877,-0.690379068244887,0.0176058071846502,-0.0070958934933725,0.0173410404624279,-0.0153478174207694,Financial Services,9.0
2020-05-29,1260.9786376953125,1293.26175584923,1215.55938605531,1216.6742905478138,3176009.0,1208.4217651367187,1121.8134887695312,-0.5168063248803069,0.037033984403235,-0.0351348911258906,0.0256016376398899,-0.0360190492386255,Financial Services,9.0
2020-06-01,1262.820556640625,1299.07844128222,1252.544288161663,1269.994595581872,416681.0,1209.0034423828124,1125.2444091796874,-0.5097066761311217,0.0014607059074997,0.0056809646497451,0.0287118264356169,-0.008137552421778,Financial Services,9.0
2020-06-02,1255.0650634765625,1272.3699307439051,1220.116041023398,1260.2516597804313,361301.0,1213.1600036621094,1129.2541015625,-0.539600107371229,-0.006141405541175,0.0041325318143281,0.0137880240402898,-0.0278463830045232,Financial Services,9.0
2020-06-03,1232.718994140625,1269.9947468151126,1228.3078963471355,1269.9947468151126,907105.0,1215.9811462402345,1133.0602099609375,-0.625732694048748,-0.0178047098801701,0.0302386455077492,0.0302386455077492,-0.0035783481997568,Financial Services,9.0
2020-06-04,1242.6561279296875,1259.3308228193955,1213.1844668372387,1245.7583582162613,501000.0,1219.3573120117187,1138.605535888672,-0.5874301619772113,0.0080611508675503,0.0024964511234031,0.0134185914469264,-0.023716666606352,Financial Services,9.0
2020-06-05,1262.9661865234375,1287.4450936120709,1234.803277763678,1250.6055502707611,544730.0,1223.8434997558593,1143.9055822753903,-0.5091453479478241,0.0163440698816553,-0.0097869890616004,0.019382076376895,-0.0222990204015542,Financial Services,9.0
2020-06-08,1250.3145751953125,1283.7610003153904,1236.1120574632346,1273.0000002496006,210572.0,1226.4877014160156,1149.4363598632813,-0.5579107926865773,-0.0100173792957601,0.018143773978436,0.026750408084184,-0.0113591555388046,Financial Services,9.0
2020-06-09,1274.2117919921875,1278.7198119651848,1238.0993484776286,1254.4832726936688,423986.0,1227.3141662597657,1158.8992724609377,-0.4657993315537667,0.0191129634661277,-0.0154829200471248,0.0035378890709756,-0.0283410055859695,Financial Services,9.0
2020-06-10,1277.75048828125,1293.261875088913,1233.639982046958,1273.8726415793342,776604.0,1226.572528076172,1167.9550134277345,-0.4521594801659923,0.0027771649197578,-0.0030349013657056,0.0121396054628224,-0.0345220030349012,Financial Services,9.0
2020-06-11,1260.106201171875,1277.7503544809797,1248.1332560594713,1277.7503544809797,233002.0,1225.588525390625,1174.0597131347656,-0.5201691182801628,-0.0138088674363247,0.0140021160856884,0.0140021160856884,-0.0095015365381656,Financial Services,9.0
2020-06-12,1261.5118408203125,1288.0751109352832,1219.24334094624,1235.094013606208,385384.0,1228.387841796875,1178.0238366699218,-0.5147511014899934,0.0011154930014075,-0.0209414024975984,0.0210566950348223,-0.0335062252341498,Financial Services,9.0
2020-06-15,1278.8651123046875,1289.4806679852256,1246.3881533013046,1255.7434800856972,506322.0,1232.544390869141,1183.77080078125,-0.4478631787060672,0.0137559323050751,-0.018079805287144,0.0083007625889546,-0.0253951403403718,Financial Services,9.0
2020-06-16,1321.4730224609375,1344.3038894269705,1279.6892530928403,1294.231176423441,1950661.0,1242.0984313964843,1190.2739477539062,-0.2836316326784591,0.0333169696681026,-0.0206147576034241,0.0172768316704003,-0.0316190861696777,Financial Services,9.0
2020-06-17,1293.6497802734375,1341.444173447063,1285.9910087953012,1328.162594835705,798517.0,1247.5201538085937,1195.1745776367188,-0.390875899369709,-0.0210547182686224,0.0266786382903203,0.0369453880814039,-0.005920281976562,Financial Services,9.0
2020-06-18,1236.7421875,1279.640865787636,1233.2521492061137,1269.994769645264,893087.0,1249.4930053710937,1198.469775390625,-0.6102253560226598,-0.0439899527995969,0.0268872384894398,0.0346868399260746,-0.0028219610595975,Financial Services,9.0
2020-06-19,1231.361572265625,1235.9665144817698,1211.8268989854848,1226.3688217733106,27038204.0,1250.5012512207031,1202.8342895507812,-0.6309648561596194,-0.0043506361218675,-0.0040546583593055,0.0037397157097178,-0.0158642869163098,Financial Services,9.0
2020-06-22,1232.767333984375,1249.6359893162555,1216.674295261366,1239.9413734177583,975418.0,1252.1251037597656,1205.1057348632812,-0.6255463688512745,0.0011416319547502,0.0058194593867089,0.0136835677478248,-0.0130544006799687,Financial Services,9.0
2020-06-23,1251.041748046875,1265.14746249444,1233.1552278106728,1233.1552278106728,711961.0,1254.892919921875,1207.810537109375,-0.5551079159154926,0.0148238954413531,-0.0142973008407805,0.0112751748449537,-0.0142973008407805,Financial Services,9.0
2020-06-24,1253.610595703125,1270.963979581,1238.002289797816,1256.4220576178304,982291.0,1257.8279541015625,1210.216740722656,-0.5452063314315737,0.0020533668522737,0.0022426915697282,0.0138427227221558,-0.0124506812233463,Financial Services,9.0
2020-06-25,1235.093994140625,1248.6179352010158,1228.5016083733722,1239.9413018099367,377086.0,1258.7852905273437,1212.6849877929687,-0.6165782924274247,-0.0147706166699352,0.0039246467817897,0.0109497261945643,-0.0053375579498625,Financial Services,9.0
2020-06-26,1223.9937744140625,1250.60544764914,1214.9777343149492,1250.60544764914,235936.0,1256.9360473632812,1214.8119848632812,-0.6593639216745354,-0.0089873481526286,0.0217416736844242,0.0217416736844242,-0.007366083298446,Financial Services,9.0
2020-06-29,1202.0355224609375,1231.2162944321308,1195.0553275814996,1221.5216779405391,749898.0,1253.896795654297,1216.4145043945311,-0.7440016721086875,-0.0179398395744591,0.0162109647472874,0.0242761311341708,-0.0058069788695989,Financial Services,9.0
2020-06-30,1227.9200439453125,1250.5085466552732,1183.809540963765,1211.8270049875737,1728495.0,1252.5395446777345,1217.7174584960935,-0.6442301750797451,0.021533907277034,-0.013105933922238,0.0183957439422388,-0.0359229440052304,Financial Services,9.0
