Date_Ticker,Close_CAPLIPOINT.NS,High_CAPLIPOINT.NS,Low_CAPLIPOINT.NS,Open_CAPLIPOINT.NS,Volume_CAPLIPOINT.NS,MA_20_Unnamed: 6_level_1,MA_50_Unnamed: 7_level_1,Normalised Close_Unnamed: 8_level_1,Return Ratio_Unnamed: 9_level_1,Percentage Change Open_Unnamed: 10_level_1,Percentage Change High_Unnamed: 11_level_1,Percentage Change Low_Unnamed: 12_level_1,Sector_Unnamed: 13_level_1,Sector Encoded_Unnamed: 14_level_1
Date,,,,,,,,,,,,,,
2020-01-10,283.1024475097656,289.0034513050926,282.8586038857262,282.9561472885554,70038.0,,,-1.2291441434585595,,-0.0005167748371555,0.020844057856912,-0.0008613264427217,Healthcare,11.0
2020-01-13,285.6871337890625,288.71080014924337,282.1270234566508,284.9068462356245,52662.0,,,-1.2237850746390044,0.0091298620059005,-0.0027312659939879,0.0105838380611615,-0.0124615704081384,Healthcare,11.0
2020-01-14,285.8822631835937,292.36849745754535,282.8585963726043,285.7847197833554,75948.0,,,-1.223380494840525,0.0006830177892271,-0.0003412013013752,0.022688480921204,-0.0105766156225215,Healthcare,11.0
2020-01-15,285.199462890625,289.1985038036864,283.3462575209811,288.9059033959767,44618.0,,,-1.224796207760635,-0.0023883968363936,0.0129959589256769,0.014021908991445,-0.0064979272781962,Healthcare,11.0
2020-01-16,297.3917236328125,307.29177033718474,287.15028984910214,287.7355205899572,218700.0,,,-1.199516867321254,0.0427499428596865,-0.032469642816213,0.0332895837968771,-0.0344375211878975,Healthcare,11.0
2020-01-17,295.29461669921875,302.07348107817893,293.58771140037936,302.07348107817893,77368.0,,,-1.2038649928439198,-0.0070516654195226,0.0229562748374279,0.0229562748374279,-0.0057803468208091,Healthcare,11.0
2020-01-20,288.22314453125,299.927637710184,286.7600828838833,297.48920163123944,71245.0,,,-1.2185269293068712,-0.0239471760339322,0.0321489001692048,0.0406091370558374,-0.0050761421319796,Healthcare,11.0
2020-01-21,287.6379089355469,291.39310638527303,283.9802548805016,291.14926278160334,36436.0,,,-1.2197403523277417,-0.0020304947982401,0.0122075489251427,0.0130552939409931,-0.012716175237753,Healthcare,11.0
2020-01-22,288.61334228515625,292.0271534336331,286.95522330125294,289.5887168990068,33538.0,,,-1.2177178962597397,0.0033911849561802,0.0033795201778539,0.0118283206224885,-0.0057451224214889,Healthcare,11.0
2020-01-23,286.2236022949219,290.6127866764119,285.19944141293723,290.6127866764119,34971.0,,,-1.2226727649302973,-0.0082800745499605,0.01533480938084,0.01533480938084,-0.0035781845863618,Healthcare,11.0
2020-01-24,284.1265563964844,288.32068425853504,282.9561249531248,286.2236352105422,58637.0,,,-1.2270207639031356,-0.0073266001881868,0.0073807912947478,0.0147614778260922,-0.0041194017842045,Healthcare,11.0
2020-01-27,279.8349609375,285.63845159262,277.981755189451,282.9561714986868,68756.0,,,-1.2359189251982248,-0.0151045207227854,0.0111537548801268,0.0207389764155172,-0.0066224954231608,Healthcare,11.0
2020-01-28,282.3221740722656,287.54040407729696,279.2985070283139,282.8586181658077,114553.0,,,-1.2307619564531684,0.0088881429483756,0.0019001132139366,0.0184832453284227,-0.0107099878140558,Healthcare,11.0
2020-01-29,280.17633056640625,286.2724213098006,279.44479967719894,283.8827418319628,61579.0,,,-1.2352111320130834,-0.0076006906397302,0.0132288521948433,0.0217580504786769,-0.0026109660574411,Healthcare,11.0
2020-01-30,275.4457092285156,283.7851777425576,274.08019109796606,283.7851777425576,71458.0,,,-1.2450195662172951,-0.0168844431944953,0.030276269459414,0.030276269459414,-0.0049574855762835,Healthcare,11.0
2020-01-31,280.7615661621094,287.5404013281824,276.07975052931306,277.2989686994056,113284.0,,,-1.2339977089922132,0.0192991096085058,-0.012332875578506,0.0241444555917562,-0.0166754150035374,Healthcare,11.0
2020-02-03,259.0594787597656,274.7142279171379,257.74271720305484,274.7142279171379,117296.0,,,-1.278994651502698,-0.0772972159223999,0.0604291695185932,0.0604291695185932,-0.0050828541886006,Healthcare,11.0
2020-02-04,263.8875732421875,269.8373639649691,229.35932004086067,260.9126927638313,291653.0,,,-1.2689841172239875,0.0186370114907052,-0.011273287490601,0.0225466877795001,-0.1308445592079393,Healthcare,11.0
2020-02-05,316.65533447265625,316.65533447265625,254.57275173618373,267.2526205966067,1266012.0,,,-1.1595758435185763,0.1999630394950057,-0.1560141532380077,0.0,-0.1960572773544525,Healthcare,11.0
2020-02-06,338.5525207519531,374.0561493094684,324.7997332987039,331.627355319998,2003164.0,287.20389251708986,,-1.1141743844845258,0.0691514839494603,-0.0204552174551049,0.1048688944293154,-0.0406223159192645,Healthcare,11.0
2020-02-07,355.1338806152344,360.7910411148482,332.84656613132245,338.4549698097257,766626.0,290.80546417236326,,-1.0797947194006432,0.048977215784578,-0.0469651354486767,0.0159296558520785,-0.0627574999189076,Healthcare,11.0
2020-02-10,360.9373474121094,371.6177108508653,346.2579720526435,354.0609686059425,628355.0,294.56797485351564,,-1.0677618556037585,0.0163416308993697,-0.0190514471707345,0.0295906298290635,-0.0406701480595338,Healthcare,11.0
2020-02-11,334.74853515625,363.7171395009214,330.60319359502694,355.0363125376913,213141.0,297.01128845214845,,-1.122061539207812,-0.0725577789154571,0.0606060228821363,0.0865384051080306,-0.012383449442992,Healthcare,11.0
2020-02-12,326.4578552246094,340.8933858371818,314.26567404302205,330.6519536446485,282272.0,299.07420806884767,,-1.1392513717497532,-0.0247668893540364,0.0128472890234283,0.0442186652321185,-0.0373468764389169,Healthcare,11.0
2020-02-13,329.0426025390625,335.43129378259016,314.26568441260935,326.45786599649284,484758.0,300.65675201416013,,-1.1338921763803709,0.0079175528267646,-0.0078553248808042,0.0194160002207288,-0.0449088294720101,Healthcare,11.0
2020-02-14,328.3111267089844,345.6727842899368,325.7751465609836,327.7258959415883,128782.0,302.3075775146484,,-1.1354088127879025,-0.002223042926459,-0.0017825492948182,0.0528817215395256,-0.0077243198347299,Healthcare,11.0
2020-02-17,325.1898803710937,328.9938352956986,315.0459906501242,327.7258602428537,161402.0,304.1559143066406,,-1.1418803811409062,-0.0095069770226133,0.0077984587615886,0.0116976423751684,-0.0311937435119251,Healthcare,11.0
2020-02-18,336.06524658203125,342.35642353634745,316.0213140335515,321.8735605897284,117975.0,306.57728118896483,,-1.1193314797794098,0.0334431262083769,-0.0422289604076592,0.0187201057482169,-0.0596429793093382,Healthcare,11.0
2020-02-19,343.2343139648437,350.8910104874149,335.82146109097823,338.016053929329,208561.0,309.3083297729492,,-1.1044671901423049,0.0213323676152945,-0.0152032003305159,0.0223074914454952,-0.0215970623339972,Healthcare,11.0
2020-02-20,341.77117919921875,351.1347792661968,341.1859486138956,341.38103539769133,108107.0,312.08570861816406,,-1.107500842606851,-0.0042627869828156,-0.0011415351125906,0.0273972781699067,-0.001712346215659,Healthcare,11.0
2020-02-24,305.4873046875,343.9170539564266,296.1724603717317,341.38107430835106,240380.0,313.1537460327148,,-1.1827315513028789,-0.106164231275244,0.1174967635973245,0.1257981876145018,-0.030491755869518,Healthcare,11.0
2020-02-25,310.3641662597656,321.8735730251474,304.31683267832113,310.1690794605965,134654.0,314.6802062988281,,-1.1726199037120053,0.0159642037408213,-0.0006285738509058,0.0370835554377393,-0.0194846384952284,Healthcare,11.0
2020-02-26,312.2173767089844,319.8252857394368,307.4380477146711,307.4380477146711,72597.0,316.1749664306641,,-1.168777471299982,0.0059710838127738,-0.0153076969792366,0.0243673465924469,-0.0153076969792366,Healthcare,11.0
2020-02-27,312.85137939453125,317.972095658978,309.68141218320704,315.1435154851639,58860.0,317.8087188720703,,-1.167462934966949,0.0020306450980716,0.0073265973609215,0.0163678877630553,-0.0101325019485581,Healthcare,11.0
2020-02-28,291.73455810546875,310.41297633719483,275.3482464438938,310.41297633719483,135366.0,318.623161315918,,-1.2112463911816496,-0.0674979325005067,0.0640253878492289,0.0640253878492289,-0.0561685655891713,Healthcare,11.0
2020-03-02,297.6355285644531,316.0213442035852,289.7349890061499,296.51385382064785,96995.0,319.4668594360352,,-1.1990113640353524,0.0202271904203102,-0.0037686184482588,0.061772919811724,-0.0265443429969832,Healthcare,11.0
2020-03-03,285.00445556640625,309.1937325127078,277.9817468962831,297.63553813591176,135976.0,320.7641082763672,,-1.2252005344594596,-0.042438055224686,0.0443188951007906,0.0848733290791148,-0.0246406978310795,Healthcare,11.0
2020-03-04,290.7103576660156,304.3168438403023,274.0802343561697,285.7847283500275,174766.0,322.1052474975586,,-1.213369960561815,0.0200203961312453,-0.0169434255990527,0.0468042703518618,-0.0572051283048936,Healthcare,11.0
2020-03-05,293.1488342285156,299.440012521803,289.1498220435247,297.48926325456,54712.0,320.92992248535154,,-1.2083140418540077,0.008387993403735,0.0148062298711408,0.021460696952263,-0.013641576285013,Healthcare,11.0
