Date_Ticker,Close_KANSAINER.NS,High_KANSAINER.NS,Low_KANSAINER.NS,Open_KANSAINER.NS,Volume_KANSAINER.NS,MA_20_Unnamed: 6_level_1,MA_50_Unnamed: 7_level_1,Normalised Close_Unnamed: 8_level_1,Return Ratio_Unnamed: 9_level_1,Percentage Change Open_Unnamed: 10_level_1,Percentage Change High_Unnamed: 11_level_1,Percentage Change Low_Unnamed: 12_level_1,Sector_Unnamed: 13_level_1,Sector Encoded_Unnamed: 14_level_1
Date,,,,,,,,,,,,,,
2020-01-10,328.33599853515625,335.7136142723736,327.00932111148103,332.05717125393943,132898.0,,,0.2581336165901687,,0.0113334289733226,0.0224697132514617,-0.0040406091004157,Consumer Durables,5.0
2020-01-13,328.9831237792969,335.09879135379543,326.8151381543086,332.963155764369,793011.0,,,0.2716293706954175,0.0019709238311599,0.0120979822288458,0.0185896088049835,-0.0065899599957677,Consumer Durables,5.0
2020-01-14,335.06640625,337.16969176969354,328.75660894006785,329.8891564120795,750040.0,,,0.3984958237054609,0.0184911687895096,-0.0154514142311767,0.0062772199195768,-0.018831482930653,Consumer Durables,5.0
2020-01-15,333.3514404296875,337.1696925592841,330.8275155748892,335.0664070346651,735418.0,,,0.3627303251108578,-0.0051182863704722,0.0051446203525233,0.0114541341854557,-0.0075713632781816,Consumer Durables,5.0
2020-01-16,336.3607177734375,347.5242047991072,333.7397133175816,337.6550449846047,1105315.0,,,0.4254886048000995,0.0090273416544145,0.0038480332059434,0.0331890331890332,-0.007792243021735,Consumer Durables,5.0
2020-01-17,334.5163269042969,342.9941095441798,332.0894818594668,338.4316290100699,467670.0,,,0.3870239553844466,-0.0054833717841658,0.0117043677419463,0.0253434046652927,-0.0072547880316896,Consumer Durables,5.0
2020-01-20,339.1112060546875,340.7290931081672,333.9662760478233,336.39312144033164,570147.0,,,0.4828498557313826,0.0137358890458736,-0.0080153193578554,0.0047709631076562,-0.0151718076990781,Consumer Durables,5.0
2020-01-21,335.6164855957031,340.40544586303264,333.96621916007257,339.7582970767915,258384.0,,,0.4099676920264752,-0.0103055292676491,0.0123409059413064,0.0142691449105347,-0.004917119707935,Consumer Durables,5.0
2020-01-22,330.9569702148437,340.4702215941708,329.40381291783865,336.5225394028416,673402.0,,,0.3127938073741906,-0.0138834520377893,0.016816594569333,0.0287446775124617,-0.0046929281954595,Consumer Durables,5.0
2020-01-23,333.7720947265625,335.2282017375491,328.95075472363186,330.827501046325,1008954.0,,,0.3715030426108224,0.0085060136666445,-0.0088221685598067,0.0043625786397136,-0.0144450062755558,Consumer Durables,5.0
2020-01-24,337.5256652832031,339.6936214684138,334.2898615876809,335.22824969556046,211305.0,,,0.4497835079578293,0.0112459088580058,-0.006806639683874,0.0064230854367524,-0.009586837471477,Consumer Durables,5.0
2020-01-27,336.0371398925781,341.3761990848388,334.5810328401434,337.52562660419886,352072.0,,,0.4187404095264398,-0.0044101102337685,0.004429530355176,0.0158883009002142,-0.0043331729727856,Consumer Durables,5.0
2020-01-28,331.0863952636719,338.10804128296604,330.0509275485226,338.10804128296604,375558.0,,,0.3154929581952403,-0.0147327305264199,0.0212078965482778,0.0212078965482778,-0.0031274849403721,Consumer Durables,5.0
2020-01-29,331.5393981933594,334.5810421458487,331.3452683557131,334.5486921103368,174832.0,,,0.3249403042899497,0.0013682317853221,0.0090767309507582,0.0091743061882358,-0.0005855407794794,Consumer Durables,5.0
2020-01-30,331.3452453613281,334.19272965398943,325.5208173937925,333.5779308990544,1069902.0,,,0.3208912598373398,-0.000585610135897,0.0067382452863977,0.0085937080206361,-0.017578124476131,Consumer Durables,5.0
2020-01-31,323.15869140625,333.44852067664505,318.49916060906986,333.41617064148284,1181338.0,,,0.1501612193274735,-0.0247070210594112,0.0317413070049164,0.0318414127301298,-0.0144187079632728,Consumer Durables,5.0
2020-02-03,328.9183959960937,331.21581119434194,320.99068272943816,326.49155104192823,226063.0,,,0.2702794770638573,0.0178231461601108,-0.0073782585094277,0.0069847573933672,-0.0241023711752191,Consumer Durables,5.0
2020-02-04,330.0833435058594,332.34840921822547,327.39763839133144,331.1188114278088,543694.0,,,0.2945743802215871,0.0035417523736783,0.0031369893159454,0.0068621024263404,-0.0081364454383026,Consumer Durables,5.0
2020-02-05,326.8151550292969,331.9924348432313,324.93840850118414,331.83065503249395,839703.0,,,0.2264165260061049,-0.0099011008609238,0.0153465955480169,0.0158416148525006,-0.0057425321293453,Consumer Durables,5.0
2020-02-06,327.785888671875,330.05095411418387,320.99072196952415,329.30672552053653,461278.0,332.0183044433594,,0.2466611118270838,0.0029702834389399,0.0046397264227073,0.0069101981524783,-0.0207305040796098,Consumer Durables,5.0
2020-02-07,330.180419921875,331.99246654857404,322.28508448575025,329.9215603501436,275616.0,332.1105255126953,,0.2965989024478921,0.0073051688091338,-0.0007839943137533,0.0054880499186711,-0.0239121854590678,Consumer Durables,5.0
2020-02-10,324.1617736816406,331.9924076478431,322.932176121777,331.9924076478431,119503.0,331.8694580078125,,0.1710804337431972,-0.0182283560050546,0.0241565619451877,0.0241565619451877,-0.0037931602665501,Consumer Durables,5.0
2020-02-11,320.99072265625,328.1094786154679,319.0492464514248,323.61172738259444,998314.0,331.165673828125,,0.1049483746381609,-0.0097823102007854,0.0081653597482669,0.0221774508007863,-0.0060483872828447,Consumer Durables,5.0
2020-02-12,329.43609619140625,331.8629410068696,320.99066438376553,323.4498888547868,229165.0,330.9699066162109,,0.2810760803480563,0.0263103352809371,-0.0181710729510995,0.0073666633484308,-0.0256360244225751,Consumer Durables,5.0
2020-02-13,324.67950439453125,330.01856328646033,323.417527245332,327.4622885798415,73054.0,330.38584594726564,,0.1818776734694667,-0.0144385871853925,0.0085708649534244,0.0164440896935746,-0.0038868395821677,Consumer Durables,5.0
2020-02-14,323.7411193847656,329.1449080158885,321.0230648649474,328.3359498167313,175105.0,329.8470855712891,,0.1623077162432326,-0.0028901886231332,0.0141929157491567,0.0166916968761712,-0.0083957654961581,Consumer Durables,5.0
2020-02-17,325.197265625,328.691928732751,320.6995143739145,324.87367638136027,188938.0,329.15138854980466,,0.1926755496378067,0.0044978723833463,-0.0009950552413712,0.010746286876166,-0.0138308396979942,Consumer Durables,5.0
2020-02-18,325.5855407714844,329.6950025260831,322.31738731407023,326.7504382982245,271434.0,328.6498413085937,,0.200773002100956,0.0011939680542459,0.0035778539918567,0.012621757541386,-0.0100377721002908,Consumer Durables,5.0
2020-02-19,324.0647277832031,328.0447300748295,322.93218031238945,328.0447300748295,201259.0,328.3052291870117,,0.1690565479589627,-0.004671008990994,0.0122815041268204,0.0122815041268204,-0.0034948187004522,Consumer Durables,5.0
2020-02-20,326.6856994628906,328.4330457041157,322.9321770784418,322.9321770784418,359889.0,327.95090942382814,,0.2237167387429846,0.0080878030065675,-0.0114897052139719,0.0053487074705074,-0.0114897052139719,Consumer Durables,5.0
2020-02-24,328.3683166503906,333.80445559273306,322.2850288903552,327.13871908448704,290905.0,327.4930419921875,,0.258807608742843,0.0051505688503243,-0.0037445682288913,0.0165550044468212,-0.0185258060889967,Consumer Durables,5.0
2020-02-25,326.8151550292969,331.3452859757056,325.1649180109622,330.05095861607793,240424.0,327.0319427490234,,0.2264165260061049,-0.0047299375193599,0.0099010206135972,0.0138614469882911,-0.0050494507153033,Consumer Durables,5.0
2020-02-26,325.03546142578125,328.69190406869564,323.93529362945054,326.16797925667566,143868.0,326.7293960571289,,0.1893011337799417,-0.0054455663274124,0.0034842900707712,0.0112493653057892,-0.0033847623625581,Consumer Durables,5.0
2020-02-27,324.2588806152344,329.1449508546211,321.3466662687259,324.2265305779379,288583.0,326.36537017822263,,0.1731055924115726,-0.0023892187244443,-9.976607960615612e-05,0.0150684238165383,-0.0089811398256323,Consumer Durables,5.0
2020-02-28,324.5500793457031,327.1387041226569,313.87196140698137,322.2850141505107,198178.0,326.0256118774414,,0.179178522648417,0.000898043963873,-0.0069790930255165,0.0079760411156653,-0.0329012951106003,Consumer Durables,5.0
2020-03-02,320.0523376464844,339.3700183559447,317.4636831718944,326.8151241405315,248055.0,325.87029418945315,,0.0853784174119268,-0.013858390385503,0.0211302518324894,0.0603578803751709,-0.0080882223627102,Consumer Durables,5.0
2020-03-03,323.6116638183594,326.16793834430075,321.6701879948814,323.57931378785344,231990.0,325.6049575805664,,0.1596079289801123,0.0111210753780104,-9.996558876845808e-05,0.0078992039278786,-0.0059994000233801,Consumer Durables,5.0
2020-03-04,317.8519592285156,328.6271567473173,305.4588749488525,324.2264857980481,395080.0,324.9933883666992,,0.0394896712437285,-0.0177981983772891,0.0200550173892417,0.033900050655516,-0.038990114485194,Consumer Durables,5.0
2020-03-05,320.34356689453125,323.7411501797763,317.94907172694803,317.94907172694803,702562.0,324.66980895996096,,0.0914519840908417,0.007838893527865,-0.0074747721354165,0.0106060606060607,-0.0074747721354165,Consumer Durables,5.0
2020-03-06,311.2186584472656,316.8812779355813,309.9243310322844,311.348088226306,829341.0,323.8414474487305,,-0.0988473772031882,-0.0284847563374665,0.0004158805249214,0.0181949871404485,-0.0041589004381642,Consumer Durables,5.0
2020-03-09,311.3157043457031,315.4575160739089,305.4588963886327,311.9952032056549,491791.0,322.89821166992186,,-0.0968234914189538,0.0003118254507029,0.0021826681097887,0.0133042171351769,-0.0188130822676606,Consumer Durables,5.0
2020-03-11,307.91815185546875,313.87201051112294,291.221443889317,313.8072808099004,316927.0,322.0860305786133,,-0.1676792235713447,-0.0109135274668364,0.0191256310124774,0.0193358482433632,-0.054224500457475,Consumer Durables,5.0
2020-03-12,300.7670288085937,304.1322324705762,278.342972951341,301.2847478912717,402765.0,321.0748458862305,,-0.3168154210707425,-0.0232241035605838,0.0017213292451927,0.0111887385905056,-0.0745562302692536,Consumer Durables,5.0
2020-03-13,293.81005859375,299.63448726383257,271.8714009694333,288.3415692062554,377518.0,319.29354400634764,,-0.4619025741175305,-0.0231307608496911,-0.0186123287053826,0.0198237892125265,-0.0746695253706447,Consumer Durables,5.0
2020-03-16,279.4754943847656,293.8100564458432,272.4538181449992,273.1009966311057,346365.0,317.03334350585936,,-0.7608489612690005,-0.0487885414052645,-0.0228087896138896,0.0512909444623526,-0.025124479179199,Consumer Durables,5.0
