Date_Ticker,Close_INDUSTOWER.NS,High_INDUSTOWER.NS,Low_INDUSTOWER.NS,Open_INDUSTOWER.NS,Volume_INDUSTOWER.NS,MA_20_Unnamed: 6_level_1,MA_50_Unnamed: 7_level_1,Normalised Close_Unnamed: 8_level_1,Return Ratio_Unnamed: 9_level_1,Percentage Change Open_Unnamed: 10_level_1,Percentage Change High_Unnamed: 11_level_1,Percentage Change Low_Unnamed: 12_level_1,Sector_Unnamed: 13_level_1,Sector Encoded_Unnamed: 14_level_1
Date,,,,,,,,,,,,,,
2020-01-10,211.3856964111328,217.69887665739972,210.75014109244003,212.69917998917907,7865194.0,,,-0.2168771570475712,,0.006213682384127,0.0298656926814393,-0.0030066145887972,Telecommunication,19.0
2020-01-13,208.84347534179688,214.2245155508513,206.4283728866323,213.08051080391647,5355328.0,,,-0.2528652687849548,-0.012026457383339,0.0202880911418719,0.0257659005159136,-0.0115641748022626,Telecommunication,19.0
2020-01-14,210.0722198486328,211.17385169057147,208.16555382887967,208.88585505294904,2707073.0,,,-0.2354709535768526,0.0058835666511723,-0.0056474140014258,0.0052440624597218,-0.009076240642989,Telecommunication,19.0
2020-01-15,209.35191345214844,213.67368163163823,208.0384299438152,210.32642638359275,3494541.0,,,-0.2456677328398784,-0.0034288512636434,0.0046549033891063,0.0206435571006979,-0.0062740458717301,Telecommunication,19.0
2020-01-16,205.9622802734375,211.13145537424765,204.1827203465195,209.35190837773467,2911756.0,,,-0.2936519538250567,-0.0161910780886447,0.0164575188223643,0.0250976785358343,-0.0086402224939219,Telecommunication,19.0
2020-01-17,184.9466094970703,193.71727862476425,178.1673523333747,185.37031306980128,28282727.0,,,-0.5911533463115608,-0.1020365027444179,0.0022909507445589,0.0474227083780782,-0.0366552119129439,Telecommunication,19.0
2020-01-20,187.9972686767578,193.12407124297076,184.94659797105223,185.5821532905404,13282147.0,,,-0.5479676986291007,0.0164948099777726,-0.0128465450759815,0.027270622612225,-0.0162272075928446,Telecommunication,19.0
2020-01-21,203.8013916015625,206.3859856403868,190.1581331870505,190.1581331870505,24634362.0,,,-0.3242418596021329,0.0840657049756306,-0.0669438923223102,0.0126819253711343,-0.0669438923223102,Telecommunication,19.0
2020-01-22,204.22511291503903,207.6147413451642,199.56437382361705,207.48763545119704,9193629.0,,,-0.318243588972235,0.0020790894024165,0.0159751290602307,0.0165975103734439,-0.0228215767634853,Telecommunication,19.0
2020-01-23,205.24200439453125,206.55548803271807,199.52200626439443,202.69978300335933,4466738.0,,,-0.3038483010760814,0.0049792675591039,-0.0123864576292339,0.0063996823752605,-0.0278695296657764,Telecommunication,19.0
2020-01-24,207.02154541015625,208.37738893524707,202.10658192198903,203.3776925001148,3975793.0,,,-0.2786568172653133,0.0086704523319906,-0.0176013221368925,0.0065492870435519,-0.023741313873537,Telecommunication,19.0
2020-01-27,204.9454040527344,206.34362053925705,202.53028874284365,205.91991700632215,2599568.0,,,-0.3080470257152098,-0.0100286245729089,0.0047549880812991,0.0068223851761168,-0.0117841886772405,Telecommunication,19.0
2020-01-28,201.3439178466797,206.72494479164857,197.14924265496967,205.0725036499716,3982125.0,,,-0.3590302740123369,-0.0175729054413339,0.0185184923546146,0.0267255500067622,-0.0208333841745554,Telecommunication,19.0
2020-01-29,207.7842254638672,209.22481499721863,201.97949438792625,204.14037222275007,5089013.0,,,-0.2678601893386977,0.0319866012644677,-0.0175367173950881,0.0069331034641124,-0.0279363414762704,Telecommunication,19.0
2020-01-30,208.58924865722656,211.42806756218783,204.3945861754407,207.78421451311104,5037540.0,,,-0.2564641447604934,0.0038743229499843,-0.0038594230014147,0.0136096127831895,-0.020109677314572,Telecommunication,19.0
2020-01-31,210.41119384765625,215.07193308220585,206.513115861143,209.3095619879541,5811965.0,,,-0.2306723802741343,0.0087346073786558,-0.0052356143204992,0.0221506239726205,-0.0185260009946788,Telecommunication,19.0
2020-02-03,194.3104553222656,210.15696588998568,188.50571137451269,206.1741550096035,13622443.0,,,-0.458597159946231,-0.0765203515600411,0.061055385144674,0.081552536848511,-0.0298735543495367,Telecommunication,19.0
2020-02-04,203.42007446289065,205.4962192465165,195.7510377152384,198.71696252910564,7292340.0,,,-0.3296398495564399,0.0468817754840655,-0.0231201957142286,0.0102061941974394,-0.0377004913005833,Telecommunication,19.0
2020-02-05,208.5045166015625,212.69917910134447,203.37770113275965,205.072515308866,5424629.0,,,-0.2576636260816725,0.0249947904703938,-0.0164600812904923,0.0201178495706051,-0.0245885103707361,Telecommunication,19.0
2020-02-06,207.4876251220703,212.69917340178444,203.88614509435084,208.4621380750557,3801748.0,204.28230895996091,,-0.2720589139778261,-0.0048770717108032,0.0046967280695029,0.0251173932741677,-0.017357565423965,Telecommunication,19.0
2020-02-07,209.98748779296875,211.0043737551048,205.41148156774665,207.6147452610469,2361756.0,204.21239852905276,,-0.2366704348980317,0.0120482494771806,-0.0112994472044981,0.0048426026370611,-0.021791804232325,Telecommunication,19.0
2020-02-10,203.20822143554688,214.1821405930044,201.93711080888212,208.08081217109492,4269585.0,203.93063583374024,,-0.3326388768683885,-0.03228414430152,0.0239783149575645,0.0540033226999046,-0.0062552125976256,Telecommunication,19.0
2020-02-11,210.83489990234372,211.0043787449732,204.39460043916975,205.91993588364852,3205776.0,203.9687698364258,,-0.224674325650237,0.0375313479588515,-0.0233119090860751,0.0008038462451329,-0.030546647951345,Telecommunication,19.0
2020-02-12,206.21652221679688,210.1569600454873,205.24199629705197,210.1569600454873,2183986.0,203.8120002746582,,-0.2900528618435177,-0.0219051859425837,0.0191082546942955,0.0191082546942955,-0.0047257412222305,Telecommunication,19.0
2020-02-13,207.4876251220703,209.9027275000623,205.11488275302105,209.73324867307429,1929975.0,203.88826751708984,,-0.2720589139778261,0.0061639236837537,0.0108229276309024,0.011639741775304,-0.0114355849783972,Telecommunication,19.0
2020-02-14,199.52200317382807,212.69918643337124,192.9545980150288,208.46215084704912,15878119.0,204.6170372009277,,-0.3848216064866948,-0.0383908290605563,0.0448078283648352,0.0660437598356651,-0.0329156937797865,Telecommunication,19.0
2020-02-17,199.14065551757807,203.33531780303755,196.5984343833112,199.0135496330269,4423991.0,205.1742065429688,,-0.3902200284530028,-0.0019113062729114,-0.0006382718999333,0.0210638168010306,-0.0127659574468085,Telecommunication,19.0
