Date_Ticker,Close_SAPPHIRE.NS,High_SAPPHIRE.NS,Low_SAPPHIRE.NS,Open_SAPPHIRE.NS,Volume_SAPPHIRE.NS,MA_20_Unnamed: 6_level_1,MA_50_Unnamed: 7_level_1,Normalised Close_Unnamed: 8_level_1,Return Ratio_Unnamed: 9_level_1,Percentage Change Open_Unnamed: 10_level_1,Percentage Change High_Unnamed: 11_level_1,Percentage Change Low_Unnamed: 12_level_1,Sector_Unnamed: 13_level_1,Sector Encoded_Unnamed: 14_level_1
Date,,,,,,,,,,,,,,
2021-11-18,242.30999755859372,276.010009765625,232.0,270.0,42980630.0,,,-0.9841620220601448,,0.1142751133688178,0.1390780923056307,-0.0425487914756825,Consumer Services,6.0
2021-11-22,234.41000366210935,251.6000061035156,209.1300048828125,245.0,16867290.0,,,-1.211703607544408,-0.0326028392393262,0.0451772372016836,0.0733330582008129,-0.1078452215534997,Consumer Services,6.0
2021-11-23,229.7899932861328,238.8000030517578,225.6100006103516,233.0,2893500.0,,,-1.3447726326193865,-0.0197091007371685,0.0139693059212988,0.039209756860064,-0.018190490438704,Consumer Services,6.0
2021-11-24,231.9900054931641,243.5399932861328,228.67999267578125,230.7400054931641,5120200.0,,,-1.281406220919322,0.0095740122342569,-0.0053881631553167,0.0497865749363459,-0.0142679112849986,Consumer Services,6.0
2021-11-25,238.75999450683597,245.3999938964844,233.3699951171875,234.3999938964844,3010650.0,,,-1.0864118887632594,0.0291822442922928,-0.0182610182219061,0.0278103515765424,-0.0225749686449004,Consumer Services,6.0
2021-11-26,222.7100067138672,236.8000030517578,221.3300018310547,236.8000030517578,2180250.0,,,-1.5486957483799606,-0.0672222657154954,0.0632661124921663,0.0632661124921663,-0.0061964206421379,Consumer Services,6.0
2021-11-29,198.4900054931641,221.3000030517578,196.0,221.0,3552850.0,,,-2.2462984997747544,-0.1087512931191297,0.1134061861246267,0.114917612611882,-0.0125447399075708,Consumer Services,6.0
2021-11-30,204.07000732421875,207.5399932861328,194.88999938964844,200.0,4163530.0,,,-2.085579076408073,0.0281122559153078,-0.0199441719907055,0.0170038998254216,-0.044984601387236,Consumer Services,6.0
2021-12-01,206.80999755859372,209.8000030517578,200.0200042724609,209.55999755859372,1206430.0,,,-2.0066598101009765,0.0134267169894388,0.0132972294979156,0.0144577415427749,-0.0328320360054598,Consumer Services,6.0
2021-12-02,213.16000366210935,215.8000030517578,203.7700042724609,210.0,1308865.0,,,-1.823762142639272,0.0307045412624045,-0.0148245618681751,0.0123850597874506,-0.0440514131559736,Consumer Services,6.0
2021-12-03,214.32000732421875,218.6999969482422,210.22999572753903,213.1999969482422,1024470.0,,,-1.790350841832903,0.005441938647872,-0.0052258787686687,0.0204366810112948,-0.0190836667455521,Consumer Services,6.0
2021-12-06,212.07000732421875,219.8500061035156,208.8300018310547,214.8000030517578,1052810.0,,,-1.8551570396664767,-0.0104983199099851,0.012873087344998,0.0366859928825418,-0.0152779996287294,Consumer Services,6.0
2021-12-07,224.8800048828125,230.8000030517578,211.0,212.8000030517578,2632955.0,,,-1.4861938236532215,0.0604045697938297,-0.0537175452186142,0.0263251424777861,-0.0617218275588598,Consumer Services,6.0
2021-12-08,231.19000244140625,234.6000061035156,224.91000366210935,226.0,1961020.0,,,-1.304448512492513,0.0280593979970872,-0.0224490781893633,0.0147497885985516,-0.0271637990958908,Consumer Services,6.0
2021-12-09,236.2899932861328,244.38999938964844,231.0399932861328,233.0,2191560.0,,,-1.1575547277668397,0.0220597378384436,-0.0139235404782834,0.0342799370843733,-0.0222184609978068,Consumer Services,6.0
2021-12-10,241.52999877929688,242.92999267578125,232.7700042724609,236.1999969482422,1138635.0,,,-1.006628135482838,0.0221761633672685,-0.0220676597441011,0.0057963561609737,-0.0362687639262589,Consumer Services,6.0
2021-12-13,241.8600006103516,243.8000030517578,239.16000366210935,242.55999755859372,1080650.0,,,-0.9971231737278284,0.0013662974898461,0.002894223709897,0.0080211793455324,-0.0111634703606572,Consumer Services,6.0
2021-12-14,245.82000732421875,247.77999877929688,237.6000061035156,237.6000061035156,1654450.0,,,-0.8830640721628694,0.0163731361278169,-0.0334391057513131,0.0079732788083968,-0.0334391057513131,Consumer Services,6.0
2021-12-15,237.6000061035156,246.82000732421875,235.22000122070312,244.05999755859372,1448135.0,,,-1.1198227500744715,-0.0334391057513131,0.0271885155266522,0.0388047179455299,-0.0100168553100776,Consumer Services,6.0
