Date_Ticker,Close_WIPRO.NS,High_WIPRO.NS,Low_WIPRO.NS,Open_WIPRO.NS,Volume_WIPRO.NS,MA_20_Unnamed: 6_level_1,MA_50_Unnamed: 7_level_1,Normalised Close_Unnamed: 8_level_1,Return Ratio_Unnamed: 9_level_1,Percentage Change Open_Unnamed: 10_level_1,Percentage Change High_Unnamed: 11_level_1,Percentage Change Low_Unnamed: 12_level_1,Sector_Unnamed: 13_level_1,Sector Encoded_Unnamed: 14_level_1
Date,,,,,,,,,,,,,,
2020-01-10,121.03582000732422,122.6945020714881,120.67523663093696,122.09352977750932,4113154.0,,,-1.6025080793187545,,0.0087388160804058,0.0137040593773274,-0.0029791459781529,Information Technology,12.0
2020-01-13,122.502197265625,123.99260419432972,121.56468192826291,122.11757351960554,13927198.0,,,-1.5783727801300969,0.0121152338060918,-0.0031397293648983,0.012166368946616,-0.0076530491557571,Information Technology,12.0
2020-01-14,123.65606689453124,124.20895847867904,122.38200121092684,123.4877917153101,14593554.0,,,-1.5593810857617396,0.009419174958995,-0.0013608323752095,0.0044712046730335,-0.0103033010478255,Information Technology,12.0
2020-01-15,119.35310363769533,123.07913204934542,118.5598231038437,122.1175763302099,20280902.0,,,-1.6302041328416434,-0.0347978337407902,0.0231621349446122,0.0312185297079556,-0.0066465010935926,Information Technology,12.0
2020-01-16,120.41080474853516,121.44448147346118,118.75212272026712,119.23290054504554,17623672.0,,,-1.6127952889593558,0.008861948944793,-0.0097823796290502,0.008584584473833,-0.013775192614417,Information Technology,12.0
2020-01-17,120.72332763671876,122.06949982107956,120.0261938474248,121.15602479082212,8281636.0,,,-1.6076514329926077,0.002595472132557,0.003584204996448,0.0111508869968504,-0.0057746402699547,Information Technology,12.0
2020-01-20,119.23291015625,120.57908964136074,118.8482863982058,120.57908964136074,3817166.0,,,-1.632182413409477,-0.0123457289460552,0.0112903348861201,0.0112903348861201,-0.0032258187570879,Information Technology,12.0
2020-01-21,118.80020904541016,119.32906027597956,118.27135047875298,119.18482545451964,3015884.0,,,-1.6393042987976103,-0.0036290409273144,0.0032375061643405,0.0044516018517042,-0.0044516636031761,Information Technology,12.0
2020-01-22,118.1992416381836,121.13198222775657,117.9828857289768,119.52138077357228,6800848.0,,,-1.6491957016367769,-0.0050586393075861,0.0111856820489242,0.0248118393056218,-0.0018304339876313,Information Technology,12.0
2020-01-23,119.56945037841795,119.7617659209563,117.9588489751536,118.48770021093634,3393088.0,,,-1.6266432529341883,0.0115923649022104,-0.0090470447431016,0.0016084003224041,-0.0134700075827653,Information Technology,12.0
2020-01-24,120.0056610107422,120.90230628017896,119.3513461043314,120.5145643873267,3421554.0,,,-1.619463603863104,0.0036481779496659,0.0042406614179555,0.0074716914342607,-0.0054523670041882,Information Technology,12.0
2020-01-27,118.91514587402344,120.15106257601822,118.62433759381186,120.15106257601822,3306994.0,,,-1.6374125381809794,-0.0090871974499697,0.0103932656593979,0.0103932656593979,-0.0024455108562845,Information Technology,12.0
2020-01-28,118.28506469726562,119.27865101389985,117.19454475364404,119.1817099913508,4272362.0,,,-1.6477831284421878,-0.0052985780080975,0.0075803762409059,0.0083999304491835,-0.0092194221342534,Information Technology,12.0
2020-01-29,119.59367370605467,119.9087098072384,117.89730954001136,118.5516243908524,4009378.0,,,-1.6262445579486058,0.0110631803950758,-0.0087132478074342,0.002634220451811,-0.0141843971631204,Information Technology,12.0
2020-01-30,116.6613998413086,120.00566547146204,116.4190620737132,120.00566547146204,4294930.0,,,-1.6745072452128211,-0.0245186369301877,0.0286664280962045,0.0286664280962045,-0.0020772746420412,Information Technology,12.0
2020-01-31,114.77115631103516,115.91013926328904,113.89873895904518,115.3527654138415,11107276.0,,,-1.7056190159964462,-0.0162028188659203,0.0050675546147687,0.0099239476961194,-0.0076013641408795,Information Technology,12.0
2020-02-03,115.0619659423828,116.39482362762574,114.01991652850842,115.20737007806709,8463660.0,,,-1.7008325414246486,0.0025338215688926,0.0012637028621349,0.0115838250661417,-0.0090564193418718,Information Technology,12.0
2020-02-04,116.44329833984376,116.92797387923956,115.30430786403886,115.837453915599,6329512.0,,,-1.6780970069617518,0.012005117296124,-0.0052029136316337,0.0041623309053069,-0.0097815030323231,Information Technology,12.0
2020-02-05,117.4126434326172,117.77615006863148,115.01350111403514,117.09760730629604,7751206.0,,,-1.6621424265843567,0.0083246104034632,-0.0026831533394607,0.0030959752321981,-0.0204334239349521,Information Technology,12.0
2020-02-06,118.0911865234375,119.20594168942776,117.12183549136968,117.65498151723156,6112396.0,118.93621635437012,,-1.6509741952055352,0.0057791313693548,-0.0036937981491054,0.009439782923758,-0.0082084959987714,Information Technology,12.0
2020-02-07,118.2365951538086,119.7148570130415,117.75191961934284,119.7148570130415,5519024.0,118.79625511169434,,-1.6485808951330243,0.0012313250010595,0.0125025746665818,0.0125025746665818,-0.004099200707152,Information Technology,12.0
2020-02-10,116.75833129882812,119.06054004818886,116.0555532649777,118.93937116664355,4517992.0,118.50906181335448,,-1.6729118374043714,-0.0125025915458531,0.0186799506600803,0.0197177256967515,-0.0060190825445402,Information Technology,12.0
2020-02-11,116.92797088623048,117.7276825475386,116.22519285120794,116.5886994964501,5460620.0,118.17265701293944,,-1.6701197167730542,0.0014529120578828,-0.0029015417543717,0.0068393529387953,-0.0060103500445272,Information Technology,12.0
2020-02-12,118.47893524169922,119.78755773127652,117.14607749581158,117.14607749581158,6838800.0,118.12894859313964,,-1.644592187252064,0.0132642715315552,-0.0112497444644364,0.0110451911718119,-0.0112497444644364,Information Technology,12.0
2020-02-13,118.13966369628906,119.13325003930868,117.53381926707732,119.13325003930868,4829910.0,118.01539154052736,,-1.6501763029414749,-0.0028635600473454,0.0084102689302885,0.0084102689302885,-0.0051282051282051,Information Technology,12.0
2020-02-14,117.72767639160156,118.91513728708338,117.2914713983446,118.16388878041975,3619586.0,117.86560897827148,,-1.6569572570269764,-0.0034872903121396,0.0037052662737282,0.0100865058402404,-0.0037052034545045,Information Technology,12.0
2020-02-17,118.16389465332033,118.74550380509008,117.2672419724858,117.7276822428218,2035556.0,117.812158203125,,-1.649777482382668,0.0037053161591989,-0.0036915879573732,0.0049220546891766,-0.0075882119784997,Information Technology,12.0
2020-02-18,118.28506469726562,118.67280660077674,116.92797173275756,118.13966055900374,2505274.0,117.78640098571778,,-1.6477831284421878,0.0010254405061784,-0.0012292687892087,0.0032780292634873,-0.0114730711606013,Information Technology,12.0
2020-02-19,120.0056610107422,120.3691676486234,118.50316394927523,118.50316394927523,3570768.0,117.8767219543457,,-1.619463603863104,0.0145461839825695,-0.0125202182031433,0.0030290790852665,-0.0125202182031433,Information Technology,12.0
2020-02-20,119.08477020263672,120.46609835130889,118.79396933672136,120.19952534421547,4241614.0,117.85248794555665,,-1.6346206686961098,-0.0076737280587374,0.009361021897946,0.011599536584919,-0.0024419652103331,Information Technology,12.0
2020-02-24,118.3577651977539,120.10260009716094,117.4853477480504,118.74550710824012,7043950.0,117.77009315490724,,-1.6465865411925442,-0.0061049368751833,0.0032760158139042,0.0147420399201669,-0.0073710199600833,Information Technology,12.0
2020-02-25,118.30929565429688,119.54521229571333,117.50957662069408,118.33352351349215,5059572.0,117.7398006439209,,-1.6473843078833812,-0.0004095172241216,0.0002047840709498,0.0104464880344468,-0.006759562122148,Information Technology,12.0
2020-02-26,116.2736587524414,117.99425839359156,115.54664544453811,117.8003911363754,7988388.0,117.63923034667968,,-1.680889127593069,-0.0172060605263314,0.0131305095265348,0.0147978455276227,-0.0062526054112665,Information Technology,12.0
2020-02-27,112.25084686279295,115.81320729030335,111.717700863571,115.81320729030335,9733628.0,117.2720890045166,,-1.7471011258948317,-0.034597792249863,0.0317357109284419,0.0317357109284419,-0.0047495944495958,Information Technology,12.0
2020-02-28,107.3313980102539,111.23303762840172,106.48321580611577,110.74836208317991,11274618.0,116.80558891296388,,-1.8280709917511224,-0.043825494328361,0.031835643029634,0.0363513351216675,-0.0079024611610585,Information Technology,12.0
2020-03-02,107.016357421875,110.02134419840183,105.85313172429062,109.43973504739046,11532350.0,116.41784896850588,,-1.8332562868817264,-0.0029352136860157,0.022644927223248,0.0280796959354607,-0.0108696065312592,Information Technology,12.0
2020-03-03,108.4219207763672,109.43974240574316,106.9194309848623,108.56732492278692,10346226.0,116.08584671020508,,-1.8101219318600228,0.0131340982664102,0.0013410954664752,0.0093876000543777,-0.0138578045910471,Information Technology,12.0
2020-03-04,110.91798400878906,111.35418897254644,107.81605657069396,109.00350999030974,9036356.0,115.80958099365236,,-1.7690388936668917,0.0230217580960431,-0.0172602669944634,0.003932680238065,-0.0279659557989198,Information Technology,12.0
2020-03-05,111.32996368408205,113.36559935640824,110.82105291711014,111.01492755934588,5941556.0,115.50544700622558,,-1.7622580651546136,0.0037142730187047,-0.0028297514371793,0.0182847061560413,-0.0045711931463124,Information Technology,12.0
2020-03-06,108.34920501708984,109.53665846380208,107.86452953716152,109.05198298387374,5868566.0,115.0183479309082,,-1.811318770256114,-0.0267740917930289,0.0064862309481001,0.0109595030856473,-0.0044732721375471,Information Technology,12.0
2020-03-09,103.9144287109375,107.11329010673892,103.23588593997916,106.72554821095063,17462228.0,114.30223960876464,,-1.8843113459237069,-0.0409304000472624,0.0270522538100357,0.0307836114337867,-0.0065298224642688,Information Technology,12.0
2020-03-11,103.28435516357422,103.91442741637402,98.72840088705252,98.72840088705252,12270332.0,113.62854080200196,,-1.8946818106116916,-0.006063388455091,-0.0441107878275108,0.0061003648790947,-0.0441107878275108,Information Technology,12.0
2020-03-12,96.49890899658205,100.30360778576951,95.7234251259444,98.87381633262105,10764010.0,112.60708770751953,,-2.0063643755463523,-0.0656967471621998,0.0246107169576719,0.0394273762133647,-0.0080361931414695,Information Technology,12.0
2020-03-13,95.67494201660156,99.09190581624333,82.03132946803098,96.45042578515904,13043196.0,111.46688804626464,,-2.0199261581441323,-0.0085386144625702,0.0081054009776446,0.0357143022783212,-0.14260382354037,Information Technology,12.0
2020-03-16,87.12042999267578,94.00282131409745,86.53882081258811,94.00282131409745,11201148.0,109.915926361084,,-2.1607260143487137,-0.0894122519817299,0.0789985922016254,0.0789985922016254,-0.0066759218261039,Information Technology,12.0
2020-03-17,83.89733123779297,89.93153967826842,82.75834086502786,86.53881120942394,12175374.0,108.22440910339355,,-2.213775427331175,-0.0369959004467009,0.0314846721899191,0.0719237233348042,-0.0135760024301229,Information Technology,12.0
2020-03-18,82.37059020996094,86.51456673433087,81.66781229543278,85.64214945621714,12733198.0,106.4347438812256,,-2.2389042618665824,-0.0181977305512226,0.0397175647026089,0.0503089332467694,-0.0085319033496881,Information Technology,12.0
2020-03-19,78.68708038330078,83.04916043766286,77.25728156014348,79.97146766330475,11980172.0,104.45484466552736,,-2.299531642186039,-0.0447187499478996,0.0163227212618317,0.0554357847961,-0.018170693539428,Information Technology,12.0
2020-03-20,86.85385131835938,90.05271269434799,78.759771649493,79.05057991842342,20319490.0,102.7972541809082,,-2.165113668361705,0.1037879521679618,-0.0898437004403336,0.036830391829872,-0.0931919488428651,Information Technology,12.0
2020-03-23,82.46753692626953,85.78756720279438,79.97146095175748,79.97146095175748,10720786.0,100.96639251708984,111.59721481323244,-2.2373086029116847,-0.0505022440054152,-0.0302673763221966,0.0402586326725524,-0.0302673763221966,Information Technology,12.0
2020-03-24,85.4725341796875,88.08977912957675,81.44972573069626,81.66782824392672,12061562.0,99.32213096618652,110.88594909667968,-2.1878489516781543,0.0364385474020474,-0.0445137841328328,0.0306208886282353,-0.0470655104309198,Information Technology,12.0
2020-03-25,84.64857482910156,91.11899584321392,82.49177028958457,85.98143248106346,13456292.0,97.63909492492677,110.1288766479492,-2.20141060870271,-0.0096400482154155,0.015745777819093,0.0764386290870884,-0.0254795139064232,Information Technology,12.0
2020-03-26,88.50174713134766,90.53738270331496,83.60652174076539,85.76332618482074,10247690.0,96.25049934387206,109.42579025268554,-2.137990731032265,0.045519635859497,-0.0309419987208021,0.023001077808624,-0.0553121892985586,Information Technology,12.0
2020-03-27,88.93795776367188,91.84601087856032,87.96860672537572,88.76831837374544,13535120.0,95.084854888916,108.81748733520509,-2.13081108196118,0.0049288363954762,-0.0019073902098943,0.0326975476839235,-0.0108991825613079,Information Technology,12.0
2020-03-30,89.25299835205078,90.82819386798016,86.92656166035843,87.77474386124348,7334804.0,94.18093490600586,108.1943312072754,-2.125625786830576,0.0035422512086013,-0.0165625191097384,0.0176486565719187,-0.0260656418792332,Information Technology,12.0
2020-03-31,95.33566284179688,96.83815974712242,89.97999745446894,90.6343122928825,10615252.0,93.59690017700196,107.68657791137696,-2.0255103994067665,0.068150814001268,-0.0493136608985029,0.0157600719451527,-0.056176935552599,Information Technology,12.0
2020-04-01,91.84600830078124,94.85099495604813,90.63431953691872,94.85099495604813,9875668.0,92.76810455322266,107.13883987426756,-2.082947089682547,-0.0366038734823344,0.032717661996001,0.032717661996001,-0.013192612137203,Information Technology,12.0
2020-04-03,87.24159240722656,91.89448029383657,86.15107250213623,91.11899651421442,13147474.0,91.58428497314452,106.5076675415039,-2.158731785981457,-0.0501319107791375,0.0444444444444445,0.0533333672417535,-0.0124999999999999,Information Technology,12.0
2020-04-07,93.0092315673828,93.39697347182336,88.71985754952637,91.24016883504748,9562862.0,90.66824836730956,106.0038673400879,-2.0638014425418043,0.0661111174270415,-0.0190202918841845,0.0041688539718731,-0.0461177234299469,Information Technology,12.0
2020-04-08,93.49390411376952,96.9351032369042,91.50673893474988,92.8153613493358,10275308.0,89.92548332214355,105.48235641479492,-2.055824152353107,0.0052110154897429,-0.0072576150377466,0.0368066683678884,-0.0212544892402989,Information Technology,12.0
2020-04-09,95.33566284179688,98.36488450933976,94.53595127978984,96.1596096562564,6930346.0,89.49654502868653,104.98895645141602,-2.0255103994067665,0.0196992386347046,0.0086425875679576,0.0317742760394885,-0.0083883778448585,Information Technology,12.0
