Date_Ticker,Close_SOLARINDS.NS,High_SOLARINDS.NS,Low_SOLARINDS.NS,Open_SOLARINDS.NS,Volume_SOLARINDS.NS,MA_20_Unnamed: 6_level_1,MA_50_Unnamed: 7_level_1,Normalised Close_Unnamed: 8_level_1,Return Ratio_Unnamed: 9_level_1,Percentage Change Open_Unnamed: 10_level_1,Percentage Change High_Unnamed: 11_level_1,Percentage Change Low_Unnamed: 12_level_1,Sector_Unnamed: 13_level_1,Sector Encoded_Unnamed: 14_level_1
2020-01-27,1177.756591796875,1186.5567784384173,1160.2544011247835,1163.6958336704924,16601.0,,,-0.8888594909811561,0.0151278339371413,-0.0119385942938603,0.0074719909893401,-0.0148606178848795,Chemicals,2.0
2020-01-28,1202.927978515625,1217.4802472925376,1170.7750994756095,1182.3776894706525,21091.0,,,-0.880899261123145,0.0213723165669967,-0.017083557296864,0.0120973732732274,-0.0267288479562102,Chemicals,2.0
2020-01-29,1251.5506591796875,1258.5810382033046,1197.176097280145,1224.1175016070715,107292.0,,,-0.8655227656315279,0.0404202758040937,-0.0219193345242584,0.0056173347615229,-0.0434457538739834,Chemicals,2.0
2020-01-30,1272.7891845703125,1278.2463612775923,1256.6144997790484,1258.4827300049053,330440.0,,,-0.8588062686087934,0.0169697688502241,-0.0112402389483196,0.0042875731294984,-0.0127080627234623,Chemicals,2.0
2020-01-31,1245.9951171875,1295.011042585514,1238.9156472144712,1275.296503521563,44230.0,,,-0.867279656967622,-0.0210514574665073,0.0235164535798526,0.039338778075354,-0.0056817798684547,Chemicals,2.0
2020-02-03,1259.3184814453125,1292.3562095198645,1224.3142205088511,1248.748367312549,76824.0,,,-0.8630662600992167,0.0106929506175645,-0.0083935194222134,0.0262346090852527,-0.0277961940940366,Chemicals,2.0
2020-02-04,1257.1060791015625,1277.2630400883295,1233.999318946,1270.380175361141,6383.0,,,-0.8637659128990974,-0.0017568251211646,0.0105592491200625,0.0160344153304652,-0.0183809151349237,Chemicals,2.0
2020-02-05,1244.7169189453125,1280.1635994862645,1231.5411256118823,1250.911425045583,6721.0,,,-0.8676838759296365,-0.0098553020800793,0.0049766384677403,0.0284777044494479,-0.0105853733751722,Chemicals,2.0
2020-02-06,1257.056884765625,1263.4973277156191,1225.1499380028497,1258.5809957011616,10189.0,1171.4930480957032,,-0.8637814701755459,0.009913873293189,0.0012124438869929,0.0051234299959266,-0.0253822616537552,Chemicals,2.0
2020-02-07,1259.12158203125,1264.3328208813468,1244.8642221130171,1254.2543423184582,40385.0,1180.2662292480468,,-0.8631285278086742,0.0016424851497551,-0.0038655835800541,0.004138789235659,-0.0113232591051553,Chemicals,2.0
2020-02-10,1250.1739501953125,1273.3299207025382,1238.9648098498424,1265.4637899182756,14900.0,1188.847686767578,,-0.8659581377501029,-0.0071062492801552,0.0122301698260265,0.0185221988536938,-0.0089660645574313,Chemicals,2.0
2020-02-11,1216.6446533203125,1273.3299851593829,1201.797354718962,1248.797536545166,9922.0,1195.7723388671875,,-0.8765614832504794,-0.0268197052656246,0.0264275054652201,0.0465915266913572,-0.0122034799239294,Chemicals,2.0
2020-02-12,1191.12890625,1242.8486933770962,1167.137182783713,1221.4134384707734,35994.0,1200.2781616210937,,-0.8846306140436297,-0.0209722263609823,0.0254250669779456,0.0434208143683829,-0.0201420042284252,Chemicals,2.0
2020-02-13,1166.00634765625,1223.232519795705,1155.3379320340568,1204.5012482908253,14782.0,1203.490985107422,,-0.8925754024361834,-0.021091385207704,0.0330143148122243,0.0490787826794283,-0.0091495347719481,Chemicals,2.0
2020-02-14,1160.0084228515625,1170.8735635284395,1144.0303454018165,1160.2542394277125,22287.0,1205.6959594726563,,-0.8944721934493227,-0.0051439898391151,0.0002119093028183,0.0093664325731086,-0.0137741046831956,Chemicals,2.0
2020-02-17,1145.50537109375,1159.0744956035985,1140.58903902897,1151.4049695714862,104873.0,1206.669403076172,,-0.8990586561231818,-0.0125025400437703,0.0051502145922748,0.0118455354747855,-0.0042918454935623,Chemicals,2.0
2020-02-18,1155.485595703125,1179.919743043114,1116.0074236282787,1134.0503390267845,681540.0,1207.3724426269532,,-0.8959024977909901,0.0087125079124209,-0.0185508644643007,0.0211462154360484,-0.0341658712334042,Chemicals,2.0
2020-02-19,1227.3128662109375,1242.8485207311232,1178.936215472007,1178.936215472007,62188.0,1211.6275207519532,,-0.873187754669991,0.0621619782842077,-0.0394167225576986,0.0126582674621091,-0.0394167225576986,Chemicals,2.0
2020-02-20,1206.4185791015625,1257.597639738403,1185.3767756002862,1247.5683711541983,15444.0,1215.3614685058594,,-0.8797953893612499,-0.0170244178844809,0.0341090503457603,0.042422308080628,-0.017441544639462,Chemicals,2.0
2020-02-24,1184.934326171875,1229.0830119672669,1168.1204945736904,1224.1666799193977,17678.0,1216.5979248046874,,-0.8865895955588993,-0.0178082908385637,0.0331093064661813,0.0372583398254831,-0.0141896738298606,Chemicals,2.0
2020-02-25,1166.5963134765625,1237.9323352125307,1165.170625279467,1184.9342549179216,4564.0,1216.0399108886718,,-0.8923888309297928,-0.0154759738917822,0.015719183430908,0.0611488489307672,-0.0012220921501515,Chemicals,2.0
2020-02-26,1184.6392822265625,1208.4342785946756,1160.254230058354,1174.0199582115888,5144.0,1215.1254760742188,,-0.8866829006139264,0.0154663344479722,-0.0089641835909867,0.020086280039093,-0.0205843690430187,Chemicals,2.0
2020-02-27,1160.2052001953125,1199.5850695468205,1150.4217470244098,1199.5850695468205,266701.0,1210.558203125,,-0.8944099643435288,-0.0206257570535103,0.0339421589774624,0.0339421589774624,-0.0084325196691548,Chemicals,2.0
2020-02-28,1138.62255859375,1179.8705385041155,1114.0901084727575,1147.0786261287276,12929.0,1203.849871826172,,-0.9012352850940752,-0.0186024348088848,0.0074265764990826,0.0362262099929837,-0.0215457264005828,Chemicals,2.0
2020-03-02,1128.4947509765625,1194.6686248757971,1120.9236480316122,1140.588975190061,6630.0,1197.974853515625,,-0.9044381152556124,-0.0088947891825503,0.010717129346887,0.0586390622038515,-0.0067090280556454,Chemicals,2.0
2020-03-03,1120.4813232421875,1150.3725270902212,1111.631925254315,1128.494848731314,514553.0,1191.0329956054688,,-0.9069722913591748,-0.0071009880439766,0.007151859939922,0.0266771102989396,-0.0078978540778047,Chemicals,2.0
2020-03-04,1111.336669921875,1135.6725094092153,1106.1745221518331,1135.6725094092153,75918.0,1183.7445251464844,,-0.9098642076137248,-0.0081613616671912,0.0218978102189781,0.0218978102189781,-0.0046449900464499,Chemicals,2.0
2020-03-05,1119.9403076171875,1159.2709593333311,1106.469607415458,1116.8922061147111,12808.0,1177.5056945800782,,-0.9071433827964444,0.0077417023375259,-0.0027216642545544,0.0351185250219492,-0.0120280519507243,Chemicals,2.0
2020-03-06,1113.549072265625,1130.7562323227098,1093.9329578115978,1111.0909065431842,5137.0,1170.330303955078,,-0.909164554813844,-0.0057067642874294,-0.0022075055187639,0.0154525386313466,-0.0176158509243927,Chemicals,2.0
2020-03-09,1094.27734375,1119.0556122611429,1064.877650537569,1106.174844741242,82190.0,1162.0880920410157,,-0.9152590696079492,-0.017306582166527,0.0108724731067446,0.0226434995229178,-0.0268667658892403,Chemicals,2.0
2020-03-11,1100.2750244140625,1106.174622400197,1071.760300814413,1071.760300814413,13746.0,1154.5931457519532,,-0.9133623558021372,0.0054809511485533,-0.0259159964253796,0.0053619302949061,-0.0259159964253796,Chemicals,2.0
2020-03-12,1019.6964721679688,1061.8785048728553,1007.848063990007,1032.4789354185737,57667.0,1144.7457366943358,,-0.9388446148715938,-0.0732349189594709,0.0125355570010241,0.0413672439360348,-0.0116195441500066,Chemicals,2.0
2020-03-13,1053.7666015625,1081.5930899793902,934.1031231640188,988.1827776629884,15650.0,1137.877621459961,,-0.9280702358394431,0.0334120302702381,-0.0622375237574104,0.0264066904147748,-0.1135578582781491,Chemicals,2.0
2020-03-16,1022.3020629882812,1047.1787517690627,943.9357762425354,1047.129540436327,69230.0,1130.6924072265624,,-0.9380206196711164,-0.0298591154128095,0.0242858528285394,0.0243339905898896,-0.0766566845386911,Chemicals,2.0
2020-03-17,1003.177490234375,1020.6304678885384,978.3500149798608,1007.8480053812638,15874.0,1122.8508605957031,,-0.9440685977486988,-0.0187073600321253,0.0046557216368536,0.0173976966429796,-0.0247488360695907,Chemicals,2.0
2020-03-18,988.7725830078124,1007.6513682847864,958.6846577545788,993.1481301151986,32883.0,1115.0142211914062,,-0.9486240230769882,-0.0143592807521997,0.0044252310213495,0.0190931520568107,-0.0304295707327436,Chemicals,2.0
2020-03-19,953.5225830078124,982.283124954684,932.9231401063496,949.8353340402648,24255.0,1104.9160705566403,,-0.9597715258200882,-0.0356502603387026,-0.0038669760247486,0.0301624129930395,-0.021603518646075,Chemicals,2.0
2020-03-20,950.1303100585938,966.5017196196644,906.915739787594,956.718206939564,36960.0,1091.0569427490234,,-0.9608443023309182,-0.0035576220318957,0.0069336772137751,0.0172306991870001,-0.045482782533624,Chemicals,2.0
2020-03-23,861.3904418945312,914.4376715078856,760.1140116092492,914.4376715078856,28849.0,1073.8055358886718,1137.6755590820312,-0.9889075058424418,-0.0933975763372815,0.0615832577578676,0.0615832577578676,-0.1175731995151186,Chemicals,2.0
2020-03-24,893.19921875,943.8865894961108,861.3905148090982,861.3905148090982,23796.0,1059.218780517578,1133.8663842773435,-0.9788482596792932,0.03692724612257,-0.0356121045262632,0.0567481136146155,-0.0356121045262632,Chemicals,2.0
2020-03-25,904.3591918945312,928.6458818421648,860.4071756757475,860.4071756757475,39598.0,1046.1069244384769,1130.3826721191406,-0.9753190162398157,0.0124943830113837,-0.0486001763599143,0.0268551369470304,-0.0486001763599143,Chemicals,2.0
2020-03-26,888.6761474609375,928.2034681718674,885.9230135835302,888.872812740856,5010.0,1031.3087677001954,1126.5931628417968,-0.9802786412282878,-0.0173416100307882,0.0002213014048824,0.0444788811130629,-0.0030980170732312,Chemicals,2.0
2020-03-27,896.3948364257812,916.7484028688474,835.7764389373289,888.6761591873043,37923.0,1018.1182495117188,1122.500810546875,-0.9778376736705932,0.0086856038466848,-0.0086108006481316,0.0227060282098705,-0.0676246616169251,Chemicals,2.0
2020-03-30,885.0872192382812,914.3393928295432,842.5117387397793,896.3947821391051,5720.0,1005.4414825439452,1118.167557373047,-0.981413608241248,-0.0126145496694148,0.0127756481565233,0.0330500463179626,-0.0481031468685572,Chemicals,2.0
2020-03-31,898.9020385742188,916.8466480523736,865.274320042531,876.041097732186,2210.0,993.961846923828,1113.8274194335938,-0.9770447930230128,0.0156084270969664,-0.0254320714171405,0.0199628087467877,-0.0374097700179052,Chemicals,2.0
2020-04-01,893.0516357421875,904.605015009978,873.1404927487614,898.9020823528951,7031.0,982.590362548828,1109.1677221679688,-0.9788949315086384,-0.0065083875449996,0.006551073170417,0.0129369666941923,-0.0222956234516927,Chemicals,2.0
2020-04-03,873.5830078125,905.6866183945508,865.2743950842123,894.8706884559982,6280.0,970.7026794433592,1103.810886230469,-0.9850517140122012,-0.021800114518023,0.0243682402852634,0.0367493532897806,-0.0095109596386185,Chemicals,2.0
2020-04-07,904.9983520507812,916.3550661333322,880.4658451710856,912.4711521360248,36081.0,959.9555816650392,1099.0666271972657,-0.9751168874569766,0.0359614872969507,0.0082572526992008,0.0125488781905691,-0.0271077917701214,Chemicals,2.0
2020-04-08,884.7430419921875,913.2086145785844,881.0066418976168,913.2086145785844,17762.0,948.5152801513672,1094.1266955566407,-0.9815224512708918,-0.0223815988313061,0.0321738304065104,0.0321738304065104,-0.0042231471932884,Chemicals,2.0
2020-04-09,899.787109375,904.1626571045082,884.9398099032628,884.9889612232708,3252.0,938.7907684326173,1088.9183337402344,-0.9767648971597632,0.0170038832392935,-0.0164462771221606,0.0048628699877102,-0.0165009026213436,Chemicals,2.0
2020-04-13,892.8057861328125,910.0620974192911,887.3978215692326,910.0129461078392,2039.0,928.4173065185548,1083.2193176269532,-0.9789726792872172,-0.00775886114554,0.019273127753304,0.0193281803887321,-0.006057268722467,Chemicals,2.0
2020-04-15,883.7106323242188,906.3749096956678,876.0903181094619,884.9397152620827,6924.0,921.6180145263672,1076.834970703125,-0.9818489417561594,-0.0101871582261909,0.0013908205841446,0.0256467179893948,-0.0086230876216968,Chemicals,2.0
2020-04-16,862.3246459960938,896.7389705227338,860.3581131660001,896.7389705227338,17369.0,912.0459167480468,1069.050450439453,-0.9886120720045756,-0.0242002139001976,0.0399087799315849,0.0399087799315849,-0.0022805017103761,Chemicals,2.0
2020-04-17,879.777587890625,885.7754887648221,873.042237236134,875.893673711647,57087.0,904.919692993164,1061.190218505859,-0.9830927324969316,0.0202394098041473,-0.0044146546041143,0.0068175195148785,-0.0076557424821878,Chemicals,2.0
2020-04-20,877.3684692382812,914.4376191350108,871.1739038210964,880.0233001353062,23594.0,898.6292419433594,1053.817685546875,-0.9838545951007744,-0.0027383269197842,0.0030259018760154,0.042250378485692,-0.0070603921093299,Chemicals,2.0
2020-04-21,836.9563598632812,891.9701261691415,835.7764281971805,877.3685843270532,42561.0,891.0384307861328,1045.3704431152344,-0.9966345695720442,-0.0460605900393083,0.0482847450617058,0.0657307464810315,-0.0014097887568397,Chemicals,2.0
2020-04-22,871.616455078125,877.073571237208,838.3820649420788,855.441711856918,4127.0,886.9431243896485,1037.6606506347655,-0.9856736190335031,0.0414120698246507,-0.0185571797399777,0.0062609145654481,-0.0381296038440064,Chemicals,2.0
2020-04-23,854.2617797851562,884.6447335400452,850.5745310291655,871.1739727487297,6459.0,882.1496978759766,1029.8515478515626,-0.9911618825919138,-0.0199109082806533,0.0197974360597366,0.0355663269431649,-0.0043162984031873,Chemicals,2.0
2020-04-24,836.56298828125,864.1928083844856,834.7931208757957,854.2617823634224,8012.0,880.9083251953125,1021.441669921875,-0.9967589698781364,-0.0207182293797077,0.0211565588366935,0.0330277821159672,-0.0021156415359596,Chemicals,2.0
2020-04-27,848.16552734375,870.1415662185547,840.6927271083133,840.6927271083133,3530.0,878.656640625,1013.222548828125,-0.9930897688561182,0.0138692952294457,-0.0088105446337104,0.0259100826033666,-0.0088105446337104,Chemicals,2.0
2020-04-28,845.756591796875,860.3580733795615,835.7764141401454,860.3580733795615,16360.0,875.7265106201172,1005.1342016601562,-0.9938515735544654,-0.0028401714868313,0.0172644017490475,0.0172644017490475,-0.0118002954437823,Chemicals,2.0
2020-04-29,852.3935546875,865.2743188373961,845.6581447200817,857.4081886661471,4872.0,873.9123809814453,997.8491796875,-0.9917526923621508,0.0078473676173475,0.0058830031633516,0.0151112875960428,-0.0079017607892255,Chemicals,2.0
2020-04-30,870.682373046875,883.9073177627727,845.6090805424195,856.4250106423807,12400.0,872.6267578125,991.4402490234374,-0.9859690142677056,0.021455838396244,-0.0163749294184076,0.0151891724528867,-0.0287972896668549,Chemicals,2.0
2020-05-04,860.9971313476562,865.3726182280287,840.6926589134049,855.4416529294296,16253.0,871.4222534179687,985.3400646972656,-0.9890318868467022,-0.0111237369665887,-0.0064523773842674,0.0050818832270949,-0.0235825088086765,Chemicals,2.0
2020-05-05,863.2587280273438,878.6960221550413,854.5076332630964,878.6960221550413,12869.0,869.640087890625,979.4050708007812,-0.988316676770373,0.002626718019545,0.0178825809997587,0.0178825809997587,-0.0101372792189946,Chemicals,2.0
2020-05-06,866.3068237304688,879.9742502860117,847.67391400664,879.9742502860117,42364.0,868.302847290039,973.8210998535156,-0.9873527432891868,0.0035309179092695,0.0157766580859755,0.0157766580859755,-0.0215084415976226,Chemicals,2.0
2020-05-07,847.5264892578125,864.8811052868223,837.4971599303763,850.7712563895017,9440.0,867.0000213623047,967.6619177246092,-0.9932918590352936,-0.0216786177347476,0.00382851412058,0.0204767830256342,-0.0118336470358808,Chemicals,2.0
2020-05-08,845.36328125,865.1269117406927,840.6927658839779,854.753463298923,2344.0,864.0182678222657,960.0229260253906,-0.993975954558726,-0.002552378049808,0.0111078659993821,0.0233788608152805,-0.005524861878453,Chemicals,2.0
2020-05-11,860.75146484375,863.0129656510475,845.3633210654114,845.3633210654114,3014.0,862.8186889648438,953.1095837402344,-0.9891095767197854,0.0182030423310984,-0.0178775690856732,0.0026273563271925,-0.0178775690856732,Chemicals,2.0
2020-05-12,842.1185913085938,853.4753071836764,836.8089282952398,850.5746590562668,4017.0,859.9352630615234,946.2532690429688,-0.9950020592402106,-0.021647216759066,0.0100414215229862,0.0134858866581191,-0.0063051250360155,Chemicals,2.0
2020-05-13,873.0913696289062,909.5213759830874,855.4417266003092,873.0913696289062,8628.0,858.9495422363282,940.3831701660156,-0.9852071902675268,0.0367795921381844,0.0,0.0417253080507085,-0.0202151156712255,Chemicals,2.0
2020-05-14,869.4041137695312,898.6071362025963,845.7565701881608,882.9731773202419,33945.0,858.2342163085938,934.078466796875,-0.986373252531552,-0.0042232187691217,0.0156073146374686,0.0335896989335,-0.0271997143869497,Chemicals,2.0
2020-05-15,869.8466186523438,878.9909838950622,856.4250086897392,873.730472804694,1185.0,858.6103149414063,928.2712951660156,-0.9862333142508432,0.0005089749125914,0.00446498735417,0.0105126180255616,-0.0154298581782138,Chemicals,2.0
2020-05-18,852.6394653320312,904.6050695039892,840.6927548107724,879.9742586903667,20931.0,857.2534088134765,922.5516333007812,-0.9916749252817404,-0.0197818246933828,0.0320590290149083,0.0609467498102749,-0.0140114444697989,Chemicals,2.0
2020-05-19,854.5567626953125,870.1907217008885,849.050495128494,865.2743899398666,23994.0,856.1128234863281,917.0728735351564,-0.9910685968387184,0.0022486612938267,0.0125417382582642,0.0182948163165495,-0.0064434193340784,Chemicals,2.0
2020-05-20,853.9176635742188,872.1080908343625,848.6080013414077,858.7848439519931,22443.0,856.960888671875,911.7416003417968,-0.9912707063197258,-0.000747872053669,0.0056998239823287,0.0213023199262616,-0.0062180025771882,Chemicals,2.0
2020-05-21,875.9920043945312,884.9397040634245,858.0473937288007,858.1456963570597,7645.0,857.1796661376953,907.03470703125,-0.984289890012022,0.0258506665946182,-0.0203726837093753,0.0102143622590229,-0.020484902345808,Chemicals,2.0
2020-05-22,874.2713012695312,875.1070536635715,861.3413247295377,875.057902348713,2425.0,858.180142211914,902.1213269042968,-0.9848340472547454,-0.0019642909026199,0.0008997219490558,0.0009559417000497,-0.0147894326637714,Chemicals,2.0
2020-05-26,861.9805297851562,886.8080068523274,860.3581161891004,878.5976962495455,17796.0,859.4510192871094,897.0899560546875,-0.9887208957323876,-0.0140583037170813,0.0192778907297719,0.0288028281489829,-0.0018821928570245,Chemicals,2.0
2020-05-27,860.3580322265625,872.9929804657357,855.4417006138393,866.3067814751948,9721.0,860.06064453125,892.4115698242188,-0.9892339963277094,-0.0018822902635609,0.0069142717633927,0.0146856863839286,-0.0057142857142856,Chemicals,2.0
2020-05-28,860.75146484375,870.1416473349373,855.5893160381747,855.835132647964,33887.0,860.8103881835938,887.6210986328125,-0.9891095767197854,0.0004572894102811,-0.0057116745037181,0.0109092843575837,-0.0059972582289039,Chemicals,2.0
2020-05-29,877.3684692382812,881.0557177025354,865.0284897140062,865.077641024101,2286.0,862.0591339111328,884.7745385742187,-0.9838545951007744,0.0193052292946695,-0.014008741646313,0.004202622493894,-0.0140647629324864,Chemicals,2.0
2020-06-01,886.3162231445312,908.8329842965334,881.0065613806864,881.7931623791574,4553.0,862.8408264160156,881.4255310058594,-0.981024946555682,0.0101983992130675,-0.0051032133309335,0.0254048843561902,-0.0059907080849844,Chemicals,2.0
2020-06-02,887.791259765625,900.6720256465272,874.1238327508327,889.8560952075405,12643.0,864.180532836914,878.7353149414063,-0.980558479186042,0.0016642329030834,0.0023258118608429,0.0145087775298697,-0.0153948654759233,Chemicals,2.0
2020-06-03,885.6771240234375,899.6886688664393,875.1070112471377,892.2158689556967,13799.0,865.3014526367188,876.3853076171876,-0.9812270560366892,-0.002381343270653,0.0073827637125312,0.015820149875104,-0.0119344990285873,Chemicals,2.0
2020-06-04,885.2838745117188,902.6385503846636,870.2399106747379,894.7724192266272,65949.0,866.2503051757812,874.3155334472656,-0.9813514177391178,-0.0004440100134147,0.0107180814969005,0.0196035151803897,-0.0169933783615774,Chemicals,2.0
2020-06-05,909.17724609375,932.087339833328,889.9051898043502,898.7054355579265,24703.0,869.3328430175782,873.4286267089843,-0.9737953489376256,0.0269895027684873,-0.0115178977265602,0.0251987099743318,-0.0211972488007168,Chemicals,2.0
2020-06-08,915.3226318359376,939.0193258975656,904.605005053152,923.2870649401194,7292.0,872.830810546875,872.7324731445312,-0.9718519246988048,0.0067592823826057,0.0087012303937104,0.0258888977912603,-0.01170912464088,Chemicals,2.0
2020-06-09,920.0424194335938,934.1031175155372,919.3541209231864,931.153318197067,48887.0,875.7953582763672,873.9055126953125,-0.970359333345848,0.0051564196420986,0.0120765070487876,0.0152826628261331,-0.0007481160605953,Chemicals,2.0
2020-06-10,957.5046997070312,1002.3416784694429,921.320512294184,924.6636416804988,168817.0,881.564663696289,875.1916223144531,-0.9585122164065312,0.0407179924339797,-0.03429858677099,0.0468269020257867,-0.0377900885749369,Chemicals,2.0
2020-06-11,954.7515869140624,983.2663099011972,947.1312730123284,962.3227495030644,10694.0,885.6476745605469,876.1994702148437,-0.959382864134522,-0.0028752995090375,0.0079299816756244,0.0298661174047374,-0.0079814624098866,Chemicals,2.0
2020-06-12,944.1323852539062,954.3091682293724,917.3875278518188,917.3875278518188,14902.0,889.3840881347656,877.3085949707031,-0.9627410933440574,-0.0111224760510527,-0.0283274441379266,0.0107789788110375,-0.0283274441379266,Chemicals,2.0
2020-06-15,930.4649047851562,964.535106711744,924.2703389840894,948.851996935794,5658.0,892.4150024414063,877.9899963378906,-0.9670633139402748,-0.0144762330815231,0.0197611882576949,0.0366163213156918,-0.006657495375924,Chemicals,2.0
2020-06-16,937.6427612304688,953.5716879991955,929.53081389595,953.5716879991955,10282.0,896.6651672363281,879.0411071777344,-0.964793379914354,0.0077142688653795,0.0169882682694881,0.0169882682694881,-0.0086514263959903,Chemicals,2.0
2020-06-17,942.7066650390624,948.6062634643396,923.2871535558588,923.2871535558588,5594.0,901.0726623535156,879.9171997070313,-0.9631919648335856,0.0054006749883595,-0.0205997392438069,0.00625814863103,-0.0205997392438069,Chemicals,2.0
2020-06-18,950.0811767578124,960.4054741507824,938.9211269147492,942.706678619977,10800.0,905.8808380126952,881.0577905273437,-0.9608598403055348,0.0078227003077828,-0.0077619663648124,0.0108667529107373,-0.0117464171652651,Chemicals,2.0
2020-06-19,942.26416015625,950.867740983122,939.0193931043076,950.867740983122,5864.0,909.1944458007812,882.4314135742187,-0.9633319031142944,-0.0082277354743921,0.009130752490305,0.009130752490305,-0.0034435853438429,Chemicals,2.0
2020-06-22,934.8896484375,948.852042832198,931.694032749205,942.2641461797192,4888.0,912.2253631591796,883.0292395019532,-0.9656640276423452,-0.0078263739942386,0.0078880943377053,0.0149348047847504,-0.0034181742130056,Chemicals,2.0
2020-06-23,924.6145629882812,942.4117213707827,921.2714931362244,934.88970917947,11220.0,915.357064819336,883.826669921875,-0.9689134331240684,-0.010990693357651,0.0111128967707152,0.0192481917275697,-0.0036156361643842,Chemicals,2.0
2020-06-24,929.4817504882812,958.6847756572192,918.2233377867734,929.186782560074,11166.0,918.813250732422,884.4205627441406,-0.967374227847262,0.0052640177808465,-0.0003173466590951,0.0314186105898224,-0.0121125699300642,Chemicals,2.0
2020-06-25,995.9505615234376,1106.1747010639242,894.723273543313,943.935744907882,193972.0,925.5732055664064,886.4834582519532,-0.946354050447404,0.0715116902513023,-0.0522263038197317,0.1106723002112517,-0.1016388683242309,Chemicals,2.0
2020-06-26,1022.646484375,1050.1287380767103,986.5113764919564,1001.9486742510936,42586.0,932.8371063232422,889.2621752929688,-0.9379116994341452,0.0268044658870693,-0.0202394575644153,0.0268736597852841,-0.0353348966971005,Chemicals,2.0
2020-06-29,1028.5457763671875,1042.262293444391,975.4493353665848,1021.5153982124856,35199.0,939.948583984375,892.5865979003906,-0.93604610018123,0.0057686522980547,-0.0068352603415797,0.0133358353049195,-0.0516228273165817,Chemicals,2.0
2020-06-30,1003.1282958984376,1061.9276089073994,952.785049103028,1056.5196442324082,104948.0,945.7154357910156,895.0536120605469,-0.9440841550251472,-0.0247120556544641,0.0532248452688213,0.0586159449886707,-0.0501862493573869,Chemicals,2.0
2020-07-01,980.4148559570312,993.099015908317,958.6846935748604,971.1721882529064,37207.0,950.4523223876952,897.1145397949218,-0.951267080813858,-0.022642607166278,-0.0094273027871478,0.0129375436063789,-0.0221642524591887,Chemicals,2.0
2020-07-02,974.3678588867188,992.1158055461028,967.5341453492222,992.1158055461028,10253.0,954.9065216064452,899.8627697753906,-0.9531793904997824,-0.0061677942083096,0.0182148317983952,0.0182148317983952,-0.007013484153002,Chemicals,2.0
2020-07-03,987.0519409179688,1003.0792310750138,978.3500573779731,979.2350211338924,20119.0,958.8002563476564,902.1714794921876,-0.9491681610178798,0.0130177549634513,-0.0079194614386822,0.0162375347158929,-0.0088160340700031,Chemicals,2.0
