Date_Ticker,Close_SUNDARMFIN.NS,High_SUNDARMFIN.NS,Low_SUNDARMFIN.NS,Open_SUNDARMFIN.NS,Volume_SUNDARMFIN.NS,MA_20_Unnamed: 6_level_1,MA_50_Unnamed: 7_level_1,Normalised Close_Unnamed: 8_level_1,Return Ratio_Unnamed: 9_level_1,Percentage Change Open_Unnamed: 10_level_1,Percentage Change High_Unnamed: 11_level_1,Percentage Change Low_Unnamed: 12_level_1,Sector_Unnamed: 13_level_1,Sector Encoded_Unnamed: 14_level_1
Date,,,,,,,,,,,,,,
2020-01-10,1588.350830078125,1595.034461959817,1550.5239015985353,1559.0088378321836,40500.0,,,-0.9191024065727824,,-0.0184732438767939,0.0042079065626599,-0.023815222533506,Financial Services,9.0
2020-01-13,1564.7445068359375,1597.4045321961055,1559.5302718843484,1566.545811146606,11216.0,,,-0.9413882166570592,-0.0148621594141304,0.0011511811051574,0.0208724333061951,-0.0033323235383218,Financial Services,9.0
2020-01-14,1581.3353271484375,1587.0235837209138,1564.3180058602627,1573.5614227905369,8351.0,,,-0.925725469568772,0.0106028941082836,-0.0049160378728267,0.0035971223021582,-0.010761361613834,Financial Services,9.0
2020-01-15,1588.7301025390625,1612.146712405761,1573.5139699591073,1577.5431516866724,26126.0,,,-0.9187443502186464,0.0046762854555078,-0.0070414419884858,0.014739199458281,-0.0095775440747533,Financial Services,9.0
2020-01-16,1582.2830810546875,1610.6295776116035,1573.7981461742063,1610.6295776116035,8983.0,,,-0.9248307320298242,-0.004057971504456,0.0179149337411999,0.0179149337411999,-0.0053624632545684,Financial Services,9.0
2020-01-17,1589.9154052734375,1599.8698558081944,1569.0110128592903,1599.8698558081944,78978.0,,,-0.9176253520858306,0.0048236148829086,0.0062609938250424,0.0062609938250424,-0.0131481161480737,Financial Services,9.0
2020-01-20,1591.3370361328125,1599.3479502325774,1573.039766700299,1582.2357341123288,33272.0,,,-0.9162832457774092,0.0008941550315568,-0.0057192799600775,0.005034077582479,-0.0114980478786433,Financial Services,9.0
2020-01-21,1575.836669921875,1592.7118777751682,1571.523144689628,1592.7118777751682,145432.0,,,-0.9309165376318708,-0.0097404672039844,0.0107087290043388,0.0107087290043388,-0.0027372920776497,Financial Services,9.0
2020-01-22,1573.2769775390625,1596.9780467999703,1565.2660624200266,1578.7282234690713,106935.0,,,-0.9333330434863524,-0.0016243386333555,0.0034648990659837,0.0150647785477553,-0.0050918657257456,Financial Services,9.0
2020-01-23,1568.44189453125,1592.4273058404522,1564.270483429863,1586.1702470523069,5246.0,,,-0.9378976569819965,-0.0030732560616094,0.0113031618084615,0.0152925086946689,-0.0026595891858868,Financial Services,9.0
2020-01-24,1564.22314453125,1582.9469895076084,1558.1083148680973,1573.751020797713,9693.0,,,-0.9418804144969412,-0.0026897713040627,0.0060911234434637,0.011970060053017,-0.0039091798919681,Financial Services,9.0
2020-01-27,1546.8740234375,1582.2833980861224,1540.5695158118328,1582.2833980861224,25250.0,,,-0.9582590438098476,-0.0110912059794058,0.0228909233150964,0.0228909233150964,-0.004075643866368,Financial Services,9.0
2020-01-28,1570.5274658203125,1573.75083404767,1545.4043350358163,1560.904809562942,11364.0,,,-0.9359287503806412,0.015291123921164,-0.0061270219507714,0.0020524112424062,-0.0159966198180263,Financial Services,9.0
