Date_Ticker,Close_BANDHANBNK.NS,High_BANDHANBNK.NS,Low_BANDHANBNK.NS,Open_BANDHANBNK.NS,Volume_BANDHANBNK.NS,MA_20_Unnamed: 6_level_1,MA_50_Unnamed: 7_level_1,Normalised Close_Unnamed: 8_level_1,Return Ratio_Unnamed: 9_level_1,Percentage Change Open_Unnamed: 10_level_1,Percentage Change High_Unnamed: 11_level_1,Percentage Change Low_Unnamed: 12_level_1,Sector_Unnamed: 13_level_1,Sector Encoded_Unnamed: 14_level_1
2020-01-29,443.2781372070313,457.8690340975005,437.4810889096826,456.886482522184,2273052.0,,,2.812733762647705,-0.0241185257565576,0.0306993378940252,0.0329158956099262,-0.013077676995022,Financial Services,9.0
2020-01-30,430.0628356933594,443.2290207805784,427.409934451005,443.1307596262144,1803225.0,,,2.603738561907431,-0.0298126625349441,0.0303860804707445,0.0306145613954111,-0.0061686363530512,Financial Services,9.0
2020-01-31,442.49212646484375,451.7281056624456,438.2180209362713,438.2180209362713,2762309.0,,,2.800303287816878,0.0289011040710958,-0.009659167413258,0.020872640766266,-0.009659167413258,Financial Services,9.0
2020-02-03,430.3576049804688,434.2878114186465,425.29747018833393,432.0279547107325,1272221.0,,,2.6084002312812067,-0.0274231353703851,0.003881306408747,0.009132420091324,-0.0117579769326127,Financial Services,9.0
2020-02-04,430.2593383789063,434.6317049800986,425.44484155007,432.3227027298633,2472717.0,,,2.606846180615138,-0.00022833708624,0.0047956294423061,0.0101621654922499,-0.0111897555715487,Financial Services,9.0
2020-02-05,421.711181640625,432.2244663411291,420.0408318357773,431.8314516767816,2489013.0,,,2.471660181897805,-0.0198674519662681,0.023998106943204,0.0249300591452263,-0.0039608857378391,Financial Services,9.0
2020-02-06,418.026611328125,428.638157150065,413.65424449324325,424.21667472674056,3502440.0,460.4924591064453,,2.413390038662259,-0.0087371890357887,0.0148078213943101,0.0253848571702786,-0.0104595418482813,Financial Services,9.0
2020-02-07,434.9756164550781,440.0357513276644,418.0266009209626,420.6303567306336,5359754.0,458.063102722168,,2.681432407971113,0.0405452779025333,-0.032979457196599,0.0116331460458056,-0.0389654382750117,Financial Services,9.0
2020-02-10,449.46826171875,453.1528303852003,429.52244534664135,436.9407282528192,4552331.0,455.2849411010742,,2.910628336872557,0.0333182935213302,-0.0278718978243892,0.0081976170071733,-0.0443764734262583,Financial Services,9.0
2020-02-11,451.3841857910156,460.2762955010137,445.09586173265046,454.921377444188,2665917.0,452.3790420532226,,2.9409279812410207,0.0042626459651215,0.0078363216180774,0.0196996483038398,-0.0139312015270215,Financial Services,9.0
2020-02-12,461.6027221679688,472.8038342136156,452.956280222829,456.8864865588188,4142162.0,451.27367248535154,,3.102530428159368,0.0226382241527711,-0.0102170879474011,0.0242656975527344,-0.0187313495564557,Financial Services,9.0
2020-02-13,444.1624450683594,448.7313340610596,437.33372934282863,447.0609843233955,2416819.0,450.1044357299805,,2.8267187707690318,-0.0377820066088414,0.0065258539690136,0.0102865270205296,-0.015374365395705,Financial Services,9.0
2020-02-14,444.6537170410156,455.4126691144568,440.7726561906444,446.3731823505093,1575017.0,448.706755065918,,2.834488058850513,0.0011060637343633,0.0038669761290561,0.0241962490385496,-0.0087282770876133,Financial Services,9.0
2020-02-17,426.3782958984375,448.5839389601113,425.0518451882694,444.9976314734319,1056099.0,446.2626586914063,,2.5454689012963154,-0.0411003449250203,0.0436685819942144,0.0520796749630125,-0.0031109714610897,Financial Services,9.0
2020-02-18,414.9806518554688,430.01367852991547,412.868172026524,427.0660238890362,2735301.0,443.5901184082031,,2.3652192942584365,-0.026731295079062,0.0291227361553632,0.0362258495841452,-0.0050905501726391,Financial Services,9.0
2020-02-19,407.66064453125,419.8934236958758,401.8635962064642,418.5669730659016,3247010.0,440.6129867553711,,2.2494560331203783,-0.0176393942500437,0.0267534496669215,0.0300072605210437,-0.0142202795451387,Financial Services,9.0
2020-02-20,408.6923522949219,426.42739677986185,402.944419405824,410.657455505889,5025228.0,437.7070907592773,,2.2657721172408074,0.0025308005016235,0.0048082700836766,0.04339460815783,-0.0140642046684299,Financial Services,9.0
2020-02-24,401.1266784667969,417.093141479866,399.1615753267269,407.4641480875605,2221943.0,434.0912994384765,,2.1461237294375777,-0.0185119045796713,0.0157991725830526,0.0398040416411513,-0.0048989589712186,Financial Services,9.0
2020-02-25,396.85260009765625,418.5178816796712,394.9857579847972,411.6891358100249,3500768.0,430.6179794311523,,2.0785307300789118,-0.0106551835083051,0.0373855071346835,0.0545927671298704,-0.0047041196464372,Financial Services,9.0
2020-02-26,387.2236022949219,415.6193383253307,384.4724397475737,407.7589253073576,7223093.0,427.26748046875,,1.926251621908115,-0.0242634111515582,0.0530322090149746,0.0733316250923716,-0.007104842088765,Financial Services,9.0
2020-02-27,391.841552734375,398.915936007361,380.5422097193882,388.1078687756344,12889686.0,424.6956512451172,,1.9992828333491608,0.0119257979422854,-0.0095285554395289,0.0180541936494968,-0.0288365104112541,Financial Services,9.0
2020-02-28,376.80853271484375,381.9669285342777,363.5440863220135,378.4788824027936,12490831.0,422.0329360961914,,1.761541073657631,-0.0383650481033132,0.0044328871109029,0.0136897001303779,-0.0352020860495436,Financial Services,9.0
2020-03-02,387.1744384765625,399.75111670369006,378.282358663066,388.8939037432128,6530741.0,419.2670516967773,,1.9254741139506504,0.0275097426457784,0.0044410609166658,0.0324832348866153,-0.0229665983335178,Financial Services,9.0
2020-03-03,393.8066711425781,403.5339560165139,388.30440614471365,391.0555386436459,4542669.0,417.4395050048828,,2.0303604682995195,0.0171298309157801,-0.0069859977002172,0.0247006604680244,-0.0139719954004343,Financial Services,9.0
2020-03-04,393.4136352539063,402.7478749938757,389.679951351956,394.4944479576583,4446134.0,415.5972198486328,,2.0241447482596757,-0.0009980427389194,0.0027472680326763,0.0237262740879462,-0.0094904791480869,Financial Services,9.0
2020-03-05,415.81585693359375,417.4861766939475,396.06656340518265,398.5229424513757,4734555.0,415.3024536132813,,2.3784277596711587,0.0569431755084677,-0.0415879149240326,0.0040169698497585,-0.0474952871543932,Financial Services,9.0
2020-03-06,396.8034362792969,401.7653094478833,381.3773654628461,388.1078493537202,6061657.0,414.24129486083984,,2.0777532221214465,-0.0457231737012212,-0.021914091790919,0.0125046123972927,-0.0388758498693868,Financial Services,9.0
2020-03-09,367.76904296875,394.9857336228712,361.6772411875136,387.5183356469125,5349844.0,410.8809661865234,,1.6185848216099548,-0.0731707204524068,0.0537002585066428,0.0740048440032343,-0.0165642048935423,Financial Services,9.0
2020-03-11,369.5376892089844,382.21259975925113,365.5092213636026,369.8815882906201,3534272.0,406.8844375610352,,1.6465553204770371,0.004809122121746,0.000930619776218,0.0342993716754522,-0.0109013720738605,Financial Services,9.0
2020-03-12,329.1056823730469,356.371490263829,321.5400227840886,356.2240835303964,6089077.0,400.77051239013673,,1.0071377955520973,-0.1094124037049764,0.0824002823707259,0.0828481832771148,-0.022988541353663,Financial Services,9.0
2020-03-13,321.83477783203125,356.46972315753567,266.27149455919687,296.239319592612,9561678.0,393.78211517333983,,0.8921510771226429,-0.0220929170489798,-0.0795298084682998,0.1076171616964924,-0.1726453668156192,Financial Services,9.0
2020-03-16,269.8086853027344,317.26591733806964,263.71685316413857,316.8237870928289,8155173.0,385.0644271850586,,0.0693772917009781,-0.161654662929094,0.1742534779313795,0.175892158482914,-0.0225783396548578,Financial Services,9.0
2020-03-17,253.25265502929688,287.44543603242573,247.79949107865332,278.2586032813189,6694350.0,375.4943740844727,,-0.1924503228168932,-0.0613621101739593,0.0987391356237876,0.1350145016216053,-0.0215325045655008,Financial Services,9.0
2020-03-18,220.4845733642578,260.37617437940446,182.45982938735995,255.46341637224592,26937012.0,365.1996879577637,,-0.7106656505847503,-0.1293888968755268,0.1586453078066387,0.1809269483413815,-0.1724598841392771,Financial Services,9.0
2020-03-19,197.2472381591797,209.23436495166385,191.64669691107744,198.47542768694544,14032787.0,354.3130172729492,,-1.0781556795356644,-0.1053921136091831,0.0062266500622665,0.0607720894059387,-0.0283935090821528,Financial Services,9.0
2020-03-20,227.5589599609375,235.66501078219108,200.1948914945957,200.1948914945957,19133518.0,345.3079330444336,,-0.5987867921752179,0.1536737451162488,-0.1202504549635798,0.0356217607192661,-0.1202504549635798,Financial Services,9.0
2020-03-23,170.62008666992188,216.16136128262056,167.03377917293406,204.81288681677333,11419594.0,333.4043197631836,404.43788940429687,-1.4992544236605647,-0.2502159145954511,0.2004031343214596,0.2669162552988378,-0.02101925726908,Financial Services,9.0
2020-03-24,158.2399444580078,187.66736304727817,154.30973790204388,187.66736304727817,11500901.0,321.25998306274414,397.93143341064456,-1.695041882924762,-0.0725596994676508,0.1859670684924912,0.1859670684924912,-0.0248370066699997,Financial Services,9.0
2020-03-25,152.0498504638672,162.1210037256096,149.5443410441439,160.15590065014766,16358053.0,309.0198455810547,390.8718005371094,-1.7929359745251836,-0.0391184034811342,0.0533117932148625,0.0662358642972535,-0.0164782103506159,Financial Services,9.0
2020-03-26,211.838134765625,220.43546142019505,155.24315559109334,157.99430311906534,20248650.0,300.25057220458984,384.91851989746095,-0.8474059412803671,0.3932150154660347,-0.2541744039907252,0.0405844144354934,-0.2671614307648036,Financial Services,9.0
2020-03-27,245.1957550048828,264.7976564444705,226.03599878719388,233.0121061581059,24788745.0,292.91828231811525,380.1482327270508,-0.3198672747649594,0.1574674941136743,-0.0496894770732645,0.0799438858115522,-0.0781406522201307,Financial Services,9.0
2020-03-30,212.47677612304688,244.55707875223604,208.4483087058917,221.1232329013612,18917988.0,284.7016944885254,375.0468246459961,-0.8373060598242126,-0.133440233829433,0.040693655730672,0.1509826307351878,-0.018959565796604,Financial Services,9.0
2020-03-31,200.19488525390625,225.0043127516296,195.0364894375479,221.0741064153566,12603650.0,275.35271682739256,369.5985757446289,-1.0315397097345564,-0.0578034507735004,0.1042944785276074,0.1239263803680981,-0.0257668711656442,Financial Services,9.0
2020-04-01,191.49929809570312,204.07596139378597,187.66735290769583,202.30736554064896,9321796.0,265.23734817504885,363.9233572387696,-1.169057267075423,-0.0434356109906332,0.0564392013569909,0.0656747226916598,-0.0200102309831561,Financial Services,9.0
2020-04-03,178.3822479248047,193.61179789097145,176.85928992967845,192.77662302483995,9146955.0,254.48577880859372,358.122373046875,-1.3764986584618435,-0.0684965966002815,0.0806939887095887,0.0853759280608832,-0.0085376096155499,Financial Services,9.0
2020-04-07,164.33175659179688,195.77340807722288,161.43323234399372,194.54521856607343,45525055.0,241.9115737915039,352.0649426269531,-1.5987020833026242,-0.0787661972896017,0.1838565022421525,0.1913303437967115,-0.0176382478220757,Financial Services,9.0
2020-04-08,190.36936950683597,205.402411748982,164.5773904123614,165.01953562690005,30692120.0,231.5898704528809,346.5361245727539,-1.1869266779252747,0.1584454122261771,-0.1331613060735886,0.078967757686492,-0.1354838709677418,Financial Services,9.0
2020-04-09,188.89553833007807,201.4230707810976,179.0700226822197,201.4230707810976,19530535.0,222.64619522094728,340.8451852416992,-1.2102347834819362,-0.0077419554447013,0.0663198959687905,0.0663198959687905,-0.0520156046814044,Financial Services,9.0
2020-04-13,189.6324615478516,192.38360906622637,170.4727050702189,180.7894970197134,22145557.0,213.65093383789065,335.31145446777344,-1.1985806100474978,0.0039012208773598,-0.0466321243523316,0.014507787832942,-0.1010362694300518,Financial Services,9.0
2020-04-15,183.5406494140625,208.5957162427381,181.77205346294045,208.5957162427381,24174944.0,206.3726821899414,329.8975958251953,-1.2949204096696356,-0.0321243108066277,0.1365096337441416,0.1365096337441416,-0.0096359904836783,Financial Services,9.0
2020-04-16,194.74171447753903,201.17743013734065,176.85927924161817,181.3790223748116,22001366.0,200.0180290222168,324.92686737060546,-1.1177796279005396,0.0610277074818847,-0.0686175128866326,0.0330474427477831,-0.0918264239579927,Financial Services,9.0
2020-04-17,212.52590942382807,222.6953092655723,197.39460611970105,207.3183830593724,23292268.0,197.15389022827148,320.57612884521484,-0.8365290344911782,0.0913219594168677,-0.0245030188487309,0.0478501650425309,-0.0711974523254556,Financial Services,9.0
2020-04-20,212.23114013671875,225.69209371169563,209.28348541259768,219.109001159668,21748541.0,195.1028144836426,315.97090911865234,-0.8411907038649536,-0.001386980476444,0.0324074074074074,0.0634259117974176,-0.0138888888888888,Financial Services,9.0
2020-04-21,191.94146728515625,203.7812024552952,180.39648561054344,201.9143603517387,15122227.0,193.6756591796875,311.2025863647461,-1.1620645217025447,-0.0956017709676909,0.0519579911920038,0.0616840922266646,-0.0601484496180342,Financial Services,9.0
2020-04-22,195.38038635253903,197.19809776766056,186.68479893160088,190.61500522489771,13940749.0,193.58231658935543,306.50500732421875,-1.1076792638199546,0.017916498795301,-0.0243902738478712,0.0093034487701424,-0.0445059383046162,Financial Services,9.0
2020-04-23,197.54200744628903,204.3707382498788,194.34871466113472,196.01904942716735,11788591.0,192.08146896362305,302.02162384033204,-1.073494010161889,0.0110636545157077,-0.0077095400558576,0.0345684995908852,-0.0161651328061075,Financial Services,9.0
2020-04-24,194.98736572265625,199.3597174271408,189.63246239952133,191.59756563682205,9301023.0,193.29983291625976,297.56083892822267,-1.1138947425475834,-0.0129321441887615,-0.0173847165598192,0.0224237692954099,-0.0274628220310004,Financial Services,9.0
2020-04-27,204.71463012695312,206.82711005208128,196.9524635570235,199.45797311435865,10393551.0,195.62356719970705,292.95561920166017,-0.9600615837107184,0.0498866394150512,-0.0256779743066462,0.0103191448692168,-0.0379170094737046,Financial Services,9.0
2020-04-28,217.2421722412109,220.58284179928103,209.3817591704125,210.26604964385808,12897606.0,198.88318328857423,288.31109741210935,-0.7619430484474182,0.0611951481263889,-0.0321121931592869,0.0153776291389722,-0.0361827217510546,Financial Services,9.0
2020-04-29,230.3592071533203,233.7490069913382,215.8174412618825,217.2421529988082,20055036.0,199.809236907959,283.89059783935545,-0.554501898373213,0.0603797815902204,-0.0569417403220258,0.0147152782817217,-0.0631264800358478,Financial Services,9.0
2020-04-30,257.7723999023437,261.8008671725159,240.77425543418653,240.77425543418653,28031266.0,200.43806915283204,279.81399139404294,-0.1209721967930552,0.1190019408721876,-0.0659424533991882,0.0156280007933289,-0.0659424533991882,Financial Services,9.0
2020-05-04,236.74581909179688,240.72515630680687,232.02956813299056,240.72515630680687,15031861.0,201.65152130126955,275.66565887451173,-0.4534999467528695,-0.0815703342115475,0.0168084793652343,0.0168084793652343,-0.0199211583836993,Financial Services,9.0
2020-05-05,232.1278076171875,248.58554635830023,231.3908939422123,243.6236579482912,12058763.0,203.2481674194336,271.4151406860352,-0.5265321234427761,-0.019506200752879,0.049523796606316,0.0708994708994708,-0.0031746031746031,Financial Services,9.0
2020-05-06,244.9501037597656,249.0768172602425,218.27382025293343,233.65076096492228,15816272.0,205.92070770263672,267.78657684326174,-0.3237521601179157,0.0552380874751721,-0.046129161087946,0.0168471596342909,-0.1089049692054626,Financial Services,9.0
2020-05-07,247.7995147705078,259.2953656891176,240.18473973993727,243.08326401112876,13822866.0,209.39157104492188,264.4429541015625,-0.2786897583584459,0.0116326181006101,-0.0190325262087251,0.0463917410381384,-0.0307295800704966,Financial Services,9.0
2020-05-08,235.81239318847656,258.26370412031537,230.4574897583312,257.232006909058,12440889.0,212.96560287475583,261.00598907470703,-0.4682617388950146,-0.0483742738283114,0.0908332824707032,0.0952083587646484,-0.0227083206176758,Financial Services,9.0
2020-05-11,235.66500854492188,246.4730762039877,233.35600627528424,242.6411159475176,9656465.0,215.23038482666016,257.54544219970705,-0.4705925735819022,-0.0006250080479734,0.0296017955557705,0.045861995914449,-0.0097978154834875,Financial Services,9.0
2020-05-12,229.81881713867188,234.4859373177849,225.0043202140797,233.84728476397805,13232678.0,217.27654876708985,254.11928497314452,-0.5630479704755141,-0.0248072102105714,0.0175288850384927,0.0203078243862724,-0.0209490980091813,Financial Services,9.0
2020-05-13,247.7995147705078,252.7614034340988,239.10394195693345,246.6204558288,20769565.0,220.18490142822264,251.1382232666016,-0.2786897583584459,0.0782385787887266,-0.004758116426498,0.0200238029851926,-0.0350911615853143,Financial Services,9.0
2020-05-14,247.406494140625,250.84542471646856,238.7600371228517,242.5919823389156,9422831.0,223.3781936645508,248.3418811035156,-0.2849052370860747,-0.0015860427743242,-0.0194599249240923,0.0138999204034186,-0.0349483834197926,Financial Services,9.0
2020-05-15,239.44781494140625,250.84541916617653,237.92485700729208,249.56809912490183,10301860.0,225.6134986877441,245.29400634765625,-0.4107688623047179,-0.0321684328734518,0.042265093068283,0.0475995332325722,-0.0063602916338445,Financial Services,9.0
2020-05-18,225.59385681152344,240.33213103720968,220.43546083253324,239.4478255881398,13568015.0,226.2668960571289,242.26971282958985,-0.6298641858133616,-0.0578579434240104,0.0614111083183923,0.0653310087162506,-0.0228658530506877,Financial Services,9.0
2020-05-19,216.5543670654297,231.39090225139148,212.5259144930997,227.0676811999769,16406538.0,226.4830574035645,238.8573114013672,-0.7728204378610376,-0.0400697513392217,0.0485481511041092,0.0685118263234059,-0.0186024998106497,Financial Services,9.0
2020-05-20,218.2247009277344,219.9441661061619,208.54656235499516,211.15031791388105,10838869.0,227.79721908569337,235.34567199707035,-0.7464047135966693,0.0077132310234132,-0.0324178838773894,0.0078793334169668,-0.0443494184278624,Financial Services,9.0
2020-05-21,207.1710205078125,218.12646536113863,206.2867150310897,218.12646536113863,10226610.0,228.38675079345705,231.6208197021484,-0.9212146606788776,-0.0506527463340748,0.0528811646844835,0.0528811646844835,-0.0042684805749144,Financial Services,9.0
2020-05-22,199.40884399414065,206.09019786503265,191.99057642408883,200.44052617147392,26939887.0,228.4800926208496,227.29267944335936,-1.043970667189814,-0.0374674821538525,0.0051737032153078,0.0335058051441705,-0.037201296700109,Financial Services,9.0
2020-05-26,198.622802734375,204.8620114790783,197.49287437551436,200.68616712039204,7914022.0,228.66186447143556,223.32906677246092,-1.0564016246450714,-0.0039418575626902,0.0103883560075246,0.0314123487273876,-0.0056888148958997,Financial Services,9.0
2020-05-27,215.326171875,216.9965215481728,198.4754183442748,200.4405214961983,15435662.0,229.19244155883788,220.28020935058595,-0.792243899376958,0.0840959291213052,-0.0691307064495766,0.0077572998146386,-0.0782568759941886,Financial Services,9.0
2020-05-28,218.37208557128903,226.8711506212518,215.47356144972963,217.1438961136328,13473147.0,229.2489372253418,217.256897277832,-0.7440738789097816,0.0141455804919861,-0.0056242969628796,0.0389201075207397,-0.0132733271012022,Financial Services,9.0
2020-05-29,214.3436279296875,216.16135440694683,207.46576665310283,211.44510367592207,14060363.0,228.44815826416016,214.96165618896484,-0.8077824755399222,-0.0184476767305794,-0.0135227917982065,0.008480431607958,-0.0320880137329804,Financial Services,9.0
2020-06-01,222.6953125,226.47814212911044,219.6002809798533,221.07410836897984,10176127.0,226.69430389404295,212.9788668823242,-0.6757036129058656,0.0389639974417721,-0.0072799203217183,0.0169865705148617,-0.0138980541862402,Financial Services,9.0
2020-06-02,236.45103454589844,239.39868932100237,219.10900494938952,223.0392113161947,15033181.0,226.67956466674804,212.3117138671875,-0.45816185743886,0.0617692482678477,-0.0567213556729028,0.012466237590226,-0.073343005793204,Financial Services,9.0
2020-06-03,245.883544921875,256.83898957771856,240.72514887456293,244.6062248068881,18061381.0,227.3673515319824,212.16433166503907,-0.3089901266635553,0.0398920241313031,-0.0051948173896415,0.0445554201657718,-0.020979020979021,Financial Services,9.0
2020-06-04,229.3766632080078,248.58554958341773,227.7554590990479,243.67279168651223,14470465.0,226.5886795043945,212.3421734619141,-0.5700404745361771,-0.0671329255445375,0.0623259937543869,0.0837438565316932,-0.007067868571659,Financial Services,9.0
2020-06-05,243.3780212402344,247.20998136426937,229.47492250177396,229.9170677103999,14950858.0,226.36760482788085,213.2647891235352,-0.3486140750284305,0.0610409003095906,-0.0553088297013779,0.0157448897994472,-0.0571255311700349,Financial Services,9.0
2020-06-08,258.65673828125,263.32385891500473,251.5332383665717,253.1053271033825,15485630.0,227.50982208251952,213.8867446899414,-0.1069867060472987,0.0627777190526759,-0.0214624649439102,0.0180436847103513,-0.0275403608736941,Financial Services,9.0
2020-06-09,255.31602478027344,274.0336197049237,252.61400803348124,260.86743500848235,25395072.0,228.49237289428712,215.58066345214843,-0.159818878512681,-0.0129156252536674,0.0217432894507365,0.0733114771811083,-0.0105830284218061,Financial Services,9.0
2020-06-10,264.0607604980469,270.2017084166061,249.76463074513129,255.46343341206395,23641130.0,230.2044700622559,217.6970797729492,-0.0215240545265651,0.0342506339948666,-0.0325581395348837,0.0232558139534884,-0.0541395462390988,Financial Services,9.0
2020-06-11,262.8325500488281,284.1539315234626,260.7691857149772,266.3205961956251,28647703.0,230.95612182617188,219.91273376464844,-0.0409477573547008,-0.0046512418085224,0.0132709824036216,0.0811215409608643,-0.0078504901066005,Financial Services,9.0
2020-06-12,278.5533752441406,281.59929116446415,244.21320023636187,245.6378970406884,22739564.0,232.51346588134768,221.24703857421875,0.2076713917504483,0.0598130832440348,-0.1181657848324514,0.0109347657972334,-0.1232804125158454,Financial Services,9.0
2020-06-15,263.96246337890625,276.63737215929103,259.9831416637587,273.14932621070955,15866221.0,233.73919830322265,221.6223727416992,-0.0230785878170642,-0.0523810269843114,0.0348036713788959,0.0480178454850623,-0.0150753317885028,Financial Services,9.0
2020-06-16,263.3238525390625,275.1144728020056,255.51255462082352,274.131921113427,13949824.0,235.6256980895996,222.63931427001955,-0.0331779866487883,-0.0024193244435935,0.0410447761194028,0.0447761194029849,-0.0296642246531017,Financial Services,9.0
2020-06-17,258.6075744628906,268.7278432189643,255.7090354578993,258.0180375483898,16347909.0,237.72835845947264,223.8075680541992,-0.1077642140047635,-0.0179105615791955,-0.0022796583422787,0.0391336904075325,-0.0112082525463972,Financial Services,9.0
2020-06-18,266.9101257324219,268.6787365344961,255.6599283422816,258.41106072093834,11499081.0,240.16262969970705,225.3157846069336,0.0235376232962588,0.0321048263446074,-0.0318424225688758,0.0066262409386719,-0.0421497586847591,Financial Services,9.0
2020-06-19,285.52947998046875,289.5579472415347,267.7944069123267,267.7944069123267,20301791.0,244.08055267333984,227.4587292480469,0.3179959581816968,0.0697588905514691,-0.0621129316291796,0.0141087612436427,-0.0621129316291796,Financial Services,9.0
2020-06-22,305.8191833496094,314.0726107345557,289.4105597509498,289.8527199618788,23988052.0,249.40106964111328,230.28847778320312,0.6388702586437184,0.0710599247773943,-0.0522088353413653,0.0269879321975401,-0.0536546576932729,Financial Services,9.0
2020-06-23,344.728271484375,351.6552490063278,309.5037868847568,310.48633858915287,24592951.0,256.70634307861326,233.3756558227539,1.2542033766156082,0.1272290629665476,-0.0993302137587348,0.0200940221471412,-0.1021804346012705,Financial Services,9.0
2020-06-24,325.5684509277344,361.382435706332,322.3751584997132,358.63130345468926,38747449.0,262.21845703125,236.10911407470704,0.9511977630667928,-0.0555794872121738,0.1015542274834664,0.110004469648526,-0.0098083595597843,Financial Services,9.0
2020-06-25,329.5477905273437,337.3590875016101,313.4830663634396,314.46561793327965,28697186.0,267.7772422790528,238.90742065429689,1.0141295756761146,0.0122227432918328,-0.0457662682851842,0.0237030779716855,-0.0487477829488625,Financial Services,9.0
2020-06-26,332.05328369140625,339.27501306026653,326.55098942243865,334.7553002535242,12952914.0,273.6627250671387,241.8776733398437,1.0537530414165597,0.007602821915611,0.0081372981229996,0.0217487063780155,-0.0165705160563361,Financial Services,9.0
2020-06-29,322.47344970703125,329.9899635104521,317.56069166752803,327.1896854309162,9560120.0,278.65163192749026,244.4323080444336,0.902251441203228,-0.0288502913685323,0.0146251907813486,0.0233089384885785,-0.0152346124741943,Financial Services,9.0
2020-06-30,313.72869873046875,332.29894706146007,307.9316505675295,329.842568180122,12186073.0,282.5155151367188,246.4563638305664,0.7639563759048967,-0.0271177394123675,0.0513624335767157,0.0591920611857872,-0.0184779020421067,Financial Services,9.0
2020-07-01,320.1644592285156,324.9298406994424,309.503767892961,315.644715668615,13225374.0,286.2295608520508,248.61503021240236,0.8657355941704898,0.0205137767889573,-0.0141169434321086,0.0148841676006441,-0.0332975476454918,Financial Services,9.0
2020-07-02,340.20849609375,349.5427364197879,323.4068575098626,325.07720724645503,28669847.0,291.7711524963379,251.5803707885742,1.1827247679673398,0.0626054400714354,-0.044476516668547,0.027436823104693,-0.0493862992159296,Financial Services,9.0
2020-07-03,341.0927734375,345.61251668181484,330.6286051554533,340.94539669819403,15132550.0,296.6568901062012,254.49461853027344,1.1967092934642354,0.0025992218122216,-0.0004320723005084,0.0132507739720348,-0.0306783640608677,Financial Services,9.0
