Date_Ticker,Close_HDFCAMC.NS,High_HDFCAMC.NS,Low_HDFCAMC.NS,Open_HDFCAMC.NS,Volume_HDFCAMC.NS,MA_20_Unnamed: 6_level_1,MA_50_Unnamed: 7_level_1,Normalised Close_Unnamed: 8_level_1,Return Ratio_Unnamed: 9_level_1,Percentage Change Open_Unnamed: 10_level_1,Percentage Change High_Unnamed: 11_level_1,Percentage Change Low_Unnamed: 12_level_1,Sector_Unnamed: 13_level_1,Sector Encoded_Unnamed: 14_level_1
Date,,,,,,,,,,,,,,
2020-01-10,2823.33056640625,2874.3072047728965,2815.629162952971,2866.0556051419694,364459.0,,,0.2080877522085381,,0.0151328502741012,0.0180554976357349,-0.0027277724914379,Financial Services,9.0
2020-01-13,2807.469482421875,2851.3862420810374,2800.959797285392,2833.049353064439,321948.0,,,0.1878809058747201,-0.0056178628790762,0.0091113619587761,0.015642827084723,-0.0023187020116306,Financial Services,9.0
2020-01-14,2880.81689453125,2891.7272534153344,2808.8902718867,2819.296545419199,466628.0,,,0.2813247012002743,0.026125809227355,-0.0213551750646967,0.0037872448279498,-0.0249674398886966,Financial Services,9.0
2020-01-15,2937.706787109375,2943.9872605548926,2883.52141935769,2891.7271316693027,366511.0,,,0.3538017978732407,0.0197478335697492,-0.0156515468602348,0.0021378830157849,-0.0184447842070045,Financial Services,9.0
2020-01-16,2974.9765625,2988.6833406304154,2950.038441192126,2954.0724667570207,371056.0,,,0.401283081306086,0.0126866900243973,-0.0070266421613125,0.0046073566774242,-0.0083826278237693,Financial Services,9.0
2020-01-17,2991.892333984375,2998.4476815706776,2971.53843412198,2986.987127161789,243008.0,,,0.422833587900684,0.0056860184035063,-0.001639499779744,0.002191037261549,-0.0068030188223013,Financial Services,9.0
2020-01-20,2975.16015625,3011.8339332145606,2937.0193386712685,3006.883062859933,260251.0,,,0.4015169777218513,-0.005592506636792,0.0106625878755777,0.0123266563944528,-0.012819752744607,Financial Services,9.0
2020-01-21,2915.060791015625,2970.5757624552266,2908.230345218512,2959.5736300016883,362236.0,,,0.3249510482275392,-0.020200379837745,0.0152699522161783,0.019044189956759,-0.0023431572398643,Financial Services,9.0
2020-01-22,2913.502197265625,2990.746335451332,2878.8913222922074,2943.07042820318,660200.0,,,0.3229654169532754,-0.0005346693814426,0.0101486901109275,0.0265124695145937,-0.0118794744709307,Financial Services,9.0
2020-01-23,2955.310302734375,2970.5756715107245,2907.680060041306,2907.680060041306,435772.0,,,0.3762284829295557,0.0143497765362894,-0.0161168330273133,0.0051654030245911,-0.0161168330273133,Financial Services,9.0
2020-01-24,2942.61181640625,2974.563930182911,2928.400729584534,2956.822903227966,505490.0,,,0.360050751183271,-0.0042968368893025,0.004829412681103,0.0108584195844367,-0.004829412681103,Financial Services,9.0
2020-01-27,2915.15234375,2937.569142155024,2899.795201699096,2932.8931466815607,172858.0,,,0.3250676854029541,-0.0093316666857491,0.0060857206895537,0.0076897519448975,-0.005268040994094,Financial Services,9.0
2020-01-28,2927.48388671875,2952.055359035572,2913.731222045784,2924.733353784157,262484.0,,,0.3407779353501757,0.0042301538700673,-0.0009395552771687,0.0083933757682821,-0.004697776385844,Financial Services,9.0
2020-01-29,2913.410400390625,2938.486183252874,2899.9787200089986,2933.626863361451,133279.0,,,0.3228484687453927,-0.0048073659404148,0.0069391057875387,0.0086070204386197,-0.0046102946498115,Financial Services,9.0
2020-01-30,2924.366943359375,2934.8188798250417,2892.50660094328,2916.481992103548,224807.0,,,0.336806983834116,0.0037607276226105,-0.0026962933888073,0.0035740851500871,-0.0108947827113294,Financial Services,9.0
