Date_Ticker,Close_NIACL.NS,High_NIACL.NS,Low_NIACL.NS,Open_NIACL.NS,Volume_NIACL.NS,MA_20_Unnamed: 6_level_1,MA_50_Unnamed: 7_level_1,Normalised Close_Unnamed: 8_level_1,Return Ratio_Unnamed: 9_level_1,Percentage Change Open_Unnamed: 10_level_1,Percentage Change High_Unnamed: 11_level_1,Percentage Change Low_Unnamed: 12_level_1,Sector_Unnamed: 13_level_1,Sector Encoded_Unnamed: 14_level_1
Date,,,,,,,,,,,,,,
2020-01-10,143.31900024414062,147.16877652323544,142.49056078525535,142.68548334274664,313777.0,,,-0.0587645103257729,,-0.0044203273837719,0.0268615903860396,-0.0057803882072442,Financial Services,9.0
2020-01-13,153.1627197265625,157.6460125864867,145.4631677189066,147.1687660003678,1880850.0,,,0.1314526157697617,0.0686839809491646,-0.0391345474727501,0.0292714367303486,-0.0502704053662779,Financial Services,9.0
2020-01-14,150.96981811523438,155.3556425715772,149.6053453441384,153.9424354433054,624863.0,,,0.0890776331159005,-0.0143174632524354,0.0196901431371008,0.0290510017902727,-0.0090380500429195,Financial Services,9.0
2020-01-15,161.00848388671875,163.93236682003075,149.1180295989109,151.89572433421233,1495851.0,,,0.2830618436874482,0.0664945212017273,-0.0565980085802056,0.0181598066308676,-0.073849861825751,Financial Services,9.0
2020-01-16,161.00848388671875,167.6359548432201,159.8389336877215,163.0064735321428,629370.0,,,0.2830618436874482,0.0,0.01240921967087,0.0411622468364105,-0.0072639041792363,Financial Services,9.0
2020-01-17,159.35162353515625,164.5171531439568,158.32826151060289,160.81356503547875,302052.0,,,0.2510451639173014,-0.0102905158260369,0.0091743119266054,0.032415920805858,-0.0064220370138091,Financial Services,9.0
2020-01-20,154.33229064941406,162.27549985902365,153.2114599556336,161.78818604563318,215403.0,,,0.1540530586315276,-0.0314984734663517,0.0483106637298358,0.0514682259699856,-0.0072624509690366,Financial Services,9.0
2020-01-21,156.427734375,164.07856720741665,152.1393787582344,153.01653767523365,445828.0,,,0.1945447939037126,0.0135774808808223,-0.0218068535825545,0.0489096953490069,-0.0274142921899338,Financial Services,9.0
2020-01-22,155.1119842529297,158.42572717959052,153.11400947155153,157.7922102853165,229965.0,,,0.1691196273975977,-0.0084112330037082,0.017279296924062,0.0213635519049086,-0.012880853732876,Financial Services,9.0
2020-01-23,159.4003448486328,163.6399659296448,154.18608130885897,156.427727733574,601171.0,,,0.2519866401799744,0.0276468682697683,-0.0186487495863426,0.0265973143598776,-0.0327117456660794,Financial Services,9.0
2020-01-24,161.8369140625,164.71206247456294,157.69474681092078,160.4724265154683,588907.0,,,0.2990701835725216,0.0152858465656455,-0.0084312504037536,0.017765714507832,-0.0255946999210547,Financial Services,9.0
2020-01-27,160.3262481689453,163.1039429156642,157.402365223615,158.86430669628015,279160.0,,,0.2698785223030542,-0.0093344951756265,-0.0091185410334346,0.0173252650669644,-0.0182370820668693,Financial Services,9.0
2020-01-28,157.0612335205078,161.93437157415852,156.03788642655087,161.3008695758388,161637.0,,,0.2067863441691033,-0.020364816651837,0.026993523228489,0.0310269946594707,-0.0065155931289901,Financial Services,9.0
2020-01-29,156.47647094726562,160.81356098121947,155.94042276966738,158.1333349648658,131510.0,,,0.1954865650227159,-0.0037231502652488,0.0105885824723039,0.0277172025142073,-0.003425743016526,Financial Services,9.0
2020-01-30,151.26219177246094,157.40234827065908,149.4591397400202,156.9150344989233,194597.0,,,0.094727375260929,-0.0333230877667349,0.0373711544188501,0.0405928039667347,-0.0119200443370079,Financial Services,9.0
2020-01-31,151.5546112060547,154.8196200327828,150.5799834812569,152.4805045702848,168669.0,,,0.1003780019749485,0.0019331957984162,0.0061093051333902,0.0215434476110329,-0.0064308681672026,Financial Services,9.0
2020-02-03,133.42652893066406,139.37176397182395,132.69555814060206,136.5453495322397,362198.0,,,-0.2499237023966411,-0.119614191420039,0.0233748162870695,0.0445581181554184,-0.0054784516686472,Financial Services,9.0
2020-02-04,136.1554718017578,139.371745833788,134.49860786757162,134.49860786757162,280950.0,,,-0.1971904168590653,0.020452775718327,-0.0121689118495258,0.0236220696052016,-0.0121689118495258,Financial Services,9.0
