Date_Ticker,Close_FINPIPE.NS,High_FINPIPE.NS,Low_FINPIPE.NS,Open_FINPIPE.NS,Volume_FINPIPE.NS,MA_20_Unnamed: 6_level_1,MA_50_Unnamed: 7_level_1,Normalised Close_Unnamed: 8_level_1,Return Ratio_Unnamed: 9_level_1,Percentage Change Open_Unnamed: 10_level_1,Percentage Change High_Unnamed: 11_level_1,Percentage Change Low_Unnamed: 12_level_1,Sector_Unnamed: 13_level_1,Sector Encoded_Unnamed: 14_level_1
Date,,,,,,,,,,,,,,
2020-01-10,108.3178253173828,109.04415433026,106.02563386584498,106.5821706528038,190550.0,,,-1.0461101395883727,,-0.0160237214834525,0.0067055354070206,-0.0211617196414483,Capital Goods,1.0
2020-01-13,110.63831329345705,111.30804729066732,108.85549853547128,109.04415336405542,363825.0,,,-1.0099384715802793,0.0214229557256614,-0.0144087511997156,0.0060533641310482,-0.0161139003742494,Capital Goods,1.0
2020-01-14,110.90243530273438,111.66649673056877,110.2798685977228,111.27975216468836,99810.0,,,-1.005821348918272,0.0023872562895711,0.0034022414469438,0.0068894918831017,-0.0056136432289528,Capital Goods,1.0
2020-01-15,110.04402923583984,111.11937744623988,109.51578283309075,109.8176348360676,232845.0,,,-1.019202146228143,-0.0077401913181735,-0.0020573074372535,0.0097719814320449,-0.0048003186217125,Capital Goods,1.0
2020-01-16,108.26123046875,110.93073895894918,107.92165319055484,110.08177777165886,101260.0,,,-1.0469923376849892,-0.0162007769023892,0.0168162443288908,0.0246580283508761,-0.0031366471332799,Capital Goods,1.0
2020-01-17,107.85560607910156,109.1950812489554,107.15757458836892,108.29895283562104,70450.0,,,-1.053315193441894,-0.0037467188197673,0.0041105582976774,0.0124191520362091,-0.0064719073593699,Capital Goods,1.0
2020-01-20,107.28020477294922,109.96857557116977,107.06324525037836,109.0158521666354,97430.0,,,-1.0622845245619703,-0.0053349225605421,0.0161786360993583,0.02505933693835,-0.0020223630541162,Capital Goods,1.0
2020-01-21,105.72377014160156,108.45930805847696,105.3370184265596,106.78968348857924,64600.0,,,-1.0865461614857062,-0.0145081250976518,0.0100820595552924,0.0258743886375933,-0.0036581339704776,Capital Goods,1.0
2020-01-22,105.35589599609376,107.53489015147582,104.77105452901206,106.57273903773005,91840.0,,,-1.092280568040392,-0.0034795783863467,0.0115498333541901,0.02068222319008,-0.0055511033488184,Capital Goods,1.0
2020-01-23,104.17678833007812,106.73309940176247,103.95039389955758,106.36521744806711,66300.0,,,-1.1106604482555311,-0.0111916628383032,0.0210068783369965,0.0245382019609283,-0.0021731753699607,Capital Goods,1.0
2020-01-24,106.04448699951172,106.96891285733504,102.52602507209892,105.45965275991722,254015.0,,,-1.0815468407270823,0.0179281651831682,-0.0055149895684553,0.0087173400898017,-0.0331791121534588,Capital Goods,1.0
2020-01-27,104.77105712890624,105.64831575293786,104.51637239141596,104.51637239141596,70255.0,,,-1.1013970114610232,-0.0120084495350647,-0.002430869215884,0.0083731008168816,-0.002430869215884,Capital Goods,1.0
2020-01-28,105.95016479492188,106.57273866382975,104.70502425382624,105.63887786046791,160680.0,,,-1.0830171312458838,0.0112541354294525,-0.0029380504981419,0.0058761009962839,-0.0117521340670467,Capital Goods,1.0
2020-01-29,106.14825439453124,109.61012148322388,105.10120357747071,106.76139336257788,788240.0,,,-1.079929318981048,0.0018696488107668,0.0057762510702032,0.0326135093642292,-0.0098640417879021,Capital Goods,1.0
2020-01-30,106.45011138916016,106.95948806958002,105.45966273005529,106.78026094219511,72715.0,,,-1.0752239849701777,0.0028437301804979,0.0031014486384894,0.0047851211593163,-0.0093043459154682,Capital Goods,1.0
2020-01-31,105.7520751953125,107.53488989948744,105.2238359338444,107.51602729588652,82155.0,,,-1.08610494351072,-0.0065574021928053,0.0166800707911989,0.0168584370650153,-0.0049950722999287,Capital Goods,1.0
2020-02-03,103.05426788330078,107.86503775933282,101.49784043015865,103.76173425320904,176950.0,,,-1.1281582493007318,-0.0255106796441503,0.0068649885583524,0.0466819082299414,-0.0151029887952303,Capital Goods,1.0
2020-02-04,104.45977020263672,105.6483157701324,103.76173870280864,103.76173870280864,77965.0,,,-1.1062493388457704,0.0136384678500412,-0.0066822997836776,0.0113780220384371,-0.0066822997836776,Capital Goods,1.0
2020-02-05,104.9125518798828,105.64831578476574,103.91266833701324,105.6105833798076,101940.0,,,-1.0991913972928038,0.0043345076900682,0.0066534603097252,0.0070131160828623,-0.0095306378974975,Capital Goods,1.0
2020-02-06,104.59182739257812,105.61058071053834,104.327707761267,105.61058071053834,43155.0,106.53453330993652,,-1.1041908369781055,-0.0030570649703754,0.0097402764953746,0.0097402764953746,-0.0025252415785774,Capital Goods,1.0
2020-02-07,104.5823974609375,106.3840747342643,103.78059648718552,105.64831086365336,110300.0,106.34776191711424,,-1.1043378303519824,-9.01593544706931e-05,0.0101920918681748,0.0172273472120367,-0.0076666914625996,Capital Goods,1.0
2020-02-10,103.82776641845705,105.64831353782589,103.1957648414704,103.95039133442272,105515.0,106.00723457336426,,-1.1161009869891414,-0.0072156601952286,0.0011810416442119,0.0175342991780398,-0.0060870189043601,Capital Goods,1.0
2020-02-11,102.9033432006836,104.48806823308064,102.3468064174477,103.7617392250622,93865.0,105.60727996826172,,-1.130510856842828,-0.0089034296861182,0.0083417700307806,0.0154001316488472,-0.0054083450150937,Capital Goods,1.0
2020-02-12,102.77127838134766,103.95038899699745,102.24303912848696,102.91277309456964,97225.0,105.2436424255371,,-1.1325694776371706,-0.0012833870623462,0.0013767923825658,0.0114731531437657,-0.0051399501999048,Capital Goods,1.0
2020-02-13,102.98825073242188,104.50694597032964,102.18645685322906,102.72413107308503,124155.0,104.9799934387207,,-1.1291873218445474,0.0021112158425149,-0.0025645610781667,0.0147462960785065,-0.0077852946670197,Capital Goods,1.0
2020-02-14,101.86572265625,103.38441771037304,101.68650273580026,103.38441771037304,93305.0,104.68049926757811,,-1.146685241816426,-0.0108995741571372,0.0149087937975753,0.0149087937975753,-0.0017593741621459,Capital Goods,1.0
2020-02-17,104.8842544555664,106.02563271872194,101.4978448743664,101.52614237892656,328690.0,104.560701751709,,-1.0996324963411122,0.0296324585013014,-0.0320173136956651,0.0108822651129114,-0.0322871111472182,Capital Goods,1.0
2020-02-18,103.58250427246094,105.64830831842332,84.10360318362754,104.51636503655672,217665.0,104.45363845825196,,-1.1199241229033952,-0.0124113022480123,0.0090156225769497,0.0199435615162242,-0.1880520385720406,Capital Goods,1.0
