Date_Ticker,Close_LTF.NS,High_LTF.NS,Low_LTF.NS,Open_LTF.NS,Volume_LTF.NS,MA_20_Unnamed: 6_level_1,MA_50_Unnamed: 7_level_1,Normalised Close_Unnamed: 8_level_1,Return Ratio_Unnamed: 9_level_1,Percentage Change Open_Unnamed: 10_level_1,Percentage Change High_Unnamed: 11_level_1,Percentage Change Low_Unnamed: 12_level_1,Sector_Unnamed: 13_level_1,Sector Encoded_Unnamed: 14_level_1
Date,,,,,,,,,,,,,,
2020-01-10,107.5205078125,110.47533808963594,106.109246346485,108.79946193340908,8709703.0,,,0.1656252045140649,,0.0118949784271795,0.0274815506106864,-0.0131255096792887,Financial Services,9.0
2020-01-13,111.7542953491211,112.0630076730055,108.04973299240936,108.49075266511548,13911008.0,,,0.2772077658464648,0.0393765582283539,-0.0292028389048518,0.0027624202087266,-0.0331491719860849,Financial Services,9.0
2020-01-14,111.2691650390625,112.68042637968829,110.96045275127696,112.4158117129872,8248667.0,,,0.2644220315345534,-0.0043410439709994,0.010305161124577,0.0126833102426027,-0.0027744639557343,Financial Services,9.0
2020-01-15,111.7542953491211,112.9009493921768,110.25483135594,111.04866821382092,6993231.0,,,0.2772077658464648,0.0043599707959368,-0.0063140940855631,0.0102604919074793,-0.0134175065799193,Financial Services,9.0
2020-01-16,111.18096923828124,112.37172083984382,110.43123004928906,112.2394134985482,5479886.0,,,0.262097608481953,-0.0051302378047194,0.0095200128899621,0.0107100307698395,-0.0067434129611279,Financial Services,9.0
2020-01-17,112.23941802978516,113.91529420540574,111.40148355949952,111.8425032249234,10462417.0,,,0.2899932990837177,0.009520053645471,-0.0035363227271584,0.0149312621629582,-0.0074655988510496,Financial Services,9.0
2020-01-20,104.16876220703124,111.04866453212146,103.63954006433956,111.04866453212146,18540991.0,,,0.0772890855289119,-0.0719057169435089,0.0660457336664583,0.0660457336664583,-0.0050804303658699,Financial Services,9.0
2020-01-21,105.0508041381836,105.40362132044363,102.40468612380737,103.68364027006946,11906811.0,,,0.1005355278761588,0.0084674321981413,-0.0130143113070868,0.0033585386152394,-0.0251889363064325,Financial Services,9.0
2020-01-22,103.33082580566406,105.84463636241826,102.97800863882772,105.18310688774352,9292895.0,,,0.0552050557826237,-0.0163728240505144,0.0179257357873348,0.0243277892841189,-0.0034144425352786,Financial Services,9.0
2020-01-23,105.00669860839844,105.71233296842384,103.02211011025746,103.19852231778846,7116853.0,,,0.0993731152752002,0.0162185174624096,-0.0172196280291908,0.0067198985338727,-0.0188996371130769,Financial Services,9.0
2020-01-24,105.800537109375,107.60871342826466,104.5215829512567,104.78619041411768,7158368.0,,,0.1202949334951882,0.0075598843835384,-0.0095873492041793,0.0170904266489724,-0.0120883522244894,Financial Services,9.0
